,Tenth_Tee_Early_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Early_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Early_Lowest_Round_PLAYER NAME,Tenth_Tee_Early_Lowest_Round_ROUNDS,Tenth_Tee_Early_Lowest_Round_LOW RND
0,1,1,Robert Gamez,103,60
1,T2,T2,Joe Ogilvie,104,61
2,T2,T2,Ted Purdy,114,61
3,T4,T4,Steve Allan,102,62
4,T4,T4,Notah Begay III,71,62
5,T4,T4,David Branshaw,84,62
6,T4,T4,José Coceres,68,62
7,T4,T4,J.L. Lewis,106,62
8,T4,T4,Adam Scott,55,62
9,T4,T4,Jay Williamson,100,62
10,T11,T11,Briny Baird,100,63
11,T11,T11,Danny Ellis,81,63
12,T11,T11,Harrison Frazar,86,63
13,T11,T11,Vijay Singh,112,63
14,T11,T11,Mark Wilson,62,63
15,T16,T16,Tommy Armour III,87,64
16,T16,T16,Greg Chalmers,70,64
17,T16,T16,Daniel Chopra,108,64
18,T16,T16,John Daly,79,64
19,T16,T16,Jay Delsing,76,64
20,T16,T16,Ken Duke,89,64
21,T16,T16,Matt Gogel,86,64
22,T16,T16,Retief Goosen,56,64
23,T16,T16,Tim Herron,84,64
24,T16,T16,Charles Howell III,104,64
25,T16,T16,Jerry Kelly,113,64
26,T16,T16,Hank Kuehne,91,64
27,T16,T16,Tom Lehman,70,64
28,T16,T16,Shigeki Maruyama,93,64
29,T16,T16,Jim McGovern,30,64
30,T16,T16,Shaun Micheel,93,64
31,T16,T16,Phil Mickelson,83,64
32,T16,T16,Mark O'Meara,58,64
33,T16,T16,Craig Perks,75,64
34,T16,T16,Carl Pettersson,100,64
35,T16,T16,Heath Slocum,92,64
36,T16,T16,Steve Stricker,81,64
37,T16,T16,Scott Verplank,92,64
38,T16,T16,Tiger Woods,78,64
39,T40,T40,Stephen Ames,97,65
40,T40,T40,Pat Bates,99,65
41,T40,T40,Cameron Beckman,99,65
42,T40,T40,Mark Calcavecchia,79,65
43,T40,T40,Alex Cejka,76,65
44,T40,T40,K.J. Choi,83,65
45,T40,T40,Stewart Cink,103,65
46,T40,T40,Ben Crane,92,65
47,T40,T40,Chris DiMarco,105,65
48,T40,T40,Joe Durant,85,65
49,T40,T40,Dudley Hart,60,65
50,T40,T40,J.J. Henry,103,65
51,T40,T40,Mark Hensby,97,65
52,T40,T40,Scott Hoch,52,65
53,T40,T40,Jonathan Kaye,79,65
54,T40,T40,Brian Kortan,65,65
55,T40,T40,Stephen Leaney,84,65
56,T40,T40,Justin Leonard,90,65
57,T40,T40,Scott McCarron,88,65
58,T40,T40,Arron Oberholser,77,65
59,T40,T40,José María Olazábal,56,65
60,T40,T40,Ryan Palmer,103,65
61,T40,T40,Rod Pampling,98,65
62,T40,T40,Brenden Pappas,111,65
63,T40,T40,Jesper Parnevik,86,65
64,T40,T40,Brett Quigley,102,65
65,T40,T40,John Rollins,90,65
66,T40,T40,Patrick Sheehan,113,65
67,T40,T40,Andre Stolz,53,65
68,T40,T40,Roger Tambellini,81,65
69,T40,T40,Vaughn Taylor,84,65
70,T40,T40,Omar Uresti,85,65
71,T40,T40,Bo Van Pelt,107,65
72,T40,T40,Camilo Villegas,30,65
73,T40,T40,Duffy Waldorf,79,65
74,T40,T40,Mike Weir,75,65
75,T76,T76,Michael Allen,87,66
76,T76,T76,Paul Azinger,75,66
