,Tenth_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_4_Scoring_Average_AVG,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,64.0,64,1
1,2,2,Carl Pettersson,65.0,130,2
2,3,3,Harrison Frazar,65.5,131,2
3,T4,T4,J.L. Lewis,66.0,132,2
4,T4,T4,Pat Perez,66.0,66,1
5,T4,T4,Loren Roberts,66.0,66,1
6,T7,T7,K.J. Choi,67.0,134,2
7,T7,T7,Jason Dufner,67.0,67,1
8,T7,T7,Shigeki Maruyama,67.0,67,1
9,T7,T7,José María Olazábal,67.0,134,2
10,T7,T7,Tim Petrovic,67.0,67,1
11,T7,T7,John Rollins,67.0,67,1
12,13,13,Jay Williamson,67.33,202,3
13,T14,T14,Bob Estes,68.0,68,1
14,T14,T14,Fred Funk,68.0,68,1
15,T14,T14,Lucas Glover,68.0,68,1
16,T14,T14,Geoff Ogilvy,68.0,68,1
17,T14,T14,Dennis Paulson,68.0,136,2
18,T14,T14,Andre Stolz,68.0,68,1
19,T20,T20,Mark Hensby,68.5,137,2
20,T20,T20,Tim Herron,68.5,137,2
21,T20,T20,Billy Mayfair,68.5,137,2
22,T23,T23,Cameron Beckman,69.0,207,3
23,T23,T23,Daniel Chopra,69.0,69,1
24,T23,T23,Scott Hoch,69.0,69,1
25,T23,T23,Frank Lickliter II,69.0,69,1
26,T23,T23,Rocco Mediate,69.0,69,1
27,T23,T23,Vijay Singh,69.0,69,1
28,T23,T23,David Toms,69.0,69,1
29,30,30,Ted Purdy,69.33,208,3
30,T31,T31,Paul Azinger,69.5,139,2
31,T31,T31,Chad Campbell,69.5,139,2
32,T31,T31,Glen Day,69.5,139,2
33,T31,T31,Brian Gay,69.5,139,2
34,T31,T31,Omar Uresti,69.5,139,2
35,36,36,Hidemichi Tanaka,69.75,279,4
36,T37,T37,Steve Allan,70.0,70,1
37,T37,T37,Arjun Atwal,70.0,70,1
38,T37,T37,Rich Barcelo,70.0,70,1
39,T37,T37,Bob Burns,70.0,70,1
40,T37,T37,José Coceres,70.0,70,1
41,T37,T37,Russ Cochran,70.0,140,2
42,T37,T37,Ben Crane,70.0,140,2
43,T37,T37,Jay Delsing,70.0,70,1
44,T37,T37,Bernhard Langer,70.0,140,2
45,T37,T37,Hirofumi Miyase,70.0,70,1
46,T37,T37,Joe Ogilvie,70.0,140,2
47,T37,T37,Steve Pate,70.0,70,1
48,T37,T37,Rory Sabbatini,70.0,70,1
49,T37,T37,Steve Stricker,70.0,70,1
50,T37,T37,Roger Tambellini,70.0,70,1
51,52,52,David Branshaw,70.25,281,4
52,T53,T53,Stephen Ames,70.5,141,2
53,T53,T53,Stuart Appleby,70.5,141,2
54,T53,T53,Danny Briggs,70.5,141,2
55,T53,T53,Mathias Grönberg,70.5,141,2
56,T53,T53,Chris Riley,70.5,282,4
57,T53,T53,Kevin Sutherland,70.5,141,2
