,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
47,48,48,Brad Faxon,94,70.719,6341,- 46.986,89
48,49,49,Jeff Sluman,98,70.738,6851,10.623,97
49,50,50,Joe Durant,85,70.749,5984,29.697,85
50,51,51,Rod Pampling,98,70.753,6642,8.796,94
51,52,52,Cameron Beckman,99,70.767,6774,19.602,96
52,53,53,Carlos Franco,99,70.768,6982,23.999,99
53,54,54,Lee Janzen,84,70.77,5807,- 3.888,82
54,55,55,Charles Howell III,104,70.773,7180,- 31.923,101
55,T56,T56,Bob Estes,73,70.78699999999999,5016,9.892,71
56,T56,T56,Tim Herron,84,70.78699999999999,5907,- 31.674,83
57,58,58,Briny Baird,100,70.788,6857,9.457,97
58,59,59,Geoff Ogilvy,91,70.803,6134,25.868,87
59,60,60,Chad Campbell,100,70.808,6606,- 20.861,93
60,61,61,John Daly,79,70.816,5594,.480,79
61,62,62,J.J. Henry,103,70.82600000000001,7307,- 11.929,103
62,63,63,Chris Riley,78,70.844,5259,- 16.520,74
63,64,64,Steve Flesch,109,70.846,7458,- 19.160,105
64,65,65,Brian Gay,96,70.85,6659,.881,94
65,66,66,Vaughn Taylor,84,70.865,5795,15.936,82
66,67,67,Brent Geiberger,94,70.876,6428,21.702,91
67,68,68,Jonathan Byrd,85,70.877,5895,- 12.220,83
68,69,69,Harrison Frazar,86,70.9,5777,36.804,82
69,70,70,Tim Petrovic,111,70.91199999999999,7617,- 29.457,107
70,71,71,Fred Couples,54,70.918,3716,- 28.264,52
71,72,72,Daniel Chopra,108,70.926,7506,12.207,106
72,73,73,Joe Ogilvie,104,70.933,7244,- 8.874,102
73,74,74,Kevin Sutherland,86,70.941,5826,- 8.872,82
74,75,75,Brian Bateman,84,70.95,5670,6.038,80
75,76,76,Tom Pernice Jr.,103,70.957,7014,10.734,99
76,77,77,Dudley Hart,60,70.976,4126,- 9.364,58
77,78,78,José Coceres,68,70.982,4534,8.864,64
78,79,79,Craig Barlow,80,70.988,5523,14.040,78
79,80,80,Peter Lonard,68,70.999,4735,- 49.094,66
80,81,81,Stephen Leaney,84,71.003,5358,- 32.746,75
81,82,82,Arron Oberholser,77,71.01,5195,- 11.237,73
82,83,83,Ben Crane,92,71.013,6512,21.214,92
83,84,84,Skip Kendall,99,71.032,7041,- 8.811,99
84,85,85,Todd Hamilton,92,71.036,6285,- 33.843,88
85,86,86,Matt Gogel,86,71.039,5965,2.266,84
86,87,87,Woody Austin,94,71.044,6672,6.101,94
87,88,88,Brett Quigley,102,71.048,6970,- 7.254,98
88,89,89,David Peoples,82,71.054,5672,12.352,80
89,90,90,Jason Bohn,98,71.057,6741,9.399,95
90,91,91,Kent Jones,99,71.058,6869,23.638,97
91,92,92,Shaun Micheel,93,71.059,6481,- 14.595,91
92,93,93,Frank Lickliter II,89,71.068,6116,- 4.127,86
93,94,94,Hidemichi Tanaka,89,71.075,6342,- 16.317,89
94,95,95,Mark Wilson,62,71.095,4400,7.894,62
95,96,96,Joey Sindelar,100,71.111,6969,- .141,98
96,97,97,Robert Gamez,103,71.113,7305,19.675,103
97,98,98,Bob Tway,90,71.11399999999999,6058,- 13.319,85
98,99,99,Mark Calcavecchia,79,71.115,5624,- 5.911,79
99,100,100,Patrick Sheehan,113,71.139,7879,17.421,111
100,101,101,Alex Cejka,76,71.153,5009,- 28.272,70
101,102,102,Todd Fischer,104,71.164,7246,12.682,102
102,103,103,Scott McCarron,88,71.188,6107,15.133,86
103,104,104,John Rollins,90,71.20100000000001,6075,- 22.925,85
104,105,105,J.L. Lewis,106,71.21,7521,27.310,106
105,106,106,Kevin Na,100,71.211,6807,29.242,96
106,107,107,Glen Day,101,71.217,7042,8.461,99
107,108,108,Bernhard Langer,59,71.24600000000001,3917,1.540,55
108,109,109,Notah Begay III,71,71.252,4762,11.884,67
109,110,110,Heath Slocum,92,71.262,6394,19.548,90
110,111,111,Neal Lancaster,106,71.271,7333,7.937,103
111,112,112,Ryan Palmer,103,71.273,7102,25.325,100
112,113,113,Steve Elkington,64,71.274,4353,- 5.278,61
113,T114,T114,Michael Allen,87,71.279,6041,17.735,85
114,T114,T114,Richard Johnson,102,71.279,7245,25.420,102
115,116,116,Pat Perez,102,71.282,7127,1.187,100
116,117,117,Hunter Mahan,94,71.307,6710,- 7.186,94
117,118,118,Steve Allan,102,71.316,7033,27.327,99
118,119,119,Olin Browne,92,71.321,6229,47.232,88
119,120,120,Mark O'Meara,58,71.324,4148,- 11.220,58
120,121,121,Jason Dufner,79,71.339,5625,10.792,79
121,122,122,Hank Kuehne,91,71.35600000000001,6342,8.697,89
122,123,123,Tag Ridings,53,71.38,3562,6.978,50
123,124,124,José María Olazábal,56,71.382,3715,- 3.128,52
124,125,125,Greg Chalmers,70,71.387,4974,23.077,70
125,126,126,Danny Briggs,85,71.39,5767,15.628,81
126,127,127,Dean Wilson,99,71.392,7041,26.773,99
127,128,128,Jay Williamson,100,71.404,6966,31.602,98
128,129,129,Craig Parry,52,71.414,3607,- 36.307,50
129,130,130,John Riegger,53,71.417,3775,10.121,53
130,131,131,Steve Lowery,91,71.418,6359,- 2.823,89
131,132,132,Billy Andrade,104,71.433,7410,19.012,104
132,133,133,Robert Damron,92,71.449,6571,2.314,92
133,134,134,Craig Bowden,83,71.453,5938,- 7.385,83
134,135,135,Jonathan Kaye,79,71.468,5433,- 1.459,76
135,136,136,Scott Simpson,55,71.47399999999999,3937,- 5.950,55
136,137,137,Danny Ellis,81,71.488,5482,22.545,77
137,138,138,Chris Smith,105,71.51100000000001,7487,21.700,105
138,139,139,Lucas Glover,95,71.53399999999999,6485,24.609,91
139,140,140,Bob Burns,88,71.55,6136,17.274,86
140,141,141,John Huston,62,71.566,3984,23.716,56
141,142,142,Matt Kuchar,83,71.574,5933,7.675,83
142,143,143,Ben Curtis,56,71.578,3744,- 21.925,52
143,144,144,Brenden Pappas,111,71.589,7685,46.633,108
144,145,145,Russ Cochran,61,71.59100000000001,4352,15.064,61
145,146,146,Billy Mayfair,109,71.607,7539,- 20.304,105
146,147,147,Aaron Baddeley,87,71.61399999999999,6115,- 27.790,85
147,148,148,Paul Azinger,75,71.625,5338,33.857,75
148,149,149,Deane Pappas,72,71.627,4989,24.904,70
149,150,150,Jay Delsing,76,71.633,5217,12.227,73
150,151,151,Steve Stricker,81,71.635,5573,14.509,78
151,152,152,Spike McRoy,93,71.64699999999999,6530,- 10.142,91
152,153,153,John Cook,57,71.685,3781,18.297,53
153,154,154,Arjun Atwal,85,71.688,5952,- 1.857,83
154,155,155,Omar Uresti,85,71.705,6064,30.944,85
155,156,156,Tommy Armour III,87,71.715,6225,14.248,87
156,157,157,Pat Bates,99,71.735,6923,35.337,97
157,158,158,Craig Perks,75,71.74600000000001,5166,- .262,72
158,159,159,Jeff Brehaut,106,71.747,7439,22.669,104
159,160,160,D.J. Brigman,79,71.748,5446,6.816,76
160,161,161,Roland Thatcher,66,71.751,4723,12.566,66
161,162,162,David Frost,78,71.752,5585,11.646,78
162,163,163,Mathias Grönberg,91,71.757,6238,4.852,87
163,164,164,Rich Beem,81,71.758,5543,- 17.653,77
164,165,165,Dan Forsman,79,71.828,5522,8.740,77
165,166,166,Rich Barcelo,67,71.857,4670,.676,65
166,167,167,J.P. Hayes,79,71.862,5366,23.632,75
167,168,168,Rocco Mediate,53,71.899,3440,11.153,48
168,169,169,Steve Pate,71,71.937,4938,25.637,69
169,170,170,David Branshaw,84,71.975,5881,20.940,82
170,171,171,Roger Tambellini,81,71.98899999999999,5623,- 7.855,78
171,172,172,Tom Carter,113,72.02,7913,9.154,110
172,173,173,Len Mattiace,75,72.028,5423,- 20.886,75
173,174,174,Kris Cox,73,72.05199999999999,5121,- 5.332,71
174,175,175,Niclas Fasth,61,72.063,4332,- 8.215,60
175,176,176,Scott Hend,81,72.109,5705,- 8.369,79
176,177,177,Mike Heinen,53,72.131,3821,1.969,53
177,178,178,Cliff Kresge,89,72.143,6279,- 2.523,87
178,179,179,Tripp Isenhour,55,72.157,3828,- 3.680,53
179,180,180,Tommy Tolles,67,72.218,4828,10.609,67
180,181,181,Blaine McCallister,68,72.23899999999999,4909,3.271,68
181,182,182,Ken Duke,89,72.247,6265,20.493,87
182,183,183,Grant Waite,79,72.271,5555,9.902,77
183,184,184,Brian Kortan,65,72.283,4476,5.539,62
184,185,185,Andre Stolz,53,72.34100000000001,3827,7.085,53
185,186,186,Esteban Toledo,92,72.359,6491,21.268,90
186,187,187,Dan Olsen,75,72.36,5270,12.307,73
187,188,188,Gene Sauers,83,72.39,5843,20.628,81
188,189,189,David Morland IV,73,72.411,5277,9.021,73
189,190,190,Mark Brooks,72,72.585,5076,4.932,70
190,191,191,Guy Boros,64,72.597,4637,9.231,64
191,192,192,Dicky Pride,66,72.906,4581,12.100,63
192,193,193,Hirofumi Miyase,65,73.087,4596,8.475,63
193,194,194,Chris Couch,55,73.464,4024,16.525,55
194,195,195,Kevin Muncrief,50,73.54,3662,14.985,50
195,196,196,David Gossett,57,75.013,4272,3.731,57
