,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
0,1,1,Vijay Singh,112,68.839,7611,- 38.670,110
1,2,2,Ernie Els,62,68.98100000000001,4042,- 41.091,58
2,3,3,Tiger Woods,78,69.041,5017,- 46.045,72
3,4,4,Phil Mickelson,83,69.16199999999999,5501,- 37.221,79
4,5,5,Retief Goosen,56,69.316,3827,- 14.603,55
5,6,6,Sergio Garcia,65,69.803,4516,- 48.615,64
6,7,7,Stewart Cink,103,69.816,6800,- 27.878,97
7,8,8,Stephen Ames,97,69.89699999999999,6658,- 17.761,95
8,9,9,Scott Verplank,92,69.917,6372,- 9.510,91
9,10,10,David Toms,80,70.045,5226,- 42.646,74
10,11,11,Jay Haas,84,70.055,5559,- 24.663,79
11,12,12,Jerry Kelly,113,70.08800000000001,7655,- 15.432,109
12,13,13,Adam Scott,55,70.096,3675,- 30.012,52
13,14,14,Tom Lehman,70,70.101,4618,8.650,66
14,15,15,Luke Donald,72,70.11399999999999,5082,- 33.800,72
15,16,16,Davis Love III,85,70.134,5307,- 46.926,75
16,17,17,Zach Johnson,109,70.176,7542,- 33.208,107
17,18,18,Mike Weir,75,70.197,5162,- 37.604,73
18,19,19,Jesper Parnevik,86,70.199,6034,3.087,86
19,20,20,Loren Roberts,81,70.217,5537,10.171,79
20,21,21,Shigeki Maruyama,93,70.226,6497,- 36.184,92
21,22,22,Bo Van Pelt,107,70.245,7319,- 13.536,104
22,23,23,Kenny Perry,79,70.256,5359,- 19.579,76
23,24,24,Chris DiMarco,105,70.27600000000001,6912,- 24.999,98
24,25,25,Kirk Triplett,88,70.314,5900,6.372,84
25,26,26,Robert Allenby,93,70.322,6229,- 40.697,88
26,27,27,Darren Clarke,54,70.325,3399,- 23.391,48
27,28,28,Nick Price,51,70.376,3559,- 40.211,50
28,29,29,Justin Rose,77,70.423,5085,- 14.576,72
29,30,30,Corey Pavin,83,70.443,5582,- 17.034,79
30,31,31,Fred Funk,97,70.44800000000001,6776,- 13.005,96
31,32,32,Stuart Appleby,84,70.471,5514,- 17.226,78
32,33,33,Rory Sabbatini,89,70.505,6096,- 32.544,86
33,34,34,Tim Clark,84,70.52600000000001,5943,- 18.840,84
34,35,35,Bart Bryant,73,70.528,4852,14.465,69
35,36,36,K.J. Choi,83,70.536,5832,- 48.049,82
36,37,37,Tom Byrum,83,70.547,5868,- 12.565,83
37,38,38,Scott Hoch,52,70.568,3613,- 14.049,51
38,39,39,Duffy Waldorf,79,70.602,5146,7.936,73
39,40,40,Justin Leonard,90,70.609,6014,- 12.216,85
40,41,41,Mark Hensby,97,70.631,6582,- 13.320,93
41,T42,T42,Dennis Paulson,71,70.675,5048,- 30.096,71
42,T42,T42,Carl Pettersson,100,70.675,6835,20.464,97
43,44,44,Jeff Maggert,60,70.68,4265,- 24.184,60
44,T45,T45,Ted Purdy,114,70.686,7899,17.846,112
45,T45,T45,John Senden,99,70.686,6766,19.894,96
46,47,47,Freddie Jacobson,83,70.71300000000001,5665,- 7.948,80
