,Tenth_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_1_Scoring_Average_AVG,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
54,55,55,Bo Van Pelt,70.18,772,11
55,56,56,Harrison Frazar,70.2,351,5
56,57,57,Kent Jones,70.22,632,9
57,58,58,Vaughn Taylor,70.25,562,8
58,59,59,Skip Kendall,70.29,492,7
59,T60,T60,Stuart Appleby,70.33,211,3
60,T60,T60,Jonathan Byrd,70.33,422,6
61,T60,T60,Russ Cochran,70.33,422,6
62,T60,T60,Sergio Garcia,70.33,422,6
63,T60,T60,Billy Mayfair,70.33,211,3
64,T60,T60,Hidemichi Tanaka,70.33,422,6
65,66,66,Matt Gogel,70.38,563,8
66,T67,T67,Todd Fischer,70.4,352,5
67,T67,T67,Joey Sindelar,70.4,704,10
68,T69,T69,Stephen Ames,70.5,282,4
69,T69,T69,Briny Baird,70.5,423,6
70,T69,T69,Dudley Hart,70.5,282,4
71,T69,T69,Lee Janzen,70.5,282,4
72,T69,T69,Kevin Na,70.5,423,6
73,T69,T69,Corey Pavin,70.5,282,4
74,T69,T69,Mark Wilson,70.5,564,8
75,76,76,Craig Perks,70.57,494,7
76,77,77,Brenden Pappas,70.63,565,8
77,T78,T78,Craig Barlow,70.67,636,9
78,T78,T78,Ben Crane,70.67,424,6
79,T78,T78,Zach Johnson,70.67,424,6
80,T78,T78,Scott Simpson,70.67,212,3
81,82,82,Chris Smith,70.7,707,10
82,T83,T83,Danny Ellis,70.75,566,8
83,T83,T83,Peter Lonard,70.75,283,4
84,85,85,Glen Day,70.78,637,9
85,T86,T86,Justin Leonard,70.8,354,5
86,T86,T86,Hunter Mahan,70.8,354,5
87,T88,T88,Dan Forsman,70.83,425,6
88,T88,T88,John Senden,70.83,425,6
89,T90,T90,David Branshaw,70.88,567,8
90,T90,T90,J.J. Henry,70.88,567,8
91,T90,T90,Spike McRoy,70.88,567,8
92,T93,T93,Notah Begay III,71.0,213,3
93,T93,T93,Jason Bohn,71.0,426,6
94,T93,T93,Mark Calcavecchia,71.0,284,4
95,T93,T93,Stewart Cink,71.0,213,3
96,T93,T93,John Cook,71.0,284,4
97,T93,T93,Fred Couples,71.0,142,2
98,T93,T93,Joe Durant,71.0,355,5
99,T93,T93,Niclas Fasth,71.0,355,5
100,T93,T93,Brad Faxon,71.0,213,3
101,T93,T93,Retief Goosen,71.0,71,1
102,T93,T93,Matt Kuchar,71.0,497,7
103,T93,T93,Shaun Micheel,71.0,497,7
104,T93,T93,Joe Ogilvie,71.0,497,7
105,T93,T93,Kenny Perry,71.0,355,5
106,T93,T93,Justin Rose,71.0,426,6
107,T93,T93,Andre Stolz,71.0,426,6
108,T93,T93,Roland Thatcher,71.0,497,7
109,T93,T93,Tiger Woods,71.0,213,3
110,111,111,Steve Stricker,71.1,711,10
111,T112,T112,Steve Allan,71.13,569,8
112,T112,T112,Daniel Chopra,71.13,569,8
113,114,114,Carl Pettersson,71.25,570,8
114,115,115,Arron Oberholser,71.3,713,10
115,T116,T116,Brian Bateman,71.33,428,6
116,T116,T116,Kevin Sutherland,71.33,428,6
117,118,118,David Peoples,71.38,571,8
118,119,119,Craig Bowden,71.4,714,10
119,120,120,Mathias Grönberg,71.44,643,9
120,T121,T121,Robert Damron,71.5,429,6
121,T121,T121,Rocco Mediate,71.5,143,2
122,T121,T121,John Riegger,71.5,286,4
123,T124,T124,Steve Pate,71.56,644,9
124,T124,T124,Jay Williamson,71.56,644,9
125,126,126,Patrick Sheehan,71.57,501,7
126,T127,T127,Mark Brooks,71.63,573,8
127,T127,T127,Scott Hend,71.63,573,8
128,T129,T129,Carlos Franco,71.67,215,3
129,T129,T129,Scott Hoch,71.67,215,3
130,T129,T129,Brian Kortan,71.67,430,6
131,132,132,Brent Geiberger,71.7,717,10
132,133,133,Bob Estes,71.71,502,7
133,T134,T134,Robert Gamez,71.75,287,4
134,T134,T134,Blaine McCallister,71.75,287,4
135,T134,T134,Ryan Palmer,71.75,574,8
136,137,137,Pat Perez,71.78,646,9
137,T138,T138,Paul Azinger,71.8,359,5
138,T138,T138,Rich Barcelo,71.8,359,5
139,T138,T138,Rich Beem,71.8,359,5
140,T138,T138,Cliff Kresge,71.8,359,5
141,T138,T138,Hank Kuehne,71.8,359,5
142,143,143,Pat Bates,71.82,790,11
143,T144,T144,Tommy Armour III,71.83,431,6
144,T144,T144,Jeff Brehaut,71.83,431,6
145,146,146,Heath Slocum,71.86,503,7
146,T147,T147,Billy Andrade,71.88,575,8
147,T147,T147,Arjun Atwal,71.88,575,8
148,T149,T149,Robert Allenby,72.0,504,7
149,T149,T149,D.J. Brigman,72.0,360,5
150,T149,T149,Tom Carter,72.0,504,7
151,T149,T149,Lucas Glover,72.0,504,7
152,T149,T149,Mike Heinen,72.0,504,7
153,T149,T149,Tim Herron,72.0,504,7
154,T149,T149,José María Olazábal,72.0,360,5
155,T149,T149,Dennis Paulson,72.0,288,4
156,157,157,Neal Lancaster,72.17,866,12
157,T158,T158,Richard Johnson,72.2,722,10
158,T158,T158,Frank Lickliter II,72.2,361,5
159,160,160,John Rollins,72.29,506,7
160,161,161,Michael Allen,72.33,651,9
161,T162,T162,Aaron Baddeley,72.4,362,5
162,T162,T162,John Daly,72.4,362,5
163,T162,T162,Grant Waite,72.4,362,5
164,T165,T165,Dicky Pride,72.43,507,7
165,T165,T165,Esteban Toledo,72.43,507,7
166,T167,T167,Bob Burns,72.5,725,10
167,T167,T167,Jason Dufner,72.5,145,2
168,T169,T169,Kris Cox,72.67,218,3
169,T169,T169,Jay Delsing,72.67,218,3
170,T169,T169,Steve Elkington,72.67,436,6
171,172,172,Gene Sauers,72.71,509,7
172,173,173,Tripp Isenhour,72.75,582,8
173,174,174,Tommy Tolles,72.8,364,5
174,T175,T175,Ken Duke,73.0,365,5
175,T175,T175,Bernhard Langer,73.0,292,4
176,T175,T175,Rory Sabbatini,73.0,292,4
177,T175,T175,Omar Uresti,73.0,584,8
178,179,179,J.P. Hayes,73.13,585,8
179,180,180,Davis Love III,73.5,294,4
180,181,181,Hirofumi Miyase,73.57,515,7
181,182,182,Stephen Leaney,73.6,368,5
182,183,183,Bob Tway,73.67,221,3
183,184,184,Geoff Ogilvy,73.75,295,4
184,185,185,David Frost,73.78,664,9
185,186,186,Len Mattiace,73.8,369,5
186,187,187,Tom Byrum,73.86,517,7
187,188,188,David Gossett,74.0,296,4
188,189,189,Guy Boros,74.14,519,7
189,190,190,Dan Olsen,74.17,445,6
190,191,191,David Morland IV,74.25,297,4
191,192,192,Steve Lowery,74.4,372,5
192,193,193,John Huston,75.0,75,1
193,194,194,Chris Couch,75.75,303,4
194,195,195,Steve Flesch,76.0,152,2
