,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
55,T54,T54,Ernie Els,16,30
56,T54,T54,Robert Gamez,31,30
57,T54,T54,Brent Geiberger,31,30
58,T54,T54,Freddie Jacobson,24,30
59,T54,T54,Richard Johnson,32,30
60,T54,T54,Hank Kuehne,30,30
61,T54,T54,Frank Lickliter II,27,30
62,T54,T54,Kevin Na,32,30
63,T54,T54,Kenny Perry,23,30
64,T54,T54,Chris Smith,33,30
65,T54,T54,Vaughn Taylor,27,30
66,T54,T54,Dean Wilson,33,30
67,T68,T68,Jonathan Byrd,27,29
68,T68,T68,Lucas Glover,30,29
69,T68,T68,Davis Love III,24,29
70,T68,T68,Pat Perez,32,29
71,T68,T68,Chris Riley,23,29
72,T68,T68,Heath Slocum,31,29
73,T74,T74,Stuart Appleby,25,28
74,T74,T74,Brian Bateman,24,28
75,T74,T74,Tim Herron,26,28
76,T74,T74,Charles Howell III,30,28
77,T74,T74,Billy Mayfair,32,28
78,T74,T74,John Rollins,29,28
79,T74,T74,David Toms,24,28
80,T74,T74,Duffy Waldorf,26,28
81,T82,T82,Michael Allen,28,27
82,T82,T82,Jason Bohn,29,27
83,T82,T82,John Daly,22,27
84,T82,T82,Retief Goosen,16,27
85,T82,T82,Justin Leonard,25,27
86,T82,T82,Corey Pavin,23,27
87,T82,T82,Bob Tway,26,27
88,T89,T89,Danny Briggs,28,26
89,T89,T89,K.J. Choi,24,26
90,T89,T89,Glen Day,33,26
91,T89,T89,Bob Estes,23,26
92,T89,T89,Matt Gogel,25,26
93,T89,T89,Jay Haas,23,26
94,T89,T89,Neal Lancaster,33,26
95,T89,T89,Tom Lehman,19,26
96,T89,T89,Dennis Paulson,21,26
97,T89,T89,Hidemichi Tanaka,27,26
98,T89,T89,Mike Weir,22,26
99,T100,T100,Pat Bates,32,25
100,T100,T100,Mark Calcavecchia,24,25
101,T100,T100,Luke Donald,21,25
102,T100,T100,Brett Quigley,31,25
103,T100,T100,Justin Rose,22,25
104,T105,T105,Paul Azinger,23,24
105,T105,T105,Jeff Brehaut,34,24
106,T105,T105,Bart Bryant,23,24
107,T105,T105,Chad Campbell,28,24
108,T105,T105,José Coceres,20,24
109,T105,T105,Lee Janzen,25,24
110,T105,T105,Kevin Sutherland,27,24
111,T112,T112,Robert Damron,28,23
112,T112,T112,Brad Faxon,28,23
113,T112,T112,Jonathan Kaye,25,23
114,T112,T112,Shaun Micheel,27,23
115,T116,T116,Tommy Armour III,28,22
116,T116,T116,Aaron Baddeley,27,22
117,T116,T116,Notah Begay III,23,22
118,T116,T116,Tom Carter,35,22
119,T116,T116,Danny Ellis,26,22
120,T116,T116,Sergio Garcia,18,22
121,T116,T116,Steve Lowery,28,22
122,T116,T116,Steve Pate,24,22
123,T124,T124,Arjun Atwal,30,21
124,T124,T124,Greg Chalmers,22,21
125,T124,T124,Jason Dufner,28,21
126,T124,T124,Dan Forsman,28,21
127,T124,T124,Scott Hoch,17,21
128,T124,T124,Adam Scott,16,21
129,T130,T130,Craig Bowden,30,20
130,T130,T130,David Branshaw,30,20
131,T130,T130,Bob Burns,30,20
132,T130,T130,Todd Hamilton,27,20
133,T130,T130,Matt Kuchar,28,20
134,T130,T130,Stephen Leaney,24,20
135,T130,T130,Jeff Maggert,20,20
136,T130,T130,Deane Pappas,22,20
137,T130,T130,Esteban Toledo,36,20
138,T130,T130,Omar Uresti,28,20
139,T140,T140,Jay Delsing,26,19
140,T140,T140,David Frost,26,19
141,T140,T140,Spike McRoy,33,19
142,T143,T143,Alex Cejka,24,18
143,T143,T143,Kris Cox,26,18
144,T143,T143,Ken Duke,30,18
145,T143,T143,Arron Oberholser,23,18
146,T143,T143,Dan Olsen,31,18
147,T143,T143,Steve Stricker,27,18
148,T149,T149,D.J. Brigman,27,17
149,T149,T149,Darren Clarke,16,17
150,T149,T149,Russ Cochran,25,17
151,T149,T149,Fred Couples,16,17
152,T149,T149,Dudley Hart,23,17
153,T149,T149,John Huston,20,17
154,T149,T149,David Peoples,26,17
155,T149,T149,Craig Perks,27,17
156,T149,T149,John Riegger,17,17
157,T149,T149,Gene Sauers,30,17
158,T149,T149,Roland Thatcher,23,17
159,T149,T149,Mark Wilson,19,17
160,T161,T161,Rich Beem,28,16
161,T161,T161,John Cook,19,16
162,T161,T161,Steve Elkington,20,16
163,T161,T161,Bill Glasson,17,16
164,T161,T161,Padraig Harrington,12,16
165,T161,T161,Bernhard Langer,15,16
166,T161,T161,Mark O'Meara,17,16
167,T161,T161,José María Olazábal,17,16
168,T161,T161,Roger Tambellini,28,16
169,T161,T161,Tommy Tolles,25,16
170,T171,T171,Aaron Barber,17,15
171,T171,T171,Rich Barcelo,26,15
172,T171,T171,J.P. Hayes,27,15
173,T174,T174,Ben Curtis,20,14
174,T174,T174,Mathias Grönberg,32,14
175,T174,T174,Scott Hend,29,14
176,T174,T174,Len Mattiace,25,14
177,T174,T174,Craig Parry,16,14
178,T174,T174,Nick Price,15,14
179,T174,T174,Scott Simpson,18,14
180,T174,T174,Lee Westwood,11,14
181,T182,T182,Jim Carter,18,13
182,T182,T182,Jim Furyk,14,13
183,T182,T182,Bill Haas,10,13
184,T182,T182,Brian Kortan,24,13
185,T182,T182,Cliff Kresge,33,13
186,T182,T182,Tag Ridings,18,13
187,T182,T182,Paul Stankowski,14,13
188,T182,T182,Camilo Villegas,10,13
189,T182,T182,Grant Waite,29,13
190,T191,T191,Michael Clark II,14,12
191,T191,T191,Peter Lonard,23,12
192,T191,T191,John Morgan,16,12
193,T191,T191,David Morland IV,27,12
194,T191,T191,David Sutherland,16,12
195,T191,T191,Garrett Willis,17,12
196,T197,T197,Guy Boros,24,11
197,T197,T197,Ángel Cabrera,8,11
198,T199,T199,Mark Brooks,31,10
199,T199,T199,David Edwards,13,10
200,T199,T199,Mike Heinen,17,10
201,T199,T199,Brandt Jobe,9,10
202,T199,T199,Blaine McCallister,27,10
203,T199,T199,Kevin Muncrief,21,10
204,T199,T199,Andre Stolz,20,10
205,T206,T206,Joel Edwards,11,9
206,T206,T206,Mike Grob,13,9
207,T206,T206,Per-Ulrik Johansson,12,9
208,T206,T206,Brad Lardon,17,9
209,T206,T206,Rocco Mediate,19,9
210,T206,T206,Hirofumi Miyase,27,9
211,T206,T206,"Wes Short, Jr.",12,9
212,T206,T206,Tjaart van der Walt,12,9
213,T214,T214,Thomas Bjørn,12,8
214,T214,T214,Jay Don Blake,14,8
215,T214,T214,Paul Casey,11,8
216,T214,T214,Marco Dawson,6,8
217,T214,T214,Donnie Hammond,13,8
218,T214,T214,Larry Mize,13,8
219,T214,T214,Carl Paulson,13,8
220,T214,T214,Dicky Pride,23,8
221,T214,T214,Hal Sutton,16,8
222,T223,T223,Chris Couch,24,7
223,T223,T223,Robin Freeman,13,7
224,T223,T223,Kelly Gibson,10,7
225,T223,T223,Glen Hnatiuk,9,7
226,T223,T223,Trevor Immelman,12,7
227,T223,T223,Tripp Isenhour,22,7
228,T223,T223,Peter Jacobsen,10,7
229,T223,T223,Joel Kribel,13,7
230,T223,T223,Jim McGovern,11,7
231,T223,T223,Stan Utley,8,7
232,T233,T233,Ricky Barnes,7,6
233,T233,T233,Niclas Fasth,22,6
234,T233,T233,"Jim Gallagher, Jr.",9,6
235,T233,T233,Miguel Angel Jiménez,7,6
236,T233,T233,Casey Wittenberg,9,6
237,T233,T233,Willie Wood,9,6
238,T239,T239,Michael Bradley,9,5
239,T239,T239,Brad Bryant,4,5
240,T239,T239,Ken Green,18,5
241,T239,T239,Gabriel Hjertstedt,5,5
242,T239,T239,John Maginnes,12,5
243,T239,T239,Brandt Snedeker,9,5
244,T239,T239,Mike Springer,10,5
245,T239,T239,Craig Stadler,6,5
246,T239,T239,Hideto Tanihara,3,5
247,T248,T248,Fulton Allem,13,4
248,T248,T248,Jim Benepe,2,4
249,T248,T248,Trevor Dodds,20,4
250,T248,T248,David Duval,9,4
251,T248,T248,Barry Lane,3,4
252,T248,T248,Paul McGinley,5,4
253,T248,T248,Patrick Moore,14,4
254,T248,T248,Kevin Stadler,5,4
255,T248,T248,Mike Standly,9,4
256,T248,T248,Tim Thelen,5,4
257,T248,T248,Brian Watts,9,4
258,T248,T248,Mark Wiebe,6,4
259,T260,T260,Michael Campbell,6,3
260,T260,T260,Nick Flanagan,10,3
261,T260,T260,Keiichiro Fukabori,5,3
262,T260,T260,Paul Goydos,2,3
263,T260,T260,Jason Hartwick,2,3
264,T260,T260,Brian Henninger,9,3
265,T260,T260,David Howell,3,3
266,T260,T260,Thomas Levet,5,3
267,T260,T260,Wayne Levi,1,3
268,T260,T260,Andrew McLardy,3,3
269,T260,T260,Kelly Mitchum,2,3
270,T260,T260,Colin Montgomerie,6,3
271,T260,T260,Phillip Price,12,3
272,T260,T260,David Roesch,2,3
273,T260,T260,Boyd Summerhays,8,3
274,T275,T275,Doug Barron,1,2
275,T275,T275,Brandel Chamblee,1,2
276,T275,T275,Scott Drummond,4,2
277,T275,T275,Keith Fergus,1,2
278,T275,T275,Joakim Haeggman,5,2
279,T275,T275,David Ishii,1,2
280,T275,T275,Pete Jordan,2,2
281,T275,T275,Greg Kraft,4,2
282,T275,T275,Kenichi Kuboya,1,2
283,T275,T275,Ian Leggatt,5,2
284,T275,T275,Brock Mackenzie,3,2
285,T275,T275,James McLean,1,2
286,T275,T275,Adam Meyer,1,2
287,T275,T275,Bryce Molder,3,2
288,T275,T275,Ryan Moore,1,2
289,T275,T275,John Morse,3,2
290,T275,T275,Sean Murphy,2,2
291,T275,T275,Chris Nallen,3,2
292,T275,T275,Nick O'Hern,2,2
293,T275,T275,David Ogrin,2,2
294,T275,T275,Chez Reavie,2,2
295,T275,T275,Brett Rumford,1,2
296,T275,T275,Peter Senior,2,2
297,T275,T275,Mike Small,2,2
298,T275,T275,Tim Wilkinson,1,2
299,T275,T275,Don Yrene,2,2
300,T301,T301,Brad Adamonis,1,1
301,T301,T301,Michael Beard,1,1
302,T301,T301,Phil Blackmar,1,1
303,T301,T301,Paul Bradshaw,1,1
304,T301,T301,"Ron Castillo, Jr.",1,1
305,T301,T301,Tim Conley,1,1
306,T301,T301,Jeff Coston,1,1
307,T301,T301,Brian Davis,7,1
308,T301,T301,Geoffrey Dean,3,1
309,T301,T301,Kevin Durkin,2,1
310,T301,T301,Jamie Elliott,1,1
311,T301,T301,Gary Evans,1,1
312,T301,T301,Rick Fehr,3,1
313,T301,T301,Kim Felton,1,1
314,T301,T301,Kenneth Ferrie,1,1
315,T301,T301,Alastair Forsyth,1,1
316,T301,T301,Steve Friesen,1,1
317,T301,T301,Edward Fryatt,1,1
318,T301,T301,Hiroyuki Fujita,2,1
319,T301,T301,Nick Gilliam,1,1
320,T301,T301,Mathew Goggin,1,1
321,T301,T301,David Gossett,25,1
322,T301,T301,Scott Gutschewski,1,1
323,T301,T301,Brian Harman,2,1
324,T301,T301,Matt Hendrix,3,1
325,T301,T301,S.K. Ho,4,1
326,T301,T301,Charley Hoffman,1,1
327,T301,T301,Mike Hulbert,8,1
328,T301,T301,Thongchai Jaidee,5,1
329,T301,T301,Bobby Kalinowski,1,1
330,T301,T301,Spencer Levin,1,1
331,T301,T301,David Lundstrom,2,1
332,T301,T301,Casey Martin,2,1
333,T301,T301,Greg Meyer,1,1
334,T301,T301,Mårten Olander,1,1
335,T301,T301,Jin Park,2,1
336,T301,T301,Dan Pohl,3,1
337,T301,T301,Jyoti Randhawa,3,1
338,T301,T301,Miguel Rivera,1,1
339,T301,T301,Mike Ruiz,1,1
340,T301,T301,Jim Rutledge,1,1
341,T301,T301,David Schnider,1,1
342,T301,T301,Richard Scott,1,1
343,T301,T301,Marcel Siem,1,1
344,T301,T301,Chris Stroud,1,1
345,T301,T301,Sven Struver,2,1
346,T301,T301,Ted Tryba,9,1
347,T301,T301,JJ Wall,1,1
348,T301,T301,Matt Weibring,1,1
349,T301,T301,Michelle Wie,1,1
350,T301,T301,Stuart Wilson,1,1
351,T301,T301,Lian-Wei Zhang,4,1
