,Front_9_Round_4_Scoring_Average_RANK THIS WEEK,Front_9_Round_4_Scoring_Average_RANK LAST WEEK,Front_9_Round_4_Scoring_Average_PLAYER NAME,Front_9_Round_4_Scoring_Average_AVG,Front_9_Round_4_Scoring_Average_TOTAL STROKES,Front_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Arjun Atwal,34.08,409,12
1,2,2,Kenny Perry,34.13,546,16
2,3,3,Stewart Cink,34.23,753,22
3,4,4,Stephen Ames,34.38,722,21
4,5,5,Richard Johnson,34.5,621,18
5,6,6,David Toms,34.53,518,15
6,T7,T7,Joe Durant,34.56,553,16
7,T7,T7,Lucas Glover,34.56,553,16
8,T9,T9,Bart Bryant,34.67,416,12
9,T9,T9,Retief Goosen,34.67,416,12
10,T9,T9,Vijay Singh,34.67,936,27
11,12,12,Scott Hoch,34.7,347,10
12,13,13,Jerry Kelly,34.73,903,26
13,14,14,Justin Leonard,34.74,660,19
14,15,15,Shigeki Maruyama,34.76,730,21
15,16,16,Mark Hensby,34.79,661,19
16,17,17,Robert Allenby,34.85,697,20
17,T18,T18,Carl Pettersson,34.86,732,21
18,T18,T18,Andre Stolz,34.86,244,7
19,T20,T20,Tom Lehman,34.87,523,15
20,T20,T20,Heath Slocum,34.87,523,15
21,22,22,Craig Barlow,34.93,524,15
22,23,23,Patrick Sheehan,34.96,804,23
23,T24,T24,Cameron Beckman,35.0,665,19
24,T24,T24,J.L. Lewis,35.0,735,21
25,T24,T24,Phil Mickelson,35.0,630,18
26,T24,T24,Dennis Paulson,35.0,525,15
27,T24,T24,Omar Uresti,35.0,490,14
28,29,29,Billy Andrade,35.05,701,20
29,30,30,Jay Williamson,35.06,596,17
30,31,31,Fred Couples,35.09,386,11
31,32,32,Craig Perks,35.1,351,10
32,T33,T33,Brad Faxon,35.11,632,18
33,T33,T33,Ryan Palmer,35.11,632,18
34,T33,T33,Tiger Woods,35.11,632,18
35,36,36,Rich Barcelo,35.13,281,8
36,37,37,Steve Flesch,35.17,809,23
37,T38,T38,Frank Lickliter II,35.18,598,17
38,T38,T38,Kevin Na,35.18,598,17
39,40,40,Jonathan Byrd,35.2,528,15
40,41,41,Zach Johnson,35.21,845,24
41,T42,T42,Mike Heinen,35.22,317,9
42,T42,T42,Loren Roberts,35.22,634,18
43,44,44,Danny Ellis,35.23,458,13
44,45,45,Brian Bateman,35.24,599,17
45,46,46,Tag Ridings,35.25,282,8
46,T47,T47,Luke Donald,35.27,529,15
47,T47,T47,Scott Verplank,35.27,776,22
48,49,49,Geoff Ogilvy,35.28,635,18
49,50,50,Danny Briggs,35.29,494,14
50,T51,T51,Bob Burns,35.31,459,13
51,T51,T51,David Frost,35.31,459,13
52,T51,T51,Spike McRoy,35.31,459,13
53,T51,T51,David Peoples,35.31,565,16
54,T51,T51,Justin Rose,35.31,565,16
55,56,56,Ben Crane,35.32,671,19
56,T57,T57,Darren Clarke,35.33,318,9
57,T57,T57,Sergio Garcia,35.33,530,15
58,T57,T57,Kevin Muncrief,35.33,106,3
59,T60,T60,Tom Byrum,35.35,601,17
60,T60,T60,Chad Campbell,35.35,707,20
61,T60,T60,Bo Van Pelt,35.35,813,23
62,63,63,Jason Bohn,35.37,672,19
63,T64,T64,Russ Cochran,35.38,283,8
64,T64,T64,Bob Estes,35.38,460,13
65,T64,T64,J.J. Henry,35.38,743,21
66,T64,T64,Dan Olsen,35.38,283,8
67,T68,T68,Brent Geiberger,35.39,637,18
68,T68,T68,Jesper Parnevik,35.39,637,18
69,T68,T68,Rory Sabbatini,35.39,637,18
