,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Vijay Singh,112,20.34,238,1170
1,2,2,Phil Mickelson,83,19.52,163,835
2,3,3,Justin Rose,77,19.41,146,752
3,4,4,Tiger Woods,78,19.17,148,772
4,5,5,Kenny Perry,79,18.67,151,809
5,6,6,David Toms,80,18.65,147,788
6,7,7,Stewart Cink,103,18.59,190,1022
7,8,8,Mark Calcavecchia,79,18.58,149,802
8,9,9,Scott Verplank,92,18.41,178,967
9,T10,T10,Loren Roberts,81,18.38,154,838
10,T10,T10,Roland Thatcher,66,18.38,127,691
11,12,12,Duffy Waldorf,79,18.32,140,764
12,13,13,Ryan Palmer,103,18.28,191,1045
13,T14,T14,Robert Gamez,103,18.26,197,1079
14,T14,T14,Vaughn Taylor,84,18.26,157,860
15,16,16,Rory Sabbatini,89,18.19,167,918
16,17,17,Kirk Triplett,88,18.16,160,881
17,18,18,Jeff Sluman,98,18.1,183,1011
18,19,19,Bart Bryant,73,18.08,134,741
19,20,20,Joe Ogilvie,104,18.06,194,1074
20,21,21,Tom Lehman,70,18.03,126,699
21,22,22,Hank Kuehne,91,17.98,169,940
22,23,23,Ted Purdy,114,17.93,211,1177
23,T24,T24,Darren Clarke,54,17.88,93,520
24,T24,T24,Patrick Sheehan,113,17.88,207,1158
25,26,26,Hunter Mahan,94,17.82,177,993
26,27,27,Frank Lickliter II,89,17.81,163,915
27,28,28,Bo Van Pelt,107,17.68,195,1103
28,29,29,John Daly,79,17.67,147,832
29,30,30,Jason Bohn,98,17.65,176,997
30,31,31,Pat Perez,102,17.64,188,1066
31,T32,T32,Shigeki Maruyama,93,17.61,175,994
32,T32,T32,Mark Wilson,62,17.61,115,653
33,34,34,Scott McCarron,88,17.59,156,887
34,35,35,Geoff Ogilvy,91,17.58,157,893
35,36,36,Olin Browne,92,17.53,162,924
36,37,37,Jason Dufner,79,17.45,145,831
37,38,38,Freddie Jacobson,83,17.42,146,838
38,39,39,Mark Hensby,97,17.38,171,984
39,40,40,Sergio Garcia,65,17.29,120,694
40,41,41,Bob Estes,73,17.27,129,747
41,42,42,Jonathan Byrd,85,17.23,152,882
