,Par_4_Performance_RANK THIS WEEK,Par_4_Performance_RANK LAST WEEK,Par_4_Performance_PLAYER NAME,Par_4_Performance_ROUNDS,Par_4_Performance_STATUS,Par_4_Performance_PAR 4 AVG,Par_4_Performance_TOTAL PAR
0,1,1,Vijay Singh,112,-51,3.96,4680
1,2,2,Phil Mickelson,83,-32,3.96,3340
2,3,3,Tiger Woods,78,-13,3.98,3088
3,4,4,Retief Goosen,56,-8,3.99,2320
4,5,5,Tom Lehman,70,-7,3.99,2796
5,6,6,Kirk Triplett,88,-4,4.0,3524
6,T7,T7,Joe Durant,85,-3,4.0,3552
7,T7,T7,Justin Rose,77,-3,4.0,3008
8,9,9,Stewart Cink,103,E,4.0,4088
9,10,10,Scott Verplank,92,+1,4.0,3868
10,11,11,Loren Roberts,81,+2,4.0,3352
11,12,12,Duffy Waldorf,79,+5,4.01,3056
12,T13,T13,Luke Donald,72,+7,4.01,3088
13,T13,T13,Ernie Els,62,+7,4.01,2544
14,15,15,Olin Browne,92,+8,4.01,3696
15,T16,T16,Jesper Parnevik,86,+11,4.01,3644
16,T16,T16,Rory Sabbatini,89,+11,4.01,3672
17,18,18,Robert Gamez,103,+12,4.01,4316
18,19,19,Bart Bryant,73,+16,4.02,2964
19,T20,T20,Jerry Kelly,113,+17,4.01,4616
20,T20,T20,Shigeki Maruyama,93,+17,4.02,3976
21,T20,T20,Geoff Ogilvy,91,+17,4.02,3572
22,T23,T23,Craig Barlow,80,+19,4.02,3244
23,T23,T23,José Coceres,68,+19,4.03,2724
24,T25,T25,Mark Calcavecchia,79,+20,4.02,3208
25,T25,T25,Zach Johnson,109,+20,4.02,4560
26,T27,T27,Stuart Appleby,84,+21,4.03,3324
27,T27,T27,Bob Estes,73,+21,4.03,2988
28,T27,T27,Joe Ogilvie,104,+21,4.02,4296
29,T30,T30,Robert Allenby,93,+22,4.02,3724
30,T30,T30,Mark Wilson,62,+22,4.03,2612
31,32,32,Adam Scott,55,+23,4.04,2256
32,T33,T33,Stephen Ames,97,+24,4.02,4016
33,T33,T33,Darren Clarke,54,+24,4.05,2080
34,T33,T33,Scott McCarron,88,+24,4.03,3548
35,T36,T36,Sergio Garcia,65,+25,4.04,2776
36,T36,T36,Ted Purdy,114,+25,4.02,4708
37,T36,T36,David Toms,80,+25,4.03,3152
38,T36,T36,Bo Van Pelt,107,+25,4.02,4412
39,T40,T40,Brent Geiberger,94,+26,4.03,3860
40,T40,T40,Justin Leonard,90,+26,4.03,3604
41,T40,T40,Arron Oberholser,77,+26,4.03,3000
42,T40,T40,David Peoples,82,+26,4.03,3360
43,T44,T44,Tom Byrum,83,+27,4.03,3556
44,T44,T44,J.J. Henry,103,+27,4.02,4352
45,T44,T44,Scott Hoch,52,+27,4.05,2160
46,T44,T44,John Senden,99,+27,4.03,4092
47,48,48,Chris Riley,78,+28,4.04,3124
48,T49,T49,Russ Cochran,61,+29,4.04,2608
49,T49,T49,Chris DiMarco,105,+29,4.03,4168
50,T49,T49,Harrison Frazar,86,+29,4.03,3380
51,T49,T49,Jay Haas,84,+29,4.04,3304
52,T49,T49,Bernhard Langer,59,+29,4.05,2248
53,T49,T49,Jeff Sluman,98,+29,4.03,4044
54,T55,T55,Tim Clark,84,+30,4.03,3592
55,T55,T55,Kenny Perry,79,+30,4.04,3236
56,T57,T57,Briny Baird,100,+31,4.03,4096
57,T57,T57,José María Olazábal,56,+31,4.06,2092
58,T57,T57,John Riegger,53,+31,4.06,2204
59,T57,T57,Roland Thatcher,66,+31,4.04,2764
60,T61,T61,Ben Crane,92,+32,4.03,3868
61,T61,T61,Matt Gogel,86,+32,4.04,3548
62,T61,T61,Jeff Maggert,60,+32,4.05,2580
63,64,64,John Cook,57,+33,4.06,2192
64,T65,T65,Brian Gay,96,+34,4.03,3972
65,T65,T65,Freddie Jacobson,83,+34,4.04,3352
66,67,67,Omar Uresti,85,+35,4.04,3588
67,68,68,Kevin Sutherland,86,+36,4.04,3416
68,T69,T69,Robert Damron,92,+37,4.04,3832
69,T69,T69,John Huston,62,+37,4.06,2324
70,T71,T71,Ben Curtis,56,+38,4.07,2192
