,Tenth_Tee_Late_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Late_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Late_Lowest_Round_PLAYER NAME,Tenth_Tee_Late_Lowest_Round_ROUNDS,Tenth_Tee_Late_Lowest_Round_LOW RND
140,T120,T120,Brent Geiberger,94,67
141,T120,T120,Kelly Gibson,29,67
142,T120,T120,Lucas Glover,95,67
143,T120,T120,Retief Goosen,56,67
144,T120,T120,Jay Haas,84,67
145,T120,T120,Dudley Hart,60,67
146,T120,T120,Peter Jacobsen,31,67
147,T120,T120,Richard Johnson,102,67
148,T120,T120,Pete Jordan,6,67
149,T120,T120,Neal Lancaster,106,67
150,T120,T120,Bernhard Langer,59,67
151,T120,T120,Stephen Leaney,84,67
152,T120,T120,J.L. Lewis,106,67
153,T120,T120,Peter Lonard,68,67
154,T120,T120,Jeff Maggert,60,67
155,T120,T120,Spike McRoy,93,67
156,T120,T120,Rocco Mediate,53,67
157,T120,T120,José María Olazábal,56,67
158,T120,T120,Rod Pampling,98,67
159,T120,T120,Steve Pate,71,67
160,T120,T120,Dennis Paulson,71,67
161,T120,T120,Carl Paulson,29,67
162,T120,T120,Carl Pettersson,100,67
163,T120,T120,Nick Price,51,67
164,T120,T120,Dicky Pride,66,67
165,T120,T120,David Roesch,8,67
166,T120,T120,John Rollins,90,67
167,T120,T120,Adam Scott,55,67
168,T120,T120,Scott Simpson,55,67
169,T120,T120,Heath Slocum,92,67
170,T120,T120,Jeff Sluman,98,67
171,T120,T120,Chris Smith,105,67
172,T120,T120,Mike Springer,29,67
173,T120,T120,Craig Stadler,20,67
174,T120,T120,Steve Stricker,81,67
175,T120,T120,Hidemichi Tanaka,89,67
176,T120,T120,Vaughn Taylor,84,67
177,T120,T120,Esteban Toledo,92,67
178,T120,T120,Tommy Tolles,67,67
179,T120,T120,Duffy Waldorf,79,67
180,T120,T120,Tim Wilkinson,4,67
181,T120,T120,Jay Williamson,100,67
182,T120,T120,Willie Wood,26,67
183,T184,T184,Pat Bates,99,68
184,T184,T184,Jim Benepe,8,68
185,T184,T184,Mark Brooks,72,68
186,T184,T184,Chad Campbell,100,68
187,T184,T184,Jim Carter,47,68
188,T184,T184,Brandel Chamblee,4,68
189,T184,T184,Michael Clark II,39,68
190,T184,T184,Tim Conley,4,68
191,T184,T184,Marco Dawson,19,68
192,T184,T184,Steve Elkington,64,68
193,T184,T184,Niclas Fasth,61,68
194,T184,T184,Brad Faxon,94,68
195,T184,T184,Robin Freeman,29,68
196,T184,T184,Todd Hamilton,92,68
197,T184,T184,Padraig Harrington,46,68
198,T184,T184,Tim Herron,84,68
199,T184,T184,Gabriel Hjertstedt,14,68
200,T184,T184,Scott Hoch,52,68
201,T184,T184,Brian Kortan,65,68
202,T184,T184,Brad Lardon,43,68
203,T184,T184,David Lundstrom,4,68
204,T184,T184,John Maginnes,29,68
205,T184,T184,Hunter Mahan,94,68
206,T184,T184,Shigeki Maruyama,93,68
207,T184,T184,Blaine McCallister,68,68
208,T184,T184,Jim McGovern,30,68
209,T184,T184,Greg Meyer,2,68
210,T184,T184,Adam Meyer,4,68
211,T184,T184,Hirofumi Miyase,65,68
212,T184,T184,David Morland IV,73,68
213,T184,T184,Kevin Muncrief,50,68
214,T184,T184,Sean Murphy,4,68
215,T184,T184,Kevin Na,100,68
216,T184,T184,Dan Olsen,75,68
217,T184,T184,Craig Parry,52,68
218,T184,T184,Craig Perks,75,68
219,T184,T184,Loren Roberts,81,68
220,T184,T184,Justin Rose,77,68
221,T184,T184,Boyd Summerhays,17,68
222,T184,T184,Roger Tambellini,81,68
223,T184,T184,Omar Uresti,85,68
224,T184,T184,Bo Van Pelt,107,68
225,T184,T184,Scott Verplank,92,68
226,T184,T184,Grant Waite,79,68
227,T184,T184,Brian Watts,25,68
228,T184,T184,Mark Wilson,62,68
229,T184,T184,Don Yrene,6,68
230,T184,T184,Lian-Wei Zhang,12,68
231,T232,T232,Fulton Allem,27,69
232,T232,T232,Ángel Cabrera,26,69
233,T232,T232,"Ron Castillo, Jr.",2,69
234,T232,T232,Alex Cejka,76,69
235,T232,T232,Kris Cox,73,69
236,T232,T232,Trevor Dodds,48,69
237,T232,T232,Scott Drummond,14,69
238,T232,T232,David Edwards,43,69
239,T232,T232,Bob Estes,73,69
240,T232,T232,Rick Fehr,6,69
241,T232,T232,Keith Fergus,4,69
242,T232,T232,Nick Flanagan,23,69
243,T232,T232,Dan Forsman,79,69
244,T232,T232,Steve Friesen,4,69
245,T232,T232,Fred Funk,97,69
246,T232,T232,"Jim Gallagher, Jr.",22,69
247,T232,T232,Ken Green,37,69
248,T232,T232,Mathias Grönberg,91,69
249,T232,T232,Scott Gutschewski,3,69
250,T232,T232,Bill Haas,38,69
251,T232,T232,Joakim Haeggman,15,69
252,T232,T232,Trevor Immelman,38,69
253,T232,T232,Cliff Kresge,89,69
254,T232,T232,Len Mattiace,75,69
255,T232,T232,Paul McGinley,19,69
256,T232,T232,Andrew McLardy,12,69
257,T232,T232,Larry Mize,39,69
258,T232,T232,Chris Nallen,8,69
259,T232,T232,Dan Pohl,8,69
260,T232,T232,Phillip Price,35,69
261,T232,T232,David Schnider,2,69
262,T232,T232,Mike Small,6,69
263,T232,T232,Mike Standly,20,69
264,T232,T232,Paul Stankowski,43,69
265,T232,T232,Chris Stroud,4,69
266,T232,T232,Roland Thatcher,66,69
267,T232,T232,David Toms,80,69
268,T232,T232,Tjaart van der Walt,35,69
269,T232,T232,Lee Westwood,35,69
270,T271,T271,Notah Begay III,71,70
271,T271,T271,Brad Bryant,14,70
272,T271,T271,K.J. Choi,83,70
273,T271,T271,Darren Clarke,54,70
274,T271,T271,Nick Faldo,18,70
275,T271,T271,Hiroyuki Fujita,6,70
276,T271,T271,Keiichiro Fukabori,18,70
277,T271,T271,Ricardo Gonzalez,8,70
278,T271,T271,David Gossett,57,70
279,T271,T271,Bradley Heaven,6,70
280,T271,T271,Tetsuji Hiratsuka,10,70
281,T271,T271,Glen Hnatiuk,26,70
282,T271,T271,S.K. Ho,14,70
283,T271,T271,Charley Hoffman,4,70
284,T271,T271,Tripp Isenhour,55,70
285,T271,T271,Joel Kribel,38,70
286,T271,T271,James McLean,4,70
287,T271,T271,Mark O'Meara,58,70
288,T271,T271,Arron Oberholser,77,70
289,T271,T271,Don Pooley,2,70
290,T271,T271,Ian Poulter,30,70
291,T271,T271,Victor Schwamkrug,2,70
292,T271,T271,Andre Stolz,53,70
293,T271,T271,Nick Watney,3,70
294,T271,T271,Mark Wiebe,17,70
295,T296,T296,Carl Alexander,2,71
296,T296,T296,Rett Crowder,2,71
297,T296,T296,Geoffrey Dean,8,71
298,T296,T296,John Douma,4,71
299,T296,T296,Kevin Durkin,8,71
300,T296,T296,Bradley Hughes,2,71
301,T296,T296,Tom Kite,4,71
302,T296,T296,Kenny Knox,2,71
303,T296,T296,Greg Kraft,8,71
304,T296,T296,Nick O'Hern,8,71
305,T296,T296,David Ogrin,6,71
306,T296,T296,Sean Pacetti,2,71
307,T296,T296,Jyoti Randhawa,10,71
308,T296,T296,Brett Rumford,4,71
309,T296,T296,"Wes Short, Jr.",31,71
310,T296,T296,Phil Tataurangi,17,71
311,T296,T296,Ted Tryba,18,71
312,T296,T296,Vance Veazey,4,71
313,T296,T296,Casey Wittenberg,26,71
314,T315,T315,"David Berganio, Jr.",4,72
315,T315,T315,John Bermel,2,72
316,T315,T315,George Bryan,2,72
317,T315,T315,Paul Casey,32,72
318,T315,T315,Dennis Colligan,2,72
319,T315,T315,Mike Donald,2,72
320,T315,T315,Ed Fiori,4,72
321,T315,T315,Bob Ford,2,72
322,T315,T315,Derek Gillespie,2,72
323,T315,T315,Todd Gleaton,4,72
324,T315,T315,Jerry Haas,2,72
325,T315,T315,Matt Hendrix,8,72
326,T315,T315,Brian Henninger,21,72
327,T315,T315,David Howell,10,72
328,T315,T315,Toshi Izawa,5,72
329,T315,T315,Raphael Jacquelin,6,72
330,T315,T315,Shaun Micheel,93,72
331,T315,T315,Kelly Mitchum,8,72
332,T315,T315,Jean-Francois Remesy,10,72
333,T315,T315,Dave Rummells,2,72
334,T315,T315,Craig Stevens,2,72
335,T315,T315,Chip Sullivan,4,72
336,T315,T315,D.J. Trahan,2,72
337,T315,T315,Matt Weibring,4,72
338,T315,T315,Zane Zwemke,2,72
339,T340,T340,Todd Barranger,3,73
340,T340,T340,Erik Compton,6,73
341,T340,T340,Patrick Damron,2,73
342,T340,T340,John Elliott,2,73
343,T340,T340,John Ellis,3,73
344,T340,T340,David Faught,4,73
345,T340,T340,Marc Girouard,2,73
346,T340,T340,Paul Holtby,4,73
347,T340,T340,Mike Hulbert,18,73
348,T340,T340,Thomas Levet,16,73
349,T340,T340,Bryce Molder,9,73
350,T340,T340,Colin Montgomerie,21,73
351,T340,T340,Jin Park,5,73
352,T340,T340,Zeb Patten,2,73
353,T340,T340,Miguel Rivera,2,73
354,T340,T340,Eduardo Romero,15,73
355,T340,T340,Jim Schuman,2,73
356,T340,T340,Curtis Strange,7,73
357,T340,T340,Hideto Tanihara,12,73
358,T340,T340,JJ Wall,2,73
359,T340,T340,Charles Warren,2,73
360,T340,T340,Bubba Watson,2,73
361,T362,T362,Joe Affrunti,6,74
362,T362,T362,GW Cable,2,74
363,T362,T362,Nick Cassini,2,74
364,T362,T362,David Church,4,74
365,T362,T362,Keith Clearwater,11,74
366,T362,T362,Robert Garrigus,2,74
367,T362,T362,Jimmy Green,4,74
368,T362,T362,Robert Hamilton,3,74
369,T362,T362,Derek Lamely,2,74
370,T362,T362,Franklin Langham,4,74
371,T362,T362,David Lebeck,3,74
372,T362,T362,Matthew Loving,2,74
373,T362,T362,Casey Martin,7,74
374,T362,T362,Larry Rinker,4,74
375,T362,T362,Jamie Rogers,2,74
376,T362,T362,Jim Rutledge,4,74
377,T362,T362,Peter Senior,8,74
378,T362,T362,Brandt Snedeker,25,74
379,T362,T362,Mike Sullivan,4,74
380,T362,T362,Stan Utley,23,74
381,T362,T362,Tom Watson,6,74
382,T362,T362,Brian Wilson,2,74
383,T384,T384,Michael Beard,4,75
384,T384,T384,Benoit Beisser,2,75
385,T384,T384,Ramon Bescansa,2,75
386,T384,T384,David Branham,2,75
387,T384,T384,George Burns,3,75
388,T384,T384,Bobby Cochran,2,75
389,T384,T384,Darren Fichardt,10,75
390,T384,T384,Raymond Floyd,4,75
391,T384,T384,Jason Gore,3,75
392,T384,T384,Gary Hallberg,4,75
393,T384,T384,Scott Heyn,2,75
394,T384,T384,Shingo Katayama,9,75
395,T384,T384,Darrell Kestner,2,75
396,T384,T384,Brock Mackenzie,8,75
397,T384,T384,Parker McLachlin,2,75
398,T384,T384,Kris Moe,3,75
399,T384,T384,Jay Overton,2,75
400,T384,T384,D.A. Points,5,75
401,T384,T384,Dean Prowse,4,75
402,T384,T384,Sam Randolph,2,75
403,T384,T384,Steve Schneiter,2,75
404,T384,T384,Alan Schulte,2,75
405,T384,T384,Geoffrey Sisk,6,75
406,T384,T384,Jerry Smith,2,75
407,T384,T384,Steve Sokol,2,75
408,T384,T384,Kevin Streelman,3,75
409,T384,T384,Craig Thomas,4,75
410,T384,T384,Richard Zokol,2,75
411,T412,T412,Frank Bensel,2,76
412,T412,T412,Charlie Brown,2,76
413,T412,T412,Mike Harmon,2,76
414,T412,T412,Cary Hungate,2,76
415,T412,T412,Paul Lawrie,12,76
416,T412,T412,Bryant MacKellar,2,76
417,T412,T412,Jeff Martin,2,76
418,T412,T412,Rob McMillan,2,76
419,T412,T412,John Morse,9,76
420,T412,T412,Chris Perry,2,76
421,T412,T412,Nathan Smith,4,76
422,T412,T412,Ryan Welborn,2,76
423,T424,T424,Bill Britton,4,77
424,T424,T424,Scott Dunlap,2,77
425,T424,T424,Pierre Fulke,4,77
426,T424,T424,Jeff Gove,2,77
427,T424,T424,Jeffrey Lankford,8,77
428,T424,T424,Daisuke Maruyama,2,77
429,T424,T424,Lee Rinker,2,77
430,T424,T424,"Jim Schouller, Jr.",2,77
431,T424,T424,Mario Tiziani,2,77
432,T424,T424,Jon Turcott,2,77
433,T424,T424,Steve Vecellio,2,77
434,T424,T424,Johnson Wagner,2,77
435,T424,T424,Y.E. Yang,4,77
436,T437,T437,Lonny Alexander,2,78
437,T437,T437,Michael Campbell,17,78
438,T437,T437,Steve Gotsche,2,78
439,T437,T437,Uly Grisette,2,78
440,T437,T437,David Howser,2,78
441,T437,T437,Ken Kelley,2,78
442,T437,T437,David Mathis,2,78
443,T437,T437,Joey Maxon,2,78
444,T437,T437,Alan Morin,2,78
445,T437,T437,Mike Northern,2,78
446,T437,T437,"Ron Philo, Jr.",4,78
447,T437,T437,Del Ponchock,2,78
448,T437,T437,Dean Wilson,2,78
449,T450,T450,Roy Biancalana,6,79
450,T450,T450,Bob Byman,1,79
451,T450,T450,John Connelly,2,79
452,T450,T450,Rod Curl,2,79
453,T450,T450,Dave Eichelberger,2,79
454,T450,T450,Mark Hayes,4,79
455,T450,T450,Brendan Jones,6,79
456,T450,T450,Rick Leibovich,3,79
457,T450,T450,Tim Parun,2,79
458,T450,T450,Jeff Roth,4,79
459,T450,T450,"Dave Stockton, Jr.",3,79
460,T450,T450,Robert Thompson,2,79
461,T450,T450,Heath Wassem,2,79
462,T463,T463,Bob Ackerman,2,80
463,T463,T463,Ty Armstrong,2,80
464,T463,T463,Thongchai Jaidee,14,80
465,T463,T463,Shawn Kelly,3,80
466,T463,T463,Danny Mulhearn,2,80
467,T463,T463,David Oh,2,80
468,T463,T463,Scott Piercy,2,80
469,T463,T463,Tony Rohlik,3,80
470,T471,T471,John Bungert,2,81
471,T471,T471,Brian Harman,6,81
472,473,473,Bob Mucha,2,82
473,T474,T474,Andy Barrett,2,83
474,T474,T474,Darren Wallace,2,83
