,Birdie_Average_RANK THIS WEEK,Birdie_Average_RANK LAST WEEK,Birdie_Average_PLAYER NAME,Birdie_Average_ROUNDS,Birdie_Average_AVG,Birdie_Average_# OF BIRDIES,Birdie_Average_TOTAL ROUNDS
0,1,1,Vijay Singh,112,4.4,484,110
1,2,2,Tiger Woods,78,4.38,315,72
2,3,3,Phil Mickelson,83,4.2,332,79
3,4,4,Ernie Els,62,4.07,236,58
4,5,5,Retief Goosen,56,4.05,223,55
5,6,6,Carl Pettersson,100,4.0,388,97
6,7,7,John Daly,79,3.99,315,79
7,8,8,Geoff Ogilvy,91,3.97,345,87
8,T9,T9,Woody Austin,94,3.96,372,94
9,T9,T9,Adam Scott,55,3.96,206,52
10,T9,T9,Scott Verplank,92,3.96,360,91
11,12,12,Stephen Ames,97,3.95,375,95
12,13,13,Vaughn Taylor,84,3.94,323,82
13,14,14,Bo Van Pelt,107,3.9,406,104
14,T15,T15,Jason Bohn,98,3.88,369,95
15,T15,T15,Harrison Frazar,86,3.88,318,82
16,T15,T15,Tom Lehman,70,3.88,256,66
17,T18,T18,Stewart Cink,103,3.86,374,97
18,T18,T18,Ryan Palmer,103,3.86,386,100
19,T18,T18,Tag Ridings,53,3.86,193,50
20,T21,T21,Frank Lickliter II,89,3.85,331,86
21,T21,T21,Justin Rose,77,3.85,277,72
22,T21,T21,David Toms,80,3.85,285,74
23,T24,T24,Freddie Jacobson,83,3.84,307,80
24,T24,T24,Kenny Perry,79,3.84,292,76
25,26,26,Joe Ogilvie,104,3.83,391,102
26,27,27,John Huston,62,3.82,214,56
27,28,28,Jonathan Byrd,85,3.81,316,83
28,T29,T29,Pat Perez,102,3.8,380,100
29,T29,T29,Loren Roberts,81,3.8,300,79
30,31,31,Daniel Chopra,108,3.79,402,106
31,T32,T32,Sergio Garcia,65,3.78,242,64
32,T32,T32,Duffy Waldorf,79,3.78,276,73
33,T34,T34,Mark Calcavecchia,79,3.77,294,78
34,T34,T34,Darren Clarke,54,3.77,181,48
35,T34,T34,Zach Johnson,109,3.77,403,107
36,T37,T37,Stuart Appleby,84,3.76,293,78
37,T37,T37,Scott McCarron,88,3.76,323,86
38,T37,T37,Jesper Parnevik,86,3.76,323,86
39,T37,T37,Kirk Triplett,88,3.76,316,84
40,T41,T41,Fred Couples,54,3.75,195,52
41,T41,T41,Mark Hensby,97,3.75,349,93
42,T41,T41,Jerry Kelly,113,3.75,409,109
43,T41,T41,Shigeki Maruyama,93,3.75,345,92
44,T41,T41,Ted Purdy,114,3.75,420,112
45,T41,T41,Mike Weir,75,3.75,274,73
46,T47,T47,Chris DiMarco,105,3.74,367,98
47,T47,T47,Lucas Glover,95,3.74,340,91
48,T47,T47,Patrick Sheehan,113,3.74,415,111
49,T50,T50,Paul Azinger,75,3.73,280,75
50,T50,T50,Greg Chalmers,70,3.73,261,70
51,T50,T50,Ben Crane,92,3.73,343,92
52,T50,T50,Lee Janzen,84,3.73,306,82
53,T50,T50,Dennis Paulson,71,3.73,265,71
54,T50,T50,Rory Sabbatini,89,3.73,321,86
55,56,56,Cameron Beckman,99,3.72,357,96
56,T57,T57,Davis Love III,85,3.71,278,75
57,T57,T57,Rod Pampling,98,3.71,349,94
58,T57,T57,Jeff Sluman,98,3.71,360,97
59,T60,T60,Notah Begay III,71,3.69,247,67
60,T60,T60,Steve Flesch,109,3.69,387,105
61,T62,T62,Robert Gamez,103,3.68,379,103
62,T62,T62,Scott Hend,81,3.68,291,79
63,T62,T62,Brenden Pappas,111,3.68,397,108
64,T65,T65,Robert Allenby,93,3.67,323,88
65,T65,T65,Chris Smith,105,3.67,385,105
66,67,67,Craig Barlow,80,3.65,285,78
67,T68,T68,Richard Johnson,102,3.64,371,102
68,T68,T68,Deane Pappas,72,3.64,255,70
69,T70,T70,Brian Bateman,84,3.63,290,80
70,T70,T70,Tim Clark,84,3.63,305,84
71,T72,T72,Briny Baird,100,3.62,351,97
72,T72,T72,Bart Bryant,73,3.62,250,69
73,T72,T72,Matt Gogel,86,3.62,304,84
74,T72,T72,Dean Wilson,99,3.62,358,99
75,T76,T76,José Coceres,68,3.61,231,64
76,T76,T76,Carlos Franco,99,3.61,357,99
77,T76,T76,Steve Lowery,91,3.61,321,89
78,T79,T79,Joe Durant,85,3.6,306,85
79,T79,T79,Brent Geiberger,94,3.6,328,91
80,T79,T79,John Senden,99,3.6,346,96
81,T82,T82,Brian Gay,96,3.59,337,94
82,T82,T82,J.L. Lewis,106,3.59,381,106
83,84,84,Roland Thatcher,66,3.58,236,66
84,T85,T85,Steve Allan,102,3.57,353,99
85,T85,T85,Billy Andrade,104,3.57,371,104
86,T85,T85,Jason Dufner,79,3.57,282,79
87,T85,T85,Brett Quigley,102,3.57,350,98
88,89,89,Michael Allen,87,3.56,303,85
89,T90,T90,Olin Browne,92,3.55,312,88
90,T90,T90,K.J. Choi,83,3.55,291,82
91,T90,T90,Kent Jones,99,3.55,344,97
92,T90,T90,Hank Kuehne,91,3.55,316,89
93,T94,T94,Glen Day,101,3.54,350,99
94,T94,T94,Jay Haas,84,3.54,280,79
95,T94,T94,Tommy Tolles,67,3.54,237,67
96,T97,T97,Scott Hoch,52,3.53,180,51
97,T97,T97,Jeff Maggert,60,3.53,212,60
98,T99,T99,Bob Estes,73,3.52,250,71
99,T99,T99,Fred Funk,97,3.52,338,96
100,T99,T99,Hunter Mahan,94,3.52,331,94
101,102,102,Corey Pavin,83,3.51,277,79
102,T103,T103,D.J. Brigman,79,3.5,266,76
103,T103,T103,David Peoples,82,3.5,280,80
104,T105,T105,Danny Briggs,85,3.49,283,81
105,T105,T105,Chris Couch,55,3.49,192,55
106,T105,T105,Luke Donald,72,3.49,251,72
107,T105,T105,Todd Fischer,104,3.49,356,102
108,T105,T105,J.J. Henry,103,3.49,359,103
109,T105,T105,Kevin Na,100,3.49,335,96
110,T105,T105,John Rollins,90,3.49,297,85
111,T112,T112,Danny Ellis,81,3.48,268,77
112,T112,T112,Neal Lancaster,106,3.48,358,103
113,T114,T114,Arjun Atwal,85,3.47,288,83
114,T114,T114,Mike Heinen,53,3.47,184,53
115,T114,T114,Joey Sindelar,100,3.47,340,98
116,T114,T114,Steve Stricker,81,3.47,271,78
117,T114,T114,Mark Wilson,62,3.47,215,62
118,T119,T119,Skip Kendall,99,3.46,343,99
119,T119,T119,Tom Pernice Jr.,103,3.46,343,99
120,T121,T121,Alex Cejka,76,3.44,241,70
121,T121,T121,Bernhard Langer,59,3.44,189,55
122,T123,T123,Matt Kuchar,83,3.43,285,83
123,T123,T123,Jay Williamson,100,3.43,336,98
124,T125,T125,Robert Damron,92,3.42,315,92
125,T125,T125,Justin Leonard,90,3.42,291,85
126,T127,T127,Steve Elkington,64,3.41,208,61
127,T127,T127,Dudley Hart,60,3.41,198,58
128,T127,T127,Jonathan Kaye,79,3.41,259,76
129,T127,T127,Heath Slocum,92,3.41,307,90
130,131,131,Rich Beem,81,3.4,262,77
131,T132,T132,David Branshaw,84,3.38,277,82
132,T132,T132,Shaun Micheel,93,3.38,308,91
133,134,134,Tim Petrovic,111,3.37,361,107
134,T135,T135,Ken Duke,89,3.36,292,87
135,T135,T135,John Riegger,53,3.36,178,53
136,T135,T135,Kevin Sutherland,86,3.36,272,81
137,T138,T138,Tom Byrum,83,3.35,278,83
138,T138,T138,Chris Riley,78,3.35,248,74
139,T140,T140,Aaron Baddeley,87,3.34,284,85
140,T140,T140,Jeff Brehaut,106,3.34,347,104
141,T140,T140,Bob Burns,88,3.34,287,86
142,T140,T140,Brad Faxon,94,3.34,297,89
143,144,144,José María Olazábal,56,3.33,173,52
