,Late_Lowest_Round_RANK THIS WEEK,Late_Lowest_Round_RANK LAST WEEK,Late_Lowest_Round_PLAYER NAME,Late_Lowest_Round_LOW RND
0,1,1,Bart Bryant,60
1,T2,T2,Robert Gamez,61
2,T2,T2,Charles Howell III,61
3,T2,T2,Tag Ridings,61
4,T5,T5,Michael Clark II,62
5,T5,T5,Glen Day,62
6,T5,T5,David Frost,62
7,T5,T5,Frank Lickliter II,62
8,T5,T5,Ryan Palmer,62
9,T5,T5,John Senden,62
10,T11,T11,Billy Andrade,63
11,T11,T11,Aaron Barber,63
12,T11,T11,Jason Bohn,63
13,T11,T11,Guy Boros,63
14,T11,T11,Stewart Cink,63
15,T11,T11,Chris Couch,63
16,T11,T11,Joe Durant,63
17,T11,T11,Danny Ellis,63
18,T11,T11,Todd Fischer,63
19,T11,T11,Steve Flesch,63
20,T11,T11,Carlos Franco,63
21,T11,T11,Mark Hensby,63
22,T11,T11,J.L. Lewis,63
23,T11,T11,Davis Love III,63
24,T11,T11,Geoff Ogilvy,63
25,T11,T11,John Riegger,63
26,T11,T11,Vijay Singh,63
27,T11,T11,Vaughn Taylor,63
28,T11,T11,David Toms,63
29,T11,T11,Kirk Triplett,63
30,T31,T31,Stephen Ames,64
31,T31,T31,Woody Austin,64
32,T31,T31,Paul Azinger,64
33,T31,T31,Rich Beem,64
34,T31,T31,Craig Bowden,64
35,T31,T31,Olin Browne,64
36,T31,T31,Bob Burns,64
37,T31,T31,Tom Byrum,64
38,T31,T31,Daniel Chopra,64
39,T31,T31,Tim Clark,64
40,T31,T31,José Coceres,64
41,T31,T31,Ben Crane,64
42,T31,T31,John Daly,64
43,T31,T31,Robert Damron,64
44,T31,T31,Chris DiMarco,64
45,T31,T31,Ken Duke,64
46,T31,T31,Ernie Els,64
47,T31,T31,Bob Estes,64
48,T31,T31,Harrison Frazar,64
49,T31,T31,Fred Funk,64
50,T31,T31,Matt Gogel,64
51,T31,T31,Retief Goosen,64
52,T31,T31,Scott Hend,64
53,T31,T31,J.J. Henry,64
54,T31,T31,John Huston,64
55,T31,T31,Richard Johnson,64
56,T31,T31,Kent Jones,64
57,T31,T31,Jonathan Kaye,64
58,T31,T31,Joel Kribel,64
59,T31,T31,Tom Lehman,64
60,T31,T31,Justin Leonard,64
61,T31,T31,Steve Lowery,64
62,T31,T31,Billy Mayfair,64
63,T31,T31,Phil Mickelson,64
64,T31,T31,David Peoples,64
65,T31,T31,Kenny Perry,64
66,T31,T31,Ted Purdy,64
67,T31,T31,Brett Quigley,64
68,T31,T31,Chris Riley,64
69,T31,T31,Loren Roberts,64
70,T31,T31,Rory Sabbatini,64
71,T31,T31,Gene Sauers,64
72,T31,T31,Bob Tway,64
73,T31,T31,Camilo Villegas,64
74,T31,T31,Dean Wilson,64
75,T76,T76,Robert Allenby,65
76,T76,T76,Brian Bateman,65
77,T76,T76,Pat Bates,65
78,T76,T76,Cameron Beckman,65
79,T76,T76,Michael Bradley,65
80,T76,T76,David Branshaw,65
81,T76,T76,Jeff Brehaut,65
82,T76,T76,Danny Briggs,65
83,T76,T76,Jonathan Byrd,65
84,T76,T76,Mark Calcavecchia,65
85,T76,T76,Alex Cejka,65
86,T76,T76,Fred Couples,65
87,T76,T76,Jay Delsing,65
88,T76,T76,Jason Dufner,65
89,T76,T76,Sergio Garcia,65
90,T76,T76,Brian Gay,65
91,T76,T76,Mike Grob,65
92,T76,T76,Jay Haas,65
93,T76,T76,Bill Haas,65
94,T76,T76,Todd Hamilton,65
95,T76,T76,Donnie Hammond,65
96,T76,T76,Dudley Hart,65
97,T76,T76,Mike Heinen,65
98,T76,T76,Tim Herron,65
99,T76,T76,Glen Hnatiuk,65
100,T76,T76,Miguel Angel Jiménez,65
101,T76,T76,Brandt Jobe,65
102,T76,T76,Per-Ulrik Johansson,65
103,T76,T76,Zach Johnson,65
104,T76,T76,Jerry Kelly,65
105,T76,T76,Skip Kendall,65
