,Par_5_Eagle_Leaders_RANK THIS WEEK,Par_5_Eagle_Leaders_RANK LAST WEEK,Par_5_Eagle_Leaders_PLAYER NAME,Par_5_Eagle_Leaders_ROUNDS,Par_5_Eagle_Leaders_TOTAL,Par_5_Eagle_Leaders_TOTAL PAR 5 HOLES,Par_5_Eagle_Leaders_TOTAL HOLE OUTS
0,T1,T1,Geoff Ogilvy,91,16,319,2.0
1,T1,T1,Vijay Singh,112,16,369,5.0
2,3,3,John Senden,99,15,318,3.0
3,4,4,Chris Smith,105,14,371,2.0
4,T5,T5,Harrison Frazar,86,13,292,1.0
5,T5,T5,Hank Kuehne,91,13,303,1.0
6,T5,T5,Ted Purdy,114,13,384,1.0
7,T5,T5,Vaughn Taylor,84,13,281,6.0
8,T9,T9,Cameron Beckman,99,12,326,4.0
9,T9,T9,John Daly,79,12,272,3.0
10,T9,T9,Neal Lancaster,106,12,365,3.0
11,T12,T12,Tom Carter,113,11,373,1.0
12,T12,T12,Steve Flesch,109,11,364,1.0
13,T12,T12,Scott Hend,81,11,263,1.0
14,T12,T12,J.L. Lewis,106,11,360,5.0
15,T12,T12,Rod Pampling,98,11,323,2.0
16,T17,T17,Danny Ellis,81,10,273,
17,T17,T17,Carlos Franco,99,10,340,
18,T17,T17,Lucas Glover,95,10,312,1.0
19,T17,T17,Cliff Kresge,89,10,300,1.0
20,T17,T17,Brenden Pappas,111,10,377,1.0
21,T17,T17,Carl Pettersson,100,10,344,1.0
22,T17,T17,Roger Tambellini,81,10,272,3.0
23,T17,T17,Dean Wilson,99,10,347,4.0
24,T25,T25,Brian Bateman,84,9,277,
25,T25,T25,Mathias Grönberg,91,9,314,3.0
26,T25,T25,Mike Heinen,53,9,185,
27,T25,T25,Lee Janzen,84,9,282,1.0
28,T25,T25,Kent Jones,99,9,336,1.0
29,T25,T25,Arron Oberholser,77,9,267,
30,T25,T25,Ryan Palmer,103,9,345,1.0
31,T25,T25,Tim Petrovic,111,9,364,1.0
32,T25,T25,Duffy Waldorf,79,9,252,
33,T34,T34,Steve Allan,102,8,347,1.0
34,T34,T34,Billy Andrade,104,8,370,1.0
35,T34,T34,Craig Barlow,80,8,275,
36,T34,T34,Rich Beem,81,8,269,
37,T34,T34,Mark Calcavecchia,79,8,279,1.0
38,T34,T34,Daniel Chopra,108,8,361,2.0
39,T34,T34,Jason Dufner,79,8,270,1.0
40,T34,T34,Sergio Garcia,65,8,202,1.0
41,T34,T34,Jay Haas,84,8,274,2.0
42,T34,T34,Mark Hensby,97,8,314,2.0
43,T34,T34,Charles Howell III,104,8,351,2.0
44,T34,T34,Freddie Jacobson,83,8,278,1.0
45,T34,T34,Stephen Leaney,84,8,254,1.0
46,T34,T34,Tom Lehman,70,8,224,2.0
47,T34,T34,Davis Love III,85,8,253,2.0
48,T34,T34,Shaun Micheel,93,8,305,2.0
49,T34,T34,Dan Olsen,75,8,252,1.0
50,T34,T34,Steve Pate,71,8,248,3.0
51,T34,T34,Corey Pavin,83,8,258,1.0
52,T34,T34,Nick Price,51,8,158,1.0
53,T34,T34,Tommy Tolles,67,8,232,2.0
54,T34,T34,Grant Waite,79,8,274,2.0
55,T56,T56,Stuart Appleby,84,7,263,
56,T56,T56,Paul Azinger,75,7,269,1.0
57,T56,T56,Danny Briggs,85,7,280,4.0
58,T56,T56,Jonathan Byrd,85,7,271,
59,T56,T56,Chad Campbell,100,7,314,
60,T56,T56,Chris Couch,55,7,192,3.0
61,T56,T56,Fred Couples,54,7,183,3.0
62,T56,T56,Joe Durant,85,7,292,1.0
63,T56,T56,Todd Fischer,104,7,342,1.0
64,T56,T56,Skip Kendall,99,7,341,1.0
65,T56,T56,Hunter Mahan,94,7,318,2.0
66,T56,T56,Billy Mayfair,109,7,363,
67,T68,T68,Michael Allen,87,6,293,1.0
68,T68,T68,Aaron Baddeley,87,6,275,1.0
69,T68,T68,K.J. Choi,83,6,289,
70,T68,T68,Stewart Cink,103,6,332,1.0
71,T68,T68,Kris Cox,73,6,236,1.0
72,T68,T68,Ben Crane,92,6,321,3.0
73,T68,T68,Glen Day,101,6,341,2.0
74,T68,T68,Ken Duke,89,6,302,1.0
75,T68,T68,Ernie Els,62,6,180,
76,T68,T68,Robert Gamez,103,6,354,1.0
77,T68,T68,Matt Gogel,86,6,287,
78,T68,T68,J.J. Henry,103,6,345,
79,T68,T68,Tim Herron,84,6,274,1.0
80,T68,T68,Zach Johnson,109,6,355,1.0
81,T68,T68,Richard Johnson,102,6,354,2.0
82,T68,T68,Jonathan Kaye,79,6,261,
83,T68,T68,Frank Lickliter II,89,6,286,
84,T68,T68,Peter Lonard,68,6,214,
85,T68,T68,Steve Lowery,91,6,310,1.0
86,T68,T68,Rocco Mediate,53,6,174,1.0
87,T68,T68,Phil Mickelson,83,6,266,1.0
88,T68,T68,Jesper Parnevik,86,6,286,3.0
89,T68,T68,Pat Perez,102,6,330,
90,T68,T68,Tom Pernice Jr.,103,6,354,1.0
91,T68,T68,Kenny Perry,79,6,249,
92,T68,T68,Brett Quigley,102,6,350,3.0
93,T68,T68,Joey Sindelar,100,6,337,
94,T68,T68,Hidemichi Tanaka,89,6,308,1.0
95,T68,T68,David Toms,80,6,244,1.0
96,T97,T97,Stephen Ames,97,5,320,
97,T97,T97,Briny Baird,100,5,329,1.0
98,T97,T97,Jason Bohn,98,5,328,
99,T97,T97,Jeff Brehaut,106,5,359,1.0
100,T97,T97,Olin Browne,92,5,300,2.0
101,T97,T97,Alex Cejka,76,5,242,
102,T97,T97,Fred Funk,97,5,305,2.0
103,T97,T97,Dudley Hart,60,5,188,
104,T97,T97,Jerry Kelly,113,5,363,1.0
105,T97,T97,Matt Kuchar,83,5,292,2.0
106,T97,T97,Justin Leonard,90,5,287,
107,T97,T97,Jeff Maggert,60,5,194,2.0
108,T97,T97,Craig Perks,75,5,241,
109,T97,T97,John Rollins,90,5,290,
110,T97,T97,Andre Stolz,53,5,179,1.0
111,T97,T97,Steve Stricker,81,5,274,3.0
112,T97,T97,Bo Van Pelt,107,5,343,
113,T97,T97,Mike Weir,75,5,235,1.0
114,T115,T115,Tommy Armour III,87,4,288,
115,T115,T115,Woody Austin,94,4,330,2.0
116,T115,T115,Craig Bowden,83,4,281,
117,T115,T115,David Branshaw,84,4,285,
118,T115,T115,D.J. Brigman,79,4,258,2.0
119,T115,T115,Bart Bryant,73,4,217,
120,T115,T115,Bob Burns,88,4,293,1.0
121,T115,T115,Tom Byrum,83,4,264,
122,T115,T115,Greg Chalmers,70,4,242,1.0
123,T115,T115,Jay Delsing,76,4,255,
124,T115,T115,Niclas Fasth,61,4,217,1.0
125,T115,T115,Dan Forsman,79,4,270,1.0
126,T115,T115,Brent Geiberger,94,4,302,
127,T115,T115,Len Mattiace,75,4,261,
128,T115,T115,Blaine McCallister,68,4,238,1.0
129,T115,T115,Scott McCarron,88,4,310,1.0
130,T115,T115,Spike McRoy,93,4,317,2.0
131,T115,T115,David Morland IV,73,4,251,
132,T115,T115,Kevin Muncrief,50,4,170,
133,T115,T115,José María Olazábal,56,4,200,1.0
134,T115,T115,Dicky Pride,66,4,224,1.0
135,T115,T115,John Riegger,53,4,189,
136,T115,T115,Chris Riley,78,4,249,1.0
137,T115,T115,Gene Sauers,83,4,282,
138,T115,T115,Jeff Sluman,98,4,337,
139,T115,T115,Roland Thatcher,66,4,230,1.0
140,T115,T115,Kirk Triplett,88,4,288,2.0
141,T142,T142,Arjun Atwal,85,3,288,1.0
142,T142,T142,Rich Barcelo,67,3,218,1.0
143,T142,T142,Guy Boros,64,3,222,
144,T142,T142,Tim Clark,84,3,274,
145,T142,T142,Darren Clarke,54,3,156,
146,T142,T142,Ben Curtis,56,3,184,
147,T142,T142,Chris DiMarco,105,3,329,2.0
148,T142,T142,Luke Donald,72,3,235,3.0
149,T142,T142,Bob Estes,73,3,237,1.0
150,T142,T142,Brad Faxon,94,3,299,
151,T142,T142,David Frost,78,3,277,1.0
152,T142,T142,Brian Gay,96,3,315,1.0
153,T142,T142,Retief Goosen,56,3,188,1.0
154,T142,T142,David Gossett,57,3,206,2.0
155,T142,T142,John Huston,62,3,201,
156,T142,T142,Tripp Isenhour,55,3,183,
157,T142,T142,Bernhard Langer,59,3,202,1.0
158,T142,T142,Shigeki Maruyama,93,3,298,
159,T142,T142,Hirofumi Miyase,65,3,216,1.0
160,T142,T142,Kevin Na,100,3,336,
161,T142,T142,Deane Pappas,72,3,238,
162,T142,T142,Dennis Paulson,71,3,243,
163,T142,T142,Justin Rose,77,3,252,
164,T142,T142,Rory Sabbatini,89,3,289,
165,T142,T142,Patrick Sheehan,113,3,385,2.0
166,T142,T142,Kevin Sutherland,86,3,277,1.0
167,T142,T142,Bob Tway,90,3,281,2.0
168,T142,T142,Jay Williamson,100,3,334,
169,T142,T142,Mark Wilson,62,3,210,
170,T142,T142,Tiger Woods,78,3,240,
171,T172,T172,Robert Allenby,93,2,297,
172,T172,T172,Pat Bates,99,2,328,1.0
173,T172,T172,Notah Begay III,71,2,228,
174,T172,T172,Mark Brooks,72,2,239,
175,T172,T172,José Coceres,68,2,213,
176,T172,T172,Russ Cochran,61,2,201,1.0
177,T172,T172,Robert Damron,92,2,323,1.0
178,T172,T172,Steve Elkington,64,2,212,2.0
179,T172,T172,Scott Hoch,52,2,174,
180,T172,T172,Mark O'Meara,58,2,201,
181,T172,T172,Joe Ogilvie,104,2,350,
182,T172,T172,Craig Parry,52,2,176,
183,T172,T172,David Peoples,82,2,277,
184,T172,T172,Tag Ridings,53,2,182,
185,T172,T172,Loren Roberts,81,2,257,
186,T172,T172,Esteban Toledo,92,2,307,1.0
187,T172,T172,Scott Verplank,92,2,301,2.0
188,T189,T189,John Cook,57,1,189,
189,T189,T189,Todd Hamilton,92,1,299,
190,T189,T189,J.P. Hayes,79,1,265,
191,T189,T189,Brian Kortan,65,1,212,
192,T189,T189,Adam Scott,55,1,168,
193,T189,T189,Heath Slocum,92,1,307,
194,T189,T189,Omar Uresti,85,1,290,
