,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
0,1,1,Stephen Ames,97,19.17,74,386
1,2,2,Ernie Els,62,18.42,42,228
2,3,3,Carl Pettersson,100,17.72,70,395
3,4,4,Steve Flesch,109,17.46,73,418
4,5,5,Chris DiMarco,105,17.3,68,393
5,6,6,Mike Weir,75,17.06,50,293
6,7,7,Scott Simpson,55,16.89,38,225
7,8,8,Vaughn Taylor,84,16.72,56,335
8,9,9,Loren Roberts,81,16.51,54,327
9,T10,T10,Frank Lickliter II,89,16.43,57,347
10,T10,T10,José María Olazábal,56,16.43,35,213
11,12,12,Woody Austin,94,16.19,62,383
12,13,13,Fred Funk,97,16.03,63,393
13,14,14,Luke Donald,72,15.92,46,289
14,15,15,Bo Van Pelt,107,15.73,67,426
15,16,16,Zach Johnson,109,15.55,67,431
16,17,17,Nick Price,51,15.5,31,200
17,18,18,Pat Perez,102,15.35,62,404
18,19,19,Hidemichi Tanaka,89,15.19,55,362
19,T20,T20,Russ Cochran,61,15.1,37,245
20,T20,T20,Duffy Waldorf,79,15.1,45,298
21,22,22,Jerry Kelly,113,15.06,67,445
22,23,23,Todd Hamilton,92,15.01,53,353
23,T24,T24,Greg Chalmers,70,14.98,43,287
24,T24,T24,Tag Ridings,53,14.98,31,207
25,26,26,Mark Hensby,97,14.89,56,376
26,27,27,Sergio Garcia,65,14.84,38,256
27,28,28,Aaron Baddeley,87,14.78,51,345
28,29,29,Lee Janzen,84,14.67,49,334
29,30,30,Tommy Armour III,87,14.61,51,349
30,T31,T31,Daniel Chopra,108,14.58,63,432
31,T31,T31,Kirk Triplett,88,14.58,50,343
32,33,33,Joe Durant,85,14.57,51,350
33,34,34,Jason Bohn,98,14.55,56,385
34,T35,T35,Cameron Beckman,99,14.54,57,392
35,T35,T35,Joey Sindelar,100,14.54,58,399
36,37,37,Freddie Jacobson,83,14.51,47,324
37,38,38,David Frost,78,14.47,46,318
38,39,39,Jonathan Kaye,79,14.43,44,305
39,40,40,Tom Lehman,70,14.34,38,265
40,41,41,David Toms,80,14.33,43,300
41,T42,T42,Vijay Singh,112,14.29,63,441
42,T42,T42,Bob Tway,90,14.29,48,336
43,T44,T44,Neal Lancaster,106,14.25,60,421
44,T44,T44,Heath Slocum,92,14.25,52,365
45,46,46,Adam Scott,55,14.22,29,204
46,T47,T47,Dudley Hart,60,14.16,33,233
47,T47,T47,John Huston,62,14.16,32,226
48,49,49,Steve Pate,71,14.13,40,283
49,T50,T50,Tim Clark,84,14.12,48,340
50,T50,T50,Hirofumi Miyase,65,14.12,36,255
51,T52,T52,Tom Byrum,83,14.08,48,341
52,T52,T52,Tiger Woods,78,14.08,40,284
53,T54,T54,Shigeki Maruyama,93,14.01,51,364
54,T54,T54,Shaun Micheel,93,14.01,51,364
55,56,56,Paul Azinger,75,13.96,43,308
56,57,57,Corey Pavin,83,13.93,45,323
57,T58,T58,Pat Bates,99,13.92,55,395
58,T58,T58,Tommy Tolles,67,13.92,38,273
59,60,60,Billy Andrade,104,13.88,59,425
60,61,61,Danny Ellis,81,13.78,43,312
61,T62,T62,Bart Bryant,73,13.73,39,284
62,T62,T62,J.P. Hayes,79,13.73,42,306
63,64,64,Brett Quigley,102,13.72,55,401
64,65,65,Danny Briggs,85,13.68,45,329
65,66,66,Jay Haas,84,13.66,44,322
66,67,67,Rich Beem,81,13.65,43,315
67,68,68,Patrick Sheehan,113,13.63,62,455
68,69,69,David Peoples,82,13.62,44,323
69,70,70,Guy Boros,64,13.57,35,258
70,71,71,Bob Burns,88,13.51,47,348
71,72,72,Arjun Atwal,85,13.43,45,335
72,73,73,Phil Mickelson,83,13.4,43,321
73,74,74,Davis Love III,85,13.38,40,299
74,75,75,Tripp Isenhour,55,13.36,29,217
75,76,76,Robert Gamez,103,13.3,56,421
76,77,77,Bernhard Langer,59,13.27,30,226
77,T78,T78,David Branshaw,84,13.25,44,332
78,T78,T78,Roger Tambellini,81,13.25,42,317
79,80,80,Jay Williamson,100,13.22,53,401
80,81,81,John Rollins,90,13.2,45,341
81,82,82,David Morland IV,73,13.18,39,296
82,83,83,Niclas Fasth,61,13.17,32,243
83,T84,T84,Steve Elkington,64,13.15,33,251
84,T84,T84,Steve Lowery,91,13.15,48,365
85,86,86,Scott McCarron,88,13.11,46,351
86,87,87,Chad Campbell,100,13.1,49,374
87,88,88,Brian Gay,96,13.02,50,384
88,89,89,Mark Calcavecchia,79,13.0,42,323
89,T90,T90,Bob Estes,73,12.93,38,294
90,T90,T90,Scott Hend,81,12.93,41,317
91,T90,T90,Ryan Palmer,103,12.93,53,410
92,T93,T93,Stuart Appleby,84,12.9,40,310
93,T93,T93,Tom Pernice Jr.,103,12.9,52,403
94,T93,T93,Kenny Perry,79,12.9,40,310
95,96,96,Esteban Toledo,92,12.84,47,366
96,97,97,Jesper Parnevik,86,12.82,45,351
97,98,98,Jeff Sluman,98,12.81,51,398
98,99,99,José Coceres,68,12.79,33,258
99,100,100,Olin Browne,92,12.78,46,360
100,101,101,Scott Hoch,52,12.75,26,204
101,102,102,Geoff Ogilvy,91,12.71,45,354
102,103,103,Scott Verplank,92,12.7,47,370
103,104,104,Fred Couples,54,12.68,26,205
104,105,105,Brad Faxon,94,12.67,46,363
105,T106,T106,Steve Allan,102,12.62,51,404
106,T106,T106,John Riegger,53,12.62,27,214
107,108,108,Carlos Franco,99,12.59,51,405
108,109,109,Craig Barlow,80,12.58,40,318
109,110,110,Dean Wilson,99,12.56,51,406
110,T111,T111,Todd Fischer,104,12.47,52,417
111,T111,T111,Richard Johnson,102,12.47,52,417
112,113,113,Arron Oberholser,77,12.46,37,297
113,114,114,Brenden Pappas,111,12.44,55,442
114,115,115,Lucas Glover,95,12.4,46,371
115,T116,T116,Mark Brooks,72,12.37,35,283
116,T116,T116,Deane Pappas,72,12.37,35,283
117,118,118,Mark O'Meara,58,12.34,29,235
118,119,119,Justin Rose,77,12.33,36,292
119,T120,T120,Matt Kuchar,83,12.32,42,341
120,T120,T120,Rory Sabbatini,89,12.32,42,341
121,122,122,Ted Purdy,114,12.31,56,455
122,123,123,Robert Damron,92,12.27,46,375
123,124,124,Ben Crane,92,12.23,45,368
124,125,125,Tom Carter,113,12.22,55,450
125,126,126,Dennis Paulson,71,12.2,35,287
126,127,127,Retief Goosen,56,12.16,27,222
127,T128,T128,Jason Dufner,79,12.15,39,321
128,T128,T128,Kevin Na,100,12.15,48,395
129,130,130,Grant Waite,79,12.14,38,313
130,T131,T131,Notah Begay III,71,12.13,33,272
131,T131,T131,Glen Day,101,12.13,49,404
132,T131,T131,Matt Gogel,86,12.13,41,338
133,T131,T131,Tim Herron,84,12.13,41,338
134,135,135,Dan Olsen,75,12.12,36,297
135,T136,T136,J.J. Henry,103,12.11,51,421
136,T136,T136,Cliff Kresge,89,12.11,43,355
137,138,138,Robert Allenby,93,12.08,43,356
138,139,139,Jonathan Byrd,85,12.02,41,341
139,140,140,Tim Petrovic,111,12.01,52,433
140,141,141,Stewart Cink,103,11.99,47,392
141,142,142,John Daly,79,11.95,38,318
142,143,143,Alex Cejka,76,11.93,34,285
143,144,144,Chris Riley,78,11.92,36,302
144,145,145,Craig Bowden,83,11.87,40,337
145,146,146,J.L. Lewis,106,11.83,51,431
146,147,147,Skip Kendall,99,11.82,48,406
147,148,148,Hunter Mahan,94,11.81,45,381
148,149,149,Jeff Brehaut,106,11.79,50,424
149,150,150,Craig Parry,52,11.76,24,204
150,T151,T151,Chris Smith,105,11.74,50,426
151,T151,T151,Andre Stolz,53,11.74,25,213
152,153,153,D.J. Brigman,79,11.73,36,307
153,154,154,K.J. Choi,83,11.71,39,333
154,T155,T155,Briny Baird,100,11.7,46,393
155,T155,T155,Darren Clarke,54,11.7,22,188
156,157,157,Blaine McCallister,68,11.64,32,275
157,158,158,Spike McRoy,93,11.5,43,374
158,159,159,Rod Pampling,98,11.49,44,383
159,160,160,Charles Howell III,104,11.46,47,410
160,161,161,Kris Cox,73,11.42,33,289
161,162,162,Joe Ogilvie,104,11.41,47,412
162,163,163,Dan Forsman,79,11.39,36,316
163,164,164,Michael Allen,87,11.34,39,344
164,T165,T165,Rich Barcelo,67,11.32,30,265
165,T165,T165,Brent Geiberger,94,11.32,42,371
166,167,167,Brian Bateman,84,11.31,37,327
167,168,168,Roland Thatcher,66,11.24,30,267
168,169,169,Harrison Frazar,86,11.21,38,339
169,170,170,Jeff Maggert,60,11.2,27,241
170,171,171,Mike Heinen,53,11.16,24,215
171,172,172,Justin Leonard,90,11.11,38,342
172,173,173,Mark Wilson,62,11.07,28,253
173,174,174,Mathias Grönberg,91,11.05,39,353
174,175,175,Kent Jones,99,11.03,44,399
175,176,176,Kevin Sutherland,86,11.01,36,327
176,177,177,Len Mattiace,75,10.71,33,308
177,178,178,John Cook,57,10.6,23,217
178,179,179,Dicky Pride,66,10.59,27,255
