,Par_3_Scoring_Average_RANK THIS WEEK,Par_3_Scoring_Average_RANK LAST WEEK,Par_3_Scoring_Average_PLAYER NAME,Par_3_Scoring_Average_ROUNDS,Par_3_Scoring_Average_AVG,Par_3_Scoring_Average_TOTAL STROKES,Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Stephen Ames,97,2.97,1146,386
1,2,2,Jerry Kelly,113,2.98,1328,445
2,T3,T3,Ernie Els,62,2.99,682,228
3,T3,T3,Jay Haas,84,2.99,964,322
4,T3,T3,Carl Pettersson,100,2.99,1182,395
5,T3,T3,Loren Roberts,81,2.99,978,327
6,T7,T7,Corey Pavin,83,3.0,970,323
7,T7,T7,Heath Slocum,92,3.0,1095,365
8,T9,T9,Greg Chalmers,70,3.01,865,287
9,T9,T9,Chris DiMarco,105,3.01,1184,393
10,T9,T9,Scott Hoch,52,3.01,614,204
11,T9,T9,Jeff Sluman,98,3.01,1198,398
12,T9,T9,Scott Verplank,92,3.01,1115,370
13,T9,T9,Tiger Woods,78,3.01,855,284
14,T15,T15,Bart Bryant,73,3.02,859,284
15,T15,T15,Stewart Cink,103,3.02,1184,392
16,T15,T15,Retief Goosen,56,3.02,670,222
17,T15,T15,Todd Hamilton,92,3.02,1067,353
18,T15,T15,Mark Hensby,97,3.02,1137,376
19,T15,T15,Freddie Jacobson,83,3.02,979,324
20,T15,T15,Neal Lancaster,106,3.02,1273,421
21,T15,T15,Stephen Leaney,84,3.02,925,306
22,T15,T15,Kenny Perry,79,3.02,937,310
23,T15,T15,Tag Ridings,53,3.02,626,207
24,T15,T15,Patrick Sheehan,113,3.02,1375,455
25,T15,T15,Vijay Singh,112,3.02,1331,441
26,T15,T15,Vaughn Taylor,84,3.02,1011,335
27,T15,T15,Kirk Triplett,88,3.02,1035,343
28,T15,T15,Bo Van Pelt,107,3.02,1286,426
29,T30,T30,Woody Austin,94,3.03,1160,383
30,T30,T30,Cameron Beckman,99,3.03,1189,392
31,T30,T30,Chad Campbell,100,3.03,1132,374
32,T30,T30,Steve Flesch,109,3.03,1266,418
33,T30,T30,Carlos Franco,99,3.03,1229,405
34,T30,T30,Fred Funk,97,3.03,1190,393
