,First_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_3_Scoring_Average_ROUNDS,First_Tee_Late_Par_3_Scoring_Average_AVG,First_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,John Huston,62,2.87,198,69
1,T2,T2,Andre Stolz,53,2.93,120,41
2,T2,T2,Hidemichi Tanaka,89,2.93,311,106
3,T4,T4,Olin Browne,92,2.95,336,114
4,T4,T4,Kenny Perry,79,2.95,419,142
5,T6,T6,Bart Bryant,73,2.96,293,99
6,T6,T6,Ernie Els,62,2.96,400,135
7,T6,T6,Bob Estes,73,2.96,252,85
8,T6,T6,Tiger Woods,78,2.96,477,161
9,T10,T10,Woody Austin,94,2.97,356,120
10,T10,T10,Danny Briggs,85,2.97,214,72
11,T10,T10,Greg Chalmers,70,2.97,261,88
12,T10,T10,J.L. Lewis,106,2.97,442,149
13,T10,T10,Vaughn Taylor,84,2.97,368,124
14,T15,T15,Jerry Kelly,113,2.98,543,182
15,T15,T15,Heath Slocum,92,2.98,289,97
16,T17,T17,Stephen Ames,97,2.99,509,170
17,T17,T17,Aaron Baddeley,87,2.99,317,106
18,T17,T17,Tim Clark,84,2.99,380,127
19,T17,T17,Jeff Sluman,98,2.99,469,157
20,T17,T17,Mike Weir,75,2.99,341,114
21,T22,T22,Michael Allen,87,3.0,294,98
22,T22,T22,Robert Damron,92,3.0,315,105
23,T22,T22,Kevin Na,100,3.0,387,129
24,T22,T22,Corey Pavin,83,3.0,348,116
25,T22,T22,Duffy Waldorf,79,3.0,399,133
26,T27,T27,Joe Durant,85,3.01,346,115
27,T27,T27,Jay Haas,84,3.01,385,128
28,T27,T27,Mark Hensby,97,3.01,469,156
29,T27,T27,Arron Oberholser,77,3.01,355,118
30,T27,T27,Bo Van Pelt,107,3.01,515,171
31,T32,T32,K.J. Choi,83,3.02,417,138
32,T32,T32,Carlos Franco,99,3.02,320,106
33,T32,T32,Harrison Frazar,86,3.02,371,123
34,T32,T32,David Frost,78,3.02,257,85
35,T32,T32,Todd Hamilton,92,3.02,399,132
36,T32,T32,David Peoples,82,3.02,390,129
37,T32,T32,Tom Pernice Jr.,103,3.02,378,125
38,T32,T32,Carl Pettersson,100,3.02,395,131
39,T32,T32,Patrick Sheehan,113,3.02,398,132
40,T32,T32,David Toms,80,3.02,359,119
41,T42,T42,Briny Baird,100,3.03,391,129
42,T42,T42,John Cook,57,3.03,188,62
43,T42,T42,Jason Dufner,79,3.03,300,99
44,T42,T42,Retief Goosen,56,3.03,358,118
45,T42,T42,Dudley Hart,60,3.03,218,72
46,T42,T42,Scott Hoch,52,3.03,215,71
47,T42,T42,Stephen Leaney,84,3.03,321,106
48,T42,T42,Davis Love III,85,3.03,403,133
49,T42,T42,Steve Lowery,91,3.03,303,100
50,T42,T42,Brenden Pappas,111,3.03,315,104
51,T42,T42,Nick Price,51,3.03,218,72
52,T42,T42,Tag Ridings,53,3.03,176,58
53,T42,T42,Kirk Triplett,88,3.03,485,160
54,T55,T55,Stewart Cink,103,3.04,478,157
55,T55,T55,Sergio Garcia,65,3.04,462,152
56,T55,T55,Tripp Isenhour,55,3.04,225,74
57,T55,T55,Freddie Jacobson,83,3.04,343,113
58,T55,T55,Dicky Pride,66,3.04,149,49
59,T55,T55,Justin Rose,77,3.04,313,103
60,T61,T61,Arjun Atwal,85,3.05,235,77
61,T61,T61,Pat Bates,99,3.05,320,105
62,T61,T61,Daniel Chopra,108,3.05,467,153
63,T61,T61,Chris DiMarco,105,3.05,512,168
64,T61,T61,Ken Duke,89,3.05,256,84
65,T61,T61,Robert Gamez,103,3.05,391,128
66,T61,T61,Matt Gogel,86,3.05,466,153
67,T61,T61,Tim Herron,84,3.05,363,119
68,T61,T61,Kent Jones,99,3.05,323,106
