,First_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_3_Scoring_Average_AVG,First_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Mark Brooks,67.0,67,1
1,2,2,Bart Bryant,67.83,407,6
2,3,3,Retief Goosen,67.88,543,8
3,4,4,Notah Begay III,68.4,342,5
4,5,5,Brian Gay,68.5,548,8
5,6,6,J.J. Henry,68.6,343,5
6,7,7,Matt Gogel,68.73,756,11
7,8,8,Bernhard Langer,68.75,275,4
8,9,9,Stephen Ames,68.83,826,12
9,T10,T10,Ted Purdy,69.0,690,10
10,T10,T10,David Toms,69.0,483,7
11,T10,T10,Omar Uresti,69.0,276,4
12,T10,T10,Duffy Waldorf,69.0,552,8
13,14,14,Tim Herron,69.14,484,7
14,15,15,Fred Funk,69.29,485,7
15,16,16,Ernie Els,69.3,693,10
16,T17,T17,Tim Clark,69.33,624,9
17,T17,T17,Harrison Frazar,69.33,624,9
18,T17,T17,Lucas Glover,69.33,208,3
19,T17,T17,Deane Pappas,69.33,208,3
20,21,21,Gene Sauers,69.4,347,5
21,22,22,Scott Verplank,69.43,972,14
22,T23,T23,Tom Byrum,69.5,278,4
23,T23,T23,John Senden,69.5,556,8
24,25,25,Stuart Appleby,69.56,626,9
25,26,26,Woody Austin,69.57,487,7
26,27,27,Phil Mickelson,69.58,835,12
27,T28,T28,Peter Lonard,69.6,348,5
28,T28,T28,David Morland IV,69.6,348,5
29,T28,T28,Nick Price,69.6,348,5
30,T31,T31,John Cook,69.67,209,3
31,T31,T31,Joe Durant,69.67,418,6
32,T31,T31,Todd Fischer,69.67,418,6
33,T31,T31,Scott Hend,69.67,209,3
34,T31,T31,Rocco Mediate,69.67,209,3
35,36,36,Tiger Woods,69.77,907,13
36,37,37,Stewart Cink,69.91,769,11
37,T38,T38,Danny Briggs,70.0,280,4
38,T38,T38,Jerry Kelly,70.0,910,13
39,T38,T38,Arron Oberholser,70.0,490,7
40,T38,T38,Dennis Paulson,70.0,420,6
41,T38,T38,Kenny Perry,70.0,770,11
42,T38,T38,John Riegger,70.0,350,5
43,T38,T38,Chris Smith,70.0,490,7
44,45,45,Vijay Singh,70.06,1121,16
45,T46,T46,Mark Hensby,70.1,701,10
46,T46,T46,Jesper Parnevik,70.1,701,10
47,48,48,Frank Lickliter II,70.11,631,9
48,49,49,Hank Kuehne,70.14,491,7
49,T50,T50,Steve Allan,70.17,421,6
50,T50,T50,Craig Bowden,70.17,421,6
51,T50,T50,José Coceres,70.17,421,6
52,T53,T53,Jay Delsing,70.2,351,5
53,T53,T53,Tom Lehman,70.2,351,5
54,T53,T53,Geoff Ogilvy,70.2,702,10
