,Par_5_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_5_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_5_Birdie_or_Better_Leaders_PLAYER NAME,Par_5_Birdie_or_Better_Leaders_ROUNDS,Par_5_Birdie_or_Better_Leaders_%,Par_5_Birdie_or_Better_Leaders_PAR 5 BIRDIES OR BETTER,Par_5_Birdie_or_Better_Leaders_PAR 5 HOLES
60,61,61,Steve Allan,102,43.52,151,347
61,T62,T62,Brett Quigley,102,43.43,152,350
62,T62,T62,Grant Waite,79,43.43,119,274
63,64,64,Tag Ridings,53,43.41,79,182
64,65,65,Stewart Cink,103,43.37,144,332
65,66,66,Jason Bohn,98,43.29,142,328
66,67,67,Fred Funk,97,43.28,132,305
67,68,68,Robert Allenby,93,43.1,128,297
68,69,69,J.L. Lewis,106,43.06,155,360
69,70,70,Notah Begay III,71,42.98,98,228
70,71,71,Dean Wilson,99,42.94,149,347
71,72,72,Tim Clark,84,42.7,117,274
72,73,73,Cliff Kresge,89,42.67,128,300
73,74,74,Kent Jones,99,42.56,143,336
74,75,75,Aaron Baddeley,87,42.55,117,275
75,76,76,Jerry Kelly,113,42.42,154,363
76,T77,T77,Briny Baird,100,42.25,139,329
77,T77,T77,Zach Johnson,109,42.25,150,355
78,79,79,Greg Chalmers,70,42.15,102,242
79,80,80,Jay Haas,84,41.97,115,274
80,81,81,Kevin Sutherland,86,41.88,116,277
81,82,82,Mark Hensby,97,41.72,131,314
82,83,83,Hank Kuehne,91,41.58,126,303
83,84,84,Jay Delsing,76,41.57,106,255
84,85,85,Danny Briggs,85,41.43,116,280
85,86,86,David Toms,80,41.39,101,244
86,87,87,Chris DiMarco,105,41.34,136,329
87,88,88,John Riegger,53,41.27,78,189
88,89,89,Frank Lickliter II,89,41.26,118,286
89,90,90,Pat Perez,102,41.21,136,330
90,91,91,Glen Day,101,41.06,140,341
91,92,92,Jeff Brehaut,106,40.95,147,359
92,93,93,Shigeki Maruyama,93,40.94,122,298
93,94,94,Tim Petrovic,111,40.93,149,364
94,95,95,J.J. Henry,103,40.87,141,345
95,96,96,K.J. Choi,83,40.83,118,289
96,97,97,Justin Leonard,90,40.77,117,287
97,98,98,Matt Kuchar,83,40.75,119,292
98,99,99,D.J. Brigman,79,40.7,105,258
99,100,100,John Rollins,90,40.69,118,290
100,101,101,Scott McCarron,88,40.65,126,310
101,102,102,Alex Cejka,76,40.5,98,242
102,103,103,Kevin Na,100,40.48,136,336
103,104,104,Dudley Hart,60,40.43,76,188
104,105,105,Steve Flesch,109,40.38,147,364
105,106,106,David Branshaw,84,40.35,115,285
106,107,107,Steve Lowery,91,40.32,125,310
107,108,108,Jonathan Kaye,79,40.23,105,261
108,109,109,Tom Carter,113,40.21,150,373
109,110,110,Tom Pernice Jr.,103,40.11,142,354
110,111,111,Danny Ellis,81,39.93,109,273
111,112,112,Rich Barcelo,67,39.91,87,218
112,113,113,Charles Howell III,104,39.89,140,351
113,114,114,Rory Sabbatini,89,39.79,115,289
114,115,115,Mark Calcavecchia,79,39.78,111,279
115,T116,T116,Justin Rose,77,39.68,100,252
116,T116,T116,Duffy Waldorf,79,39.68,100,252
117,118,118,Scott Hoch,52,39.66,69,174
118,119,119,Tommy Armour III,87,39.58,114,288
119,120,120,Mathias Grönberg,91,39.49,124,314
120,121,121,Todd Fischer,104,39.47,135,342
121,122,122,Tim Herron,84,39.42,108,274
122,123,123,Brian Gay,96,39.37,124,315
123,124,124,Jason Dufner,79,39.26,106,270
124,125,125,Joey Sindelar,100,39.17,132,337
125,126,126,Steve Pate,71,39.11,97,248
126,127,127,Steve Stricker,81,39.05,107,274
127,128,128,Kris Cox,73,38.98,92,236
128,T129,T129,Dan Olsen,75,38.89,98,252
129,T129,T129,Kirk Triplett,88,38.89,112,288
130,131,131,Chad Campbell,100,38.85,122,314
131,T132,T132,Joe Durant,85,38.7,113,292
132,T132,T132,Patrick Sheehan,113,38.7,149,385
133,134,134,Craig Perks,75,38.59,93,241
134,135,135,Jeff Sluman,98,38.58,130,337
135,136,136,Gene Sauers,83,38.3,108,282
136,137,137,Billy Mayfair,109,38.29,139,363
137,138,138,David Frost,78,38.27,106,277
138,139,139,Todd Hamilton,92,38.13,114,299
139,140,140,Billy Andrade,104,38.11,141,370
140,T141,T141,Arjun Atwal,85,37.85,109,288
141,T141,T141,Peter Lonard,68,37.85,81,214
142,143,143,Niclas Fasth,61,37.79,82,217
143,144,144,Steve Elkington,64,37.74,80,212
144,145,145,Robert Gamez,103,37.57,133,354
145,146,146,José María Olazábal,56,37.5,75,200
146,T147,T147,Heath Slocum,92,37.46,115,307
147,T147,T147,Esteban Toledo,92,37.46,115,307
148,149,149,Chris Riley,78,37.35,93,249
149,150,150,Bart Bryant,73,37.33,81,217
150,151,151,Omar Uresti,85,37.24,108,290
151,152,152,Spike McRoy,93,37.22,118,317
152,153,153,Hunter Mahan,94,37.11,118,318
153,154,154,David Peoples,82,36.82,102,277
154,155,155,Brad Faxon,94,36.79,110,299
155,156,156,Shaun Micheel,93,36.72,112,305
156,157,157,Nick Price,51,36.71,58,158
157,158,158,Dan Forsman,79,36.67,99,270
158,159,159,Skip Kendall,99,36.66,125,341
159,160,160,Loren Roberts,81,36.58,94,257
160,161,161,Olin Browne,92,36.33,109,300
161,162,162,Mark O'Meara,58,36.32,73,201
162,163,163,Bob Estes,73,36.29,86,237
163,164,164,Mark Wilson,62,36.19,76,210
164,165,165,Bernhard Langer,59,36.14,73,202
165,166,166,Roland Thatcher,66,36.09,83,230
166,167,167,Craig Bowden,83,35.94,101,281
167,168,168,Ben Curtis,56,35.87,66,184
168,169,169,Craig Parry,52,35.8,63,176
169,170,170,Hirofumi Miyase,65,35.65,77,216
170,171,171,Stephen Leaney,84,35.43,90,254
171,172,172,Hidemichi Tanaka,89,35.39,109,308
172,173,173,Neal Lancaster,106,35.34,129,365
173,174,174,Robert Damron,92,35.29,114,323
174,175,175,Guy Boros,64,35.14,78,222
175,176,176,Luke Donald,72,34.89,82,235
176,177,177,Tom Byrum,83,34.85,92,264
177,178,178,Jay Williamson,100,34.73,116,334
178,179,179,Andre Stolz,53,34.64,62,179
179,180,180,Bob Tway,90,34.52,97,281
180,181,181,J.P. Hayes,79,34.34,91,265
181,182,182,Arron Oberholser,77,34.08,91,267
182,183,183,Russ Cochran,61,33.83,68,201
183,184,184,Bob Burns,88,33.79,99,293
184,185,185,Mark Brooks,72,33.47,80,239
185,186,186,Tripp Isenhour,55,33.33,61,183
186,187,187,David Morland IV,73,33.07,83,251
187,188,188,Pat Bates,99,32.93,108,328
188,189,189,John Cook,57,32.8,62,189
189,190,190,Scott Simpson,55,32.37,56,173
190,191,191,Kevin Muncrief,50,32.35,55,170
191,192,192,Blaine McCallister,68,31.51,75,238
192,193,193,Dicky Pride,66,31.25,70,224
193,194,194,Len Mattiace,75,31.03,81,261
194,195,195,Brian Kortan,65,29.72,63,212
195,196,196,David Gossett,57,28.64,59,206
