,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
0,1,1,Loren Roberts,81,22.01,59,268
1,2,2,Vijay Singh,112,21.5,63,293
2,3,3,Darren Clarke,54,20.87,24,115
3,4,4,Scott McCarron,88,20.07,58,289
4,5,5,Rory Sabbatini,89,19.79,56,283
5,6,6,Bart Bryant,73,19.7,53,269
6,7,7,Woody Austin,94,19.58,65,332
7,8,8,Scott Simpson,55,19.44,42,216
8,9,9,Jeff Sluman,98,19.14,58,303
9,10,10,Vaughn Taylor,84,19.05,52,273
10,11,11,Freddie Jacobson,83,19.01,46,242
11,12,12,Kenny Perry,79,18.92,42,222
12,13,13,Fred Couples,54,18.83,29,154
13,14,14,Nick Price,51,18.54,28,151
14,15,15,Shigeki Maruyama,93,18.43,54,293
15,16,16,Luke Donald,72,18.4,46,250
16,T17,T17,Stephen Ames,97,18.3,58,317
17,T17,T17,Tiger Woods,78,18.3,41,224
18,19,19,Tom Byrum,83,18.21,51,280
19,20,20,Tommy Tolles,67,18.07,43,238
20,21,21,Duffy Waldorf,79,17.92,43,240
21,22,22,Ben Curtis,56,17.9,29,162
22,23,23,John Daly,79,17.7,40,226
23,24,24,Notah Begay III,71,17.62,43,244
24,25,25,Stewart Cink,103,17.61,56,318
25,26,26,Pat Bates,99,17.48,57,326
26,27,27,Robert Gamez,103,17.42,58,333
27,28,28,Jerry Kelly,113,17.25,54,313
28,29,29,Kirk Triplett,88,17.21,42,244
29,30,30,Scott Verplank,92,17.2,43,250
30,31,31,Robert Damron,92,17.17,57,332
31,32,32,Dennis Paulson,71,16.98,36,212
32,33,33,Steve Flesch,109,16.95,50,295
33,34,34,Jeff Maggert,60,16.92,33,195
34,35,35,Adam Scott,55,16.79,23,137
35,36,36,Jay Williamson,100,16.76,61,364
36,T37,T37,Fred Funk,97,16.72,53,317
37,T37,T37,Brian Gay,96,16.72,53,317
38,39,39,Arron Oberholser,77,16.67,39,234
39,40,40,José María Olazábal,56,16.56,27,163
40,41,41,Scott Hoch,52,16.55,24,145
41,42,42,Chris Riley,78,16.5,33,200
42,43,43,Jesper Parnevik,86,16.49,47,285
43,44,44,Shaun Micheel,93,16.48,43,261
44,45,45,Robert Allenby,93,16.42,44,268
45,46,46,Pat Perez,102,16.33,56,343
46,47,47,Brian Bateman,84,16.32,47,288
47,48,48,Carlos Franco,99,16.31,53,325
48,49,49,Stuart Appleby,84,16.29,36,221
49,T50,T50,Jonathan Byrd,85,16.25,45,277
50,T50,T50,Frank Lickliter II,89,16.25,46,283
51,T52,T52,Ryan Palmer,103,16.11,53,329
52,T52,T52,Bo Van Pelt,107,16.11,48,298
53,54,54,Steve Pate,71,16.1,38,236
54,55,55,Craig Bowden,83,16.06,44,274
55,T56,T56,Alex Cejka,76,16.0,32,200
56,T56,T56,Mark O'Meara,58,16.0,24,150
57,58,58,Kevin Muncrief,50,15.91,28,176
58,59,59,Olin Browne,92,15.81,52,329
59,60,60,Andre Stolz,53,15.79,30,190
60,61,61,David Frost,78,15.75,43,273
61,62,62,K.J. Choi,83,15.74,37,235
62,63,63,Lucas Glover,95,15.73,42,267
63,64,64,Craig Parry,52,15.71,22,140
64,65,65,Corey Pavin,83,15.7,38,242
65,66,66,Phil Mickelson,83,15.68,29,185
66,67,67,David Gossett,57,15.64,28,179
67,68,68,Bob Burns,88,15.6,44,282
68,69,69,Patrick Sheehan,113,15.54,60,386
69,70,70,Brent Geiberger,94,15.48,52,336
70,T71,T71,Greg Chalmers,70,15.38,38,247
71,T71,T71,Mike Heinen,53,15.38,28,182
72,73,73,Aaron Baddeley,87,15.33,46,300
73,T74,T74,Paul Azinger,75,15.32,38,248
74,T74,T74,Tom Pernice Jr.,103,15.32,51,333
75,76,76,Neal Lancaster,106,15.27,51,334
76,T77,T77,Glen Day,101,15.24,48,315
77,T77,T77,John Huston,62,15.24,25,164
78,T77,T77,Brett Quigley,102,15.24,48,315
79,80,80,Bob Estes,73,15.21,33,217
80,81,81,D.J. Brigman,79,15.2,38,250
81,82,82,Billy Mayfair,109,15.13,54,357
82,83,83,David Morland IV,73,15.12,31,205
83,T84,T84,J.J. Henry,103,15.11,50,331
84,T84,T84,Deane Pappas,72,15.11,34,225
85,86,86,John Senden,99,15.08,49,325
86,87,87,Lee Janzen,84,15.0,42,280
87,88,88,Danny Ellis,81,14.98,37,247
88,89,89,Sergio Garcia,65,14.95,29,194
89,90,90,Mark Hensby,97,14.94,46,308
90,91,91,Steve Stricker,81,14.92,37,248
91,92,92,Daniel Chopra,108,14.91,51,342
92,93,93,Steve Elkington,64,14.85,34,229
93,94,94,Hank Kuehne,91,14.8,41,277
94,95,95,Tim Clark,84,14.77,35,237
95,96,96,Justin Rose,77,14.75,36,244
96,97,97,Gene Sauers,83,14.74,42,285
97,98,98,Arjun Atwal,85,14.73,38,258
98,99,99,John Cook,57,14.71,25,170
99,100,100,Chad Campbell,100,14.62,44,301
100,101,101,Jason Bohn,98,14.6,46,315
101,102,102,David Toms,80,14.55,32,220
102,T103,T103,Spike McRoy,93,14.49,41,283
103,T103,T103,Joey Sindelar,100,14.49,51,352
104,105,105,Joe Ogilvie,104,14.48,43,297
105,106,106,Zach Johnson,109,14.45,51,353
106,107,107,Tom Lehman,70,14.41,34,236
107,108,108,Mike Weir,75,14.36,27,188
108,T109,T109,Hunter Mahan,94,14.34,41,286
109,T109,T109,Rod Pampling,98,14.34,39,272
110,111,111,Rocco Mediate,53,14.29,18,126
111,112,112,Brenden Pappas,111,14.25,50,351
112,113,113,Cameron Beckman,99,14.24,49,344
113,114,114,Ted Purdy,114,14.22,58,408
114,115,115,Davis Love III,85,14.21,28,197
115,116,116,Steve Lowery,91,14.18,39,275
116,T117,T117,Scott Hend,81,14.14,27,191
117,T117,T117,Skip Kendall,99,14.14,42,297
118,119,119,Bob Tway,90,14.12,36,255
119,120,120,David Peoples,82,14.1,44,312
120,121,121,Jonathan Kaye,79,14.08,30,213
121,122,122,Joe Durant,85,14.05,43,306
122,123,123,Danny Briggs,85,14.02,38,271
123,124,124,Jason Dufner,79,14.0,35,250
124,125,125,Dan Forsman,79,13.98,33,236
125,126,126,Omar Uresti,85,13.97,38,272
126,127,127,Tim Petrovic,111,13.94,46,330
127,128,128,Heath Slocum,92,13.9,41,295
128,129,129,Ernie Els,62,13.89,20,144
129,130,130,Chris DiMarco,105,13.87,38,274
130,T131,T131,Briny Baird,100,13.86,46,332
131,T131,T131,Carl Pettersson,100,13.86,42,303
132,T133,T133,Retief Goosen,56,13.82,21,152
133,T133,T133,Dan Olsen,75,13.82,30,217
134,135,135,Brian Kortan,65,13.81,29,210
135,136,136,Hirofumi Miyase,65,13.78,31,225
136,T137,T137,Richard Johnson,102,13.76,52,378
137,T137,T137,Dean Wilson,99,13.76,52,378
138,139,139,Ben Crane,92,13.74,43,313
139,140,140,Mark Calcavecchia,79,13.62,29,213
140,141,141,Esteban Toledo,92,13.58,41,302
141,142,142,Todd Fischer,104,13.42,49,365
142,143,143,Tag Ridings,53,13.38,19,142
143,T144,T144,Billy Andrade,104,13.37,50,374
144,T144,T144,Russ Cochran,61,13.37,27,202
145,146,146,John Riegger,53,13.33,24,180
146,147,147,Charles Howell III,104,13.22,39,295
147,148,148,Dudley Hart,60,13.19,24,182
148,149,149,Ken Duke,89,13.18,41,311
149,150,150,Geoff Ogilvy,91,13.11,35,267
150,151,151,Roland Thatcher,66,12.96,28,216
151,152,152,José Coceres,68,12.95,29,224
152,153,153,Matt Gogel,86,12.94,33,255
153,154,154,Kent Jones,99,12.64,46,364
154,155,155,Hidemichi Tanaka,89,12.62,39,309
155,156,156,Tripp Isenhour,55,12.5,23,184
156,157,157,Guy Boros,64,12.39,28,226
157,158,158,Justin Leonard,90,12.36,32,259
158,159,159,Brad Faxon,94,12.35,31,251
159,160,160,Mark Wilson,62,12.24,29,237
160,161,161,Steve Allan,102,12.08,40,331
161,162,162,David Branshaw,84,12.06,34,282
162,163,163,Craig Barlow,80,12.05,30,249
163,164,164,Mathias Grönberg,91,11.99,32,267
164,165,165,J.L. Lewis,106,11.94,37,310
165,166,166,Craig Perks,75,11.88,31,261
166,T167,T167,Tommy Armour III,87,11.86,35,295
167,T167,T167,Kevin Na,100,11.86,37,312
168,169,169,Kris Cox,73,11.82,26,220
169,170,170,Len Mattiace,75,11.79,29,246
170,T171,T171,Jeff Brehaut,106,11.71,41,350
171,T171,T171,Niclas Fasth,61,11.71,24,205
172,173,173,Dicky Pride,66,11.63,25,215
173,174,174,Matt Kuchar,83,11.6,34,293
174,175,175,Roger Tambellini,81,11.58,30,259
175,176,176,Blaine McCallister,68,11.56,26,225
176,177,177,Michael Allen,87,11.54,33,286
177,178,178,Kevin Sutherland,86,11.52,28,243
178,179,179,Chris Couch,55,11.49,17,148
179,180,180,Chris Smith,105,11.48,35,305
180,181,181,Jay Haas,84,11.37,24,211
181,T182,T182,Rich Barcelo,67,11.27,24,213
182,T182,T182,Stephen Leaney,84,11.27,24,213
183,T182,T182,Peter Lonard,68,11.27,24,213
184,185,185,Bernhard Langer,59,11.24,20,178
185,186,186,Harrison Frazar,86,10.91,30,275
186,187,187,John Rollins,90,10.8,31,287
187,188,188,Tim Herron,84,10.76,27,251
188,189,189,J.P. Hayes,79,10.71,27,252
189,190,190,Rich Beem,81,10.04,25,249
190,191,191,Cliff Kresge,89,9.89,27,273
191,192,192,Grant Waite,79,9.29,25,269
192,193,193,Tom Carter,113,9.01,30,333
193,194,194,Todd Hamilton,92,8.8,22,250
194,195,195,Jay Delsing,76,8.3,20,241
195,196,196,Mark Brooks,72,6.54,14,214
