,Early_Par_4_Scoring_Average_RANK THIS WEEK,Early_Par_4_Scoring_Average_RANK LAST WEEK,Early_Par_4_Scoring_Average_PLAYER NAME,Early_Par_4_Scoring_Average_ROUNDS,Early_Par_4_Scoring_Average_AVG,Early_Par_4_Scoring_Average_TOTAL STROKES,Early_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Retief Goosen,56,3.92,800,204
1,T1,T1,Tiger Woods,78,3.92,1082,276
2,T3,T3,Phil Mickelson,83,3.96,1130,285
3,T3,T3,Vijay Singh,112,3.96,1700,429
4,T3,T3,Jeff Sluman,98,3.96,1923,485
5,T3,T3,Duffy Waldorf,79,3.96,1307,330
6,T7,T7,Olin Browne,92,3.97,1926,485
7,T7,T7,Darren Clarke,54,3.97,905,228
8,T9,T9,Shaun Micheel,93,3.98,2106,529
9,T9,T9,Justin Rose,77,3.98,1681,422
10,T11,T11,Notah Begay III,71,3.99,1560,391
11,T11,T11,Sergio Garcia,65,3.99,994,249
12,T11,T11,Brian Gay,96,3.99,1840,461
13,T11,T11,Joe Ogilvie,104,3.99,2161,542
14,T11,T11,Loren Roberts,81,3.99,1519,381
15,T11,T11,Mark Wilson,62,3.99,1566,392
16,T17,T17,Stephen Ames,97,4.0,1660,415
17,T17,T17,Craig Barlow,80,4.0,1524,381
18,T17,T17,Tom Lehman,70,4.0,1485,371
19,T17,T17,Shigeki Maruyama,93,4.0,1965,491
20,T17,T17,Scott McCarron,88,4.0,1641,410
21,T17,T17,Kevin Na,100,4.0,1759,440
22,T17,T17,David Peoples,82,4.0,1668,417
23,T17,T17,Chris Riley,78,4.0,1433,358
24,T17,T17,David Toms,80,4.0,1588,397
25,T17,T17,Kirk Triplett,88,4.0,1347,337
26,T17,T17,Bo Van Pelt,107,4.0,2114,528
27,T17,T17,Scott Verplank,92,4.0,1644,411
28,T29,T29,Stuart Appleby,84,4.01,1571,392
29,T29,T29,Stewart Cink,103,4.01,1724,430
30,T29,T29,Russ Cochran,61,4.01,1451,362
31,T29,T29,Joe Durant,85,4.01,1879,469
32,T29,T29,Jay Haas,84,4.01,1489,371
