,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
142,T136,T136,Tom Byrum,83,4.0
143,T136,T136,Tim Clark,84,4.0
144,T136,T136,Niclas Fasth,61,4.0
145,T136,T136,Dan Forsman,79,4.0
146,T136,T136,David Frost,78,4.0
147,T136,T136,David Gossett,57,4.0
148,T136,T136,Todd Hamilton,92,4.0
149,T136,T136,Scott Hoch,52,4.0
150,T136,T136,Bernhard Langer,59,4.0
151,T136,T136,Len Mattiace,75,4.0
152,T136,T136,Spike McRoy,93,4.0
153,T136,T136,David Peoples,82,4.0
154,T136,T136,Dicky Pride,66,4.0
155,T136,T136,Chris Riley,78,4.0
156,T136,T136,Gene Sauers,83,4.0
157,T136,T136,Jeff Sluman,98,4.0
158,T136,T136,Roland Thatcher,66,4.0
159,T136,T136,Bob Tway,90,4.0
160,T136,T136,Mark Wilson,62,4.0
161,T136,T136,Tiger Woods,78,4.0
162,T163,T163,Robert Allenby,93,3.0
163,T163,T163,Arjun Atwal,85,3.0
164,T163,T163,Rich Barcelo,67,3.0
165,T163,T163,Russ Cochran,61,3.0
166,T163,T163,Robert Damron,92,3.0
167,T163,T163,Luke Donald,72,3.0
168,T163,T163,Bob Estes,73,3.0
169,T163,T163,Retief Goosen,56,3.0
170,T163,T163,John Huston,62,3.0
171,T163,T163,Tripp Isenhour,55,3.0
172,T163,T163,Shigeki Maruyama,93,3.0
173,T163,T163,Hirofumi Miyase,65,3.0
174,T163,T163,Joe Ogilvie,104,3.0
175,T163,T163,Deane Pappas,72,3.0
176,T163,T163,Dennis Paulson,71,3.0
177,T163,T163,Rory Sabbatini,89,3.0
178,T163,T163,Patrick Sheehan,113,3.0
179,T163,T163,Kevin Sutherland,86,3.0
180,T163,T163,Esteban Toledo,92,3.0
181,T163,T163,Scott Verplank,92,3.0
182,T183,T183,Pat Bates,99,2.0
183,T183,T183,Mark Brooks,72,2.0
184,T183,T183,José Coceres,68,2.0
185,T183,T183,Steve Elkington,64,2.0
186,T183,T183,Mark O'Meara,58,2.0
187,T183,T183,Craig Parry,52,2.0
188,T183,T183,Tag Ridings,53,2.0
189,T183,T183,Loren Roberts,81,2.0
190,T183,T183,Omar Uresti,85,2.0
191,T192,T192,John Cook,57,1.0
192,T192,T192,J.P. Hayes,79,1.0
193,T192,T192,Brian Kortan,65,1.0
194,T192,T192,Adam Scott,55,1.0
195,196,196,Scott Simpson,55,
