,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
0,T1,T1,Geoff Ogilvy,91,17.0
1,T1,T1,Vijay Singh,112,17.0
2,T3,T3,Harrison Frazar,86,16.0
3,T3,T3,Ted Purdy,114,16.0
4,T3,T3,John Senden,99,16.0
5,T6,T6,John Daly,79,14.0
6,T6,T6,Neal Lancaster,106,14.0
7,T6,T6,Chris Smith,105,14.0
8,T6,T6,Vaughn Taylor,84,14.0
9,T10,T10,Tom Carter,113,13.0
10,T10,T10,Hank Kuehne,91,13.0
11,T12,T12,Cameron Beckman,99,12.0
12,T12,T12,Lucas Glover,95,12.0
13,T12,T12,Scott Hend,81,12.0
14,T12,T12,Rod Pampling,98,12.0
15,T12,T12,Dean Wilson,99,12.0
16,T17,T17,Danny Ellis,81,11.0
17,T17,T17,Steve Flesch,109,11.0
18,T17,T17,Mathias Grönberg,91,11.0
19,T17,T17,Kent Jones,99,11.0
20,T17,T17,J.L. Lewis,106,11.0
21,T17,T17,Ryan Palmer,103,11.0
22,T17,T17,Carl Pettersson,100,11.0
23,T17,T17,Roger Tambellini,81,11.0
24,T25,T25,Craig Barlow,80,10.0
25,T25,T25,Daniel Chopra,108,10.0
26,T25,T25,Carlos Franco,99,10.0
27,T25,T25,Freddie Jacobson,83,10.0
28,T25,T25,Lee Janzen,84,10.0
29,T25,T25,Cliff Kresge,89,10.0
30,T25,T25,Tom Lehman,70,10.0
31,T25,T25,Shaun Micheel,93,10.0
32,T25,T25,Arron Oberholser,77,10.0
33,T25,T25,Brenden Pappas,111,10.0
34,T25,T25,Nick Price,51,10.0
35,T25,T25,Grant Waite,79,10.0
36,T37,T37,Billy Andrade,104,9.0
37,T37,T37,Brian Bateman,84,9.0
38,T37,T37,Chad Campbell,100,9.0
39,T37,T37,Mike Heinen,53,9.0
40,T37,T37,Mark Hensby,97,9.0
41,T37,T37,Tim Herron,84,9.0
42,T37,T37,Davis Love III,85,9.0
43,T37,T37,Hunter Mahan,94,9.0
44,T37,T37,Steve Pate,71,9.0
45,T37,T37,Corey Pavin,83,9.0
46,T37,T37,Tim Petrovic,111,9.0
47,T37,T37,Duffy Waldorf,79,9.0
48,T49,T49,Steve Allan,102,8.0
49,T49,T49,Rich Beem,81,8.0
50,T49,T49,Mark Calcavecchia,79,8.0
51,T49,T49,Glen Day,101,8.0
52,T49,T49,Jason Dufner,79,8.0
53,T49,T49,Sergio Garcia,65,8.0
54,T49,T49,Jay Haas,84,8.0
55,T49,T49,Charles Howell III,104,8.0
56,T49,T49,Jonathan Kaye,79,8.0
57,T49,T49,Stephen Leaney,84,8.0
58,T49,T49,Dan Olsen,75,8.0
59,T49,T49,Tom Pernice Jr.,103,8.0
60,T49,T49,Kenny Perry,79,8.0
61,T49,T49,Tommy Tolles,67,8.0
62,T63,T63,Michael Allen,87,7.0
63,T63,T63,Stephen Ames,97,7.0
64,T63,T63,Stuart Appleby,84,7.0
65,T63,T63,Paul Azinger,75,7.0
66,T63,T63,Jeff Brehaut,106,7.0
67,T63,T63,Danny Briggs,85,7.0
68,T63,T63,Jonathan Byrd,85,7.0
69,T63,T63,K.J. Choi,83,7.0
70,T63,T63,Stewart Cink,103,7.0
71,T63,T63,Chris Couch,55,7.0
72,T63,T63,Fred Couples,54,7.0
73,T63,T63,Ken Duke,89,7.0
74,T63,T63,Joe Durant,85,7.0
75,T63,T63,Ernie Els,62,7.0
76,T63,T63,Todd Fischer,104,7.0
77,T63,T63,Robert Gamez,103,7.0
78,T63,T63,Dudley Hart,60,7.0
79,T63,T63,Skip Kendall,99,7.0
80,T63,T63,Frank Lickliter II,89,7.0
81,T63,T63,Peter Lonard,68,7.0
82,T63,T63,Steve Lowery,91,7.0
83,T63,T63,Billy Mayfair,109,7.0
84,T63,T63,Rocco Mediate,53,7.0
85,T63,T63,Phil Mickelson,83,7.0
86,T63,T63,Bo Van Pelt,107,7.0
87,T63,T63,Jay Williamson,100,7.0
88,T89,T89,Woody Austin,94,6.0
89,T89,T89,Aaron Baddeley,87,6.0
90,T89,T89,Briny Baird,100,6.0
91,T89,T89,Alex Cejka,76,6.0
92,T89,T89,Kris Cox,73,6.0
93,T89,T89,Ben Crane,92,6.0
94,T89,T89,Ben Curtis,56,6.0
95,T89,T89,Chris DiMarco,105,6.0
96,T89,T89,Fred Funk,97,6.0
97,T89,T89,Matt Gogel,86,6.0
98,T89,T89,J.J. Henry,103,6.0
99,T89,T89,Zach Johnson,109,6.0
100,T89,T89,Richard Johnson,102,6.0
101,T89,T89,Jerry Kelly,113,6.0
102,T89,T89,Matt Kuchar,83,6.0
103,T89,T89,Blaine McCallister,68,6.0
104,T89,T89,David Morland IV,73,6.0
105,T89,T89,José María Olazábal,56,6.0
106,T89,T89,Jesper Parnevik,86,6.0
107,T89,T89,Pat Perez,102,6.0
108,T89,T89,Brett Quigley,102,6.0
109,T89,T89,John Rollins,90,6.0
110,T89,T89,Joey Sindelar,100,6.0
111,T89,T89,Steve Stricker,81,6.0
112,T89,T89,Hidemichi Tanaka,89,6.0
113,T89,T89,David Toms,80,6.0
114,T89,T89,Kirk Triplett,88,6.0
115,T89,T89,Mike Weir,75,6.0
116,T117,T117,Jason Bohn,98,5.0
117,T117,T117,Olin Browne,92,5.0
118,T117,T117,Bob Burns,88,5.0
119,T117,T117,Greg Chalmers,70,5.0
120,T117,T117,Darren Clarke,54,5.0
121,T117,T117,Jay Delsing,76,5.0
122,T117,T117,Brad Faxon,94,5.0
123,T117,T117,Brian Gay,96,5.0
124,T117,T117,Brent Geiberger,94,5.0
125,T117,T117,Justin Leonard,90,5.0
126,T117,T117,Jeff Maggert,60,5.0
127,T117,T117,Scott McCarron,88,5.0
128,T117,T117,Kevin Muncrief,50,5.0
129,T117,T117,Kevin Na,100,5.0
130,T117,T117,Craig Perks,75,5.0
131,T117,T117,John Riegger,53,5.0
132,T117,T117,Justin Rose,77,5.0
133,T117,T117,Heath Slocum,92,5.0
134,T117,T117,Andre Stolz,53,5.0
135,T136,T136,Tommy Armour III,87,4.0
136,T136,T136,Notah Begay III,71,4.0
137,T136,T136,Guy Boros,64,4.0
138,T136,T136,Craig Bowden,83,4.0
139,T136,T136,David Branshaw,84,4.0
140,T136,T136,D.J. Brigman,79,4.0
141,T136,T136,Bart Bryant,73,4.0
