,Late_Par_3_Scoring_Average_RANK THIS WEEK,Late_Par_3_Scoring_Average_RANK LAST WEEK,Late_Par_3_Scoring_Average_PLAYER NAME,Late_Par_3_Scoring_Average_ROUNDS,Late_Par_3_Scoring_Average_AVG,Late_Par_3_Scoring_Average_TOTAL STROKES,Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Hidemichi Tanaka,89,2.96,480,162
1,T2,T2,Stephen Ames,97,2.97,663,223
2,T2,T2,Woody Austin,94,2.97,523,176
3,T2,T2,Kenny Perry,79,2.97,517,174
4,T2,T2,Tiger Woods,78,2.97,537,181
5,T6,T6,Jerry Kelly,113,2.98,740,248
6,T6,T6,Jeff Sluman,98,2.98,625,210
7,T8,T8,Ernie Els,62,2.99,463,155
8,T8,T8,Bob Estes,73,2.99,371,124
9,T8,T8,John Huston,62,2.99,368,123
10,T8,T8,Carl Pettersson,100,2.99,586,196
11,T8,T8,Heath Slocum,92,2.99,488,163
12,13,13,Jay Haas,84,3.0,543,181
13,T14,T14,Tim Clark,84,3.01,550,183
14,T14,T14,Steve Flesch,109,3.01,666,221
15,T14,T14,Retief Goosen,56,3.01,419,139
16,T14,T14,Neal Lancaster,106,3.01,602,200
17,T14,T14,J.L. Lewis,106,3.01,617,205
18,T14,T14,Loren Roberts,81,3.01,530,176
19,T14,T14,Patrick Sheehan,113,3.01,651,216
20,T14,T14,Duffy Waldorf,79,3.01,497,165
21,T22,T22,Carlos Franco,99,3.02,546,181
22,T22,T22,Stephen Leaney,84,3.02,432,143
23,T22,T22,David Peoples,82,3.02,490,162
24,T22,T22,Kirk Triplett,88,3.02,643,213
25,T22,T22,Mike Weir,75,3.02,516,171
26,T22,T22,Jay Williamson,100,3.02,559,185
27,T28,T28,Robert Allenby,93,3.03,494,163
28,T28,T28,Aaron Baddeley,87,3.03,469,155
29,T28,T28,Briny Baird,100,3.03,588,194
30,T28,T28,Bart Bryant,73,3.03,397,131
31,T28,T28,Greg Chalmers,70,3.03,424,140
32,T28,T28,John Cook,57,3.03,336,111
33,T28,T28,Robert Damron,92,3.03,531,175
34,T28,T28,Freddie Jacobson,83,3.03,549,181
35,T28,T28,Jonathan Kaye,79,3.03,443,146
36,T28,T28,Corey Pavin,83,3.03,548,181
37,T28,T28,Bo Van Pelt,107,3.03,655,216
38,T39,T39,Chad Campbell,100,3.04,553,182
39,T39,T39,Daniel Chopra,108,3.04,699,230
40,T39,T39,Ben Crane,92,3.04,560,184
41,T39,T39,Todd Hamilton,92,3.04,510,168
42,T39,T39,Scott Hoch,52,3.04,337,111
43,T39,T39,Arron Oberholser,77,3.04,431,142
44,T39,T39,Geoff Ogilvy,91,3.04,592,195
45,T39,T39,Tom Pernice Jr.,103,3.04,618,203
46,T39,T39,Nick Price,51,3.04,304,100
47,T39,T39,Justin Rose,77,3.04,398,131
48,T39,T39,Scott Simpson,55,3.04,337,111
49,T39,T39,Vijay Singh,112,3.04,847,279
50,T39,T39,David Toms,80,3.04,459,151
51,T52,T52,Olin Browne,92,3.05,527,173
52,T52,T52,Chris DiMarco,105,3.05,600,197
53,T52,T52,Jason Dufner,79,3.05,488,160
54,T52,T52,Ken Duke,89,3.05,466,153
55,T52,T52,Danny Ellis,81,3.05,457,150
56,T52,T52,Harrison Frazar,86,3.05,540,177
57,T52,T52,Fred Funk,97,3.05,598,196
58,T52,T52,Sergio Garcia,65,3.05,501,164
59,T52,T52,Mark Hensby,97,3.05,625,205
60,T52,T52,Tripp Isenhour,55,3.05,299,98
61,T52,T52,Richard Johnson,102,3.05,601,197
62,T52,T52,Blaine McCallister,68,3.05,381,125
63,T52,T52,Kevin Na,100,3.05,656,215
64,T52,T52,Steve Pate,71,3.05,372,122
65,T66,T66,Steve Allan,102,3.06,597,195
66,T66,T66,Paul Azinger,75,3.06,480,157
67,T66,T66,Pat Bates,99,3.06,557,182
68,T66,T66,Bob Burns,88,3.06,483,158
69,T66,T66,Stewart Cink,103,3.06,694,227
70,T66,T66,Zach Johnson,109,3.06,759,248
71,T66,T66,Davis Love III,85,3.06,530,173
72,T66,T66,Mark O'Meara,58,3.06,346,113
73,T66,T66,Vaughn Taylor,84,3.06,567,185
74,T66,T66,Bob Tway,90,3.06,514,168
75,T66,T66,Scott Verplank,92,3.06,649,212
76,T66,T66,Mark Wilson,62,3.06,315,103
77,T78,T78,Tom Byrum,83,3.07,466,152
78,T78,T78,K.J. Choi,83,3.07,509,166
79,T78,T78,Luke Donald,72,3.07,507,165
80,T78,T78,Joe Durant,85,3.07,507,165
81,T78,T78,David Frost,78,3.07,423,138
82,T78,T78,Mathias Grönberg,91,3.07,463,151
83,T78,T78,Bernhard Langer,59,3.07,301,98
84,T78,T78,Justin Leonard,90,3.07,528,172
85,T78,T78,Shaun Micheel,93,3.07,497,162
86,T78,T78,Hirofumi Miyase,65,3.07,372,121
87,T78,T78,Jesper Parnevik,86,3.07,613,200
88,T78,T78,Brett Quigley,102,3.07,641,209
89,T78,T78,Tag Ridings,53,3.07,292,95
90,T91,T91,Michael Allen,87,3.08,477,155
91,T91,T91,Billy Andrade,104,3.08,548,178
92,T91,T91,Craig Barlow,80,3.08,512,166
93,T91,T91,Cameron Beckman,99,3.08,655,213
94,T91,T91,Guy Boros,64,3.08,351,114
95,T91,T91,David Branshaw,84,3.08,449,146
96,T91,T91,Alex Cejka,76,3.08,438,142
97,T91,T91,Russ Cochran,61,3.08,333,108
98,T91,T91,Brad Faxon,94,3.08,529,172
99,T91,T91,Todd Fischer,104,3.08,585,190
100,T91,T91,Dudley Hart,60,3.08,348,113
101,T91,T91,Lee Janzen,84,3.08,566,184
102,T91,T91,Cliff Kresge,89,3.08,515,167
103,T91,T91,Scott McCarron,88,3.08,579,188
104,T91,T91,Phil Mickelson,83,3.08,646,210
105,T91,T91,José María Olazábal,56,3.08,354,115
106,T91,T91,Ryan Palmer,103,3.08,669,217
107,T91,T91,Craig Parry,52,3.08,314,102
108,T91,T91,Dicky Pride,66,3.08,327,106
109,T110,T110,Tommy Armour III,87,3.09,531,172
110,T110,T110,Jeff Brehaut,106,3.09,621,201
111,T110,T110,Mark Calcavecchia,79,3.09,497,161
112,T110,T110,Robert Gamez,103,3.09,668,216
113,T110,T110,Brian Gay,96,3.09,630,204
114,T110,T110,Matt Gogel,86,3.09,575,186
115,T110,T110,Kent Jones,99,3.09,531,172
116,T110,T110,Frank Lickliter II,89,3.09,577,187
117,T110,T110,Steve Lowery,91,3.09,566,183
118,T110,T110,Kevin Sutherland,86,3.09,451,146
119,T110,T110,Esteban Toledo,92,3.09,526,170
120,T121,T121,Arjun Atwal,85,3.1,475,153
121,T121,T121,Rich Beem,81,3.1,468,151
122,T121,T121,José Coceres,68,3.1,425,137
123,T121,T121,Glen Day,101,3.1,527,170
124,T121,T121,Steve Elkington,64,3.1,372,120
125,T121,T121,Brent Geiberger,94,3.1,565,182
126,T121,T121,Tom Lehman,70,3.1,385,124
127,T121,T121,Brenden Pappas,111,3.1,605,195
128,T121,T121,Chris Riley,78,3.1,503,162
129,T121,T121,Adam Scott,55,3.1,366,118
130,T121,T121,Andre Stolz,53,3.1,313,101
131,T121,T121,Dean Wilson,99,3.1,613,198
132,T133,T133,Notah Begay III,71,3.11,379,122
133,T133,T133,Craig Bowden,83,3.11,519,167
134,T133,T133,Danny Briggs,85,3.11,460,148
135,T133,T133,Darren Clarke,54,3.11,327,105
136,T133,T133,John Daly,79,3.11,522,168
137,T133,T133,Tim Herron,84,3.11,548,176
138,T133,T133,Jeff Maggert,60,3.11,401,129
139,T133,T133,Rory Sabbatini,89,3.11,548,176
140,T133,T133,Gene Sauers,83,3.11,470,151
141,T133,T133,John Senden,99,3.11,560,180
142,T133,T133,Joey Sindelar,100,3.11,619,199
143,T133,T133,Roland Thatcher,66,3.11,389,125
144,T145,T145,Jason Bohn,98,3.12,514,165
145,T145,T145,Fred Couples,54,3.12,403,129
146,T145,T145,J.P. Hayes,79,3.12,399,128
147,T145,T145,Skip Kendall,99,3.12,627,201
148,T145,T145,Shigeki Maruyama,93,3.12,584,187
149,T145,T145,Billy Mayfair,109,3.12,568,182
150,T145,T145,Ted Purdy,114,3.12,739,237
151,T145,T145,John Riegger,53,3.12,340,109
152,T145,T145,John Rollins,90,3.12,502,161
153,T154,T154,Stuart Appleby,84,3.13,507,162
154,T154,T154,Mark Brooks,72,3.13,420,134
155,T154,T154,Jay Delsing,76,3.13,469,150
156,T154,T154,Charles Howell III,104,3.13,699,223
157,T154,T154,Matt Kuchar,83,3.13,529,169
158,T154,T154,Joe Ogilvie,104,3.13,647,207
159,T154,T154,Craig Perks,75,3.13,416,133
160,T154,T154,Tim Petrovic,111,3.13,686,219
161,T154,T154,Tommy Tolles,67,3.13,422,135
162,T163,T163,Dan Forsman,79,3.14,481,153
163,T163,T163,Hunter Mahan,94,3.14,572,182
164,T163,T163,Len Mattiace,75,3.14,434,138
165,T163,T163,Pat Perez,102,3.14,572,182
166,T163,T163,Omar Uresti,85,3.14,484,154
167,T168,T168,Brian Bateman,84,3.15,514,163
168,T168,T168,D.J. Brigman,79,3.15,447,142
169,T168,T168,Jonathan Byrd,85,3.15,592,188
170,T168,T168,Niclas Fasth,61,3.15,321,102
171,T168,T168,Lucas Glover,95,3.15,526,167
172,T168,T168,J.J. Henry,103,3.15,664,211
173,T168,T168,Spike McRoy,93,3.15,532,169
174,T168,T168,Rod Pampling,98,3.15,589,187
175,T168,T168,Dennis Paulson,71,3.15,497,158
176,T168,T168,Chris Smith,105,3.15,674,214
177,T168,T168,Grant Waite,79,3.15,488,155
178,T179,T179,Mike Heinen,53,3.16,284,90
179,T179,T179,Hank Kuehne,91,3.16,588,186
180,T179,T179,Rocco Mediate,53,3.16,262,83
181,T182,T182,Rich Barcelo,67,3.17,390,123
182,T182,T182,Dan Olsen,75,3.17,412,130
183,T182,T182,Steve Stricker,81,3.17,476,150
184,T185,T185,Brian Kortan,65,3.18,363,114
185,T185,T185,Peter Lonard,68,3.18,410,129
186,T185,T185,David Morland IV,73,3.18,480,151
187,T185,T185,Deane Pappas,72,3.18,487,153
188,189,189,Roger Tambellini,81,3.19,510,160
189,T190,T190,Ben Curtis,56,3.2,346,108
190,T190,T190,Kevin Muncrief,50,3.2,285,89
191,T192,T192,Chris Couch,55,3.21,340,106
192,T192,T192,Scott Hend,81,3.21,491,153
193,194,194,Kris Cox,73,3.23,484,150
194,195,195,David Gossett,57,3.27,373,114
195,196,196,Tom Carter,113,3.28,633,193
