,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
170,T167,T167,Dudley Hart,23
171,T167,T167,Len Mattiace,25
172,T167,T167,José María Olazábal,17
173,T167,T167,Dan Olsen,31
174,T167,T167,John Riegger,17
175,T167,T167,Tommy Tolles,25
176,T177,T177,Jim Furyk,14
177,T177,T177,Peter Lonard,23
178,T177,T177,Mark O'Meara,17
179,T177,T177,Paul Stankowski,14
180,T181,T181,Guy Boros,24
181,T181,T181,Mark Brooks,31
182,T181,T181,Darren Clarke,16
183,T181,T181,Ben Curtis,20
184,T181,T181,Bill Glasson,17
185,T181,T181,Brian Kortan,24
186,T181,T181,Garrett Willis,17
187,T188,T188,Jim Carter,18
188,T188,T188,Mike Heinen,17
189,T188,T188,Tag Ridings,18
190,T191,T191,Aaron Barber,17
191,T191,T191,Padraig Harrington,12
192,T191,T191,Scott Simpson,18
193,T194,T194,David Edwards,13
194,T194,T194,Nick Price,15
195,T194,T194,Dicky Pride,23
196,T197,T197,Michael Clark II,14
197,T197,T197,Tripp Isenhour,22
198,T197,T197,Hirofumi Miyase,27
199,T197,T197,Craig Parry,16
200,T201,T201,Donnie Hammond,13
201,T201,T201,Larry Mize,13
202,T201,T201,John Morgan,16
203,T201,T201,Andre Stolz,20
204,205,205,Peter Jacobsen,10
205,T206,T206,David Sutherland,16
206,T206,T206,Lee Westwood,11
207,T208,T208,Jay Don Blake,14
208,T208,T208,Ángel Cabrera,8
209,T208,T208,Chris Couch,24
210,T208,T208,Bill Haas,10
211,T208,T208,Rocco Mediate,19
212,T213,T213,Paul Casey,11
213,T213,T213,Mike Grob,13
214,T213,T213,Per-Ulrik Johansson,12
215,T213,T213,Joel Kribel,13
216,T213,T213,Brad Lardon,17
217,T213,T213,Camilo Villegas,10
218,T219,T219,Thomas Bjørn,12
219,T219,T219,Trevor Dodds,20
220,T219,T219,Joel Edwards,11
221,T219,T219,Kelly Gibson,10
222,T219,T219,Brandt Jobe,9
223,T219,T219,Kevin Muncrief,21
224,T219,T219,"Wes Short, Jr.",12
225,T219,T219,Hal Sutton,16
226,T219,T219,Stan Utley,8
227,T219,T219,Willie Wood,9
228,T229,T229,Trevor Immelman,12
229,T229,T229,Carl Paulson,13
230,T229,T229,Tjaart van der Walt,12
231,T232,T232,"Jim Gallagher, Jr.",9
232,T232,T232,Ken Green,18
233,T232,T232,Jim McGovern,11
234,T232,T232,Mike Springer,10
235,T236,T236,Michael Bradley,9
236,T236,T236,Robin Freeman,13
237,T238,T238,Brad Bryant,4
238,T238,T238,Marco Dawson,6
239,T238,T238,David Duval,9
240,T238,T238,Glen Hnatiuk,9
241,T238,T238,Paul McGinley,5
242,T238,T238,Craig Stadler,6
243,T244,T244,Miguel Angel Jiménez,7
244,T244,T244,Brian Watts,9
245,T246,T246,David Gossett,25
246,T246,T246,John Maginnes,12
247,T246,T246,Phillip Price,12
248,T246,T246,Brandt Snedeker,9
249,T246,T246,Mark Wiebe,6
250,T246,T246,Casey Wittenberg,9
251,T252,T252,Ricky Barnes,7
252,T252,T252,Keiichiro Fukabori,5
253,T252,T252,Paul Goydos,2
254,T252,T252,Gabriel Hjertstedt,5
255,T252,T252,Patrick Moore,14
256,T252,T252,Ian Poulter,9
257,T252,T252,Kevin Stadler,5
258,T259,T259,Fulton Allem,13
259,T259,T259,Joakim Haeggman,5
260,T259,T259,David Howell,3
261,T259,T259,Thongchai Jaidee,5
262,T259,T259,Thomas Levet,5
263,T259,T259,Andrew McLardy,3
264,T259,T259,Colin Montgomerie,6
265,T259,T259,Mike Standly,9
266,T259,T259,Boyd Summerhays,8
267,T259,T259,Hideto Tanihara,3
268,T269,T269,Jim Benepe,2
269,T269,T269,Michael Campbell,6
270,T269,T269,Scott Drummond,4
271,T269,T269,Nick Faldo,6
272,T269,T269,Nick Flanagan,10
273,T269,T269,Brian Henninger,9
274,T269,T269,Barry Lane,3
275,T269,T269,Ian Leggatt,5
276,T269,T269,Brock Mackenzie,3
277,T269,T269,Casey Martin,2
278,T269,T269,James McLean,1
279,T269,T269,Kelly Mitchum,2
280,T269,T269,John Morse,3
281,T269,T269,Nick O'Hern,2
282,T269,T269,David Ogrin,2
283,T269,T269,Tim Thelen,5
284,T285,T285,Brian Davis,7
285,T285,T285,Keith Fergus,1
286,T285,T285,Hiroyuki Fujita,2
287,T285,T285,Jason Hartwick,2
288,T285,T285,Matt Hendrix,3
289,T285,T285,Mike Hulbert,8
290,T285,T285,Greg Kraft,4
291,T285,T285,Wayne Levi,1
292,T285,T285,Bryce Molder,3
293,T285,T285,Ryan Moore,1
294,T285,T285,Chris Nallen,3
295,T285,T285,Jean-Francois Remesy,3
296,T285,T285,David Roesch,2
297,T285,T285,Mike Small,2
298,T285,T285,Phil Tataurangi,8
299,T285,T285,Don Yrene,2
300,T301,T301,Joe Affrunti,3
301,T301,T301,Doug Barron,1
302,T301,T301,Michael Beard,1
303,T301,T301,Brandel Chamblee,1
304,T301,T301,Keith Clearwater,5
305,T301,T301,Erik Compton,2
306,T301,T301,Tim Conley,1
307,T301,T301,John Douma,2
308,T301,T301,Kevin Durkin,2
309,T301,T301,Rick Fehr,3
310,T301,T301,Darren Fichardt,3
311,T301,T301,Alastair Forsyth,1
312,T301,T301,Steve Friesen,1
313,T301,T301,Edward Fryatt,1
314,T301,T301,Tetsuji Hiratsuka,4
315,T301,T301,S.K. Ho,4
316,T301,T301,Charley Hoffman,1
317,T301,T301,David Ishii,1
318,T301,T301,Pete Jordan,2
319,T301,T301,Kenichi Kuboya,1
320,T301,T301,Graeme McDowell,3
321,T301,T301,Adam Meyer,1
322,T301,T301,Sean Murphy,2
323,T301,T301,Sean Pacetti,1
324,T301,T301,Dan Pohl,3
325,T301,T301,Don Pooley,1
326,T301,T301,Jyoti Randhawa,3
327,T301,T301,Chez Reavie,2
328,T301,T301,Mike Ruiz,1
329,T301,T301,Brett Rumford,1
330,T301,T301,Peter Senior,2
331,T301,T301,Chris Stroud,1
332,T301,T301,Sven Struver,2
333,T301,T301,Chip Sullivan,1
334,T301,T301,Mike Sullivan,1
335,T301,T301,Tim Wilkinson,1
336,T301,T301,Lian-Wei Zhang,4
337,T338,T338,Brad Adamonis,1
338,T338,T338,John Adams,1
339,T338,T338,Scott Barr,1
340,T338,T338,Phil Blackmar,1
341,T338,T338,Desvonde Botes,1
342,T338,T338,Paul Bradshaw,1
343,T338,T338,Bill Britton,2
344,T338,T338,Jason Caron,1
345,T338,T338,"Ron Castillo, Jr.",1
346,T338,T338,Christian Cévaër,1
347,T338,T338,David Church,2
348,T338,T338,Jeff Coston,1
349,T338,T338,Rett Crowder,1
350,T338,T338,Geoffrey Dean,3
351,T338,T338,Scott Dunlap,1
352,T338,T338,Jamie Elliott,1
353,T338,T338,Gary Emerson,1
354,T338,T338,Martin Erlandsson,1
355,T338,T338,Gary Evans,1
356,T338,T338,Kim Felton,1
357,T338,T338,Kenneth Ferrie,1
358,T338,T338,Nick Gilliam,1
359,T338,T338,Mathew Goggin,1
360,T338,T338,Jason Gore,1
361,T338,T338,Richard Green,2
362,T338,T338,Quinn Griffing,1
363,T338,T338,Scott Gutschewski,1
364,T338,T338,Brian Harman,2
365,T338,T338,Scott Harrington,1
366,T338,T338,Mark Hayes,1
367,T338,T338,Bradley Heaven,3
368,T338,T338,Bob Heintz,1
369,T338,T338,Nolan Henke,1
370,T338,T338,David Howser,1
371,T338,T338,Bobby Kalinowski,1
372,T338,T338,Takashi Kamiyama,1
373,T338,T338,Shingo Katayama,3
374,T338,T338,Kenny Knox,1
375,T338,T338,Franklin Langham,1
376,T338,T338,Paul Lawrie,5
377,T338,T338,Spencer Levin,1
378,T338,T338,William Link IV,1
379,T338,T338,Edward Loar,1
380,T338,T338,David Lundstrom,2
381,T338,T338,Sandy Lyle,2
382,T338,T338,Daisuke Maruyama,1
383,T338,T338,Greg Meyer,1
384,T338,T338,Jon Mills,1
385,T338,T338,Kris Moe,1
386,T338,T338,Andy Morse,1
387,T338,T338,Jack Nicklaus,2
388,T338,T338,Peter O'Malley,1
389,T338,T338,Mårten Olander,1
390,T338,T338,Andy Oldcorn,1
391,T338,T338,Jin Park,2
392,T338,T338,Michael Pearson,1
393,T338,T338,D.A. Points,2
394,T338,T338,Miguel Rivera,1
395,T338,T338,Eduardo Romero,6
396,T338,T338,Jim Rutledge,1
397,T338,T338,Akio Sadakata,1
398,T338,T338,Tom Scherrer,1
399,T338,T338,David Schnider,1
400,T338,T338,Victor Schwamkrug,1
401,T338,T338,Brent Schwarzrock,1
402,T338,T338,Richard Scott,1
403,T338,T338,Matt Seppanen,1
404,T338,T338,Marcel Siem,1
405,T338,T338,Mike Sposa,1
406,T338,T338,Ted Tryba,9
407,T338,T338,Brett Upper,2
408,T338,T338,Vance Veazey,1
409,T338,T338,JJ Wall,1
410,T338,T338,Nick Watney,1
411,T338,T338,Tom Watson,2
412,T338,T338,Matt Weibring,1
413,T338,T338,Michelle Wie,1
414,T338,T338,Stuart Wilson,1
415,T338,T338,Y.E. Yang,1
