,Front_9_Round_2_Scoring_Average_RANK THIS WEEK,Front_9_Round_2_Scoring_Average_RANK LAST WEEK,Front_9_Round_2_Scoring_Average_PLAYER NAME,Front_9_Round_2_Scoring_Average_AVG,Front_9_Round_2_Scoring_Average_TOTAL STROKES,Front_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,34.06,613,18
1,2,2,Loren Roberts,34.38,722,21
2,3,3,John Riegger,34.47,517,15
3,T4,T4,Bernhard Langer,34.5,483,14
4,T4,T4,Vijay Singh,34.5,966,28
5,T6,T6,Briny Baird,34.56,933,27
6,T6,T6,Chris DiMarco,34.56,864,25
7,8,8,Lee Janzen,34.57,795,23
8,9,9,Stephen Ames,34.62,900,26
9,10,10,John Senden,34.63,935,27
10,11,11,Corey Pavin,34.64,762,22
11,12,12,Ernie Els,34.67,520,15
12,13,13,Mark Calcavecchia,34.7,694,20
13,14,14,Phil Mickelson,34.71,729,21
14,T15,T15,Paul Azinger,34.78,800,23
15,T15,T15,David Peoples,34.78,800,23
16,T17,T17,Tom Byrum,34.83,836,24
17,T17,T17,Jesper Parnevik,34.83,836,24
18,19,19,Scott Hoch,34.87,523,15
19,20,20,Tom Lehman,34.89,628,18
20,21,21,Glen Day,34.91,1117,32
21,T22,T22,Rod Pampling,34.92,873,25
22,T22,T22,Vaughn Taylor,34.92,873,25
23,24,24,Sergio Garcia,34.94,594,17
24,25,25,Kirk Triplett,34.96,804,23
25,T26,T26,José Coceres,35.0,665,19
26,T26,T26,John Daly,35.0,770,22
27,T26,T26,Fred Funk,35.0,980,28
28,T26,T26,Jerry Kelly,35.0,980,28
29,T26,T26,Jeff Maggert,35.0,665,19
30,T26,T26,Geoff Ogilvy,35.0,875,25
31,T26,T26,Bo Van Pelt,35.0,1015,29
32,T26,T26,Mike Weir,35.0,735,21
33,T34,T34,Todd Hamilton,35.04,911,26
34,T34,T34,Scott McCarron,35.04,876,25
35,36,36,Luke Donald,35.05,736,21
36,37,37,Dean Wilson,35.06,1157,33
37,38,38,Jason Bohn,35.07,982,28
38,T39,T39,Ben Crane,35.08,912,26
39,T39,T39,Joe Durant,35.08,877,25
