,Late_Round_2_Scoring_Average_RANK THIS WEEK,Late_Round_2_Scoring_Average_RANK LAST WEEK,Late_Round_2_Scoring_Average_PLAYER NAME,Late_Round_2_Scoring_Average_AVG,Late_Round_2_Scoring_Average_TOTAL STROKES,Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Phil Mickelson,68.7,687,10
1,2,2,Vijay Singh,68.76,1169,17
2,3,3,José Coceres,68.8,688,10
3,4,4,Fred Funk,68.81,1101,16
4,T5,T5,Ernie Els,69.0,552,8
5,T5,T5,Arron Oberholser,69.0,690,10
6,T5,T5,John Senden,69.0,966,14
7,8,8,Vaughn Taylor,69.09,760,11
8,9,9,Tiger Woods,69.13,553,8
9,10,10,John Riegger,69.17,415,6
10,11,11,Tom Lehman,69.25,554,8
11,12,12,Brent Geiberger,69.31,901,13
12,13,13,Tom Byrum,69.33,832,12
13,14,14,Kirk Triplett,69.4,694,10
14,15,15,Lee Janzen,69.42,833,12
15,16,16,Cameron Beckman,69.43,972,14
16,T17,T17,Paul Azinger,69.5,973,14
17,T17,T17,Ben Crane,69.5,834,12
18,19,19,Dennis Paulson,69.75,558,8
19,20,20,Bart Bryant,69.82,768,11
20,21,21,Fred Couples,69.83,419,6
21,22,22,Pat Bates,69.94,1119,16
22,T23,T23,Rich Beem,70.0,1120,16
23,T23,T23,John Daly,70.0,980,14
24,T23,T23,Sergio Garcia,70.0,840,12
25,T23,T23,Ted Purdy,70.0,1260,18
26,T23,T23,Rory Sabbatini,70.0,700,10
27,T28,T28,Briny Baird,70.07,981,14
28,T28,T28,Zach Johnson,70.07,981,14
29,30,30,Greg Chalmers,70.09,771,11
30,31,31,Jeff Sluman,70.12,1192,17
31,T32,T32,Davis Love III,70.17,842,12
32,T32,T32,Mark O'Meara,70.17,421,6
33,T32,T32,Jesper Parnevik,70.17,842,12
34,T35,T35,Mark Calcavecchia,70.18,772,11
35,T35,T35,Glen Day,70.18,1193,17
36,T35,T35,Hunter Mahan,70.18,772,11
37,T35,T35,David Peoples,70.18,772,11
38,39,39,Jerry Kelly,70.21,983,14
39,T40,T40,Luke Donald,70.25,843,12
40,T40,T40,Jason Dufner,70.25,843,12
41,T40,T40,John Huston,70.25,562,8
42,T40,T40,Scott Simpson,70.25,562,8
43,44,44,Woody Austin,70.27,1054,15
44,45,45,Todd Hamilton,70.3,703,10
45,T46,T46,Chris DiMarco,70.33,1055,15
46,T46,T46,Stephen Leaney,70.33,633,9
47,T46,T46,Rod Pampling,70.33,844,12
48,49,49,Tom Pernice Jr.,70.35,1196,17
49,T50,T50,Bob Estes,70.36,985,14
50,T50,T50,Corey Pavin,70.36,774,11
51,T52,T52,Michael Allen,70.38,1126,16
52,T52,T52,Mike Heinen,70.38,563,8
53,T52,T52,Craig Parry,70.38,563,8
54,55,55,Loren Roberts,70.4,704,10
55,56,56,Carlos Franco,70.42,845,12
56,T57,T57,Kent Jones,70.47,1057,15
57,T57,T57,Justin Leonard,70.47,1057,15
58,T59,T59,J.L. Lewis,70.5,1269,18
59,T59,T59,Tim Petrovic,70.5,1128,16
60,T59,T59,John Rollins,70.5,987,14
61,T59,T59,Jay Williamson,70.5,846,12
62,T63,T63,Stewart Cink,70.54,917,13
63,T63,T63,Pat Perez,70.54,917,13
64,T65,T65,Stephen Ames,70.56,635,9
65,T65,T65,Freddie Jacobson,70.56,635,9
66,T67,T67,Retief Goosen,70.57,494,7
67,T67,T67,Jeff Maggert,70.57,494,7
68,69,69,Kevin Sutherland,70.62,918,13
69,70,70,Steve Lowery,70.64,989,14
70,71,71,Richard Johnson,70.69,1131,16
71,T72,T72,Scott Hoch,70.7,707,10
72,T72,T72,Justin Rose,70.7,707,10
73,T74,T74,Chris Couch,70.71,495,7
74,T74,T74,Neal Lancaster,70.71,990,14
75,76,76,Billy Mayfair,70.73,778,11
76,T77,T77,Joe Ogilvie,70.75,849,12
77,T77,T77,Patrick Sheehan,70.75,1132,16
78,79,79,Bob Burns,70.76,1203,17
79,T80,T80,Tripp Isenhour,70.78,637,9
80,T80,T80,Scott Verplank,70.78,637,9
81,T82,T82,Brian Bateman,70.8,708,10
82,T82,T82,Deane Pappas,70.8,708,10
83,T82,T82,Nick Price,70.8,354,5
84,85,85,Carl Pettersson,70.82,1204,17
85,T86,T86,Chad Campbell,70.83,850,12
86,T86,T86,Kevin Na,70.83,850,12
87,T88,T88,Stuart Appleby,70.86,992,14
88,T88,T88,Jeff Brehaut,70.86,992,14
89,T90,T90,Brian Gay,70.88,1134,16
90,T90,T90,Skip Kendall,70.88,1134,16
91,92,92,Roland Thatcher,70.9,709,10
92,93,93,Robert Allenby,70.91,780,11
93,T94,T94,Jason Bohn,70.92,922,13
94,T94,T94,David Frost,70.92,851,12
95,T94,T94,Duffy Waldorf,70.92,922,13
96,97,97,Robert Damron,70.93,993,14
97,98,98,Robert Gamez,70.94,1206,17
98,T99,T99,Craig Barlow,71.0,923,13
99,T99,T99,K.J. Choi,71.0,852,12
100,T99,T99,Danny Ellis,71.0,1065,15
101,T99,T99,Jay Haas,71.0,710,10
102,T99,T99,Bernhard Langer,71.0,568,8
103,T99,T99,José María Olazábal,71.0,497,7
104,T99,T99,Dicky Pride,71.0,852,12
105,106,106,Heath Slocum,71.06,1208,17
106,107,107,Dean Wilson,71.07,995,14
107,T108,T108,Brad Faxon,71.08,924,13
108,T108,T108,Matt Gogel,71.08,924,13
109,110,110,Steve Flesch,71.12,1209,17
110,T111,T111,Steve Allan,71.13,1067,15
111,T111,T111,Ryan Palmer,71.13,1138,16
112,113,113,Adam Scott,71.14,498,7
113,114,114,Mathias Grönberg,71.15,925,13
114,T115,T115,Alex Cejka,71.18,783,11
115,T115,T115,Matt Kuchar,71.18,1210,17
116,117,117,Daniel Chopra,71.19,1139,16
117,T118,T118,Shigeki Maruyama,71.2,1068,15
118,T118,T118,Geoff Ogilvy,71.2,712,10
119,T120,T120,Olin Browne,71.21,997,14
120,T120,T120,Gene Sauers,71.21,997,14
121,122,122,Billy Andrade,71.25,1140,16
122,123,123,Arjun Atwal,71.27,784,11
123,124,124,Tag Ridings,71.29,499,7
124,125,125,Kenny Perry,71.3,713,10
125,126,126,Hidemichi Tanaka,71.31,927,13
126,T127,T127,Lucas Glover,71.33,856,12
127,T127,T127,Len Mattiace,71.33,856,12
128,T127,T127,Bo Van Pelt,71.33,1070,15
129,130,130,Mark Hensby,71.38,928,13
130,131,131,Guy Boros,71.42,857,12
131,132,132,Craig Bowden,71.43,1000,14
132,T133,T133,Tim Clark,71.45,786,11
133,T133,T133,Joe Durant,71.45,786,11
134,T133,T133,David Toms,71.45,786,11
135,T136,T136,Niclas Fasth,71.5,858,12
136,T136,T136,Frank Lickliter II,71.5,858,12
137,138,138,Brett Quigley,71.54,930,13
138,T139,T139,Aaron Baddeley,71.56,644,9
139,T139,T139,John Cook,71.56,644,9
140,T139,T139,Spike McRoy,71.56,1145,16
141,142,142,Steve Pate,71.6,716,10
142,T143,T143,Scott McCarron,71.62,931,13
143,T143,T143,Grant Waite,71.62,931,13
144,145,145,Jonathan Byrd,71.63,1146,16
145,146,146,Cliff Kresge,71.64,1003,14
146,147,147,Esteban Toledo,71.65,1218,17
147,T148,T148,D.J. Brigman,71.67,860,12
148,T148,T148,Peter Lonard,71.67,645,9
149,T148,T148,Joey Sindelar,71.67,1290,18
150,151,151,J.J. Henry,71.71,1004,14
151,152,152,Ken Duke,71.73,1076,15
152,153,153,Brenden Pappas,71.81,1149,16
153,154,154,Charles Howell III,71.83,862,12
154,155,155,Scott Hend,71.85,934,13
155,156,156,Darren Clarke,71.86,503,7
156,157,157,Chris Smith,71.94,1223,17
157,T158,T158,Shaun Micheel,72.0,1152,16
158,T158,T158,Craig Perks,72.0,864,12
159,160,160,Tommy Armour III,72.08,865,12
160,161,161,Jay Delsing,72.09,793,11
161,162,162,J.P. Hayes,72.15,938,13
162,163,163,Chris Riley,72.17,866,12
163,164,164,Mark Wilson,72.2,722,10
164,165,165,Tommy Tolles,72.25,867,12
165,T166,T166,Dan Forsman,72.27,1084,15
166,T166,T166,Bob Tway,72.27,795,11
167,168,168,Steve Elkington,72.3,723,10
168,169,169,Rich Barcelo,72.38,941,13
169,170,170,Hank Kuehne,72.42,869,12
170,T171,T171,Rocco Mediate,72.44,652,9
171,T171,T171,Andre Stolz,72.44,652,9
172,T173,T173,Todd Fischer,72.5,1160,16
