,Putting_Rating_RANK THIS WEEK,Putting_Rating_RANK LAST WEEK,Putting_Rating_PLAYER NAME,Putting_Rating_EVENTS,Putting_Rating_RATING
233,T221,T221,Tag Ridings,2,7.5
234,T221,T221,Shawn Stefani,13,7.5
235,T221,T221,Henrik Stenson,9,7.5
236,T221,T221,Yoshitaka Takeya,1,7.5
237,T221,T221,Johnson Wagner,9,7.5
238,T221,T221,Nick Watney,10,7.5
239,T240,T240,Stewart Cink,16,7.4
240,T240,T240,Jamie Donaldson,6,7.4
241,T240,T240,Jason Gore,4,7.4
242,T240,T240,Alexander Levy,2,7.4
243,T240,T240,John Mallinger,5,7.4
244,T240,T240,Vijay Singh,15,7.4
245,T240,T240,Andrew Svoboda,13,7.4
246,T240,T240,Marc Turnesa,2,7.4
247,T240,T240,Bo Van Pelt,13,7.4
248,T240,T240,Chris Williams,1,7.4
249,T240,T240,Bobby Wyatt,2,7.4
250,T251,T251,Blake Adams,5,7.3
251,T251,T251,Thomas Aiken,1,7.3
252,T251,T251,Charlie Beljan,11,7.3
253,T251,T251,Patrick Cantlay,2,7.3
254,T251,T251,Darren Clarke,2,7.3
255,T251,T251,Graham DeLaet,14,7.3
256,T251,T251,Jason Dufner,10,7.3
257,T251,T251,Joe Durant,5,7.3
258,T251,T251,Derek Ernst,8,7.3
259,T251,T251,Branden Grace,3,7.3
260,T251,T251,Billy Horschel,15,7.3
261,T251,T251,Trevor Immelman,11,7.3
262,T251,T251,Martin Laird,11,7.3
263,T251,T251,Edward Loar,2,7.3
264,T251,T251,Joost Luiten,3,7.3
265,T251,T251,Greg Owen,5,7.3
266,T251,T251,Michael Putnam,21,7.3
267,T251,T251,Patrick Rodgers,4,7.3
268,T251,T251,Nicholas Thompson,10,7.3
269,T251,T251,Derek Tolan,1,7.3
270,T251,T251,Jhonattan Vegas,13,7.3
271,T272,T272,Adam Hadwin,1,7.2
272,T272,T272,Jim Herman,8,7.2
273,T272,T272,Justin Hicks,19,7.2
274,T272,T272,Lee Janzen,2,7.2
275,T272,T272,Billy Mayfair,1,7.2
276,T272,T272,John Merrick,15,7.2
277,T272,T272,Francesco Molinari,7,7.2
278,T272,T272,Brett Rumford,1,7.2
279,T272,T272,Richard Sterne,4,7.2
280,T272,T272,Josh Teater,14,7.2
281,T272,T272,Willy Wilcox,7,7.2
282,T272,T272,Mark Wilson,7,7.2
283,T284,T284,Cameron Beckman,2,7.1
284,T284,T284,Chad Campbell,9,7.1
285,T284,T284,Bubba Dickerson,1,7.1
286,T284,T284,Harrison Frazar,3,7.1
287,T284,T284,Lucas Glover,4,7.1
288,T284,T284,Ben Kohles,1,7.1
289,T284,T284,Jeff Maggert,5,7.1
290,T284,T284,Kevin Stadler,15,7.1
291,T284,T284,Kyle Stanley,12,7.1
292,T284,T284,Hudson Swafford,9,7.1
293,T284,T284,Kevin Tway,6,7.1
294,T295,T295,Alex Cejka,1,7.0
295,T295,T295,Pablo Larrazabal,1,7.0
296,T295,T295,Colin Montgomerie,1,7.0
297,T295,T295,Carlos Ortiz,1,7.0
298,T295,T295,Kenny Perry,1,7.0
299,T300,T300,Benjamín Alvarado,1,6.9
300,T300,T300,J.J. Henry,16,6.9
301,T300,T300,Boo Weekley,11,6.9
302,303,303,Hyung-Sung Kim,3,6.8
303,304,304,Oliver Goss,2,6.6
304,T305,T305,Mark Hubbard,1,6.5
305,T305,T305,Daisuke Maruyama,1,6.5
306,T305,T305,Kyle Reifers,1,6.5
307,308,308,Rafa Cabrera Bello,1,6.4
308,T309,T309,Kris Blanks,1,6.3
309,T309,T309,Tano Goya,1,6.3
310,311,311,Chris Smith,1,6.2
311,312,312,Josh Broadaway,1,6.1
312,313,313,Chez Reavie,1,6.0
313,314,314,Harold Varner III,1,5.7
