,Last_5_Events_-_Accuracy_RANK THIS WEEK,Last_5_Events_-_Accuracy_RANK LAST WEEK,Last_5_Events_-_Accuracy_PLAYER NAME,Last_5_Events_-_Accuracy_EVENTS,Last_5_Events_-_Accuracy_RATING
0,1,1,Josh Broadaway,1,8.7
1,T2,T2,Jeff Maggert,1,8.6
2,T2,T2,Jim Renner,1,8.6
3,4,4,Kenny Perry,1,8.4
4,T5,T5,Chad Campbell,1,8.3
5,T5,T5,Jim Furyk,5,8.3
6,T5,T5,Nick Watney,3,8.3
7,T8,T8,Paul Goydos,1,8.2
8,T8,T8,Adam Hadwin,1,8.2
9,T8,T8,Justin Hicks,2,8.2
10,11,11,Bo Van Pelt,4,8.1
11,T12,T12,Hideki Matsuyama,4,8.0
12,T12,T12,"Ted Potter, Jr.",1,8.0
13,T14,T14,Scott Brown,2,7.9
14,T14,T14,Bernd Wiesberger,1,7.9
15,T16,T16,Paul Casey,2,7.8
16,T16,T16,Ken Duke,2,7.8
17,T16,T16,David Hearn,3,7.8
18,T16,T16,Justin Rose,5,7.8
19,T16,T16,John Senden,4,7.8
20,T16,T16,Heath Slocum,3,7.8
21,T16,T16,Scott Stallings,2,7.8
22,T16,T16,Willy Wilcox,3,7.8
23,T16,T16,Y.E. Yang,1,7.8
24,T25,T25,Ben Martin,1,7.7
25,T25,T25,Rory McIlroy,5,7.7
26,T25,T25,Francesco Molinari,3,7.7
27,T25,T25,Chez Reavie,1,7.7
28,T25,T25,Scottie Scheffler,1,7.7
29,T25,T25,David Toms,3,7.7
30,T25,T25,Boo Weekley,1,7.7
31,T32,T32,Charlie Beljan,3,7.6
32,T32,T32,Kevin Chappell,4,7.6
33,T32,T32,Ben Crane,2,7.6
34,T32,T32,Joe Durant,4,7.6
35,T32,T32,Scott Gardiner,1,7.6
36,T32,T32,Jason Gore,2,7.6
37,T32,T32,Carl Pettersson,3,7.6
38,T32,T32,Webb Simpson,4,7.6
39,T32,T32,Johnson Wagner,4,7.6
40,T41,T41,Robert Allenby,1,7.5
41,T41,T41,Roberto Castro,2,7.5
42,T41,T41,Fred Funk,2,7.5
43,T41,T41,Max Homa,1,7.5
44,T41,T41,Billy Hurley III,1,7.5
45,T41,T41,Zach Johnson,5,7.5
46,T41,T41,Bryce Molder,2,7.5
47,T41,T41,Kevin Penner,1,7.5
48,T41,T41,D.A. Points,2,7.5
49,T41,T41,Brian Stuard,3,7.5
50,T51,T51,Keegan Bradley,3,7.4
51,T51,T51,José Coceres,1,7.4
52,T51,T51,Branden Grace,2,7.4
53,T51,T51,Robert Streb,2,7.4
54,T55,T55,Glen Day,1,7.3
55,T55,T55,Brad Fritsch,3,7.3
56,T55,T55,Chesson Hadley,3,7.3
57,T55,T55,Miguel Angel Jiménez,1,7.3
58,T55,T55,Martin Laird,3,7.3
59,T55,T55,Marc Leishman,4,7.3
60,T55,T55,Billy Mayfair,1,7.3
61,T55,T55,Graeme McDowell,5,7.3
62,T55,T55,Troy Merritt,5,7.3
63,T55,T55,Ryan Moore,4,7.3
64,T55,T55,Thorbjørn Olesen,1,7.3
65,T55,T55,Brandt Snedeker,3,7.3
66,T55,T55,Kevin Stadler,5,7.3
67,T55,T55,Kyle Stanley,3,7.3
68,T55,T55,Shawn Stefani,4,7.3
69,T55,T55,Tyrone Van Aswegen,2,7.3
70,T55,T55,Jimmy Walker,4,7.3
71,T72,T72,Jason Bohn,4,7.2
72,T72,T72,Brendon de Jonge,3,7.2
73,T72,T72,Graham DeLaet,3,7.2
74,T72,T72,James Driscoll,1,7.2
75,T72,T72,Darren Fichardt,1,7.2
76,T72,T72,Billy Horschel,4,7.2
77,T72,T72,Steven Ihm,1,7.2
78,T72,T72,Dustin Johnson,2,7.2
79,T72,T72,Robert Karlsson,1,7.2
80,T72,T72,Jerry Kelly,5,7.2
81,T72,T72,Pat Perez,1,7.2
82,T72,T72,Wes Roach,3,7.2
83,T72,T72,Adam Scott,5,7.2
84,T72,T72,Henrik Stenson,5,7.2
85,T72,T72,Mark Wilson,2,7.2
86,T87,T87,Thomas Bjørn,1,7.1
87,T87,T87,Ángel Cabrera,3,7.1
88,T87,T87,Stewart Cink,3,7.1
89,T87,T87,Victor Dubuisson,2,7.1
90,T87,T87,Harris English,2,7.1
91,T87,T87,Bill Haas,5,7.1
92,T87,T87,John Merrick,3,7.1
93,T87,T87,Jeff Overton,4,7.1
94,T87,T87,Vaughn Taylor,1,7.1
95,T87,T87,Lee Williams,1,7.1
96,T97,T97,Kevin Foley,1,7.0
97,T97,T97,Stephen Gallacher,1,7.0
98,T97,T97,Sergio Garcia,5,7.0
99,T97,T97,Robert Garrigus,1,7.0
100,T97,T97,Martin Kaymer,3,7.0
101,T97,T97,Kevin Kisner,3,7.0
102,T97,T97,Doug LaBelle II,1,7.0
103,T97,T97,Andrew Loupe,2,7.0
104,T97,T97,Davis Love III,2,7.0
105,T97,T97,William McGirt,5,7.0
106,T97,T97,Louis Oosthuizen,2,7.0
107,T97,T97,Ian Poulter,3,7.0
108,T97,T97,Michael Putnam,3,7.0
109,T97,T97,Hideto Tanihara,1,7.0
110,T97,T97,Nicholas Thompson,2,7.0
111,T97,T97,Cameron Tringale,4,7.0
112,T97,T97,Marc Warren,1,7.0
113,T114,T114,Blake Adams,4,6.9
114,T114,T114,Rickie Fowler,5,6.9
115,T114,T114,J.J. Henry,4,6.9
116,T114,T114,Russell Knox,4,6.9
117,T114,T114,Matt Kuchar,5,6.9
118,T114,T114,Joost Luiten,2,6.9
119,T114,T114,George McNeill,2,6.9
120,T114,T114,Carlos Ortiz,1,6.9
121,T114,T114,Rory Sabbatini,1,6.9
122,T114,T114,Hudson Swafford,2,6.9
123,T114,T114,Harold Varner III,1,6.9
124,T114,T114,Jhonattan Vegas,3,6.9
125,T114,T114,Camilo Villegas,3,6.9
126,T114,T114,Tom Watson,1,6.9
127,T128,T128,Stephen Ames,1,6.8
128,T128,T128,Patrick Cantlay,2,6.8
129,T128,T128,Bud Cauley,3,6.8
130,T128,T128,Andres Gonzales,1,6.8
131,T128,T128,Russell Henley,4,6.8
132,T128,T128,Chris Kirk,4,6.8
133,T128,T128,Ben Kohles,1,6.8
134,T128,T128,Phil Mickelson,3,6.8
135,T128,T128,Steve Stricker,4,6.8
136,T128,T128,Brendon Todd,4,6.8
137,T128,T128,Brady Watt,1,6.8
138,T128,T128,Lee Westwood,3,6.8
139,T128,T128,Gary Woodland,4,6.8
140,T141,T141,Jason Allred,1,6.7
141,T141,T141,Greg Chalmers,2,6.7
142,T141,T141,Erik Compton,2,6.7
143,T141,T141,Jon Curran,1,6.7
144,T141,T141,Jason Day,4,6.7
145,T141,T141,Trevor Immelman,2,6.7
146,T141,T141,Brooks Koepka,3,6.7
147,T141,T141,Scott Langley,4,6.7
148,T141,T141,Alex Prugh,1,6.7
149,T141,T141,Richard Sterne,4,6.7
150,T141,T141,Andrew Svoboda,3,6.7
151,T141,T141,Josh Teater,3,6.7
152,T141,T141,Bubba Watson,5,6.7
153,T154,T154,Benjamín Alvarado,1,6.6
154,T154,T154,Woody Austin,2,6.6
155,T154,T154,Kris Blanks,1,6.6
156,T154,T154,Tim Clark,3,6.6
157,T154,T154,Ernie Els,5,6.6
158,T154,T154,Matt Every,2,6.6
159,T154,T154,Todd Hamilton,1,6.6
160,T154,T154,Peter Hanson,2,6.6
161,T154,T154,Mikko Ilonen,2,6.6
162,T154,T154,Danny Lee,3,6.6
163,T154,T154,Will MacKenzie,2,6.6
164,T154,T154,Hunter Mahan,5,6.6
165,T154,T154,Rod Pampling,2,6.6
166,T154,T154,Dicky Pride,2,6.6
167,T154,T154,Vijay Singh,4,6.6
168,T154,T154,Chris Stroud,4,6.6
169,T154,T154,Michael Thompson,2,6.6
170,T154,T154,Chris Wood,1,6.6
171,T172,T172,Sangmoon Bae,2,6.5
172,T172,T172,Justin Bolli,1,6.5
173,T172,T172,Mark Calcavecchia,2,6.5
174,T172,T172,Jeff Curl,1,6.5
175,T172,T172,Gonzalo Fernandez-Castaño,4,6.5
176,T172,T172,Tommy Gainey,2,6.5
177,T172,T172,Brian Harman,4,6.5
178,T172,T172,Scott Hend,1,6.5
179,T172,T172,Troy Matteson,2,6.5
180,T172,T172,Seung-Yul Noh,4,6.5
181,T172,T172,Charl Schwartzel,5,6.5
182,T172,T172,Brendan Steele,3,6.5
183,T184,T184,Steven Bowditch,4,6.4
184,T184,T184,K.J. Choi,3,6.4
185,T184,T184,Jamie Donaldson,3,6.4
186,T184,T184,Jason Dufner,1,6.4
187,T184,T184,Bob Estes,1,6.4
188,T184,T184,D.H. Lee,2,6.4
189,T184,T184,Edward Loar,2,6.4
190,T184,T184,Kevin Na,3,6.4
191,T184,T184,Koumei Oda,1,6.4
192,T184,T184,Scott Piercy,3,6.4
193,T184,T184,Patrick Reed,4,6.4
194,T184,T184,Chris Smith,1,6.4
195,T184,T184,Kevin Streelman,4,6.4
196,T184,T184,Daniel Summerhays,5,6.4
197,T184,T184,Chris Williams,1,6.4
198,T184,T184,Fabrizio Zanotti,2,6.4
199,T200,T200,Luke Donald,3,6.3
200,T200,T200,Oliver Goss,2,6.3
201,T200,T200,J.B. Holmes,4,6.3
202,T200,T200,Charles Howell III,3,6.3
203,T200,T200,John Huh,3,6.3
204,T200,T200,Jason Kokrak,3,6.3
205,T200,T200,Greg Owen,3,6.3
206,T200,T200,John Rollins,1,6.3
207,T200,T200,Kevin Tway,1,6.3
208,T200,T200,Tiger Woods,1,6.3
209,T210,T210,Thomas Aiken,1,6.2
210,T210,T210,Kiradech Aphibarnrat,2,6.2
211,T210,T210,Ben Curtis,2,6.2
212,T210,T210,Jim Herman,1,6.2
213,T210,T210,Lee Janzen,2,6.2
214,T210,T210,Alexander Levy,2,6.2
215,T210,T210,Ryan Palmer,4,6.2
216,T210,T210,Mike Weir,1,6.2
217,T210,T210,Charlie Wi,2,6.2
218,T210,T210,Bobby Wyatt,2,6.2
219,T220,T220,Eric Axley,2,6.1
220,T220,T220,Briny Baird,3,6.1
221,T220,T220,Nathan Green,1,6.1
222,T220,T220,Hyung-Sung Kim,2,6.1
223,T220,T220,Sean O'Hair,3,6.1
224,T220,T220,Tim Petrovic,1,6.1
225,T220,T220,Andres Romero,3,6.1
226,T220,T220,Jordan Spieth,4,6.1
227,T228,T228,Mark Anderson,2,6.0
228,T228,T228,Ricky Barnes,4,6.0
229,T228,T228,Matt Bettencourt,2,6.0
230,T228,T228,James Hahn,2,6.0
231,T228,T228,Bronson La'Cassie,1,6.0
232,T228,T228,Steve Marino,3,6.0
233,T228,T228,Colin Montgomerie,1,6.0
234,T228,T228,Chris Thompson,1,6.0
235,T228,T228,Tim Wilkinson,2,6.0
236,T237,T237,Stuart Appleby,3,5.9
237,T237,T237,Chad Collins,2,5.9
238,T237,T237,Derek Ernst,3,5.9
239,T237,T237,Retief Goosen,4,5.9
240,T237,T237,Charley Hoffman,2,5.9
241,T237,T237,Morgan Hoffmann,4,5.9
242,T237,T237,Freddie Jacobson,3,5.9
243,T237,T237,Jamie Lovemark,2,5.9
244,T237,T237,Zachary Olsen,1,5.9
245,T237,T237,Kyle Reifers,1,5.9
246,T237,T237,Danny Willett,1,5.9
247,T248,T248,Jonathan Byrd,1,5.8
248,T248,T248,George Coetzee,1,5.8
249,T248,T248,Austin Cook,1,5.8
250,T248,T248,Luke Guthrie,3,5.8
251,T248,T248,Geoff Ogilvy,4,5.8
252,T248,T248,Patrick Rodgers,2,5.8
253,T254,T254,Jonas Blixt,3,5.7
254,T254,T254,Brice Garnett,2,5.7
255,T254,T254,Tim Herron,3,5.7
256,T254,T254,Ryuji Imada,1,5.7
257,T254,T254,Ryo Ishikawa,2,5.7
258,T254,T254,Matt Jones,3,5.7
259,T254,T254,Spencer Levin,1,5.7
260,T254,T254,David Lingmerth,2,5.7
261,T254,T254,Justin Thomas,2,5.7
262,T263,T263,Rafa Cabrera Bello,1,5.6
263,T263,T263,Thongchai Jaidee,1,5.6
264,T263,T263,Jin Jeong,1,5.6
265,T263,T263,Justin Leonard,1,5.6
266,T263,T263,Dawie van der Walt,1,5.6
267,T268,T268,Joel Dahmen,1,5.5
268,T268,T268,Derek Fathauer,1,5.5
269,T268,T268,Matthew Fitzpatrick,1,5.5
270,T268,T268,Padraig Harrington,1,5.5
271,T268,T268,David Howell,1,5.5
272,T268,T268,Mark Hubbard,1,5.5
273,T268,T268,Brett Rumford,1,5.5
274,T268,T268,Derek Tolan,1,5.5
275,T276,T276,Edoardo Molinari,1,5.4
276,T276,T276,Taylor Pendrith,1,5.4
277,T278,T278,Brian Davis,2,5.3
278,T278,T278,Fabián Gómez,1,5.3
279,T278,T278,Brett Quigley,1,5.3
280,T281,T281,Brian Gay,1,5.2
281,T281,T281,Peter Malnati,1,5.2
282,283,283,Richard Lee,2,5.1
283,T284,T284,Steve Flesch,1,5.0
284,T284,T284,Dudley Hart,2,5.0
285,T284,T284,Shane Lowry,1,5.0
286,T284,T284,Sam Saunders,1,5.0
287,288,288,Cameron Beckman,1,4.9
288,289,289,Peter Uihlein,1,4.8
289,T290,T290,Jordan Niebrugge,1,4.7
290,T290,T290,Yoshitaka Takeya,1,4.7
291,T290,T290,Marc Turnesa,1,4.7
292,293,293,David Lynn,1,4.6
293,T294,T294,Bubba Dickerson,1,4.5
294,T294,T294,Joe Ogilvie,1,4.5
295,296,296,Pablo Larrazabal,1,4.4
296,297,297,Daisuke Maruyama,1,4.2
297,298,298,Tano Goya,1,4.1
