,Scoring_Rating_RANK THIS WEEK,Scoring_Rating_RANK LAST WEEK,Scoring_Rating_PLAYER NAME,Scoring_Rating_EVENTS,Scoring_Rating_RATING
0,1,1,Rory McIlroy,12,8.7
1,2,2,Rickie Fowler,12,8.6
2,2,2,Adam Scott,14,8.6
3,2,2,Hideto Tanihara,1,8.6
4,2,2,Marc Warren,1,8.6
5,2,2,Brady Watt,1,8.6
6,7,7,Justin Bolli,1,8.5
7,7,7,Tim Clark,9,8.5
8,7,7,Jason Day,7,8.5
9,7,7,Sergio Garcia,10,8.5
10,7,7,Dustin Johnson,10,8.5
11,7,7,Matt Kuchar,18,8.5
12,7,7,Justin Rose,12,8.5
13,7,7,Scottie Scheffler,1,8.5
14,15,15,Keegan Bradley,15,8.4
15,15,15,Matt Every,13,8.4
16,15,15,Brad Fritsch,6,8.4
17,15,15,Jim Furyk,17,8.4
18,15,15,Chesson Hadley,11,8.4
19,15,15,Ryo Ishikawa,11,8.4
20,15,15,Jason Kokrak,13,8.4
21,15,15,Ben Martin,10,8.4
22,15,15,Jordan Niebrugge,1,8.4
23,15,15,Charl Schwartzel,13,8.4
24,15,15,Jimmy Walker,17,8.4
25,15,15,Bubba Watson,14,8.4
26,15,15,Bernd Wiesberger,1,8.4
27,28,28,Paul Casey,9,8.3
28,28,28,Austin Cook,1,8.3
29,28,28,Glen Day,1,8.3
30,28,28,Graham DeLaet,14,8.3
31,28,28,Darren Fichardt,1,8.3
32,28,28,Charley Hoffman,18,8.3
33,28,28,Brooks Koepka,9,8.3
34,28,28,Steve Marino,7,8.3
35,28,28,Hideki Matsuyama,15,8.3
36,28,28,Kevin Na,17,8.3
37,28,28,Thorbjørn Olesen,2,8.3
38,28,28,Ryan Palmer,16,8.3
39,28,28,David Toms,10,8.3
40,28,28,Willy Wilcox,7,8.3
41,42,42,Robert Allenby,11,8.2
42,42,42,Jason Allred,4,8.2
43,42,42,Thomas Bjørn,3,8.2
44,42,42,Ángel Cabrera,11,8.2
45,42,42,Matthew Fitzpatrick,1,8.2
46,42,42,Scott Gardiner,3,8.2
47,42,42,Robert Garrigus,15,8.2
48,42,42,Scott Hend,1,8.2
49,42,42,Billy Horschel,15,8.2
50,42,42,Billy Hurley III,13,8.2
51,42,42,Peter Malnati,3,8.2
52,42,42,Graeme McDowell,12,8.2
