,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
64,T58,T58,Billy Horschel,15,7.2
65,T58,T58,Billy Hurley III,13,7.2
66,T58,T58,Steven Ihm,1,7.2
67,T58,T58,Troy Merritt,10,7.2
68,T58,T58,Wes Roach,8,7.2
69,T58,T58,Adam Scott,14,7.2
70,T58,T58,Kyle Stanley,12,7.2
71,T58,T58,Henrik Stenson,9,7.2
72,T58,T58,Andrew Svoboda,13,7.2
73,T58,T58,Boo Weekley,11,7.2
74,T75,T75,Keegan Bradley,15,7.1
75,T75,T75,Brendon de Jonge,20,7.1
76,T75,T75,Harris English,16,7.1
77,T75,T75,Matt Every,13,7.1
78,T75,T75,Robert Garrigus,15,7.1
79,T75,T75,James Hahn,13,7.1
80,T75,T75,Peter Hanson,5,7.1
81,T75,T75,Charley Hoffman,18,7.1
82,T75,T75,Martin Kaymer,10,7.1
83,T75,T75,Jason Kokrak,13,7.1
84,T75,T75,Marc Leishman,15,7.1
85,T75,T75,George McNeill,15,7.1
86,T75,T75,Francesco Molinari,7,7.1
87,T75,T75,Webb Simpson,17,7.1
88,T75,T75,Brendan Steele,14,7.1
89,T75,T75,Kevin Streelman,12,7.1
90,T75,T75,Vaughn Taylor,1,7.1
91,T75,T75,Nicholas Thompson,10,7.1
92,T75,T75,Bubba Watson,14,7.1
93,T75,T75,Mark Wilson,7,7.1
94,T95,T95,Scott Brown,15,7.0
95,T95,T95,Ángel Cabrera,11,7.0
96,T95,T95,K.J. Choi,14,7.0
97,T95,T95,Stewart Cink,16,7.0
98,T95,T95,Ben Crane,16,7.0
99,T95,T95,Luke Donald,10,7.0
100,T95,T95,Paul Goydos,4,7.0
101,T95,T95,Brooks Koepka,9,7.0
102,T95,T95,Danny Lee,11,7.0
103,T95,T95,Phil Mickelson,10,7.0
104,T95,T95,Bryce Molder,12,7.0
105,T95,T95,Thorbjørn Olesen,2,7.0
106,T95,T95,Louis Oosthuizen,5,7.0
107,T95,T95,Pat Perez,16,7.0
108,T95,T95,Hudson Swafford,9,7.0
109,T95,T95,Hideto Tanihara,1,7.0
110,T95,T95,Michael Thompson,12,7.0
111,T95,T95,Cameron Tringale,23,7.0
112,T95,T95,Camilo Villegas,16,7.0
113,T95,T95,Marc Warren,1,7.0
114,T115,T115,Bill Haas,21,6.9
115,T115,T115,Thongchai Jaidee,2,6.9
116,T115,T115,Jerry Kelly,15,6.9
117,T115,T115,Seung-Yul Noh,16,6.9
118,T115,T115,Carlos Ortiz,1,6.9
119,T115,T115,Ryan Palmer,16,6.9
120,T115,T115,Scott Stallings,10,6.9
121,T115,T115,Shawn Stefani,13,6.9
122,T115,T115,Harold Varner III,1,6.9
123,T115,T115,Tom Watson,1,6.9
124,T115,T115,Y.E. Yang,9,6.9
125,T126,T126,Blake Adams,5,6.8
126,T126,T126,Patrick Cantlay,2,6.8
127,T126,T126,Roberto Castro,10,6.8
128,T126,T126,Jason Day,7,6.8
129,T126,T126,Jamie Donaldson,6,6.8
130,T126,T126,Kevin Foley,3,6.8
131,T126,T126,Tommy Gainey,9,6.8
132,T126,T126,Andres Gonzales,1,6.8
133,T126,T126,Russell Henley,14,6.8
134,T126,T126,Ryo Ishikawa,11,6.8
135,T126,T126,Chris Kirk,21,6.8
136,T126,T126,Kevin Kisner,14,6.8
137,T126,T126,Ben Kohles,1,6.8
138,T126,T126,Joost Luiten,3,6.8
139,T126,T126,Hunter Mahan,16,6.8
140,T126,T126,John Mallinger,5,6.8
141,T126,T126,Kevin Na,17,6.8
142,T126,T126,Geoff Ogilvy,13,6.8
143,T126,T126,Jeff Overton,13,6.8
144,T126,T126,Carl Pettersson,16,6.8
145,T126,T126,Dicky Pride,3,6.8
146,T126,T126,John Senden,19,6.8
147,T126,T126,Vijay Singh,15,6.8
148,T126,T126,Jordan Spieth,19,6.8
149,T126,T126,Brendon Todd,22,6.8
150,T126,T126,Tyrone Van Aswegen,12,6.8
151,T126,T126,Johnson Wagner,9,6.8
152,T126,T126,Jimmy Walker,17,6.8
153,T126,T126,Brady Watt,1,6.8
154,T126,T126,Gary Woodland,18,6.8
155,T156,T156,Jon Curran,1,6.7
156,T156,T156,Harrison Frazar,3,6.7
157,T156,T156,J.J. Henry,16,6.7
158,T156,T156,Freddie Jacobson,17,6.7
159,T156,T156,Scott Langley,16,6.7
160,T156,T156,Spencer Levin,8,6.7
161,T156,T156,Will MacKenzie,13,6.7
162,T156,T156,Michael Putnam,21,6.7
163,T156,T156,Brandt Snedeker,15,6.7
164,T156,T156,Richard Sterne,4,6.7
165,T156,T156,Robert Streb,14,6.7
166,T156,T156,Steve Stricker,8,6.7
167,T156,T156,Daniel Summerhays,21,6.7
168,T156,T156,Josh Teater,14,6.7
169,T170,T170,Benjamín Alvarado,1,6.6
170,T170,T170,Stephen Ames,5,6.6
171,T170,T170,Briny Baird,8,6.6
172,T170,T170,Ricky Barnes,16,6.6
173,T170,T170,Thomas Bjørn,3,6.6
174,T170,T170,Kris Blanks,1,6.6
175,T170,T170,Steven Bowditch,14,6.6
176,T170,T170,Mark Calcavecchia,3,6.6
177,T170,T170,Martin Flores,12,6.6
178,T170,T170,Todd Hamilton,1,6.6
179,T170,T170,Jim Herman,8,6.6
180,T170,T170,Mikko Ilonen,2,6.6
181,T170,T170,Doug LaBelle II,4,6.6
182,T170,T170,Martin Laird,11,6.6
183,T170,T170,David Lingmerth,12,6.6
184,T170,T170,William McGirt,16,6.6
185,T170,T170,Rod Pampling,2,6.6
186,T170,T170,Ian Poulter,9,6.6
187,T170,T170,Patrick Reed,16,6.6
188,T170,T170,Rory Sabbatini,12,6.6
189,T170,T170,Charl Schwartzel,13,6.6
190,T170,T170,Chris Stroud,15,6.6
191,T170,T170,Lee Westwood,9,6.6
192,T170,T170,Chris Wood,1,6.6
193,T194,T194,Woody Austin,8,6.5
194,T194,T194,Justin Bolli,1,6.5
195,T194,T194,Bud Cauley,8,6.5
196,T194,T194,Will Claxton,3,6.5
197,T194,T194,Jeff Curl,1,6.5
198,T194,T194,Brian Gay,11,6.5
199,T194,T194,Retief Goosen,17,6.5
200,T194,T194,Scott Hend,1,6.5
201,T194,T194,John Huh,11,6.5
202,T194,T194,Davis Love III,13,6.5
203,T194,T194,D.A. Points,8,6.5
204,T205,T205,Stuart Appleby,17,6.4
205,T205,T205,Jonathan Byrd,12,6.4
206,T205,T205,Nicolas Colsaerts,3,6.4
207,T205,T205,Brian Davis,16,6.4
208,T205,T205,Ernie Els,13,6.4
209,T205,T205,Gonzalo Fernandez-Castaño,15,6.4
210,T205,T205,Brice Garnett,15,6.4
211,T205,T205,Padraig Harrington,6,6.4
212,T205,T205,Edward Loar,2,6.4
213,T205,T205,Andrew Loupe,8,6.4
214,T205,T205,Troy Matteson,6,6.4
215,T205,T205,Koumei Oda,1,6.4
216,T205,T205,Tag Ridings,2,6.4
217,T205,T205,Chris Smith,1,6.4
218,T205,T205,Tim Wilkinson,15,6.4
219,T205,T205,Chris Williams,1,6.4
220,T205,T205,Fabrizio Zanotti,2,6.4
221,T222,T222,Sangmoon Bae,12,6.3
222,T222,T222,Erik Compton,14,6.3
223,T222,T222,Ben Curtis,12,6.3
224,T222,T222,Derek Ernst,8,6.3
225,T222,T222,Oliver Goss,2,6.3
226,T222,T222,Luke Guthrie,14,6.3
227,T222,T222,J.B. Holmes,18,6.3
228,T222,T222,Max Homa,3,6.3
229,T222,T222,Charles Howell III,22,6.3
230,T222,T222,Trevor Immelman,11,6.3
231,T222,T222,Bronson La'Cassie,5,6.3
232,T222,T222,David Lynn,4,6.3
233,T222,T222,Jhonattan Vegas,13,6.3
234,T222,T222,Tiger Woods,1,6.3
235,T236,T236,Thomas Aiken,1,6.2
236,T236,T236,Jason Allred,4,6.2
237,T236,T236,Darren Clarke,2,6.2
238,T236,T236,Chad Collins,8,6.2
239,T236,T236,Morgan Hoffmann,17,6.2
240,T236,T236,Lee Janzen,2,6.2
241,T236,T236,Alexander Levy,2,6.2
242,T236,T236,John Rollins,10,6.2
243,T236,T236,Charlie Wi,10,6.2
244,T236,T236,Bobby Wyatt,2,6.2
245,T246,T246,John Daly,3,6.1
246,T246,T246,Nathan Green,1,6.1
247,T246,T246,Tim Herron,7,6.1
248,T246,T246,Matt Jones,13,6.1
249,T246,T246,Hyung-Sung Kim,3,6.1
250,T246,T246,Justin Leonard,13,6.1
251,T246,T246,Greg Owen,5,6.1
252,T246,T246,Tim Petrovic,1,6.1
253,T246,T246,Patrick Rodgers,4,6.1
254,T255,T255,Mark Anderson,2,6.0
255,T255,T255,Eric Axley,3,6.0
256,T255,T255,D.H. Lee,6,6.0
257,T255,T255,Richard Lee,10,6.0
258,T255,T255,Jamie Lovemark,7,6.0
259,T255,T255,Colin Montgomerie,1,6.0
260,T255,T255,Sean O'Hair,12,6.0
261,T255,T255,Scott Piercy,5,6.0
262,T255,T255,Andres Romero,14,6.0
263,T255,T255,Chris Thompson,1,6.0
264,T255,T255,Kevin Tway,6,6.0
265,T266,T266,Cameron Beckman,2,5.9
266,T266,T266,Jonas Blixt,7,5.9
267,T266,T266,Miguel Angel Carballo,3,5.9
268,T266,T266,David Duval,2,5.9
269,T266,T266,Steve Marino,7,5.9
270,T266,T266,Zachary Olsen,1,5.9
271,T266,T266,Kyle Reifers,1,5.9
272,T266,T266,Danny Willett,1,5.9
273,T274,T274,Greg Chalmers,13,5.8
274,T274,T274,George Coetzee,1,5.8
275,T274,T274,Austin Cook,1,5.8
276,T274,T274,Ryuji Imada,3,5.8
277,T274,T274,Peter Malnati,3,5.8
278,T274,T274,Mike Weir,6,5.8
279,T280,T280,Kiradech Aphibarnrat,3,5.7
280,T280,T280,Aaron Baddeley,10,5.7
281,T280,T280,Matt Bettencourt,3,5.7
282,T280,T280,James Driscoll,9,5.7
283,T280,T280,Justin Thomas,2,5.7
284,T285,T285,Rafa Cabrera Bello,1,5.6
285,T285,T285,Jin Jeong,1,5.6
286,T285,T285,Joe Ogilvie,3,5.6
287,T285,T285,Dawie van der Walt,1,5.6
288,T289,T289,Joel Dahmen,1,5.5
289,T289,T289,Derek Fathauer,1,5.5
290,T289,T289,Matthew Fitzpatrick,1,5.5
291,T289,T289,David Howell,1,5.5
292,T289,T289,Mark Hubbard,1,5.5
293,T289,T289,Brett Rumford,1,5.5
294,T289,T289,Derek Tolan,1,5.5
295,T289,T289,Marc Turnesa,2,5.5
296,T297,T297,Edoardo Molinari,1,5.4
297,T297,T297,Taylor Pendrith,1,5.4
298,T299,T299,Fabián Gómez,1,5.3
299,T299,T299,Brett Quigley,1,5.3
300,301,301,Alex Aragon,1,5.2
301,T302,T302,Steve Flesch,1,5.0
302,T302,T302,Dudley Hart,2,5.0
303,T302,T302,Shane Lowry,1,5.0
304,T302,T302,Sam Saunders,1,5.0
305,T306,T306,Alex Cejka,1,4.8
306,T306,T306,Peter Uihlein,1,4.8
307,T308,T308,Scott McCarron,1,4.7
308,T308,T308,Jordan Niebrugge,1,4.7
309,T308,T308,Yoshitaka Takeya,1,4.7
310,311,311,Bubba Dickerson,1,4.5
311,312,312,Pablo Larrazabal,1,4.4
312,313,313,Daisuke Maruyama,1,4.2
313,314,314,Tano Goya,1,4.1
