,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
0,1,1,Josh Broadaway,1,8.7
1,2,2,Kenny Perry,1,8.4
2,3,3,Adam Hadwin,1,8.2
3,T4,T4,Jim Furyk,17,8.0
4,T4,T4,Lucas Glover,4,8.0
5,T6,T6,Robert Karlsson,2,7.9
6,T6,T6,Jim Renner,6,7.9
7,T6,T6,Bernd Wiesberger,1,7.9
8,T9,T9,Tim Clark,9,7.8
9,T9,T9,Joe Durant,5,7.8
10,T11,T11,Kevin Chappell,20,7.7
11,T11,T11,Graham DeLaet,14,7.7
12,T11,T11,Jason Gore,4,7.7
13,T11,T11,Branden Grace,3,7.7
14,T11,T11,Zach Johnson,21,7.7
15,T11,T11,Jeff Maggert,5,7.7
16,T11,T11,Rory McIlroy,12,7.7
17,T11,T11,Chez Reavie,1,7.7
18,T11,T11,Scottie Scheffler,1,7.7
19,T11,T11,Nick Watney,10,7.7
20,T21,T21,Justin Hicks,19,7.6
21,T21,T21,Dustin Johnson,10,7.6
22,T21,T21,Russell Knox,19,7.6
23,T21,T21,Bo Van Pelt,13,7.6
24,T25,T25,Charlie Beljan,11,7.5
25,T25,T25,Chad Campbell,9,7.5
26,T25,T25,Paul Casey,9,7.5
27,T25,T25,Fred Funk,2,7.5
28,T25,T25,Stephen Gallacher,2,7.5
29,T25,T25,Ben Martin,10,7.5
30,T25,T25,Hideki Matsuyama,15,7.5
31,T25,T25,Graeme McDowell,12,7.5
32,T25,T25,Ryan Moore,14,7.5
33,T25,T25,Kevin Penner,1,7.5
34,T25,T25,John Peterson,6,7.5
35,T36,T36,José Coceres,1,7.4
36,T36,T36,Ken Duke,12,7.4
37,T36,T36,Sergio Garcia,10,7.4
38,T36,T36,Scott Gardiner,3,7.4
39,T36,T36,Chesson Hadley,11,7.4
40,T36,T36,Matteo Manassero,3,7.4
41,T36,T36,"Ted Potter, Jr.",8,7.4
42,T36,T36,Alex Prugh,3,7.4
43,T36,T36,Heath Slocum,11,7.4
44,T36,T36,Brian Stuard,13,7.4
45,T36,T36,David Toms,10,7.4
46,T47,T47,Glen Day,1,7.3
47,T47,T47,Victor Dubuisson,6,7.3
48,T47,T47,Jason Dufner,10,7.3
49,T47,T47,Miguel Angel Jiménez,2,7.3
50,T47,T47,Matt Kuchar,18,7.3
51,T47,T47,Billy Mayfair,1,7.3
52,T47,T47,John Merrick,15,7.3
53,T47,T47,Justin Rose,12,7.3
54,T47,T47,Kevin Stadler,15,7.3
55,T47,T47,Willy Wilcox,7,7.3
56,T47,T47,Lee Williams,3,7.3
57,T58,T58,Robert Allenby,11,7.2
58,T58,T58,Jason Bohn,14,7.2
59,T58,T58,Darren Fichardt,1,7.2
60,T58,T58,Rickie Fowler,12,7.2
61,T58,T58,Brad Fritsch,6,7.2
62,T58,T58,Brian Harman,22,7.2
63,T58,T58,David Hearn,17,7.2
