,Last_5_Events_-_Power_RANK THIS WEEK,Last_5_Events_-_Power_RANK LAST WEEK,Last_5_Events_-_Power_PLAYER NAME,Last_5_Events_-_Power_EVENTS,Last_5_Events_-_Power_RATING
0,1,1,Bubba Watson,5,9.9
1,T2,T2,Oliver Goss,2,9.7
2,T2,T2,Taylor Pendrith,1,9.7
3,4,4,Rory McIlroy,5,9.6
4,T5,T5,Dustin Johnson,2,9.5
5,T5,T5,Andrew Loupe,2,9.5
6,T5,T5,Adam Scott,5,9.5
7,T5,T5,Harold Varner III,1,9.5
8,T9,T9,Scott Hend,1,9.4
9,T9,T9,Ryan Palmer,4,9.4
10,T11,T11,Brooks Koepka,3,9.3
11,T11,T11,Jamie Lovemark,2,9.3
12,T13,T13,Victor Dubuisson,2,9.2
13,T13,T13,J.B. Holmes,4,9.2
14,T13,T13,Patrick Rodgers,2,9.2
15,16,16,Jhonattan Vegas,3,9.1
16,T17,T17,Ángel Cabrera,3,9.0
17,T17,T17,Graham DeLaet,3,9.0
18,T19,T19,Charlie Beljan,3,8.9
19,T19,T19,Robert Garrigus,1,8.9
20,T19,T19,Gary Woodland,4,8.9
21,T22,T22,Jason Day,4,8.8
22,T22,T22,Charles Howell III,3,8.8
23,T22,T22,Jason Kokrak,3,8.8
24,T25,T25,Steven Bowditch,4,8.7
25,T25,T25,Kevin Foley,1,8.7
26,T25,T25,Chris Wood,1,8.7
27,T28,T28,Derek Ernst,3,8.6
28,T28,T28,Matt Jones,3,8.6
29,T28,T28,David Lingmerth,2,8.6
30,T28,T28,Jordan Niebrugge,1,8.6
31,T28,T28,Scott Piercy,3,8.6
32,T28,T28,Bernd Wiesberger,1,8.6
33,T34,T34,Steve Marino,3,8.4
34,T34,T34,Alex Prugh,1,8.4
35,T34,T34,Kevin Tway,1,8.4
36,T37,T37,Keegan Bradley,3,8.3
37,T37,T37,George Coetzee,1,8.3
38,T37,T37,Rickie Fowler,5,8.3
39,T37,T37,Branden Grace,2,8.3
40,T37,T37,Charley Hoffman,2,8.3
41,T37,T37,Martin Laird,3,8.3
42,T37,T37,Alexander Levy,2,8.3
43,T37,T37,Scott Stallings,2,8.3
44,T37,T37,Hudson Swafford,2,8.3
45,T46,T46,Brad Fritsch,3,8.2
46,T46,T46,Morgan Hoffmann,4,8.2
47,T46,T46,Billy Horschel,4,8.2
48,T46,T46,Marc Leishman,4,8.2
49,T46,T46,Sean O'Hair,3,8.2
50,T46,T46,Rory Sabbatini,1,8.2
51,T52,T52,Troy Matteson,2,8.1
52,T52,T52,Louis Oosthuizen,2,8.1
53,T52,T52,Charl Schwartzel,5,8.1
54,T52,T52,Jimmy Walker,4,8.1
55,T56,T56,Justin Rose,5,8.0
56,T56,T56,Peter Uihlein,1,8.0
57,T58,T58,Jamie Donaldson,3,7.9
58,T58,T58,Harris English,2,7.9
59,T58,T58,Matthew Fitzpatrick,1,7.9
60,T58,T58,Robert Streb,2,7.9
61,T62,T62,Bud Cauley,3,7.8
62,T62,T62,Kevin Chappell,4,7.8
63,T62,T62,Joel Dahmen,1,7.8
64,T62,T62,Justin Thomas,2,7.8
65,T62,T62,Lee Westwood,3,7.8
66,67,67,Brady Watt,1,7.7
67,T68,T68,Max Homa,1,7.6
68,T68,T68,Shane Lowry,1,7.6
69,T68,T68,Kevin Penner,1,7.6
70,T68,T68,Shawn Stefani,4,7.6
71,T68,T68,Josh Teater,3,7.6
72,T73,T73,Kiradech Aphibarnrat,2,7.5
73,T73,T73,Davis Love III,2,7.5
74,T73,T73,Sam Saunders,1,7.5
75,T73,T73,Kyle Stanley,3,7.5
76,T77,T77,Steven Ihm,1,7.4
77,T77,T77,Seung-Yul Noh,4,7.4
78,T77,T77,Greg Owen,3,7.4
79,T77,T77,Wes Roach,3,7.4
80,T77,T77,Brandt Snedeker,3,7.4
81,T82,T82,Paul Casey,2,7.3
82,T82,T82,Darren Fichardt,1,7.3
83,T82,T82,Sergio Garcia,5,7.3
84,T82,T82,Padraig Harrington,1,7.3
85,T82,T82,Richard Lee,2,7.3
86,T82,T82,Hunter Mahan,5,7.3
87,T88,T88,Tommy Gainey,2,7.2
88,T88,T88,Ryo Ishikawa,2,7.2
89,T88,T88,Bobby Wyatt,2,7.2
90,T91,T91,Josh Broadaway,1,7.1
91,T91,T91,Roberto Castro,2,7.1
92,T91,T91,Stephen Gallacher,1,7.1
93,T91,T91,Brice Garnett,2,7.1
94,T91,T91,Adam Hadwin,1,7.1
95,T91,T91,Edward Loar,2,7.1
96,T91,T91,Ben Martin,1,7.1
97,T91,T91,Andres Romero,3,7.1
98,T99,T99,Jason Gore,2,7.0
99,T99,T99,Brendan Steele,3,7.0
100,T99,T99,Henrik Stenson,5,7.0
101,T102,T102,Kevin Kisner,3,6.9
102,T102,T102,Willy Wilcox,3,6.9
103,T104,T104,Ernie Els,5,6.8
104,T104,T104,Russell Henley,4,6.8
105,T104,T104,Phil Mickelson,3,6.8
106,T104,T104,Marc Warren,1,6.8
107,T104,T104,Nick Watney,3,6.8
108,T109,T109,Stewart Cink,3,6.7
109,T109,T109,Justin Hicks,2,6.7
110,T109,T109,Bo Van Pelt,4,6.7
111,T112,T112,Sangmoon Bae,2,6.6
