,Last_15_Events_-_Power_RANK THIS WEEK,Last_15_Events_-_Power_RANK LAST WEEK,Last_15_Events_-_Power_PLAYER NAME,Last_15_Events_-_Power_EVENTS,Last_15_Events_-_Power_RATING
0,1,1,Bubba Watson,11,9.8
1,T2,T2,Oliver Goss,2,9.7
2,T2,T2,Taylor Pendrith,1,9.7
3,T4,T4,Nicolas Colsaerts,3,9.6
4,T4,T4,Dustin Johnson,9,9.6
5,T6,T6,Jamie Lovemark,5,9.5
6,T6,T6,Harold Varner III,1,9.5
7,T8,T8,Scott Hend,1,9.4
8,T8,T8,Charles Howell III,12,9.4
9,T8,T8,Rory McIlroy,12,9.4
10,T8,T8,Patrick Rodgers,4,9.4
11,T12,T12,Charlie Beljan,7,9.2
12,T12,T12,J.B. Holmes,10,9.2
13,T12,T12,Andrew Loupe,7,9.2
14,T15,T15,Brooks Koepka,8,9.1
15,T15,T15,Jason Kokrak,10,9.1
16,T15,T15,Jhonattan Vegas,7,9.1
17,T18,T18,Jason Day,7,9.0
18,T18,T18,Robert Garrigus,8,9.0
19,T20,T20,Steven Bowditch,8,8.9
20,T20,T20,Scott Piercy,5,8.9
21,T20,T20,Tag Ridings,2,8.9
22,T23,T23,Victor Dubuisson,6,8.8
23,T23,T23,Ryan Palmer,11,8.8
24,T25,T25,Louis Oosthuizen,5,8.7
25,T25,T25,Adam Scott,12,8.7
26,T25,T25,Chris Wood,1,8.7
27,T25,T25,Gary Woodland,11,8.7
28,T29,T29,Graham DeLaet,9,8.6
29,T29,T29,Rickie Fowler,8,8.6
30,T29,T29,Charley Hoffman,11,8.6
31,T29,T29,Jordan Niebrugge,1,8.6
32,T29,T29,Bernd Wiesberger,1,8.6
33,T34,T34,Ángel Cabrera,9,8.5
34,T34,T34,Sean O'Hair,8,8.5
35,T34,T34,Robert Streb,10,8.5
36,T34,T34,Jimmy Walker,8,8.5
37,38,38,Lucas Glover,3,8.4
38,T39,T39,George Coetzee,1,8.3
39,T39,T39,Derek Ernst,5,8.3
40,T39,T39,Max Homa,3,8.3
41,T39,T39,Alexander Levy,2,8.3
42,T39,T39,Alex Prugh,3,8.3
43,T39,T39,Scott Stallings,7,8.3
44,T45,T45,Keegan Bradley,8,8.2
45,T45,T45,Charl Schwartzel,12,8.2
46,T45,T45,Kevin Tway,4,8.2
47,T48,T48,Marc Leishman,10,8.0
48,T48,T48,Peter Uihlein,1,8.0
49,T50,T50,Matthew Fitzpatrick,1,7.9
50,T50,T50,Martin Laird,8,7.9
51,T50,T50,Andres Romero,9,7.9
52,T50,T50,Justin Rose,10,7.9
