,Power_Rating_RANK THIS WEEK,Power_Rating_RANK LAST WEEK,Power_Rating_PLAYER NAME,Power_Rating_EVENTS,Power_Rating_RATING
0,1,1,Bubba Watson,14,9.8
1,T2,T2,Oliver Goss,2,9.7
2,T2,T2,Taylor Pendrith,1,9.7
3,T4,T4,Nicolas Colsaerts,3,9.6
4,T4,T4,Dustin Johnson,10,9.6
5,6,6,Harold Varner III,1,9.5
6,T7,T7,Scott Hend,1,9.4
7,T7,T7,Rory McIlroy,12,9.4
8,T7,T7,Patrick Rodgers,4,9.4
9,T10,T10,Charles Howell III,22,9.3
10,T10,T10,Jamie Lovemark,7,9.3
11,12,12,J.B. Holmes,18,9.2
12,T13,T13,Charlie Beljan,11,9.1
13,T13,T13,Andrew Loupe,8,9.1
14,T15,T15,Jason Day,7,9.0
15,T15,T15,Robert Garrigus,15,9.0
16,T15,T15,Brooks Koepka,9,9.0
17,T15,T15,Jason Kokrak,13,9.0
18,T19,T19,Scott Piercy,5,8.9
19,T19,T19,Tag Ridings,2,8.9
20,T21,T21,Victor Dubuisson,6,8.8
21,T21,T21,Ryan Palmer,16,8.8
22,T21,T21,Adam Scott,14,8.8
23,T21,T21,Gary Woodland,18,8.8
24,T25,T25,Charley Hoffman,18,8.7
25,T25,T25,Sean O'Hair,12,8.7
26,T25,T25,Louis Oosthuizen,5,8.7
27,T25,T25,Chris Wood,1,8.7
28,T29,T29,Graham DeLaet,14,8.6
29,T29,T29,Lucas Glover,4,8.6
30,T29,T29,Jordan Niebrugge,1,8.6
31,T29,T29,Jhonattan Vegas,13,8.6
32,T29,T29,Bernd Wiesberger,1,8.6
33,T34,T34,Steven Bowditch,14,8.5
34,T34,T34,Jimmy Walker,17,8.5
35,36,36,Ángel Cabrera,11,8.4
36,T37,T37,Keegan Bradley,15,8.3
37,T37,T37,George Coetzee,1,8.3
38,T37,T37,Harris English,16,8.3
39,T37,T37,Rickie Fowler,12,8.3
40,T37,T37,Max Homa,3,8.3
41,T37,T37,Alexander Levy,2,8.3
42,T37,T37,Alex Prugh,3,8.3
43,T37,T37,Scott Stallings,10,8.3
44,T37,T37,Robert Streb,14,8.3
45,46,46,Charl Schwartzel,13,8.2
46,T47,T47,Martin Laird,11,8.1
47,T47,T47,Brendan Steele,14,8.1
48,T49,T49,Tommy Gainey,9,8.0
49,T49,T49,Matt Jones,13,8.0
50,T49,T49,Kyle Stanley,12,8.0
51,T49,T49,Peter Uihlein,1,8.0
52,T53,T53,Derek Ernst,8,7.9
53,T53,T53,Matthew Fitzpatrick,1,7.9
54,T53,T53,Morgan Hoffmann,17,7.9
55,T56,T56,Joel Dahmen,1,7.8
56,T56,T56,Jamie Donaldson,6,7.8
57,T56,T56,Justin Thomas,2,7.8
58,T59,T59,Kevin Chappell,20,7.7
59,T59,T59,Martin Flores,12,7.7
60,T59,T59,Hunter Mahan,16,7.7
61,T59,T59,Seung-Yul Noh,16,7.7
62,T59,T59,Andres Romero,14,7.7
63,T59,T59,Justin Rose,12,7.7
64,T59,T59,Brady Watt,1,7.7
65,T66,T66,Kiradech Aphibarnrat,3,7.6
66,T66,T66,Branden Grace,3,7.6
67,T66,T66,Marc Leishman,15,7.6
68,T66,T66,Shane Lowry,1,7.6
69,T66,T66,Kevin Penner,1,7.6
70,T66,T66,Carl Pettersson,16,7.6
71,T66,T66,Rory Sabbatini,12,7.6
72,T66,T66,Kevin Tway,6,7.6
73,T74,T74,Miguel Angel Carballo,3,7.5
74,T74,T74,Bud Cauley,8,7.5
75,T74,T74,Jim Herman,8,7.5
76,T74,T74,Davis Love III,13,7.5
77,T74,T74,Troy Matteson,6,7.5
78,T74,T74,Sam Saunders,1,7.5
79,T74,T74,Shawn Stefani,13,7.5
80,T74,T74,Hudson Swafford,9,7.5
81,T82,T82,Stewart Cink,16,7.4
82,T82,T82,Russell Henley,14,7.4
83,T82,T82,Steven Ihm,1,7.4
84,T82,T82,Willy Wilcox,7,7.4
85,T86,T86,John Daly,3,7.3
86,T86,T86,Darren Fichardt,1,7.3
87,T86,T86,Billy Horschel,15,7.3
88,T86,T86,Ryo Ishikawa,11,7.3
89,T86,T86,Steve Marino,7,7.3
90,T86,T86,Josh Teater,14,7.3
91,T92,T92,Ernie Els,13,7.2
92,T92,T92,Sergio Garcia,10,7.2
93,T92,T92,Wes Roach,8,7.2
94,T92,T92,Nick Watney,10,7.2
95,T92,T92,Bobby Wyatt,2,7.2
96,T97,T97,Josh Broadaway,1,7.1
97,T97,T97,Adam Hadwin,1,7.1
98,T97,T97,Martin Kaymer,10,7.1
99,T97,T97,Edward Loar,2,7.1
100,T97,T97,Patrick Reed,16,7.1
101,T97,T97,Boo Weekley,11,7.1
102,T103,T103,Aaron Baddeley,10,7.0
103,T103,T103,Hideki Matsuyama,15,7.0
104,T103,T103,Kevin Stadler,15,7.0
105,T103,T103,Camilo Villegas,16,7.0
106,T103,T103,Lee Westwood,9,7.0
107,T108,T108,Brad Fritsch,6,6.9
108,T108,T108,Stephen Gallacher,2,6.9
109,T108,T108,Jason Gore,4,6.9
110,T108,T108,Ben Martin,10,6.9
111,T108,T108,Phil Mickelson,10,6.9
112,T108,T108,Greg Owen,5,6.9
113,T108,T108,Jordan Spieth,19,6.9
114,T115,T115,Bill Haas,21,6.8
115,T115,T115,Henrik Stenson,9,6.8
116,T115,T115,Marc Warren,1,6.8
117,T118,T118,Trevor Immelman,11,6.7
118,T118,T118,John Rollins,10,6.7
119,T120,T120,Rafa Cabrera Bello,1,6.6
120,T120,T120,Derek Fathauer,1,6.6
121,T120,T120,Will MacKenzie,13,6.6
122,T120,T120,John Peterson,6,6.6
123,T120,T120,Michael Putnam,21,6.6
124,T120,T120,Vijay Singh,15,6.6
125,T120,T120,Chris Smith,1,6.6
126,T120,T120,Danny Willett,1,6.6
127,T128,T128,Darren Clarke,2,6.5
128,T128,T128,Chesson Hadley,11,6.5
129,T130,T130,Padraig Harrington,6,6.4
130,T130,T130,David Lingmerth,12,6.4
131,T130,T130,Thorbjørn Olesen,2,6.4
132,T130,T130,Richard Sterne,4,6.4
133,T130,T130,Kevin Streelman,12,6.4
134,T130,T130,Derek Tolan,1,6.4
135,T130,T130,Bo Van Pelt,13,6.4
136,T137,T137,Mark Anderson,2,6.3
137,T137,T137,Sangmoon Bae,12,6.3
138,T137,T137,Kevin Foley,3,6.3
139,T137,T137,James Hahn,13,6.3
140,T137,T137,Brian Harman,22,6.3
141,T137,T137,J.J. Henry,16,6.3
142,T137,T137,Chris Kirk,21,6.3
143,T137,T137,Geoff Ogilvy,13,6.3
144,T145,T145,Paul Casey,9,6.2
145,T145,T145,Bubba Dickerson,1,6.2
146,T145,T145,Brice Garnett,15,6.2
147,T145,T145,Retief Goosen,17,6.2
148,T145,T145,Kevin Kisner,14,6.2
149,T145,T145,Hideto Tanihara,1,6.2
150,T145,T145,Michael Thompson,12,6.2
151,T152,T152,Tim Herron,7,6.1
152,T152,T152,John Senden,19,6.1
153,T154,T154,Jason Dufner,10,6.0
154,T154,T154,Gonzalo Fernandez-Castaño,15,6.0
155,T154,T154,Fabián Gómez,1,6.0
156,T154,T154,Bronson La'Cassie,5,6.0
157,T154,T154,Pablo Larrazabal,1,6.0
158,T159,T159,Alex Aragon,1,5.9
159,T159,T159,Scott Brown,15,5.9
160,T159,T159,Patrick Cantlay,2,5.9
161,T159,T159,David Duval,2,5.9
162,T159,T159,Jeff Overton,13,5.9
163,T159,T159,Ian Poulter,9,5.9
164,T159,T159,Jim Renner,6,5.9
165,T159,T159,Chris Thompson,1,5.9
166,T167,T167,Blake Adams,5,5.8
167,T167,T167,Ricky Barnes,16,5.8
168,T167,T167,Matt Every,13,5.8
169,T167,T167,Andres Gonzales,1,5.8
170,T167,T167,Luke Guthrie,14,5.8
171,T167,T167,Peter Hanson,5,5.8
172,T167,T167,Troy Merritt,10,5.8
173,T174,T174,Jason Allred,4,5.7
174,T174,T174,Will Claxton,3,5.7
175,T174,T174,Harrison Frazar,3,5.7
176,T174,T174,Pat Perez,16,5.7
177,T178,T178,Jonas Blixt,7,5.6
178,T178,T178,Scott Gardiner,3,5.6
179,T178,T178,Mark Hubbard,1,5.6
180,T178,T178,Carlos Ortiz,1,5.6
181,T178,T178,Rod Pampling,2,5.6
182,T178,T178,Webb Simpson,17,5.6
183,T184,T184,Chad Campbell,9,5.5
184,T184,T184,Erik Compton,14,5.5
185,T184,T184,Russell Knox,19,5.5
186,T184,T184,Brandt Snedeker,15,5.5
187,T184,T184,Tyrone Van Aswegen,12,5.5
188,T184,T184,Johnson Wagner,9,5.5
189,T190,T190,Roberto Castro,10,5.4
190,T190,T190,Mikko Ilonen,2,5.4
191,T190,T190,Matt Kuchar,18,5.4
192,T190,T190,Edoardo Molinari,1,5.4
193,T190,T190,Joe Ogilvie,3,5.4
194,T190,T190,Vaughn Taylor,1,5.4
195,T190,T190,Y.E. Yang,9,5.4
196,T197,T197,Jonathan Byrd,12,5.3
197,T197,T197,Steve Flesch,1,5.3
198,T197,T197,Joost Luiten,3,5.3
199,T197,T197,George McNeill,15,5.3
200,T197,T197,Tiger Woods,1,5.3
201,T202,T202,Austin Cook,1,5.2
202,T202,T202,Jeff Curl,1,5.2
203,T202,T202,Brendon de Jonge,20,5.2
204,T202,T202,Richard Lee,10,5.2
205,T202,T202,Chez Reavie,1,5.2
206,T202,T202,Chris Stroud,15,5.2
207,T202,T202,Dawie van der Walt,1,5.2
208,T209,T209,James Driscoll,9,5.1
209,T209,T209,Koumei Oda,1,5.1
210,T209,T209,Nicholas Thompson,10,5.1
211,T212,T212,Robert Allenby,11,5.0
212,T212,T212,Eric Axley,3,5.0
213,T212,T212,Ryuji Imada,3,5.0
214,T212,T212,Freddie Jacobson,17,5.0
215,T212,T212,John Mallinger,5,5.0
216,T212,T212,Peter Malnati,3,5.0
217,T212,T212,Kyle Reifers,1,5.0
218,T219,T219,Justin Hicks,19,4.9
219,T219,T219,Robert Karlsson,2,4.9
220,T219,T219,Hyung-Sung Kim,3,4.9
221,T219,T219,Danny Lee,11,4.9
222,T219,T219,Billy Mayfair,1,4.9
223,T219,T219,Francesco Molinari,7,4.9
224,T219,T219,Steve Stricker,8,4.9
225,T226,T226,Thomas Aiken,1,4.8
226,T226,T226,John Merrick,15,4.8
227,T226,T226,Ryan Moore,14,4.8
228,T226,T226,Andrew Svoboda,13,4.8
229,T226,T226,Marc Turnesa,2,4.8
230,T231,T231,Thongchai Jaidee,2,4.7
231,T231,T231,Tim Wilkinson,15,4.7
232,233,233,Benjamín Alvarado,1,4.6
233,T234,T234,Briny Baird,8,4.5
234,T234,T234,Scott Langley,16,4.5
235,T234,T234,Daniel Summerhays,21,4.5
236,T234,T234,Fabrizio Zanotti,2,4.5
237,T238,T238,Woody Austin,8,4.4
238,T238,T238,Kenny Perry,1,4.4
239,T238,T238,Tim Petrovic,1,4.4
240,T238,T238,Cameron Tringale,23,4.4
241,T242,T242,Justin Bolli,1,4.3
242,T242,T242,Zach Johnson,21,4.3
243,T242,T242,D.A. Points,8,4.3
244,T242,T242,Scottie Scheffler,1,4.3
245,T242,T242,Charlie Wi,10,4.3
246,T247,T247,Greg Chalmers,13,4.2
247,T247,T247,Kevin Na,17,4.2
248,T249,T249,John Huh,11,4.1
249,T249,T249,Miguel Angel Jiménez,2,4.1
250,T251,T251,Graeme McDowell,12,4.0
251,T251,T251,William McGirt,16,4.0
252,T251,T251,Brian Stuard,13,4.0
253,T251,T251,Mark Wilson,7,4.0
254,T255,T255,David Hearn,17,3.9
255,T255,T255,"Ted Potter, Jr.",8,3.9
256,T255,T255,Dicky Pride,3,3.9
257,T258,T258,Stuart Appleby,17,3.8
258,T258,T258,K.J. Choi,14,3.8
259,T258,T258,Jerry Kelly,15,3.8
260,T258,T258,Jeff Maggert,5,3.8
261,T262,T262,Kris Blanks,1,3.7
262,T262,T262,Brendon Todd,22,3.7
263,T262,T262,Chris Williams,1,3.7
264,T265,T265,Ben Curtis,12,3.6
265,T265,T265,Brian Davis,16,3.6
266,T265,T265,Jim Furyk,17,3.6
267,T265,T265,Spencer Levin,8,3.6
268,T269,T269,Matt Bettencourt,3,3.5
269,T269,T269,Tano Goya,1,3.5
270,T269,T269,Bryce Molder,12,3.5
271,T269,T269,Zachary Olsen,1,3.5
272,T269,T269,Yoshitaka Takeya,1,3.5
273,T274,T274,Cameron Beckman,2,3.4
274,T274,T274,Thomas Bjørn,3,3.4
275,T274,T274,Jason Bohn,14,3.4
276,T274,T274,Ben Crane,16,3.4
277,T274,T274,Joe Durant,5,3.4
278,T274,T274,Matteo Manassero,3,3.4
279,T274,T274,Heath Slocum,11,3.4
280,T274,T274,David Toms,10,3.4
281,T282,T282,Stephen Ames,5,3.3
282,T282,T282,Todd Hamilton,1,3.3
283,T282,T282,Billy Hurley III,13,3.3
284,T282,T282,Lee Janzen,2,3.3
285,T282,T282,Brett Rumford,1,3.3
286,T287,T287,Luke Donald,10,3.2
287,T287,T287,Jin Jeong,1,3.2
288,T289,T289,Ken Duke,12,3.0
289,T289,T289,David Lynn,4,3.0
290,T291,T291,D.H. Lee,6,2.9
291,T291,T291,Lee Williams,3,2.9
292,293,293,Doug LaBelle II,4,2.8
293,T294,T294,Tim Clark,9,2.6
294,T294,T294,Chad Collins,8,2.6
295,T294,T294,Brian Gay,11,2.6
296,T294,T294,Paul Goydos,4,2.6
297,T294,T294,Dudley Hart,2,2.6
298,T294,T294,Mike Weir,6,2.6
299,300,300,David Howell,1,2.5
300,T301,T301,Alex Cejka,1,2.4
301,T301,T301,Jon Curran,1,2.4
302,303,303,Scott McCarron,1,2.2
303,304,304,Mark Calcavecchia,3,2.1
304,T305,T305,Ben Kohles,1,2.0
305,T305,T305,Justin Leonard,13,2.0
306,T307,T307,Fred Funk,2,1.9
307,T307,T307,Nathan Green,1,1.9
308,309,309,Tom Watson,1,1.8
309,310,310,Daisuke Maruyama,1,1.4
310,311,311,Glen Day,1,1.3
311,312,312,José Coceres,1,1.2
312,313,313,Colin Montgomerie,1,1.1
313,314,314,Brett Quigley,1,1.0
