,Last_15_Events_-_Accuracy_RANK THIS WEEK,Last_15_Events_-_Accuracy_RANK LAST WEEK,Last_15_Events_-_Accuracy_PLAYER NAME,Last_15_Events_-_Accuracy_EVENTS,Last_15_Events_-_Accuracy_RATING
0,1,1,Josh Broadaway,1,8.7
1,2,2,Kenny Perry,1,8.4
2,T3,T3,Jim Furyk,12,8.2
3,T3,T3,Adam Hadwin,1,8.2
4,5,5,Lucas Glover,3,8.1
5,T6,T6,Graham DeLaet,9,7.9
6,T6,T6,Robert Karlsson,2,7.9
7,T6,T6,Nick Watney,6,7.9
8,T6,T6,Bernd Wiesberger,1,7.9
9,T10,T10,Joe Durant,5,7.8
10,T10,T10,Justin Hicks,8,7.8
11,T12,T12,Chad Campbell,7,7.7
12,T12,T12,Kevin Chappell,12,7.7
13,T12,T12,Jason Gore,4,7.7
14,T12,T12,Branden Grace,3,7.7
15,T12,T12,Dustin Johnson,9,7.7
16,T12,T12,Jeff Maggert,5,7.7
17,T12,T12,Rory McIlroy,12,7.7
18,T12,T12,Chez Reavie,1,7.7
19,T12,T12,Jim Renner,5,7.7
20,T12,T12,Scottie Scheffler,1,7.7
21,T12,T12,Bo Van Pelt,11,7.7
22,T23,T23,Tim Clark,8,7.6
23,T23,T23,Paul Goydos,2,7.6
24,T23,T23,Ben Martin,8,7.6
25,T23,T23,Hideki Matsuyama,10,7.6
26,T23,T23,Bryce Molder,4,7.6
27,T23,T23,D.A. Points,3,7.6
28,T23,T23,Justin Rose,10,7.6
29,T23,T23,Brian Stuard,5,7.6
30,T31,T31,Paul Casey,9,7.5
31,T31,T31,Ken Duke,6,7.5
32,T31,T31,Fred Funk,2,7.5
33,T31,T31,Stephen Gallacher,2,7.5
34,T31,T31,Zach Johnson,11,7.5
35,T31,T31,Kevin Penner,1,7.5
36,T31,T31,Nicholas Thompson,4,7.5
37,T31,T31,David Toms,8,7.5
38,T39,T39,Robert Allenby,7,7.4
39,T39,T39,Charlie Beljan,7,7.4
40,T39,T39,José Coceres,1,7.4
41,T39,T39,Sergio Garcia,10,7.4
42,T39,T39,Scott Gardiner,3,7.4
43,T39,T39,David Hearn,10,7.4
44,T39,T39,Russell Knox,11,7.4
45,T39,T39,Matteo Manassero,3,7.4
46,T39,T39,George McNeill,9,7.4
47,T39,T39,John Merrick,9,7.4
48,T39,T39,"Ted Potter, Jr.",5,7.4
49,T39,T39,Alex Prugh,3,7.4
50,T39,T39,Y.E. Yang,3,7.4
51,T52,T52,Glen Day,1,7.3
52,T52,T52,Brendon de Jonge,11,7.3
53,T52,T52,Victor Dubuisson,6,7.3
54,T52,T52,Billy Horschel,10,7.3
55,T52,T52,Miguel Angel Jiménez,2,7.3
56,T52,T52,Billy Mayfair,1,7.3
57,T52,T52,Graeme McDowell,11,7.3
58,T52,T52,Ryan Moore,10,7.3
59,T52,T52,Adam Scott,12,7.3
60,T52,T52,Heath Slocum,8,7.3
61,T52,T52,Kevin Stadler,8,7.3
