,Approach_75-100_yards_RTP_Score_RANK THIS WEEK,Approach_75-100_yards_RTP_Score_RANK LAST WEEK,Approach_75-100_yards_RTP_Score_PLAYER NAME,Approach_75-100_yards_RTP_Score_ROUNDS,Approach_75-100_yards_RTP_Score_AVG RTP
0,1,1,Billy Horschel,86,-.396
1,2,2,Justin Rose,70,-.395
2,3,3,Chad Campbell,87,-.378
3,4,4,Sung Kang,89,-.365
4,5,5,Nicholas Lindheim,77,-.352
5,6,6,Wesley Bryan,69,-.348
6,7,7,Ollie Schniederjans,91,-.347
7,8,8,Matt Jones,70,-.345
8,9,9,Danny Lee,88,-.342
9,10,10,Justin Thomas,91,-.340
10,T11,T11,Andrew Putnam,97,-.333
11,T11,T11,Patrick Reed,94,-.333
12,13,13,Ben Crane,65,-.324
13,14,14,Francesco Molinari,73,-.304
14,15,15,Tiger Woods,68,-.298
15,16,16,Nate Lashley,51,-.296
16,17,17,David Hearn,66,-.294
17,18,18,Troy Merritt,89,-.293
18,19,19,Kelly Kraft,94,-.281
19,20,20,Steve Wheatcroft,60,-.279
20,21,21,Jon Rahm,71,-.273
21,22,22,Cameron Smith,85,-.270
22,23,23,Jim Furyk,50,-.261
23,T24,T24,Ryan Blaum,81,-.260
24,T24,T24,Kevin Kisner,89,-.260
25,T24,T24,Peter Uihlein,83,-.260
26,T24,T24,Harold Varner III,91,-.260
27,28,28,Brian Gay,103,-.257
28,29,29,Fabián Gómez,88,-.256
29,T30,T30,Bud Cauley,55,-.250
30,T30,T30,Jason Day,75,-.250
31,T30,T30,Keith Mitchell,99,-.250
32,T30,T30,Sean O'Hair,67,-.250
33,T30,T30,Robert Streb,78,-.250
34,35,35,Martin Laird,73,-.246
35,36,36,Blayne Barber,69,-.245
36,T37,T37,Andrew Landry,82,-.244
37,T37,T37,Brett Stegmaier,67,-.244
38,39,39,Rickie Fowler,74,-.241
39,40,40,Xander Schauffele,96,-.240
40,41,41,Corey Conners,97,-.239
41,T42,T42,Bryson DeChambeau,93,-.238
42,T42,T42,J.B. Holmes,77,-.238
43,44,44,Johnson Wagner,75,-.233
44,45,45,Lucas Glover,65,-.231
45,46,46,Cameron Tringale,67,-.225
46,T47,T47,Webb Simpson,95,-.224
47,T47,T47,Aaron Wise,90,-.224
48,49,49,Brian Harman,94,-.222
49,50,50,Seamus Power,86,-.220
50,51,51,J.J. Spaun,85,-.219
51,52,52,Rob Oppenheim,74,-.212
52,53,53,James Hahn,85,-.211
53,54,54,Brice Garnett,99,-.208
54,55,55,Ryan Armour,109,-.206
55,56,56,Ben Martin,64,-.205
56,57,57,William McGirt,84,-.204
57,T58,T58,Zac Blair,64,-.200
58,T58,T58,Bronson Burgoon,69,-.200
59,T58,T58,Charley Hoffman,87,-.200
60,T58,T58,Trey Mullinax,75,-.200
61,T58,T58,Ben Silverman,90,-.200
62,T58,T58,Tyrone Van Aswegen,101,-.200
63,64,64,Nick Taylor,94,-.197
64,65,65,Chris Stroud,81,-.196
65,66,66,Tyrrell Hatton,58,-.194
66,T67,T67,Brandon Harkins,101,-.192
67,T67,T67,Billy Hurley III,70,-.192
68,69,69,Zach Johnson,94,-.190
69,T70,T70,Denny McCarthy,71,-.188
70,T70,T70,Jordan Spieth,81,-.188
71,T70,T70,Vaughn Taylor,83,-.188
72,T73,T73,Tom Hoge,101,-.182
73,T73,T73,Xinjun Zhang,81,-.182
74,75,75,"Ted Potter, Jr.",87,-.179
75,76,76,Jason Dufner,71,-.178
76,77,77,Scott Piercy,84,-.176
77,78,78,Roberto Díaz,72,-.174
78,79,79,Matt Kuchar,88,-.172
79,80,80,Rory McIlroy,64,-.171
80,81,81,Stewart Cink,87,-.170
81,T82,T82,Byeong Hun An,86,-.167
82,T82,T82,Harris English,84,-.167
83,T82,T82,Louis Oosthuizen,62,-.167
84,T82,T82,Rod Pampling,62,-.167
85,T82,T82,Henrik Stenson,60,-.167
86,87,87,Nick Watney,94,-.164
87,T88,T88,Chesson Hadley,103,-.163
88,T88,T88,J.T. Poston,73,-.163
89,T90,T90,Kevin Na,91,-.160
90,T90,T90,Hudson Swafford,73,-.160
91,92,92,Phil Mickelson,90,-.159
92,T93,T93,Beau Hossler,104,-.158
93,T93,T93,Stephan Jaeger,81,-.158
94,T95,T95,Emiliano Grillo,94,-.157
95,T95,T95,Ryan Moore,78,-.157
96,T97,T97,Alex Cejka,77,-.154
97,T97,T97,Adam Scott,78,-.154
98,T97,T97,Shawn Stefani,76,-.154
99,100,100,Ricky Barnes,65,-.152
100,101,101,Jonas Blixt,67,-.150
101,102,102,Charl Schwartzel,65,-.147
102,103,103,Adam Hadwin,92,-.146
103,T104,T104,Scott Brown,102,-.145
104,T104,T104,Luke List,98,-.145
105,106,106,Alex Noren,67,-.143
106,107,107,Ryan Palmer,69,-.140
107,108,108,Peter Malnati,87,-.139
108,109,109,Si Woo Kim,108,-.137
109,T110,T110,Tommy Fleetwood,73,-.135
110,T110,T110,Cameron Percy,56,-.135
111,112,112,Kiradech Aphibarnrat,51,-.133
112,T113,T113,Daniel Berger,81,-.132
113,T113,T113,Whee Kim,93,-.132
