,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
39,T39,T39,Webb Simpson,95,"23' 6""",564.6669999999999,24,+4
40,T39,T39,Johnson Wagner,75,"23' 6""",352.167,15,+1
41,42,42,Louis Oosthuizen,62,"23' 7""",495.333,21,+1
42,T43,T43,Lanto Griffin,80,"23' 8""",757.0,32,E
43,T43,T43,Matt Jones,70,"23' 8""",473.333,20,+5
44,T45,T45,Nicholas Lindheim,77,"23' 9""",665.1669999999999,28,+6
45,T45,T45,Grayson Murray,72,"23' 9""",785.0830000000001,33,+4
46,T45,T45,Adam Scott,78,"23' 9""",332.167,14,-1
47,T45,T45,Conrad Shindler,60,"23' 9""",475.083,20,E
48,T45,T45,Bubba Watson,90,"23' 9""",1258.917,53,E
49,50,50,John Huh,94,"23' 10""",834.1669999999999,35,+12
50,51,51,Vaughn Taylor,83,"23' 11""",478.5,20,+1
51,T52,T52,Zach Johnson,94,"24' 0""",863.1669999999999,36,+5
52,T52,T52,Tyrone Van Aswegen,101,"24' 0""",792.5830000000001,33,+4
53,54,54,Cameron Tringale,67,"24' 1""",577.9169999999999,24,+7
54,T55,T55,Tom Hoge,101,"24' 3""",654.3330000000001,27,+7
55,T55,T55,Stephan Jaeger,81,"24' 3""",874.0,36,+3
56,T57,T57,Ryan Armour,109,"24' 4""",681.3330000000001,28,-1
57,T57,T57,J.J. Spaun,85,"24' 4""",584.8330000000001,24,+7
58,T59,T59,Anirban Lahiri,82,"24' 5""",805.9169999999999,33,+12
59,T59,T59,Brian Stuard,103,"24' 5""",709.1669999999999,29,-1
60,T59,T59,Daniel Summerhays,51,"24' 5""",293.25,12,+2
61,T62,T62,Charles Howell III,104,"24' 6""",808.4169999999999,33,+3
62,T62,T62,Jonathan Randolph,71,"24' 6""",785.25,32,+7
63,64,64,Aaron Baddeley,84,"24' 7""",738.25,30,+11
64,T65,T65,Jonas Blixt,67,"24' 8""",469.417,19,-3
65,T65,T65,Ben Crane,65,"24' 8""",443.417,18,+3
66,67,67,Marc Leishman,93,"24' 9""",964.25,39,+8
67,68,68,Martin Piller,79,"24' 10""",744.5830000000001,30,+8
68,T69,T69,Corey Conners,97,"24' 11""",673.8330000000001,27,+2
69,T69,T69,Tony Finau,105,"24' 11""",922.3330000000001,37,+3
70,T69,T69,Gary Woodland,96,"24' 11""",895.8330000000001,36,+5
71,T72,T72,Daniel Berger,81,"25' 0""",474.667,19,+2
72,T72,T72,Dustin Johnson,77,"25' 0""",849.4169999999999,34,E
73,T74,T74,Kiradech Aphibarnrat,51,"25' 1""",250.917,10,+2
74,T74,T74,Talor Gooch,78,"25' 1""",829.0,33,+5
75,T74,T74,Andrew Putnam,97,"25' 1""",977.5830000000001,39,+2
76,77,77,Adam Hadwin,92,"25' 2""",477.75,19,+2
77,T78,T78,Billy Horschel,86,"25' 3""",657.5,26,-4
78,T78,T78,Nick Watney,94,"25' 3""",605.9169999999999,24,+2
79,T80,T80,Billy Hurley III,70,"25' 4""",734.0830000000001,29,+6
80,T80,T80,Trey Mullinax,75,"25' 4""",1391.3329999999999,55,E
81,82,82,Brice Garnett,99,"25' 5""",660.25,26,+2
82,T83,T83,Bryson DeChambeau,93,"25' 6""",840.9169999999999,33,+4
83,T83,T83,Rickie Fowler,74,"25' 6""",510.25,20,+6
84,T83,T83,Keith Mitchell,99,"25' 6""",1426.0829999999999,56,-4
85,T86,T86,Zac Blair,64,"25' 7""",358.167,14,+4
86,T86,T86,Ryan Blaum,81,"25' 7""",869.5,34,+5
87,T86,T86,Tommy Fleetwood,73,"25' 7""",537.3330000000001,21,+2
88,T86,T86,Martin Flores,92,"25' 7""",998.75,39,+7
89,T86,T86,Rory Sabbatini,91,"25' 7""",871.0830000000001,34,-2
90,91,91,Justin Rose,70,"25' 9""",644.1669999999999,25,E
91,92,92,Patton Kizzire,92,"25' 11""",1141.167,44,+2
92,93,93,Andrew Yun,51,"26' 1""",365.0,14,+3
93,94,94,Sam Ryder,82,"26' 2""",653.9169999999999,25,+4
94,T95,T95,Bill Haas,76,"26' 3""",813.25,31,+5
95,T95,T95,Beau Hossler,104,"26' 3""",1102.5,42,+12
96,T95,T95,Ollie Schniederjans,91,"26' 3""",1077.583,41,+3
97,T95,T95,Kevin Streelman,94,"26' 3""",709.6669999999999,27,-1
98,T99,T99,Whee Kim,93,"26' 4""",579.4169999999999,22,+7
99,T99,T99,Tom Lovelady,87,"26' 4""",1525.8329999999999,58,+4
100,T99,T99,Hideki Matsuyama,75,"26' 4""",501.083,19,E
101,T99,T99,Francesco Molinari,73,"26' 4""",736.5,28,+4
102,103,103,Kevin Tway,110,"26' 5""",1533.75,58,+12
103,T104,T104,Byeong Hun An,86,"26' 7""",718.6669999999999,27,+9
104,T104,T104,Paul Casey,74,"26' 7""",584.75,22,+3
105,T104,T104,D.A. Points,63,"26' 7""",532.4169999999999,20,+5
106,T104,T104,Tiger Woods,68,"26' 7""",371.583,14,+9
107,108,108,Peter Uihlein,83,"26' 8""",1012.1669999999999,38,+5
108,T109,T109,Bronson Burgoon,69,"26' 11""",754.5,28,+7
109,T109,T109,Joel Dahmen,93,"26' 11""",673.4169999999999,25,+5
110,T109,T109,Robert Garrigus,80,"26' 11""",754.5830000000001,28,E
111,T109,T109,Si Woo Kim,108,"26' 11""",860.6669999999999,32,+11
112,T109,T109,Graeme McDowell,67,"26' 11""",510.833,19,+7
113,T114,T114,Jonathan Byrd,70,"27' 0""",593.5,22,+6
114,T114,T114,Richy Werenski,98,"27' 0""",701.3330000000001,26,+4
115,T116,T116,Sung Kang,89,"27' 1""",460.5,17,+12
116,T116,T116,Scott Piercy,84,"27' 1""",758.4169999999999,28,+6
117,T116,T116,Chris Stroud,81,"27' 1""",840.1669999999999,31,+8
118,119,119,J.B. Holmes,77,"27' 2""",761.75,28,+4
119,120,120,Chad Campbell,87,"27' 3""",599.0830000000001,22,+3
120,121,121,J.J. Henry,81,"27' 4""",492.333,18,+2
121,T122,T122,Sam Saunders,80,"27' 5""",904.25,33,+2
122,T122,T122,Jimmy Walker,81,"27' 5""",821.5830000000001,30,+4
123,124,124,Steve Wheatcroft,60,"27' 6""",686.9169999999999,25,+4
124,125,125,Retief Goosen,60,"27' 7""",358.417,13,+1
125,T126,T126,Brooks Koepka,64,"27' 8""",1160.917,42,-1
126,T126,T126,Patrick Reed,94,"27' 8""",1022.5830000000001,37,+4
127,T128,T128,Russell Knox,94,"27' 10""",473.667,17,E
128,T128,T128,Danny Lee,88,"27' 10""",667.5830000000001,24,+2
129,T128,T128,William McGirt,84,"27' 10""",555.9169999999999,20,+7
130,T128,T128,Michael Thompson,62,"27' 10""",612.0830000000001,22,+8
131,T132,T132,Scott Brown,102,"27' 11""",725.8330000000001,26,+6
132,T132,T132,Pat Perez,82,"27' 11""",614.6669999999999,22,+2
133,T134,T134,Kelly Kraft,94,"28' 0""",671.5830000000001,24,+2
134,T134,T134,Andrew Landry,82,"28' 0""",840.8330000000001,30,+9
135,T134,T134,Aaron Wise,90,"28' 0""",1119.667,40,+7
136,T137,T137,Ricky Barnes,65,"28' 2""",450.417,16,+5
137,T137,T137,Ben Martin,64,"28' 2""",564.0,20,+10
138,T137,T137,Chez Reavie,93,"28' 2""",563.6669999999999,20,+7
139,T140,T140,Greg Chalmers,56,"28' 4""",736.0,26,+2
140,T140,T140,Brian Harman,94,"28' 4""",792.9169999999999,28,+4
141,T140,T140,Adam Schenk,86,"28' 4""",793.0,28,+1
142,T143,T143,Jason Kokrak,99,"28' 5""",1050.083,37,+2
143,T143,T143,C.T. Pan,104,"28' 5""",624.8330000000001,22,E
144,T145,T145,Wesley Bryan,69,"28' 6""",598.5830000000001,21,+12
145,T145,T145,Luke List,98,"28' 6""",1112.833,39,E
146,T145,T145,Rory McIlroy,64,"28' 6""",742.0,26,+5
147,T145,T145,Phil Mickelson,90,"28' 6""",1423.75,50,+5
148,T149,T149,Matt Atkins,56,"28' 7""",770.9169999999999,27,E
149,T149,T149,Brian Gay,103,"28' 7""",1057.167,37,+10
150,151,151,Shawn Stefani,76,"28' 9""",661.9169999999999,23,+2
151,T152,T152,Denny McCarthy,71,"28' 10""",749.1669999999999,26,+3
152,T152,T152,Jon Rahm,71,"28' 10""",692.0830000000001,24,+10
153,154,154,Emiliano Grillo,94,"28' 11""",781.6669999999999,27,+2
154,T155,T155,Alex Cejka,77,"29' 0""",638.5,22,+2
155,T155,T155,Cody Gribble,71,"29' 0""",695.0,24,+6
156,T155,T155,Brandt Snedeker,84,"29' 0""",783.6669999999999,27,E
157,158,158,Patrick Rodgers,97,"29' 2""",932.75,32,+8
158,T159,T159,Jason Day,75,"29' 3""",730.4169999999999,25,+4
159,T159,T159,Derek Fathauer,84,"29' 3""",878.6669999999999,30,+13
160,161,161,Kevin Na,91,"29' 4""",881.0830000000001,30,+12
161,162,162,Jason Dufner,71,"29' 6""",737.0830000000001,25,+3
162,163,163,Nick Taylor,94,"29' 10""",804.6669999999999,27,+2
163,164,164,Brandon Harkins,101,"30' 1""",1713.9170000000001,57,+6
164,T165,T165,Michael Kim,74,"30' 4""",394.5,13,+8
165,T165,T165,Troy Merritt,89,"30' 4""",606.3330000000001,20,+2
166,167,167,Kevin Chappell,77,"30' 6""",916.0830000000001,30,+6
167,168,168,Shane Lowry,64,"30' 10""",585.3330000000001,19,+10
168,169,169,Mackenzie Hughes,80,"31' 0""",713.25,23,+8
169,T170,T170,Satoshi Kodaira,51,"31' 1""",621.3330000000001,20,+6
170,T170,T170,Jhonattan Vegas,92,"31' 1""",1087.167,35,+7
171,172,172,Justin Thomas,91,"31' 3""",1000.0830000000001,32,-1
172,173,173,Zecheng Dou,53,"31' 4""",845.4169999999999,27,+6
173,174,174,Kevin Kisner,89,"31' 5""",943.0830000000001,30,+7
174,175,175,J.T. Poston,73,"31' 6""",1102.667,35,+7
175,176,176,Charley Hoffman,87,"31' 8""",538.8330000000001,17,+9
176,177,177,Blayne Barber,69,"31' 10""",573.0,18,+4
177,178,178,Jordan Spieth,81,"31' 11""",990.0,31,+12
178,T179,T179,Lucas Glover,65,"32' 6""",455.333,14,+9
179,T179,T179,Brendan Steele,74,"32' 6""",1073.083,33,+4
180,181,181,Cameron Percy,56,"32' 7""",423.333,13,+1
181,182,182,Stewart Cink,87,"32' 10""",656.9169999999999,20,E
182,183,183,Harris English,84,"32' 11""",823.5830000000001,25,+9
183,184,184,Rafa Cabrera Bello,75,"33' 1""",529.5830000000001,16,+2
184,185,185,Harold Varner III,91,"33' 6""",770.8330000000001,23,+10
185,186,186,Xander Schauffele,96,"34' 0""",1020.5,30,+5
186,T187,T187,Patrick Cantlay,87,"34' 1""",887.1669999999999,26,-1
187,T187,T187,Xinjun Zhang,81,"34' 1""",681.75,20,E
188,189,189,Ryan Palmer,69,"34' 2""",989.8330000000001,29,+9
189,190,190,Henrik Stenson,60,"34' 4""",274.91700000000003,8,-1
190,191,191,Jim Furyk,50,"34' 8""",312.0,9,+3
191,192,192,Matt Every,79,"34' 10""",767.0,22,+9
192,193,193,Branden Grace,67,"35' 3""",740.75,21,+8
