,Approaches__100_yards-Rgh_RTP_RANK THIS WEEK,Approaches__100_yards-Rgh_RTP_RANK LAST WEEK,Approaches__100_yards-Rgh_RTP_PLAYER NAME,Approaches__100_yards-Rgh_RTP_ROUNDS,Approaches__100_yards-Rgh_RTP_AVG RTP
67,68,68,Seamus Power,86,+.087
68,T69,T69,Matt Kuchar,88,+.089
69,T69,T69,Brendan Steele,74,+.089
70,T69,T69,Jhonattan Vegas,92,+.089
71,T72,T72,Chesson Hadley,103,+.092
72,T72,T72,Tiger Woods,68,+.092
73,74,74,Daniel Berger,81,+.096
74,T75,T75,Rory McIlroy,64,+.098
75,T75,T75,Michael Thompson,62,+.098
76,T75,T75,Johnson Wagner,75,+.098
77,78,78,J.J. Henry,81,+.099
78,79,79,Chris Stroud,81,+.102
79,80,80,Russell Knox,94,+.103
80,T81,T81,Emiliano Grillo,94,+.107
81,T81,T81,Kevin Kisner,89,+.107
82,T83,T83,Byeong Hun An,86,+.108
83,T83,T83,Keegan Bradley,98,+.108
84,T83,T83,Tom Hoge,101,+.108
85,T83,T83,Troy Merritt,89,+.108
86,87,87,Charl Schwartzel,65,+.109
87,T88,T88,Alex Cejka,77,+.110
88,T88,T88,Jon Rahm,71,+.110
89,T88,T88,Chez Reavie,93,+.110
90,T91,T91,Alex Noren,67,+.111
91,T91,T91,Sam Saunders,80,+.111
92,93,93,Peter Malnati,87,+.112
93,T94,T94,John Huh,94,+.113
94,T94,T94,Ryan Palmer,69,+.113
95,96,96,Kevin Chappell,77,+.114
96,97,97,Scott Piercy,84,+.115
97,T98,T98,Tyler Duncan,97,+.116
98,T98,T98,Brian Harman,94,+.116
99,T98,T98,Billy Horschel,86,+.116
100,101,101,Andrew Landry,82,+.117
101,T102,T102,Brandon Harkins,101,+.118
102,T102,T102,Ethan Tracy,72,+.118
103,T104,T104,James Hahn,85,+.119
104,T104,T104,Adam Scott,78,+.119
105,T104,T104,J.J. Spaun,85,+.119
106,T107,T107,Blayne Barber,69,+.120
107,T107,T107,Brooks Koepka,64,+.120
108,109,109,Derek Fathauer,84,+.121
109,110,110,Mackenzie Hughes,80,+.122
110,T111,T111,Abraham Ancer,98,+.123
111,T111,T111,Danny Lee,88,+.123
112,T111,T111,Sam Ryder,82,+.123
113,114,114,Denny McCarthy,71,+.124
114,T115,T115,Fabián Gómez,88,+.126
115,T115,T115,Brett Stegmaier,67,+.126
116,T117,T117,Jason Day,75,+.127
117,T117,T117,Kevin Na,91,+.127
118,T117,T117,Jimmy Walker,81,+.127
119,120,120,Jason Dufner,71,+.128
120,121,121,Talor Gooch,78,+.129
121,122,122,Ryan Blaum,81,+.131
122,123,123,Rod Pampling,62,+.134
123,T124,T124,Corey Conners,97,+.136
124,T124,T124,Louis Oosthuizen,62,+.136
125,T124,T124,Vaughn Taylor,83,+.136
126,T127,T127,Rafa Cabrera Bello,75,+.137
127,T127,T127,Aaron Wise,90,+.137
128,T129,T129,Anirban Lahiri,82,+.138
129,T129,T129,Sean O'Hair,67,+.138
130,131,131,Adam Schenk,86,+.140
131,T132,T132,Rickie Fowler,74,+.141
132,T132,T132,David Hearn,66,+.141
133,T132,T132,Jonathan Randolph,71,+.141
134,T135,T135,Ben Crane,65,+.142
135,T135,T135,Marc Leishman,93,+.142
136,137,137,Nick Taylor,94,+.143
137,T138,T138,Retief Goosen,60,+.144
138,T138,T138,Kyle Thompson,50,+.144
139,T140,T140,Austin Cook,107,+.146
140,T140,T140,Martin Flores,92,+.146
141,142,142,Greg Chalmers,56,+.147
142,143,143,Nicholas Lindheim,77,+.148
143,144,144,Adam Hadwin,92,+.151
144,145,145,Kiradech Aphibarnrat,51,+.152
145,T146,T146,C.T. Pan,104,+.154
146,T146,T146,Tyrone Van Aswegen,101,+.154
147,T148,T148,Hunter Mahan,67,+.156
148,T148,T148,Grayson Murray,72,+.156
149,T150,T150,Michael Kim,74,+.157
150,T150,T150,Robert Streb,78,+.157
151,152,152,Ollie Schniederjans,91,+.160
152,T153,T153,Bronson Burgoon,69,+.161
153,T153,T153,Branden Grace,67,+.161
154,155,155,Ben Martin,64,+.162
155,156,156,Hideki Matsuyama,75,+.163
156,157,157,"Ted Potter, Jr.",87,+.164
157,T158,T158,Zac Blair,64,+.166
158,T158,T158,Scott Brown,102,+.166
159,T158,T158,Pat Perez,82,+.166
160,T161,T161,Cody Gribble,71,+.170
161,T161,T161,Xander Schauffele,96,+.170
162,T163,T163,Shane Lowry,64,+.174
163,T163,T163,J.T. Poston,73,+.174
164,165,165,Brice Garnett,99,+.175
165,T166,T166,Rob Oppenheim,74,+.176
166,T166,T166,Patrick Rodgers,97,+.176
167,T166,T166,Harold Varner III,91,+.176
168,169,169,Brian Stuard,103,+.183
169,170,170,Steve Wheatcroft,60,+.185
170,T171,T171,Matt Every,79,+.186
171,T171,T171,Tommy Fleetwood,73,+.186
172,173,173,Francesco Molinari,73,+.190
173,174,174,Kyle Stanley,93,+.192
174,175,175,Xinjun Zhang,81,+.193
175,T176,T176,Matt Jones,70,+.195
176,T176,T176,Conrad Shindler,60,+.195
177,T178,T178,Zecheng Dou,53,+.197
178,T178,T178,Daniel Summerhays,51,+.197
179,180,180,Whee Kim,93,+.199
180,T181,T181,Kelly Kraft,94,+.200
181,T181,T181,Ben Silverman,90,+.200
182,183,183,Billy Hurley III,70,+.201
183,184,184,Roberto Díaz,72,+.203
184,185,185,Russell Henley,77,+.204
185,186,186,Brian Gay,103,+.205
186,187,187,Martin Piller,79,+.207
187,188,188,Richy Werenski,98,+.212
188,189,189,Wesley Bryan,69,+.217
189,T190,T190,Cameron Tringale,67,+.222
190,T190,T190,Andrew Yun,51,+.222
191,192,192,Sung Kang,89,+.227
192,193,193,Satoshi Kodaira,51,+.305
