,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
80,T79,T79,Kevin Tway,110,-0.161
81,T82,T82,Chad Campbell,87,-0.16
82,T82,T82,John Huh,94,-0.16
83,T84,T84,Whee Kim,93,-0.159
84,T84,T84,Ben Silverman,90,-0.159
85,T86,T86,Brandon Harkins,101,-0.157
86,T86,T86,Mackenzie Hughes,80,-0.157
87,T86,T86,Nick Taylor,94,-0.157
88,T89,T89,David Lingmerth,82,-0.155
89,T89,T89,Jordan Spieth,81,-0.155
90,91,91,Martin Flores,92,-0.154
91,92,92,Danny Lee,88,-0.153
92,93,93,Shane Lowry,64,-0.152
93,94,94,Lucas Glover,65,-0.151
94,T95,T95,Abraham Ancer,98,-0.149
95,T95,T95,Robert Streb,78,-0.149
96,T95,T95,Michael Thompson,62,-0.149
97,98,98,Byeong Hun An,86,-0.14800000000000002
98,T99,T99,Tom Hoge,101,-0.147
99,T99,T99,Sung Kang,89,-0.147
100,101,101,Si Woo Kim,108,-0.145
101,102,102,Joel Dahmen,93,-0.14400000000000002
102,103,103,Sean O'Hair,67,-0.14300000000000002
103,T104,T104,Zach Johnson,94,-0.142
104,T104,T104,Louis Oosthuizen,62,-0.142
105,106,106,Kiradech Aphibarnrat,51,-0.141
106,107,107,Kelly Kraft,94,-0.14
107,108,108,Adam Hadwin,92,-0.138
108,T109,T109,Jim Furyk,50,-0.13699999999999998
109,T109,T109,Grayson Murray,72,-0.13699999999999998
110,T111,T111,Michael Kim,74,-0.136
111,T111,T111,Matt Kuchar,88,-0.136
112,T111,T111,Aaron Wise,90,-0.136
113,T114,T114,Harold Varner III,91,-0.135
114,T114,T114,Gary Woodland,96,-0.135
115,116,116,Brian Stuard,103,-0.134
116,T117,T117,Paul Casey,74,-0.133
117,T117,T117,Luke List,98,-0.133
118,T119,T119,J.J. Henry,81,-0.132
119,T119,T119,Scott Stallings,96,-0.132
120,T121,T121,Rory Sabbatini,91,-0.13
121,T121,T121,Conrad Shindler,60,-0.13
122,T123,T123,Blayne Barber,69,-0.128
123,T123,T123,Daniel Berger,81,-0.128
124,125,125,Martin Piller,79,-0.127
125,T126,T126,Kyle Stanley,93,-0.126
126,T126,T126,Henrik Stenson,60,-0.126
127,T128,T128,Scott Piercy,84,-0.124
128,T128,T128,Kevin Streelman,94,-0.124
129,130,130,Nate Lashley,51,-0.122
130,131,131,Charley Hoffman,87,-0.12
131,132,132,Beau Hossler,104,-0.11800000000000001
132,133,133,Jhonattan Vegas,92,-0.11699999999999999
133,T134,T134,Alex Cejka,77,-0.11599999999999999
134,T134,T134,Jason Kokrak,99,-0.11599999999999999
135,T136,T136,Rickie Fowler,74,-0.115
136,T136,T136,Anirban Lahiri,82,-0.115
137,T138,T138,Aaron Baddeley,84,-0.114
138,T138,T138,Alex Noren,67,-0.114
139,T140,T140,Tom Lovelady,87,-0.113
140,T140,T140,Adam Schenk,86,-0.113
141,142,142,Tyler Duncan,97,-0.11199999999999999
142,143,143,Emiliano Grillo,94,-0.111
143,T144,T144,Russell Knox,94,-0.11
144,T144,T144,Jimmy Walker,81,-0.11
145,T146,T146,Roberto Díaz,72,-0.109
146,T146,T146,Kyle Thompson,50,-0.109
147,T148,T148,Kevin Chappell,77,-0.105
148,T148,T148,Jamie Lovemark,92,-0.105
149,150,150,Bronson Burgoon,69,-0.10400000000000001
150,151,151,Chez Reavie,93,-0.102
151,T152,T152,Pat Perez,82,-0.099
152,T152,T152,Daniel Summerhays,51,-0.099
153,154,154,Robert Garrigus,80,-0.098
154,T155,T155,Patrick Rodgers,97,-0.096
155,T155,T155,Xinjun Zhang,81,-0.096
156,157,157,Matt Atkins,56,-0.095
157,T158,T158,Zecheng Dou,53,-0.09300000000000001
158,T158,T158,Tyrone Van Aswegen,101,-0.09300000000000001
159,160,160,Patton Kizzire,92,-0.09
160,T161,T161,Keith Mitchell,99,-0.08900000000000001
161,T161,T161,Sam Saunders,80,-0.08900000000000001
162,163,163,Marc Leishman,93,-0.08800000000000001
163,164,164,Harris English,84,-0.086
164,165,165,Richy Werenski,98,-0.085
165,166,166,Austin Cook,107,-0.084
166,167,167,Jonathan Byrd,70,-0.083
167,T168,T168,Patrick Cantlay,87,-0.08199999999999999
168,T168,T168,Greg Chalmers,56,-0.08199999999999999
169,170,170,Denny McCarthy,71,-0.081
170,T171,T171,James Hahn,85,-0.077
171,T171,T171,Charl Schwartzel,65,-0.077
172,173,173,Stewart Cink,87,-0.073
173,174,174,Matt Every,79,-0.071
174,175,175,Jonas Blixt,67,-0.07
175,176,176,Rafa Cabrera Bello,75,-0.069
176,177,177,Bud Cauley,55,-0.066
177,178,178,Retief Goosen,60,-0.061
178,179,179,J.T. Poston,73,-0.06
179,T180,T180,Derek Fathauer,84,-0.059000000000000004
180,T180,T180,Lanto Griffin,80,-0.059000000000000004
181,182,182,Graeme McDowell,67,-0.057
182,183,183,Keegan Bradley,98,-0.048
183,184,184,Russell Henley,77,-0.044000000000000004
184,T185,T185,Ricky Barnes,65,-0.038
185,T185,T185,Cody Gribble,71,-0.038
186,187,187,Rod Pampling,62,-0.035
187,188,188,Bill Haas,76,-0.019
188,189,189,Talor Gooch,78,-0.015
189,190,190,Brendan Steele,74,-0.013999999999999999
190,191,191,D.A. Points,63,0.033
191,192,192,Andrew Yun,51,0.035
192,193,193,Satoshi Kodaira,51,0.124
