,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
0,1,1,Richy Werenski,98,88.14,312,354,-0.45
1,2,2,J.J. Henry,81,88.0,264,300,-0.39
2,3,3,Henrik Stenson,60,87.31,172,197,-0.49
3,4,4,Justin Thomas,91,87.3,330,378,-0.57
4,5,5,C.T. Pan,104,86.74,327,377,-0.47
5,6,6,Robert Streb,78,86.59,226,261,-0.44
6,7,7,Francesco Molinari,73,86.56,277,320,-0.44
7,8,8,Charles Howell III,104,86.3,334,387,-0.49
8,9,9,Dustin Johnson,77,86.1,353,410,-0.52
9,10,10,Adam Scott,78,86.07,241,280,-0.46
10,11,11,Billy Horschel,86,85.85,352,410,-0.54
11,12,12,Russell Knox,94,85.8,296,345,-0.4
12,T13,T13,David Hearn,66,85.71,210,245,-0.42
13,T13,T13,Cameron Percy,56,85.71,210,245,-0.45
14,T13,T13,Brandt Snedeker,84,85.71,312,364,-0.46
15,16,16,Gary Woodland,96,85.53,337,394,-0.5
16,T17,T17,Pat Perez,82,85.48,212,248,-0.4
17,T17,T17,Scott Piercy,84,85.48,312,365,-0.37
18,19,19,Steve Wheatcroft,60,85.39,228,267,-0.42
19,T20,T20,Jim Furyk,50,85.37,140,164,-0.39
20,T20,T20,Hudson Swafford,73,85.37,251,294,-0.49
21,22,22,Alex Noren,67,85.34,198,232,-0.49
22,23,23,Fabián Gómez,88,85.29,313,367,-0.39
23,24,24,Ryan Moore,78,85.03,267,314,-0.46
24,25,25,Nick Watney,94,85.0,374,440,-0.43
25,26,26,Cameron Tringale,67,84.9,208,245,-0.48
26,27,27,Corey Conners,97,84.82,391,461,-0.39
27,T28,T28,Rickie Fowler,74,84.75,239,282,-0.51
28,T28,T28,Webb Simpson,95,84.75,339,400,-0.49
29,30,30,Bill Haas,76,84.62,275,325,-0.37
30,31,31,Kyle Thompson,50,84.57,159,188,-0.38
31,32,32,Ian Poulter,73,84.48,196,232,-0.46
32,33,33,Tony Finau,105,84.47,397,470,-0.51
33,34,34,Beau Hossler,104,84.42,466,552,-0.41
34,35,35,Ryan Armour,109,84.4,384,455,-0.46
35,36,36,Russell Henley,77,84.39,254,301,-0.43
36,37,37,James Hahn,85,84.38,297,352,-0.42
37,38,38,Shane Lowry,64,84.36,232,275,-0.44
38,T39,T39,Blayne Barber,69,84.3,247,293,-0.44
39,T39,T39,Denny McCarthy,71,84.3,204,242,-0.45
40,41,41,Ethan Tracy,72,84.25,246,292,-0.44
41,42,42,Hideki Matsuyama,75,84.23,235,279,-0.54
42,43,43,Bryson DeChambeau,93,84.2,357,424,-0.54
43,44,44,Jordan Spieth,81,84.18,330,392,-0.47
44,T45,T45,Tyler Duncan,97,84.03,342,407,-0.45
45,T45,T45,Tiger Woods,68,84.03,221,263,-0.53
46,47,47,John Huh,94,83.97,288,343,-0.47
47,48,48,Tommy Fleetwood,73,83.96,246,293,-0.55
48,49,49,Keegan Bradley,98,83.94,324,386,-0.47
49,50,50,Emiliano Grillo,94,83.81,295,352,-0.44
50,51,51,Kevin Streelman,94,83.8,388,463,-0.41
51,52,52,Justin Rose,70,83.76,227,271,-0.57
52,53,53,Brian Stuard,103,83.75,335,400,-0.4
53,54,54,Peter Malnati,87,83.7,344,411,-0.45
54,55,55,Andrew Putnam,97,83.63,327,391,-0.39
55,56,56,Aaron Wise,90,83.58,402,481,-0.44
56,57,57,Rafa Cabrera Bello,75,83.54,203,243,-0.45
57,T58,T58,Matt Jones,70,83.52,228,273,-0.49
58,T58,T58,Brett Stegmaier,67,83.52,223,267,-0.46
59,60,60,Brian Harman,94,83.5,329,394,-0.43
60,61,61,Aaron Baddeley,84,83.48,293,351,-0.49
61,62,62,Martin Flores,92,83.42,332,398,-0.39
62,63,63,Rory Sabbatini,91,83.41,357,428,-0.46
63,64,64,Daniel Berger,81,83.39,246,295,-0.5
64,65,65,Sam Ryder,82,83.33,325,390,-0.46
65,66,66,Billy Hurley III,70,83.21,223,268,-0.44
66,67,67,Nate Lashley,51,83.17,168,202,-0.36
67,68,68,Matt Kuchar,88,83.13,276,332,-0.43
68,69,69,Patrick Cantlay,87,83.1,354,426,-0.42
69,70,70,Rob Oppenheim,74,83.08,216,260,-0.46
70,71,71,Kyle Stanley,93,83.03,274,330,-0.48
71,72,72,Zac Blair,64,82.97,190,229,-0.48
72,73,73,Shawn Stefani,76,82.91,262,316,-0.47
73,74,74,Stephan Jaeger,81,82.89,310,374,-0.45
74,75,75,Ryan Blaum,81,82.88,305,368,-0.46
75,76,76,Brian Gay,103,82.87,358,432,-0.48
76,77,77,Chad Campbell,87,82.76,264,319,-0.42
77,T78,T78,Adam Schenk,86,82.66,305,369,-0.44
78,T78,T78,Vaughn Taylor,83,82.66,286,346,-0.5
79,T78,T78,Harold Varner III,91,82.66,329,398,-0.44
80,81,81,Anirban Lahiri,82,82.65,281,340,-0.41
81,82,82,Chris Kirk,108,82.64,395,478,-0.49
