,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
58,T59,T59,Matt Jones,70,-.545
59,T59,T59,Adam Schenk,86,-.545
60,T61,T61,Peter Malnati,87,-.538
61,T61,T61,Tyrone Van Aswegen,101,-.538
62,63,63,David Lingmerth,82,-.533
63,64,64,Kevin Streelman,94,-.531
64,T65,T65,Russell Henley,77,-.524
65,T65,T65,Beau Hossler,104,-.524
66,67,67,Henrik Stenson,60,-.522
67,68,68,Danny Lee,88,-.519
68,T69,T69,Blayne Barber,69,-.500
69,T69,T69,Derek Fathauer,84,-.500
70,T69,T69,Tony Finau,105,-.500
71,T69,T69,David Hearn,66,-.500
72,T69,T69,Dustin Johnson,77,-.500
73,T69,T69,Whee Kim,93,-.500
74,T69,T69,Marc Leishman,93,-.500
75,T69,T69,Tom Lovelady,87,-.500
76,T69,T69,Pat Perez,82,-.500
77,T69,T69,Seamus Power,86,-.500
78,T69,T69,Sam Saunders,80,-.500
79,T69,T69,Ollie Schniederjans,91,-.500
80,T69,T69,Conrad Shindler,60,-.500
81,T69,T69,J.J. Spaun,85,-.500
82,T69,T69,Shawn Stefani,76,-.500
83,T69,T69,Aaron Wise,90,-.500
84,T69,T69,Tiger Woods,68,-.500
85,86,86,Scott Stallings,96,-.476
86,T87,T87,Kevin Chappell,77,-.474
87,T87,T87,Fabián Gómez,88,-.474
88,T89,T89,Mackenzie Hughes,80,-.471
89,T89,T89,Justin Thomas,91,-.471
90,T91,T91,Jason Dufner,71,-.467
91,T91,T91,Tommy Fleetwood,73,-.467
92,T91,T91,Adam Scott,78,-.467
93,T91,T91,Nick Watney,94,-.467
94,T95,T95,James Hahn,85,-.462
95,T95,T95,Michael Thompson,62,-.462
96,T97,T97,Brian Gay,103,-.455
97,T97,T97,Hideki Matsuyama,75,-.455
98,T97,T97,Louis Oosthuizen,62,-.455
99,T97,T97,Sam Ryder,82,-.455
100,T97,T97,Brian Stuard,103,-.455
101,T102,T102,Matt Every,79,-.444
102,T102,T102,Charley Hoffman,87,-.444
103,T102,T102,Hunter Mahan,67,-.444
104,105,105,Troy Merritt,89,-.440
105,T106,T106,Daniel Berger,81,-.438
106,T106,T106,Charl Schwartzel,65,-.438
107,T108,T108,Wesley Bryan,69,-.429
108,T108,T108,Cameron Smith,85,-.429
109,T108,T108,Harold Varner III,91,-.429
110,111,111,C.T. Pan,104,-.423
111,112,112,Richy Werenski,98,-.421
112,T113,T113,Matt Atkins,56,-.417
113,T113,T113,Zac Blair,64,-.417
114,T113,T113,Roberto Díaz,72,-.417
115,T113,T113,Russell Knox,94,-.417
116,T113,T113,Francesco Molinari,73,-.417
117,T113,T113,Vaughn Taylor,83,-.417
118,T113,T113,Johnson Wagner,75,-.417
119,120,120,Emiliano Grillo,94,-.412
120,121,121,Jason Kokrak,99,-.407
121,T122,T122,Bill Haas,76,-.400
122,T122,T122,Ben Martin,64,-.400
123,T122,T122,Jon Rahm,71,-.400
124,T122,T122,Justin Rose,70,-.400
125,126,126,Talor Gooch,78,-.391
126,127,127,Scott Piercy,84,-.389
127,T128,T128,Trey Mullinax,75,-.385
128,T128,T128,Rod Pampling,62,-.385
129,T130,T130,Ryan Blaum,81,-.375
130,T130,T130,Scott Brown,102,-.375
131,T130,T130,John Huh,94,-.375
132,T130,T130,Chris Stroud,81,-.375
133,134,134,Keegan Bradley,98,-.371
134,135,135,Sean O'Hair,67,-.368
135,T136,T136,Tom Hoge,101,-.364
136,T136,T136,Patrick Rodgers,97,-.364
137,T136,T136,Xander Schauffele,96,-.364
138,T136,T136,Peter Uihlein,83,-.364
139,T136,T136,Jhonattan Vegas,92,-.364
140,141,141,Joel Dahmen,93,-.350
141,142,142,Webb Simpson,95,-.348
142,143,143,Andrew Putnam,97,-.346
143,T144,T144,Kiradech Aphibarnrat,51,-.333
144,T144,T144,Ricky Barnes,65,-.333
145,T144,T144,Rafa Cabrera Bello,75,-.333
146,T144,T144,Alex Cejka,77,-.333
147,T144,T144,Zecheng Dou,53,-.333
148,T144,T144,Tyrrell Hatton,58,-.333
149,T144,T144,Matt Kuchar,88,-.333
150,T144,T144,Cameron Tringale,67,-.333
151,T144,T144,Bubba Watson,90,-.333
152,T144,T144,Steve Wheatcroft,60,-.333
153,T144,T144,Andrew Yun,51,-.333
154,155,155,"Ted Potter, Jr.",87,-.316
155,T156,T156,Harris English,84,-.308
156,T156,T156,Jonathan Randolph,71,-.308
157,158,158,Brian Harman,94,-.304
158,T159,T159,Brice Garnett,99,-.300
159,T159,T159,Robert Garrigus,80,-.300
160,T159,T159,Ian Poulter,73,-.300
161,T159,T159,Robert Streb,78,-.300
162,163,163,Charles Howell III,104,-.296
163,T164,T164,Cameron Percy,56,-.286
164,T164,T164,D.A. Points,63,-.286
165,166,166,Anirban Lahiri,82,-.278
166,167,167,Brett Stegmaier,67,-.273
167,168,168,Shane Lowry,64,-.267
168,169,169,Abraham Ancer,98,-.259
169,T170,T170,Retief Goosen,60,-.250
170,T170,T170,Brendan Steele,74,-.250
171,172,172,J.B. Holmes,77,-.238
172,T173,T173,Corey Conners,97,-.231
173,T173,T173,Ben Crane,65,-.231
174,T173,T173,Lucas Glover,65,-.231
175,T176,T176,Tyler Duncan,97,-.214
176,T176,T176,Branden Grace,67,-.214
177,T178,T178,Chad Campbell,87,-.200
178,T178,T178,Martin Flores,92,-.200
179,T180,T180,Ryan Armour,109,-.167
180,T180,T180,J.J. Henry,81,-.167
181,T182,T182,Brandt Snedeker,84,-.154
182,T182,T182,Xinjun Zhang,81,-.154
183,184,184,Rob Oppenheim,74,-.143
184,185,185,Kelly Kraft,94,-.125
185,186,186,Satoshi Kodaira,51,-.111
186,T187,T187,Byeong Hun An,86,E
187,T187,T187,Dominic Bozzelli,65,E
188,T187,T187,Jim Furyk,50,E
189,T187,T187,Nicholas Lindheim,77,E
190,T187,T187,Rory McIlroy,64,E
191,T187,T187,Ethan Tracy,72,E
192,193,193,Kyle Thompson,50,+.500
