,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
0,1,1,Henrik Stenson,60,70.48,456,647,-0.16
1,2,2,Billy Horschel,86,69.46,771,1110,-0.17
2,3,3,Sam Ryder,82,68.86,690,1002,-0.18
3,4,4,Michael Thompson,62,68.11,583,856,-0.18
4,5,5,Kevin Streelman,94,68.04,807,1186,-0.16
5,6,6,Brett Stegmaier,67,67.96,456,671,-0.16
6,7,7,C.T. Pan,104,67.92,832,1225,-0.18
7,8,8,Blayne Barber,69,67.76,601,887,-0.16
8,9,9,Adam Scott,78,67.6,601,889,-0.18
9,10,10,J.J. Henry,81,67.5,648,960,-0.16
10,11,11,Andrew Putnam,97,67.47,757,1122,-0.17
11,12,12,Hunter Mahan,67,67.39,494,733,-0.19
12,13,13,David Hearn,66,67.31,523,777,-0.19
13,14,14,Tony Finau,105,67.2,762,1134,-0.2
14,T15,T15,Rickie Fowler,74,67.07,603,899,-0.2
15,T15,T15,Kyle Stanley,93,67.07,666,993,-0.2
16,17,17,Patton Kizzire,92,66.91,746,1115,-0.18
17,18,18,Johnson Wagner,75,66.87,557,833,-0.2
18,19,19,Patrick Cantlay,87,66.77,619,927,-0.17
19,20,20,Cameron Percy,56,66.67,396,594,-0.19
20,21,21,Jason Kokrak,99,66.53,825,1240,-0.16
21,22,22,Jordan Spieth,81,66.52,608,914,-0.19
22,23,23,Bryson DeChambeau,93,66.49,742,1116,-0.2
23,24,24,Scott Piercy,84,66.27,664,1002,-0.16
24,25,25,Dustin Johnson,77,66.23,561,847,-0.27
25,26,26,Hideki Matsuyama,75,66.22,547,826,-0.22
26,27,27,Tyler Duncan,97,66.11,796,1204,-0.17
27,28,28,Matt Jones,70,65.98,446,676,-0.15
28,T29,T29,Rafa Cabrera Bello,75,65.92,472,716,-0.22
29,T29,T29,Jon Rahm,71,65.92,443,672,-0.16
30,31,31,Corey Conners,97,65.86,764,1160,-0.16
31,32,32,J.J. Spaun,85,65.8,681,1035,-0.19
32,33,33,Joel Dahmen,93,65.72,669,1018,-0.17
33,34,34,Adam Hadwin,92,65.69,626,953,-0.18
34,35,35,Russell Knox,94,65.68,735,1119,-0.17
35,36,36,Nate Lashley,51,65.66,327,498,-0.14
36,37,37,Keegan Bradley,98,65.58,762,1162,-0.18
37,38,38,Bronson Burgoon,69,65.55,527,804,-0.18
38,39,39,Ryan Armour,109,65.54,951,1451,-0.19
39,40,40,Russell Henley,77,65.41,556,850,-0.19
40,41,41,Chez Reavie,93,65.32,584,894,-0.2
41,42,42,Nicholas Lindheim,77,65.31,578,885,-0.18
