,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
42,43,43,Ryan Moore,78,65.27,639,979,-0.18
43,44,44,Chris Kirk,108,65.2,918,1408,-0.2
44,T45,T45,Francesco Molinari,73,65.17,524,804,-0.18
45,T45,T45,Justin Rose,70,65.17,494,758,-0.22
46,T45,T45,Gary Woodland,96,65.17,653,1002,-0.18
47,48,48,Zach Johnson,94,65.08,699,1074,-0.22
48,49,49,Vaughn Taylor,83,65.03,677,1041,-0.18
49,50,50,Webb Simpson,95,65.0,795,1223,-0.21
50,51,51,Shane Lowry,64,64.99,477,734,-0.17
51,52,52,Aaron Wise,90,64.76,735,1135,-0.19
52,53,53,Byeong Hun An,86,64.72,675,1043,-0.16
53,54,54,Steve Wheatcroft,60,64.68,423,654,-0.17
54,55,55,Shawn Stefani,76,64.67,560,866,-0.16
55,56,56,Chesson Hadley,103,64.61,838,1297,-0.22
56,57,57,William McGirt,84,64.56,734,1137,-0.16
57,58,58,Stewart Cink,87,64.53,644,998,-0.17
58,59,59,Charles Howell III,104,64.5,734,1138,-0.18
59,T60,T60,Jonathan Byrd,70,64.45,446,692,-0.15
60,T60,T60,J.T. Poston,73,64.45,524,813,-0.2
61,62,62,Keith Mitchell,99,64.43,719,1116,-0.13
62,63,63,Hudson Swafford,73,64.39,472,733,-0.12
63,64,64,Fabián Gómez,88,64.37,674,1047,-0.17
64,65,65,Emiliano Grillo,94,64.32,685,1065,-0.23
65,66,66,Ian Poulter,73,64.31,483,751,-0.19
66,67,67,Brian Stuard,103,64.3,861,1339,-0.19
67,68,68,Xinjun Zhang,81,64.27,536,834,-0.12
68,69,69,Daniel Berger,81,64.26,579,901,-0.16
69,70,70,Nick Watney,94,64.24,742,1155,-0.2
70,71,71,Tommy Fleetwood,73,64.2,495,771,-0.22
71,72,72,Stephan Jaeger,81,63.93,576,901,-0.15
72,T73,T73,Beau Hossler,104,63.89,814,1274,-0.2
73,T73,T73,Nick Taylor,94,63.89,683,1069,-0.13
74,75,75,Conrad Shindler,60,63.85,415,650,-0.16
75,76,76,Denny McCarthy,71,63.84,452,708,-0.17
76,77,77,Brooks Koepka,64,63.81,462,724,-0.2
77,78,78,Mackenzie Hughes,80,63.79,643,1008,-0.2
78,79,79,Marc Leishman,93,63.73,666,1045,-0.21
79,80,80,Tiger Woods,68,63.69,563,884,-0.22
80,81,81,Brendan Steele,74,63.65,471,740,-0.16
81,82,82,Brian Harman,94,63.63,677,1064,-0.18
82,83,83,Tyrrell Hatton,58,63.58,391,615,-0.15
83,84,84,James Hahn,85,63.46,634,999,-0.16
84,85,85,Justin Thomas,91,63.44,602,949,-0.2
85,86,86,Luke List,98,63.31,666,1052,-0.14
86,87,87,Cameron Tringale,67,63.25,475,751,-0.12
87,88,88,Rory McIlroy,64,63.22,447,707,-0.22
88,89,89,Kevin Chappell,77,63.18,537,850,-0.17
89,90,90,Matt Kuchar,88,63.13,601,952,-0.18
90,91,91,Richy Werenski,98,63.12,695,1101,-0.16
91,92,92,Patrick Rodgers,97,63.09,658,1043,-0.17
92,93,93,Martin Flores,92,63.05,657,1042,-0.17
93,94,94,Paul Casey,74,62.92,453,720,-0.19
94,T95,T95,Lanto Griffin,80,62.85,543,864,-0.17
95,T95,T95,Kevin Kisner,89,62.85,604,961,-0.18
96,97,97,Austin Cook,107,62.84,844,1343,-0.2
97,98,98,Adam Schenk,86,62.78,587,935,-0.16
98,99,99,Peter Uihlein,83,62.71,570,909,-0.14
99,100,100,Ryan Blaum,81,62.64,664,1060,-0.19
100,101,101,Rory Sabbatini,91,62.63,667,1065,-0.17
101,102,102,Robert Garrigus,80,62.62,603,963,-0.17
102,103,103,Brice Garnett,99,62.6,750,1198,-0.16
103,104,104,Harold Varner III,91,62.54,666,1065,-0.17
104,105,105,Andrew Landry,82,62.42,666,1067,-0.21
105,106,106,Charley Hoffman,87,62.4,609,976,-0.18
106,107,107,Martin Laird,73,62.39,544,872,-0.2
107,108,108,John Huh,94,62.34,768,1232,-0.22
108,109,109,Tom Lovelady,87,62.26,556,893,-0.17
109,T110,T110,Ryan Palmer,69,62.23,514,826,-0.18
110,T110,T110,Brandt Snedeker,84,62.23,697,1120,-0.23
111,112,112,Jason Day,75,62.2,446,717,-0.23
112,113,113,Ben Silverman,90,62.07,712,1147,-0.2
113,114,114,Zecheng Dou,53,62.04,322,519,-0.14
114,115,115,Phil Mickelson,90,61.99,610,984,-0.23
115,116,116,Lucas Glover,65,61.93,418,675,-0.14
116,117,117,Seamus Power,86,61.89,588,950,-0.17
117,118,118,Zac Blair,64,61.84,423,684,-0.21
118,119,119,Abraham Ancer,98,61.82,732,1184,-0.18
119,120,120,Pat Perez,82,61.78,464,751,-0.18
120,121,121,Scott Stallings,96,61.75,720,1166,-0.18
121,122,122,Kevin Na,91,61.71,643,1042,-0.23
122,123,123,Kevin Tway,110,61.66,756,1226,-0.18
123,124,124,Xander Schauffele,96,61.63,641,1040,-0.2
124,125,125,Robert Streb,78,61.57,556,903,-0.18
125,126,126,Bubba Watson,90,61.38,553,901,-0.18
126,127,127,Louis Oosthuizen,62,61.35,427,696,-0.15
127,128,128,Ethan Tracy,72,61.33,479,781,-0.17
128,129,129,Jim Furyk,50,61.25,460,751,-0.19
129,130,130,Tyrone Van Aswegen,101,61.24,760,1241,-0.17
130,131,131,J.B. Holmes,77,61.23,586,957,-0.18
131,132,132,Chad Campbell,87,61.19,626,1023,-0.16
132,133,133,Bill Haas,76,61.07,604,989,-0.14
133,134,134,Ben Crane,65,61.04,423,693,-0.18
134,135,135,Troy Merritt,89,60.98,647,1061,-0.19
135,136,136,Sam Saunders,80,60.95,579,950,-0.21
136,137,137,Scott Brown,102,60.88,733,1204,-0.19
137,138,138,Brandon Harkins,101,60.86,706,1160,-0.19
138,139,139,Kyle Thompson,50,60.82,326,536,-0.15
139,140,140,Danny Lee,88,60.79,614,1010,-0.2
140,141,141,Kelly Kraft,94,60.73,668,1100,-0.19
141,142,142,Branden Grace,67,60.61,380,627,-0.18
142,143,143,Brian Gay,103,60.47,826,1366,-0.22
143,144,144,Ricky Barnes,65,60.39,401,664,-0.22
144,145,145,Tom Hoge,101,60.38,730,1209,-0.19
145,146,146,Alex Noren,67,60.36,434,719,-0.18
146,147,147,Matt Every,79,60.34,525,870,-0.15
147,148,148,Jason Dufner,71,60.29,451,748,-0.16
148,149,149,Graeme McDowell,67,60.24,400,664,-0.17
149,150,150,David Lingmerth,82,60.1,613,1020,-0.22
150,151,151,Roberto Díaz,72,59.98,487,812,-0.16
151,152,152,Whee Kim,93,59.93,661,1103,-0.23
152,153,153,Billy Hurley III,70,59.81,503,841,-0.16
153,T154,T154,Rob Oppenheim,74,59.65,482,808,-0.18
154,T154,T154,"Ted Potter, Jr.",87,59.65,686,1150,-0.19
155,156,156,Jamie Lovemark,92,59.64,659,1105,-0.18
156,157,157,Jhonattan Vegas,92,59.62,539,904,-0.16
157,158,158,Andrew Yun,51,59.6,301,505,-0.18
158,159,159,Aaron Baddeley,84,59.43,605,1018,-0.17
159,160,160,Harris English,84,59.38,589,992,-0.18
160,161,161,Ben Martin,64,59.33,493,831,-0.19
161,162,162,Sung Kang,89,59.27,585,987,-0.19
162,163,163,Trey Mullinax,75,59.21,463,782,-0.19
163,164,164,Talor Gooch,78,59.16,533,901,-0.19
164,165,165,Kiradech Aphibarnrat,51,59.1,302,511,-0.18
165,166,166,Patrick Reed,94,59.06,528,894,-0.17
166,167,167,Alex Cejka,77,58.98,522,885,-0.19
167,168,168,Anirban Lahiri,82,58.92,578,981,-0.2
168,169,169,Si Woo Kim,108,58.82,657,1117,-0.19
169,170,170,Bud Cauley,55,58.75,339,577,-0.19
170,171,171,Sean O'Hair,67,58.63,479,817,-0.18
171,172,172,Jimmy Walker,81,58.56,568,970,-0.19
172,173,173,Retief Goosen,60,58.52,340,581,-0.12
173,174,174,Ollie Schniederjans,91,58.51,660,1128,-0.22
174,175,175,Peter Malnati,87,58.46,639,1093,-0.23
175,176,176,Dominic Bozzelli,65,58.05,523,901,-0.21
176,177,177,Cameron Smith,85,58.04,516,889,-0.19
177,178,178,D.A. Points,63,58.02,405,698,-0.19
178,179,179,Rod Pampling,62,57.8,378,654,-0.16
179,180,180,Satoshi Kodaira,51,57.64,347,602,-0.15
180,181,181,Cody Gribble,71,57.52,455,791,-0.21
181,182,182,Wesley Bryan,69,57.46,447,778,-0.21
182,183,183,Michael Kim,74,57.43,464,808,-0.2
183,184,184,Chris Stroud,81,57.32,466,813,-0.18
184,185,185,Derek Fathauer,84,57.26,576,1006,-0.2
185,186,186,Jonas Blixt,67,57.23,388,678,-0.15
186,187,187,Matt Atkins,56,57.22,317,554,-0.16
187,188,188,Grayson Murray,72,56.73,451,795,-0.17
188,189,189,Charl Schwartzel,65,56.02,335,598,-0.15
189,190,190,Jonathan Randolph,71,56.01,494,882,-0.16
190,191,191,Martin Piller,79,55.88,556,995,-0.17
191,192,192,Greg Chalmers,56,53.14,322,606,-0.18
192,193,193,Daniel Summerhays,51,49.37,276,559,-0.19
