,GIR_Percentage_-_125-150_yards_RANK THIS WEEK,GIR_Percentage_-_125-150_yards_RANK LAST WEEK,GIR_Percentage_-_125-150_yards_PLAYER NAME,GIR_Percentage_-_125-150_yards_ROUNDS,GIR_Percentage_-_125-150_yards_%,GIR_Percentage_-_125-150_yards_GREENS HIT,GIR_Percentage_-_125-150_yards_TOTAL HOLES,GIR_Percentage_-_125-150_yards_RELATIVE TO PAR
0,1,1,Hunter Mahan,67,80.43,148,184,-0.16
1,2,2,Billy Horschel,86,79.69,208,261,-0.19
2,3,3,Kyle Stanley,93,78.9,172,218,-0.19
3,4,4,Chris Kirk,108,78.5,241,307,-0.23
4,5,5,Ryan Moore,78,78.08,171,219,-0.26
5,6,6,Matt Kuchar,88,77.89,148,190,-0.22
6,7,7,Brett Stegmaier,67,77.71,129,166,-0.18
7,8,8,Blayne Barber,69,77.39,154,199,-0.23
8,9,9,Emiliano Grillo,94,77.25,180,233,-0.31
9,10,10,Rafa Cabrera Bello,75,76.92,110,143,-0.27
10,11,11,Tyrrell Hatton,58,76.67,92,120,-0.28
11,12,12,Zach Johnson,94,76.65,174,227,-0.28
12,13,13,Ryan Armour,109,76.64,233,304,-0.21
13,14,14,Gary Woodland,96,76.62,177,231,-0.28
14,15,15,Charles Howell III,104,76.38,207,271,-0.19
15,16,16,Tyler Duncan,97,76.11,223,293,-0.24
16,17,17,J.J. Spaun,85,75.98,174,229,-0.26
17,18,18,Rickie Fowler,74,75.94,142,187,-0.2
18,19,19,David Hearn,66,75.86,132,174,-0.22
19,20,20,Sam Ryder,82,75.81,163,215,-0.15
20,T21,T21,Hideki Matsuyama,75,75.77,147,194,-0.25
21,T21,T21,Tiger Woods,68,75.77,147,194,-0.32
22,23,23,Patrick Cantlay,87,75.7,162,214,-0.19
23,24,24,Stewart Cink,87,75.66,171,226,-0.21
24,25,25,Chez Reavie,93,75.51,148,196,-0.27
25,26,26,Nicholas Lindheim,77,75.41,138,183,-0.22
26,27,27,Russell Knox,94,75.39,193,256,-0.23
27,28,28,J.J. Henry,81,75.33,171,227,-0.23
28,29,29,Tony Finau,105,75.25,228,303,-0.22
29,T30,T30,Bryson DeChambeau,93,75.19,203,270,-0.22
30,T30,T30,Brian Stuard,103,75.19,200,266,-0.24
31,32,32,Tyrone Van Aswegen,101,75.18,206,274,-0.18
32,33,33,Cameron Tringale,67,75.16,118,157,-0.14
33,T34,T34,Daniel Berger,81,75.0,129,172,-0.26
34,T34,T34,Henrik Stenson,60,75.0,99,132,-0.21
35,36,36,Justin Rose,70,74.73,136,182,-0.27
36,37,37,Johnson Wagner,75,74.71,130,174,-0.17
37,38,38,Conrad Shindler,60,74.68,118,158,-0.18
38,39,39,Ryan Blaum,81,74.65,159,213,-0.21
39,40,40,Peter Uihlein,83,74.63,150,201,-0.08
40,41,41,Robert Streb,78,74.44,134,180,-0.25
41,42,42,Steve Wheatcroft,60,74.39,122,164,-0.2
42,43,43,Scott Piercy,84,74.38,151,203,-0.22
43,44,44,Lanto Griffin,80,74.36,145,195,-0.21
44,45,45,Jordan Spieth,81,74.29,156,210,-0.26
45,46,46,Zecheng Dou,53,74.19,92,124,-0.15
46,47,47,Kevin Streelman,94,73.98,182,246,-0.16
47,48,48,Matt Jones,70,73.91,119,161,-0.2
48,49,49,Alex Noren,67,73.89,116,157,-0.17
49,50,50,Corey Conners,97,73.8,200,271,-0.17
50,51,51,Patton Kizzire,92,73.79,183,248,-0.24
51,52,52,Adam Hadwin,92,73.74,146,198,-0.23
52,53,53,Charley Hoffman,87,73.71,171,232,-0.21
53,54,54,Pat Perez,82,73.65,109,148,-0.27
54,55,55,Chad Campbell,87,73.56,153,208,-0.18
55,56,56,Brice Garnett,99,73.49,183,249,-0.14
56,57,57,Scott Stallings,96,73.48,205,279,-0.19
57,58,58,Sean O'Hair,67,73.45,130,177,-0.18
58,T59,T59,Chesson Hadley,103,73.36,212,289,-0.23
59,T59,T59,Jimmy Walker,81,73.36,157,214,-0.23
60,61,61,John Huh,94,73.31,184,251,-0.27
61,T62,T62,Paul Casey,74,73.08,114,156,-0.25
62,T62,T62,Keith Mitchell,99,73.08,209,286,-0.21
63,T62,T62,Michael Thompson,62,73.08,133,182,-0.18
64,65,65,Nick Taylor,94,73.04,168,230,-0.21
65,66,66,Webb Simpson,95,72.8,190,261,-0.26
66,67,67,Bubba Watson,90,72.77,155,213,-0.19
67,T68,T68,Phil Mickelson,90,72.73,160,220,-0.26
68,T68,T68,Hudson Swafford,73,72.73,120,165,-0.08
69,70,70,Xander Schauffele,96,72.69,173,238,-0.22
70,71,71,Trey Mullinax,75,72.63,138,190,-0.21
71,72,72,Jon Rahm,71,72.61,114,157,-0.15
