,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
30,T31,T31,Tony Finau,105,"65' 0""",4290.083,66,-15
31,T31,T31,Chesson Hadley,103,"65' 0""",2861.333,44,-4
32,33,33,Wesley Bryan,69,"65' 2""",2931.167,45,+11
33,34,34,J.B. Holmes,77,"65' 4""",2091.0,32,-5
34,35,35,Ben Crane,65,"65' 8""",1905.0,29,+5
35,T36,T36,Rickie Fowler,74,"65' 9""",2565.083,39,-5
36,T36,T36,Nate Lashley,51,"65' 9""",1249.333,19,-7
37,T38,T38,Ryan Armour,109,"66' 3""",2450.167,37,-2
38,T38,T38,Troy Merritt,89,"66' 3""",3180.417,48,-10
39,40,40,Jonas Blixt,67,"66' 5""",2390.917,36,-6
40,41,41,Andrew Yun,51,"66' 7""",1664.25,25,+7
41,T42,T42,Tommy Fleetwood,73,"66' 8""",1800.0,27,-2
42,T42,T42,David Lingmerth,82,"66' 8""",2267.25,34,-2
43,44,44,Aaron Baddeley,84,"66' 10""",3007.0,45,-7
44,45,45,D.A. Points,63,"66' 11""",2410.417,36,-6
45,46,46,Russell Knox,94,"67' 2""",1813.5,27,-5
46,47,47,Kevin Na,91,"67' 3""",3094.833,46,+5
47,T48,T48,Paul Casey,74,"67' 5""",1820.0,27,-5
48,T48,T48,Patton Kizzire,92,"67' 5""",3235.75,48,-7
49,50,50,Ethan Tracy,72,"67' 7""",1554.5,23,+3
50,51,51,Roberto Díaz,72,"67' 8""",2164.5,32,+1
51,T52,T52,Matt Jones,70,"67' 9""",1895.8329999999999,28,+8
52,T52,T52,Michael Kim,74,"67' 9""",2845.75,42,-1
53,T52,T52,Brandt Snedeker,84,"67' 9""",2372.333,35,-3
54,55,55,Kevin Streelman,94,"67' 10""",2035.4170000000001,30,-5
55,56,56,Martin Flores,92,"68' 0""",3197.583,47,-6
56,T57,T57,Derek Fathauer,84,"68' 1""",3675.417,54,-1
57,T57,T57,Retief Goosen,60,"68' 1""",2041.5829999999999,30,-1
58,T57,T57,Tom Hoge,101,"68' 1""",3471.417,51,-6
59,T60,T60,Ryan Moore,78,"68' 2""",2318.583,34,-3
60,T60,T60,Charl Schwartzel,65,"68' 2""",1841.1670000000001,27,+1
61,62,62,Adam Hadwin,92,"68' 3""",2046.3329999999999,30,-3
62,63,63,Alex Noren,67,"68' 5""",2737.417,40,-6
63,T64,T64,Chris Kirk,108,"68' 6""",3834.5,56,-4
64,T64,T64,Denny McCarthy,71,"68' 6""",1986.1670000000001,29,-5
65,T64,T64,Rod Pampling,62,"68' 6""",2054.0,30,E
66,T67,T67,Chad Campbell,87,"68' 9""",2338.167,34,-2
67,T67,T67,Nicholas Lindheim,77,"68' 9""",2407.083,35,-2
68,69,69,Seamus Power,86,"68' 11""",3170.083,46,-3
69,70,70,Ollie Schniederjans,91,"69' 2""",3735.75,54,+1
70,T71,T71,Martin Laird,73,"69' 7""",2436.833,35,-5
71,T71,T71,Gary Woodland,96,"69' 7""",2156.75,31,-5
72,73,73,Matt Atkins,56,"69' 8""",1741.5,25,-5
73,T74,T74,Chris Stroud,81,"69' 9""",2860.583,41,-3
74,T74,T74,Nick Watney,94,"69' 9""",2789.5,40,-15
75,76,76,Tyrone Van Aswegen,101,"69' 10""",3563.333,51,-5
76,T77,T77,Whee Kim,93,"69' 11""",3217.5,46,+2
77,T77,T77,Tiger Woods,68,"69' 11""",2166.25,31,-5
78,79,79,J.T. Poston,73,"70' 3""",2389.0,34,+2
79,80,80,Byeong Hun An,86,"70' 4""",2533.333,36,-4
80,81,81,Kyle Thompson,50,"70' 5""",1408.1670000000001,20,+1
81,82,82,Robert Streb,78,"70' 6""",3313.917,47,+4
82,T83,T83,Jamie Lovemark,92,"70' 7""",3389.333,48,-11
83,T83,T83,Michael Thompson,62,"70' 7""",1765.4170000000001,25,-5
84,T85,T85,Brice Garnett,99,"70' 8""",2403.917,34,-1
85,T85,T85,Hudson Swafford,73,"70' 8""",1413.75,20,-7
86,T87,T87,Rob Oppenheim,74,"70' 9""",2689.917,38,+5
87,T87,T87,Peter Uihlein,83,"70' 9""",2759.0,39,-7
88,T89,T89,Corey Conners,97,"70' 10""",2620.0,37,E
89,T89,T89,Matt Kuchar,88,"70' 10""",2266.0,32,E
90,91,91,Ricky Barnes,65,"70' 11""",3758.583,53,-17
91,92,92,Harold Varner III,91,"71' 0""",3265.5,46,-9
92,93,93,Andrew Landry,82,"71' 1""",2132.667,30,+7
93,94,94,Sean O'Hair,67,"71' 2""",2705.75,38,E
94,95,95,Kevin Kisner,89,"71' 3""",1639.5,23,E
95,T96,T96,Daniel Berger,81,"71' 4""",2712.083,38,-7
96,T96,T96,Tom Lovelady,87,"71' 4""",3782.417,53,-12
97,98,98,Stewart Cink,87,"71' 5""",1999.5,28,-7
98,99,99,Graeme McDowell,67,"71' 6""",2145.417,30,-4
99,T100,T100,Joel Dahmen,93,"71' 7""",2363.25,33,-10
100,T100,T100,David Hearn,66,"71' 7""",2003.8329999999999,28,E
101,T102,T102,Stephan Jaeger,81,"71' 8""",3226.583,45,-12
102,T102,T102,Brian Stuard,103,"71' 8""",2221.833,31,+8
103,104,104,Johnson Wagner,75,"71' 10""",2226.667,31,-4
104,105,105,Brooks Koepka,64,"71' 11""",2589.75,36,-10
105,106,106,Charley Hoffman,87,"72' 0""",3094.417,43,-12
106,T107,T107,Phil Mickelson,90,"72' 1""",3170.083,44,-11
107,T107,T107,Jonathan Randolph,71,"72' 1""",2595.75,36,-2
108,T107,T107,Scott Stallings,96,"72' 1""",2883.833,40,-2
109,110,110,Jon Rahm,71,"72' 6""",1812.0,25,-5
110,T111,T111,James Hahn,85,"72' 7""",2832.25,39,-6
111,T111,T111,Shawn Stefani,76,"72' 7""",3557.25,49,-8
112,113,113,John Huh,94,"72' 10""",3057.333,42,-1
113,114,114,Lanto Griffin,80,"73' 2""",3951.417,54,-5
114,115,115,Bill Haas,76,"73' 3""",3001.667,41,-7
115,T116,T116,Ryan Blaum,81,"73' 7""",2869.833,39,+3
116,T116,T116,Justin Thomas,91,"73' 7""",3309.583,45,-20
117,T118,T118,Dominic Bozzelli,65,"73' 9""",2433.0,33,-12
118,T118,T118,Cameron Smith,85,"73' 9""",2728.333,37,-8
119,T120,T120,Russell Henley,77,"73' 10""",2216.167,30,+4
120,T120,T120,Ben Martin,64,"73' 10""",2879.917,39,-1
121,T120,T120,Richy Werenski,98,"73' 10""",2435.75,33,-5
122,123,123,Branden Grace,67,"74' 0""",2590.083,35,-1
123,124,124,Patrick Reed,94,"74' 2""",4154.333,56,-9
124,T125,T125,Kiradech Aphibarnrat,51,"74' 3""",965.5,13,-2
125,T125,T125,Louis Oosthuizen,62,"74' 3""",965.5830000000001,13,+1
126,127,127,Aaron Wise,90,"74' 6""",2681.75,36,-5
127,128,128,Billy Horschel,86,"74' 7""",2460.667,33,-3
128,T129,T129,Brian Harman,94,"74' 8""",1718.0,23,+2
129,T129,T129,Vaughn Taylor,83,"74' 8""",2464.583,33,+2
130,131,131,Kyle Stanley,93,"74' 9""",2390.917,32,+3
131,132,132,Lucas Glover,65,"75' 0""",1950.9170000000001,26,-9
132,133,133,Conrad Shindler,60,"75' 2""",1202.917,16,+1
133,134,134,Rafa Cabrera Bello,75,"75' 3""",2183.417,29,+2
134,135,135,Rory Sabbatini,91,"75' 4""",2788.417,37,-1
135,136,136,Jim Furyk,50,"75' 6""",1435.0829999999999,19,+3
136,137,137,Danny Lee,88,"75' 8""",3025.25,40,-3
137,138,138,Marc Leishman,93,"75' 9""",2727.5,36,-7
138,T139,T139,Webb Simpson,95,"75' 11""",4250.25,56,-4
139,T139,T139,Steve Wheatcroft,60,"75' 11""",1898.75,25,+1
140,141,141,Beau Hossler,104,"76' 1""",2739.917,36,-6
141,142,142,Jonathan Byrd,70,"76' 2""",2665.167,35,-4
142,143,143,Brendan Steele,74,"76' 4""",1985.3329999999999,26,-1
143,144,144,Scott Brown,102,"76' 5""",4280.167,56,-6
144,T145,T145,Zac Blair,64,"76' 11""",2615.167,34,+7
145,T145,T145,Patrick Cantlay,87,"76' 11""",3383.833,44,-8
146,147,147,Jhonattan Vegas,92,"77' 3""",4170.833,54,-4
147,148,148,Cody Gribble,71,"77' 4""",3787.667,49,+3
148,T149,T149,Talor Gooch,78,"77' 6""",3798.667,49,E
149,T149,T149,Rory McIlroy,64,"77' 6""",2093.083,27,-6
150,151,151,Sam Ryder,82,"77' 7""",2791.583,36,-1
151,152,152,Alex Cejka,77,"77' 8""",1553.5829999999999,20,-5
152,T153,T153,Jason Kokrak,99,"77' 9""",4353.083,56,-15
153,T153,T153,Shane Lowry,64,"77' 9""",1709.6670000000001,22,E
154,T153,T153,Adam Schenk,86,"77' 9""",3499.0,45,-2
155,T156,T156,Robert Garrigus,80,"77' 11""",4598.0,59,-9
156,T156,T156,Daniel Summerhays,51,"77' 11""",2570.5,33,E
157,158,158,Grayson Murray,72,"78' 0""",2729.75,35,-8
158,T159,T159,Fabián Gómez,88,"78' 6""",2748.917,35,-6
159,T159,T159,Martin Piller,79,"78' 6""",3453.833,44,+4
160,T161,T161,Tyler Duncan,97,"78' 8""",2987.917,38,E
161,T161,T161,Satoshi Kodaira,51,"78' 8""",1573.25,20,+6
162,T163,T163,Matt Every,79,"78' 10""",3940.333,50,E
163,T163,T163,William McGirt,84,"78' 10""",3782.75,48,-6
164,165,165,Billy Hurley III,70,"78' 11""",2999.083,38,+13
165,T166,T166,Bronson Burgoon,69,"79' 2""",2771.167,35,+2
166,T166,T166,Brandon Harkins,101,"79' 2""",4512.167,57,-8
167,168,168,Anirban Lahiri,82,"79' 3""",3485.417,44,+6
168,169,169,J.J. Spaun,85,"79' 8""",2947.667,37,-5
169,T170,T170,Brian Gay,103,"79' 9""",2871.833,36,+6
170,T170,T170,Cameron Tringale,67,"79' 9""",3189.5,40,+6
171,172,172,Jason Day,75,"79' 11""",1758.9170000000001,22,+1
172,173,173,Henrik Stenson,60,"80' 0""",1439.5,18,-3
173,174,174,Patrick Rodgers,97,"80' 1""",2883.333,36,+2
174,175,175,Bud Cauley,55,"80' 6""",2255.083,28,E
175,176,176,Cameron Percy,56,"80' 7""",1530.3329999999999,19,+1
176,177,177,Mackenzie Hughes,80,"80' 9""",2827.0,35,-4
177,178,178,Si Woo Kim,108,"81' 2""",3734.25,46,-6
178,179,179,Harris English,84,"81' 5""",3665.333,45,-8
179,T180,T180,Keith Mitchell,99,"82' 0""",3688.333,45,-7
180,T180,T180,Andrew Putnam,97,"82' 0""",5249.9169999999995,64,E
181,T180,T180,Ben Silverman,90,"82' 0""",3363.667,41,+2
182,183,183,J.J. Henry,81,"82' 2""",2628.917,32,-1
183,184,184,Sam Saunders,80,"82' 9""",3228.167,39,-1
184,185,185,Sung Kang,89,"82' 10""",3892.417,47,-6
185,186,186,Hunter Mahan,67,"83' 1""",2741.167,33,+5
186,187,187,Peter Malnati,87,"83' 6""",3006.75,36,-2
187,188,188,Abraham Ancer,98,"84' 3""",3705.167,44,+10
188,189,189,Zach Johnson,94,"85' 0""",2379.0,28,-1
189,190,190,Nick Taylor,94,"85' 1""",3659.5,43,-6
190,191,191,Emiliano Grillo,94,"85' 7""",2994.0,35,-2
191,192,192,Xinjun Zhang,81,"86' 8""",3119.333,36,+6
192,193,193,Greg Chalmers,56,"87' 0""",2521.917,29,+2
