,Approach_200-225_yards_RTP_RANK THIS WEEK,Approach_200-225_yards_RTP_RANK LAST WEEK,Approach_200-225_yards_RTP_PLAYER NAME,Approach_200-225_yards_RTP_ROUNDS,Approach_200-225_yards_RTP_AVG RTP
0,1,1,Dustin Johnson,77,-.223
1,T2,T2,Bronson Burgoon,69,-.212
2,T2,T2,Jon Rahm,71,-.212
3,4,4,Harold Varner III,91,-.200
4,T5,T5,Tommy Fleetwood,73,-.178
5,T5,T5,Billy Horschel,86,-.178
6,T5,T5,Jhonattan Vegas,92,-.178
7,T8,T8,Rory McIlroy,64,-.159
8,T8,T8,J.T. Poston,73,-.159
9,10,10,Dominic Bozzelli,65,-.157
10,11,11,Brooks Koepka,64,-.149
11,12,12,Jason Day,75,-.146
12,13,13,Jason Kokrak,99,-.137
13,T14,T14,Tom Lovelady,87,-.134
14,T14,T14,Xander Schauffele,96,-.134
15,T14,T14,Gary Woodland,96,-.134
16,17,17,Stewart Cink,87,-.119
17,T18,T18,Branden Grace,67,-.118
18,T18,T18,Chesson Hadley,103,-.118
19,20,20,Phil Mickelson,90,-.117
20,21,21,Bud Cauley,55,-.115
21,22,22,Brandon Harkins,101,-.114
22,23,23,Sam Saunders,80,-.113
23,24,24,Byeong Hun An,86,-.112
24,25,25,Adam Scott,78,-.109
25,26,26,Sam Ryder,82,-.107
26,27,27,Nate Lashley,51,-.100
27,28,28,J.B. Holmes,77,-.099
28,29,29,Justin Thomas,91,-.095
29,30,30,Keith Mitchell,99,-.093
30,T31,T31,Corey Conners,97,-.092
31,T31,T31,Whee Kim,93,-.092
32,T31,T31,Brett Stegmaier,67,-.092
33,34,34,Martin Flores,92,-.091
34,35,35,Bryson DeChambeau,93,-.090
35,T36,T36,Robert Garrigus,80,-.084
36,T36,T36,Chez Reavie,93,-.084
37,T36,T36,Webb Simpson,95,-.084
38,39,39,Scott Stallings,96,-.081
39,T40,T40,Paul Casey,74,-.080
40,T40,T40,Cameron Percy,56,-.080
41,42,42,Blayne Barber,69,-.077
42,43,43,Hideki Matsuyama,75,-.076
43,44,44,Cameron Smith,85,-.074
44,45,45,Brian Gay,103,-.070
45,46,46,Ryan Moore,78,-.069
46,47,47,Nick Watney,94,-.064
47,48,48,Seamus Power,86,-.063
48,49,49,Kevin Na,91,-.057
49,50,50,Vaughn Taylor,83,-.055
50,51,51,Ollie Schniederjans,91,-.054
51,52,52,Beau Hossler,104,-.052
52,53,53,Si Woo Kim,108,-.051
53,54,54,Brandt Snedeker,84,-.047
54,55,55,Patrick Cantlay,87,-.046
55,T56,T56,Rickie Fowler,74,-.045
56,T56,T56,Patrick Rodgers,97,-.045
57,58,58,Rob Oppenheim,74,-.043
58,59,59,Ben Silverman,90,-.042
59,60,60,Harris English,84,-.040
