,Approaches_from_50-75_yards_Rgh_RANK THIS WEEK,Approaches_from_50-75_yards_Rgh_RANK LAST WEEK,Approaches_from_50-75_yards_Rgh_PLAYER NAME,Approaches_from_50-75_yards_Rgh_ROUNDS,Approaches_from_50-75_yards_Rgh_AVG,Approaches_from_50-75_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_50-75_yards_Rgh_# OF ATTEMPTS,Approaches_from_50-75_yards_Rgh_RELATIVE TO PAR
0,1,1,Ryan Moore,78,"7' 6""",29.916999999999998,4,-1
1,2,2,Dominic Bozzelli,65,"7' 10""",39.25,5,E
2,3,3,J.J. Henry,81,"12' 2""",24.25,2,-1
3,4,4,Rod Pampling,62,"14' 2""",70.75,5,+2
4,5,5,Tyrrell Hatton,58,"14' 8""",117.417,8,-1
5,6,6,Chad Campbell,87,"14' 9""",73.667,5,+1
6,7,7,Bryson DeChambeau,93,"14' 11""",194.167,13,+1
7,8,8,Adam Scott,78,"15' 11""",95.25,6,-2
8,9,9,James Hahn,85,"16' 3""",146.167,9,+3
9,T10,T10,Ryan Armour,109,"16' 4""",114.083,7,E
10,T10,T10,Ben Crane,65,"16' 4""",97.75,6,E
11,T10,T10,Scott Stallings,96,"16' 4""",163.333,10,+2
12,13,13,D.A. Points,63,"16' 5""",114.917,7,+2
13,14,14,Brice Garnett,99,"16' 6""",148.417,9,+1
14,15,15,Austin Cook,107,"16' 7""",232.583,14,+2
15,16,16,Robert Streb,78,"16' 10""",168.0,10,+3
16,T17,T17,Stewart Cink,87,"16' 11""",101.333,6,E
17,T17,T17,C.T. Pan,104,"16' 11""",135.25,8,E
18,19,19,Rory Sabbatini,91,"17' 0""",221.417,13,-3
19,T20,T20,Paul Casey,74,"17' 3""",155.25,9,E
20,T20,T20,Si Woo Kim,108,"17' 3""",103.667,6,+2
21,22,22,David Hearn,66,"17' 6""",87.667,5,+4
22,23,23,Russell Henley,77,"17' 7""",87.75,5,+2
23,24,24,Andrew Landry,82,"17' 8""",158.833,9,+4
24,25,25,Keegan Bradley,98,"18' 0""",180.167,10,-1
25,26,26,Jonathan Randolph,71,"18' 4""",183.167,10,+5
26,27,27,Ryan Blaum,81,"18' 5""",221.0,12,E
27,28,28,Nicholas Lindheim,77,"18' 9""",187.083,10,+2
28,29,29,Ben Silverman,90,"18' 10""",169.417,9,E
29,T30,T30,Russell Knox,94,"19' 0""",95.0,5,E
30,T30,T30,Marc Leishman,93,"19' 0""",342.0,18,+4
31,T30,T30,Kyle Thompson,50,"19' 0""",75.917,4,E
32,T33,T33,Jim Furyk,50,"19' 1""",57.333,3,E
33,T33,T33,Henrik Stenson,60,"19' 1""",76.333,4,E
34,T35,T35,Keith Mitchell,99,"19' 7""",352.667,18,-3
35,T35,T35,"Ted Potter, Jr.",87,"19' 7""",254.25,13,-1
36,T37,T37,Zecheng Dou,53,"20' 2""",201.583,10,-1
37,T37,T37,Alex Noren,67,"20' 2""",202.0,10,+1
38,T37,T37,Justin Thomas,91,"20' 2""",181.25,9,-2
39,40,40,Matt Kuchar,88,"20' 6""",204.917,10,-1
40,T41,T41,Brian Gay,103,"20' 7""",205.667,10,+5
41,T41,T41,Billy Horschel,86,"20' 7""",144.167,7,-1
42,T43,T43,Tommy Fleetwood,73,"20' 9""",166.25,8,-2
43,T43,T43,John Huh,94,"20' 9""",352.25,17,+3
44,45,45,Justin Rose,70,"20' 10""",125.0,6,-2
45,46,46,Rory McIlroy,64,"20' 11""",146.417,7,+1
46,47,47,Webb Simpson,95,"21' 0""",167.667,8,+3
47,48,48,Nick Watney,94,"21' 1""",147.333,7,+3
48,T49,T49,Bud Cauley,55,"21' 2""",211.333,10,E
49,T49,T49,Bubba Watson,90,"21' 2""",466.25,22,-2
50,51,51,Brendan Steele,74,"21' 3""",255.25,12,E
51,52,52,Sean O'Hair,67,"21' 7""",194.333,9,+1
52,T53,T53,Joel Dahmen,93,"21' 8""",173.167,8,-1
53,T53,T53,Matt Jones,70,"21' 8""",130.0,6,+1
54,T53,T53,Grayson Murray,72,"21' 8""",238.0,11,+3
55,56,56,Jamie Lovemark,92,"21' 10""",437.417,20,-1
56,T57,T57,Jonas Blixt,67,"22' 2""",111.0,5,-2
57,T57,T57,Tom Lovelady,87,"22' 2""",376.833,17,-6
58,59,59,Beau Hossler,104,"22' 5""",336.75,15,+6
59,60,60,Sam Ryder,82,"22' 6""",179.75,8,+3
60,61,61,Stephan Jaeger,81,"22' 9""",250.583,11,+1
61,T62,T62,Zac Blair,64,"23' 0""",92.0,4,+1
62,T62,T62,Jon Rahm,71,"23' 0""",184.167,8,+5
63,T62,T62,Brett Stegmaier,67,"23' 0""",184.0,8,+1
64,65,65,Tiger Woods,68,"23' 1""",184.75,8,+5
65,T66,T66,Kiradech Aphibarnrat,51,"23' 2""",139.167,6,+3
66,T66,T66,Martin Laird,73,"23' 2""",254.833,11,E
67,T68,T68,Vaughn Taylor,83,"23' 3""",162.75,7,+4
68,T68,T68,Cameron Tringale,67,"23' 3""",139.5,6,+4
69,T70,T70,Matt Every,79,"23' 5""",140.5,6,+3
70,T70,T70,Trey Mullinax,75,"23' 5""",422.0,18,-1
71,T70,T70,Martin Piller,79,"23' 5""",210.917,9,+6
72,73,73,Kevin Na,91,"23' 6""",305.66700000000003,13,+5
73,74,74,Tom Hoge,101,"23' 7""",212.5,9,+1
74,75,75,Nate Lashley,51,"23' 9""",118.917,5,+3
75,76,76,Jason Dufner,71,"23' 10""",238.333,10,E
76,T77,T77,Phil Mickelson,90,"23' 11""",430.583,18,+4
77,T77,T77,Brian Stuard,103,"23' 11""",191.417,8,+2
78,79,79,Roberto Díaz,72,"24' 0""",360.0,15,+8
79,80,80,Alex Cejka,77,"24' 1""",168.5,7,E
80,T81,T81,Martin Flores,92,"24' 2""",241.917,10,+3
81,T81,T81,David Lingmerth,82,"24' 2""",193.417,8,+4
82,T81,T81,Seamus Power,86,"24' 2""",361.917,15,+2
83,T84,T84,Aaron Baddeley,84,"24' 3""",339.25,14,+7
84,T84,T84,Adam Schenk,86,"24' 3""",169.75,7,E
85,T86,T86,Luke List,98,"24' 4""",218.75,9,+1
86,T86,T86,Tyrone Van Aswegen,101,"24' 4""",341.167,14,E
87,T88,T88,Jason Kokrak,99,"24' 6""",392.583,16,+1
88,T88,T88,Kelly Kraft,94,"24' 6""",146.833,6,+3
89,90,90,Aaron Wise,90,"24' 7""",368.75,15,+3
90,T91,T91,Tyler Duncan,97,"24' 8""",172.5,7,+5
91,T91,T91,Retief Goosen,60,"24' 8""",74.0,3,+1
92,T91,T91,Peter Malnati,87,"24' 8""",246.5,10,+2
93,T94,T94,Brooks Koepka,64,"24' 9""",396.583,16,E
94,T94,T94,Scott Piercy,84,"24' 9""",247.083,10,+1
95,T96,T96,J.B. Holmes,77,"24' 10""",273.25,11,+4
96,T96,T96,Sung Kang,89,"24' 10""",99.167,4,+9
97,T96,T96,Andrew Putnam,97,"24' 10""",298.41700000000003,12,+1
98,T96,T96,Jhonattan Vegas,92,"24' 10""",372.75,15,+4
99,100,100,Johnson Wagner,75,"24' 11""",224.083,9,-1
100,T101,T101,Anirban Lahiri,82,"25' 1""",426.0,17,+7
101,T101,T101,William McGirt,84,"25' 1""",250.667,10,+2
102,T103,T103,Troy Merritt,89,"25' 3""",177.0,7,-1
103,T103,T103,Kevin Tway,110,"25' 3""",479.833,19,+6
104,105,105,Tony Finau,105,"25' 4""",278.25,11,-2
105,T106,T106,Danny Lee,88,"25' 5""",254.083,10,+2
106,T106,T106,Louis Oosthuizen,62,"25' 5""",203.167,8,E
107,108,108,Jason Day,75,"25' 6""",254.833,10,-1
108,T109,T109,Corey Conners,97,"25' 7""",332.833,13,+1
109,T109,T109,Charles Howell III,104,"25' 7""",230.167,9,+1
110,T111,T111,Satoshi Kodaira,51,"25' 8""",231.0,9,E
111,T111,T111,Ollie Schniederjans,91,"25' 8""",333.5,13,+1
112,113,113,Ethan Tracy,72,"25' 11""",233.25,9,+2
113,114,114,Scott Brown,102,"26' 2""",340.333,13,+6
114,115,115,Bronson Burgoon,69,"26' 3""",236.5,9,+4
115,T116,T116,Abraham Ancer,98,"26' 6""",371.0,14,-6
116,T116,T116,Rob Oppenheim,74,"26' 6""",132.583,5,+1
117,T116,T116,Richy Werenski,98,"26' 6""",212.25,8,+2
118,119,119,Pat Perez,82,"26' 7""",265.83299999999997,10,E
119,T120,T120,Conrad Shindler,60,"26' 8""",133.333,5,E
120,T120,T120,Michael Thompson,62,"26' 8""",133.333,5,-1
121,122,122,Xander Schauffele,96,"26' 10""",402.0,15,+1
