,GIR_Percentage_-__100_yards_RANK THIS WEEK,GIR_Percentage_-__100_yards_RANK LAST WEEK,GIR_Percentage_-__100_yards_PLAYER NAME,GIR_Percentage_-__100_yards_ROUNDS,GIR_Percentage_-__100_yards_%,GIR_Percentage_-__100_yards_GREENS HIT,GIR_Percentage_-__100_yards_TOTAL HOLES,GIR_Percentage_-__100_yards_RELATIVE TO PAR
0,1,1,Brett Stegmaier,67,91.98,149,162,-0.55
1,2,2,J.J. Henry,81,91.76,156,170,-0.5
2,T3,T3,Richy Werenski,98,91.28,199,218,-0.58
3,T3,T3,Tiger Woods,68,91.28,157,172,-0.61
4,5,5,James Hahn,85,90.99,212,233,-0.54
5,6,6,Russell Knox,94,90.69,185,204,-0.46
6,7,7,David Hearn,66,90.68,107,118,-0.56
7,8,8,Alex Noren,67,90.57,144,159,-0.57
8,9,9,Gary Woodland,96,90.44,227,251,-0.61
9,10,10,Nate Lashley,51,90.4,113,125,-0.46
10,11,11,Francesco Molinari,73,90.32,196,217,-0.5
11,12,12,Henrik Stenson,60,90.28,130,144,-0.56
12,13,13,Hudson Swafford,73,90.0,171,190,-0.58
13,14,14,Bryson DeChambeau,93,89.89,249,277,-0.65
14,15,15,Tommy Fleetwood,73,89.64,173,193,-0.65
15,16,16,Adam Schenk,86,89.36,210,235,-0.51
16,17,17,Tyler Duncan,97,89.34,218,244,-0.55
17,18,18,Corey Conners,97,89.29,225,252,-0.5
18,19,19,Tony Finau,105,89.18,272,305,-0.61
19,20,20,Ben Crane,65,89.15,115,129,-0.57
20,21,21,Justin Thomas,91,89.02,235,264,-0.69
21,22,22,Robert Streb,78,88.55,147,166,-0.54
22,23,23,Jordan Spieth,81,88.46,230,260,-0.55
23,24,24,Emiliano Grillo,94,88.43,214,242,-0.5
24,25,25,Rickie Fowler,74,88.3,166,188,-0.6
25,26,26,Shane Lowry,64,88.17,149,169,-0.5
26,27,27,Webb Simpson,95,88.16,201,228,-0.61
27,28,28,Chad Campbell,87,88.07,155,176,-0.52
