,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
33,T34,T34,Andrew Landry,82,"41' 8""",152,6338.4169999999995,+15.00
34,T34,T34,Scott Stallings,96,"41' 8""",179,7456.1669999999995,+4.00
35,36,36,Jonas Blixt,67,"41' 11""",107,4489.0,E
36,37,37,Jimmy Walker,81,"42' 0""",149,6263.0830000000005,+8.00
37,38,38,Steve Wheatcroft,60,"42' 2""",84,3542.667,+16.00
38,T39,T39,Keegan Bradley,98,"42' 4""",103,4364.417,+2.00
39,T39,T39,Chad Campbell,87,"42' 4""",113,4779.5,+10.00
40,41,41,Austin Cook,107,"42' 5""",136,5768.9169999999995,+27.00
41,42,42,Abraham Ancer,98,"42' 6""",179,7608.1669999999995,+17.00
42,43,43,Sam Saunders,80,"42' 7""",140,5961.0,+16.00
43,44,44,Charles Howell III,104,"42' 8""",135,5765.3330000000005,+8.00
44,45,45,Hudson Swafford,73,"42' 9""",77,3290.0,+3.00
45,46,46,David Hearn,66,"42' 10""",88,3772.0,+13.00
46,T47,T47,Fabián Gómez,88,"42' 11""",118,5068.25,+11.00
47,T47,T47,Patton Kizzire,92,"42' 11""",163,6991.4169999999995,+13.00
48,T47,T47,Scott Piercy,84,"42' 11""",154,6609.4169999999995,+12.00
49,T50,T50,Blayne Barber,69,"43' 0""",86,3699.667,+8.00
50,T50,T50,Chez Reavie,93,"43' 0""",74,3182.667,+9.00
51,T52,T52,Roberto Díaz,72,"43' 1""",113,4871.083,+26.00
52,T52,T52,Seamus Power,86,"43' 1""",134,5773.1669999999995,+12.00
53,T54,T54,Kevin Kisner,89,"43' 2""",99,4271.167,+11.00
54,T54,T54,Tom Lovelady,87,"43' 2""",189,8157.6669999999995,+24.00
55,T54,T54,Charl Schwartzel,65,"43' 2""",77,3324.333,+9.00
56,T57,T57,Jason Kokrak,99,"43' 4""",205,8887.25,-2.00
57,T57,T57,Sean O'Hair,67,"43' 4""",119,5161.417,+11.00
58,T59,T59,J.J. Henry,81,"43' 5""",97,4208.167,+3.00
59,T59,T59,Tom Hoge,101,"43' 5""",146,6338.0,+13.00
60,T59,T59,Martin Laird,73,"43' 5""",134,5819.8330000000005,+8.00
61,T59,T59,Francesco Molinari,73,"43' 5""",97,4213.167,+15.00
62,T63,T63,Adam Hadwin,92,"43' 6""",110,4787.083,+4.00
63,T63,T63,Ryan Palmer,69,"43' 6""",110,4782.667,+3.00
64,T65,T65,Chris Kirk,108,"43' 7""",152,6626.4169999999995,+10.00
65,T65,T65,Cameron Percy,56,"43' 7""",75,3266.083,+9.00
66,67,67,Kevin Chappell,77,"43' 8""",87,3801.75,+12.00
67,68,68,Lanto Griffin,80,"43' 9""",145,6338.9169999999995,-1.00
68,69,69,Ollie Schniederjans,91,"43' 10""",168,7357.4169999999995,+23.00
69,70,70,Ryan Moore,78,"44' 0""",110,4836.083,+4.00
70,71,71,Bronson Burgoon,69,"44' 1""",117,5161.917,+18.00
71,T72,T72,Zach Johnson,94,"44' 3""",101,4465.333,+7.00
72,T72,T72,C.T. Pan,104,"44' 3""",125,5528.1669999999995,+17.00
73,T74,T74,Ricky Barnes,65,"44' 5""",124,5506.5,+2.00
74,T74,T74,Matt Every,79,"44' 5""",111,4933.417,+14.00
75,T74,T74,Jamie Lovemark,92,"44' 5""",164,7284.9169999999995,+2.00
76,T77,T77,Kelly Kraft,94,"44' 6""",113,5029.667,+9.00
77,T77,T77,Keith Mitchell,99,"44' 6""",140,6226.0,+6.00
78,T77,T77,Kevin Tway,110,"44' 6""",195,8681.75,+6.00
79,T77,T77,Andrew Yun,51,"44' 6""",73,3250.333,+18.00
80,T81,T81,Jonathan Byrd,70,"44' 7""",97,4323.333,+3.00
81,T81,T81,Hideki Matsuyama,75,"44' 7""",105,4680.333,+16.00
82,T83,T83,Tommy Fleetwood,73,"44' 8""",90,4020.917,+12.00
83,T83,T83,"Ted Potter, Jr.",87,"44' 8""",116,5177.5,+27.00
84,T85,T85,Ryan Armour,109,"44' 9""",115,5146.667,+4.00
85,T85,T85,Daniel Berger,81,"44' 9""",121,5418.8330000000005,+13.00
86,T85,T85,Paul Casey,74,"44' 9""",87,3889.667,+16.00
87,T85,T85,Billy Horschel,86,"44' 9""",118,5276.5830000000005,+19.00
88,T85,T85,Anirban Lahiri,82,"44' 9""",131,5865.0,+20.00
89,T85,T85,Nick Watney,94,"44' 9""",143,6401.25,+14.00
90,T85,T85,Aaron Wise,90,"44' 9""",128,5732.5,+8.00
91,T92,T92,Whee Kim,93,"44' 10""",127,5698.4169999999995,+30.00
92,T92,T92,Conrad Shindler,60,"44' 10""",81,3633.917,+12.00
93,94,94,Peter Uihlein,83,"44' 11""",157,7046.4169999999995,+18.00
94,T95,T95,Martin Flores,92,"45' 0""",171,7698.5,+21.00
95,T95,T95,Retief Goosen,60,"45' 0""",78,3509.417,+10.00
96,T95,T95,Johnson Wagner,75,"45' 0""",107,4817.583,+8.00
97,98,98,Aaron Baddeley,84,"45' 2""",144,6501.5,+15.00
98,T99,T99,Brandon Harkins,101,"45' 3""",199,8999.833,+24.00
99,T99,T99,D.A. Points,63,"45' 3""",84,3799.0,-4.00
100,T99,T99,Shawn Stefani,76,"45' 3""",132,5969.8330000000005,+13.00
101,T99,T99,Kyle Thompson,50,"45' 3""",73,3302.083,+7.00
102,103,103,Kiradech Aphibarnrat,51,"45' 4""",52,2358.25,+3.00
103,T104,T104,Matt Kuchar,88,"45' 5""",90,4084.5,+17.00
104,T104,T104,Rory McIlroy,64,"45' 5""",119,5400.3330000000005,+13.00
105,T104,T104,Trey Mullinax,75,"45' 5""",119,5406.8330000000005,+17.00
106,T107,T107,Wesley Bryan,69,"45' 7""",80,3647.417,+33.00
107,T107,T107,Brian Gay,103,"45' 7""",142,6475.75,+30.00
108,T107,T107,Talor Gooch,78,"45' 7""",159,7247.5830000000005,+20.00
109,T107,T107,Marc Leishman,93,"45' 7""",150,6835.3330000000005,+13.00
110,T107,T107,Peter Malnati,87,"45' 7""",159,7246.75,+9.00
111,112,112,Satoshi Kodaira,51,"45' 8""",67,3060.333,+21.00
112,T113,T113,Brandt Snedeker,84,"45' 9""",116,5302.3330000000005,+7.00
113,T113,T113,Nick Taylor,94,"45' 9""",149,6812.8330000000005,+23.00
114,T115,T115,Jason Dufner,71,"45' 10""",78,3577.333,+20.00
115,T115,T115,Robert Garrigus,80,"45' 10""",142,6508.6669999999995,+3.00
116,T115,T115,Matt Jones,70,"45' 10""",98,4489.25,+21.00
117,T115,T115,Adam Scott,78,"45' 10""",93,4263.167,+2.00
118,T115,T115,Justin Thomas,91,"45' 10""",137,6277.6669999999995,+8.00
119,T120,T120,Danny Lee,88,"45' 11""",128,5874.0,+19.00
120,T120,T120,Martin Piller,79,"45' 11""",124,5695.6669999999995,+27.00
121,T122,T122,Lucas Glover,65,"46' 0""",86,3957.5,+7.00
122,T122,T122,Denny McCarthy,71,"46' 0""",81,3726.0,+14.00
123,T122,T122,J.J. Spaun,85,"46' 0""",126,5800.8330000000005,+20.00
124,125,125,Si Woo Kim,108,"46' 2""",153,7065.25,+10.00
125,T126,T126,Dominic Bozzelli,65,"46' 4""",136,6305.5830000000005,+11.00
126,T126,T126,Brooks Koepka,64,"46' 4""",104,4821.583,+12.00
127,T126,T126,Sam Ryder,82,"46' 4""",136,6301.6669999999995,+17.00
128,129,129,Justin Rose,70,"46' 5""",88,4082.583,+8.00
129,130,130,J.T. Poston,73,"46' 6""",116,5398.3330000000005,+22.00
130,131,131,Henrik Stenson,60,"46' 7""",38,1769.75,E
131,T132,T132,Patrick Cantlay,87,"46' 8""",124,5786.3330000000005,+7.00
132,T132,T132,Russell Knox,94,"46' 8""",106,4942.75,+13.00
133,T132,T132,Graeme McDowell,67,"46' 8""",89,4156.917,+14.00
134,T132,T132,Gary Woodland,96,"46' 8""",131,6109.0830000000005,+10.00
135,136,136,Rod Pampling,62,"46' 9""",85,3972.833,+11.00
136,T137,T137,Nicholas Lindheim,77,"46' 10""",134,6271.0830000000005,+15.00
137,T137,T137,Vaughn Taylor,83,"46' 10""",107,5009.083,+15.00
138,139,139,Chris Stroud,81,"46' 11""",124,5814.0830000000005,+10.00
139,T140,T140,Matt Atkins,56,"47' 0""",89,4182.917,+6.00
140,T140,T140,Zecheng Dou,53,"47' 0""",80,3761.333,+18.00
141,T140,T140,Harold Varner III,91,"47' 0""",147,6910.3330000000005,+33.00
142,143,143,Brian Stuard,103,"47' 3""",114,5384.8330000000005,+24.00
143,144,144,Robert Streb,78,"47' 4""",91,4310.917,+19.00
144,145,145,Bill Haas,76,"47' 5""",160,7581.25,+12.00
145,T146,T146,Jason Day,75,"47' 6""",105,4989.417,+15.00
146,T146,T146,Emiliano Grillo,94,"47' 6""",111,5274.0830000000005,+19.00
147,T146,T146,David Lingmerth,82,"47' 6""",92,4370.0,+8.00
148,T146,T146,Jonathan Randolph,71,"47' 6""",105,4991.333,+12.00
149,150,150,Charley Hoffman,87,"47' 7""",152,7237.8330000000005,+20.00
150,151,151,Billy Hurley III,70,"47' 8""",74,3528.5,+9.00
151,152,152,Richy Werenski,98,"47' 9""",113,5391.3330000000005,+21.00
152,153,153,Michael Kim,74,"47' 10""",131,6261.8330000000005,+24.00
153,T154,T154,Tyler Duncan,97,"47' 11""",142,6806.9169999999995,+17.00
154,T154,T154,Shane Lowry,64,"47' 11""",88,4217.333,+21.00
155,T154,T154,Jon Rahm,71,"47' 11""",101,4841.5,+21.00
156,T154,T154,Webb Simpson,95,"47' 11""",142,6804.5830000000005,+6.00
157,T158,T158,Alex Cejka,77,"48' 2""",88,4241.333,+12.00
158,T158,T158,Greg Chalmers,56,"48' 2""",90,4331.917,+9.00
159,T158,T158,Tyrone Van Aswegen,101,"48' 2""",165,7944.75,+30.00
160,161,161,James Hahn,85,"48' 3""",118,5691.9169999999995,+10.00
161,162,162,Patrick Reed,94,"48' 4""",140,6764.1669999999995,+9.00
162,163,163,Troy Merritt,89,"48' 5""",121,5860.1669999999995,+10.00
163,T164,T164,Harris English,84,"48' 6""",115,5574.5,-3.00
164,T164,T164,Rob Oppenheim,74,"48' 6""",119,5775.75,+34.00
165,T164,T164,Adam Schenk,86,"48' 6""",147,7127.0,+24.00
166,167,167,Zac Blair,64,"48' 7""",115,5584.5830000000005,+20.00
167,168,168,Russell Henley,77,"48' 9""",77,3750.833,+20.00
168,169,169,Ben Silverman,90,"48' 10""",127,6206.6669999999995,+20.00
169,170,170,John Huh,94,"48' 11""",149,7282.4169999999995,+35.00
170,T171,T171,Rafa Cabrera Bello,75,"49' 0""",73,3578.667,+12.00
171,T171,T171,Andrew Putnam,97,"49' 0""",176,8624.25,+15.00
172,T173,T173,Mackenzie Hughes,80,"49' 1""",124,6081.8330000000005,+14.00
173,T173,T173,Cameron Tringale,67,"49' 1""",110,5399.25,+25.00
174,175,175,Scott Brown,102,"49' 2""",148,7272.75,+24.00
175,176,176,Xinjun Zhang,81,"49' 3""",97,4774.333,+19.00
176,177,177,Brice Garnett,99,"49' 7""",153,7586.5830000000005,+33.00
177,178,178,Byeong Hun An,86,"49' 8""",145,7198.0830000000005,+16.00
178,179,179,Daniel Summerhays,51,"49' 11""",80,3990.333,+10.00
179,T180,T180,Sung Kang,89,"50' 0""",152,7605.6669999999995,+24.00
180,T180,T180,Xander Schauffele,96,"50' 0""",158,7895.8330000000005,+28.00
181,182,182,Hunter Mahan,67,"50' 3""",99,4978.417,+12.00
182,T183,T183,Branden Grace,67,"50' 6""",100,5046.333,+25.00
183,T183,T183,Alex Noren,67,"50' 6""",106,5349.5,+10.00
184,T183,T183,Jhonattan Vegas,92,"50' 6""",150,7568.9169999999995,+25.00
185,186,186,Patrick Rodgers,97,"50' 9""",115,5834.25,+14.00
186,187,187,Jim Furyk,50,"50' 11""",71,3617.833,+5.00
187,188,188,Kyle Stanley,93,"51' 5""",105,5399.4169999999995,+28.00
188,T189,T189,Kevin Na,91,"51' 7""",119,6142.0,+14.00
189,T189,T189,Tiger Woods,68,"51' 7""",105,5420.0830000000005,+20.00
190,191,191,William McGirt,84,"51' 8""",153,7910.6669999999995,+25.00
191,192,192,Rickie Fowler,74,"52' 0""",109,5669.9169999999995,+23.00
192,193,193,Cody Gribble,71,"52' 10""",120,6335.5830000000005,+26.00
