,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
0,1,1,Bronson Burgoon,69,-0.326
1,2,2,Tommy Fleetwood,73,-0.311
2,3,3,Jon Rahm,71,-0.302
3,4,4,Sam Saunders,80,-0.294
4,5,5,Billy Horschel,86,-0.287
5,6,6,Nate Lashley,51,-0.284
6,7,7,Dustin Johnson,77,-0.273
7,8,8,Sam Ryder,82,-0.271
8,9,9,J.T. Poston,73,-0.27
9,10,10,Cameron Percy,56,-0.264
10,11,11,Chesson Hadley,103,-0.263
11,12,12,Gary Woodland,96,-0.258
12,13,13,Jason Kokrak,99,-0.257
13,14,14,Harold Varner III,91,-0.254
14,15,15,Brooks Koepka,64,-0.247
15,16,16,Jason Day,75,-0.245
16,17,17,Bryson DeChambeau,93,-0.243
17,18,18,Steve Wheatcroft,60,-0.242
18,19,19,Si Woo Kim,108,-0.24100000000000002
19,20,20,Jordan Spieth,81,-0.239
20,21,21,Fabián Gómez,88,-0.237
21,22,22,Brandon Harkins,101,-0.235
22,23,23,Tony Finau,105,-0.233
23,T24,T24,Byeong Hun An,86,-0.23199999999999998
24,T24,T24,Branden Grace,67,-0.23199999999999998
25,26,26,Xinjun Zhang,81,-0.22699999999999998
26,27,27,Bud Cauley,55,-0.226
27,28,28,Justin Rose,70,-0.225
28,T29,T29,Patrick Cantlay,87,-0.22399999999999998
29,T29,T29,Grayson Murray,72,-0.22399999999999998
30,T29,T29,Jhonattan Vegas,92,-0.22399999999999998
31,32,32,Xander Schauffele,96,-0.221
32,33,33,Webb Simpson,95,-0.21899999999999997
33,34,34,Ben Silverman,90,-0.218
34,T35,T35,Jamie Lovemark,92,-0.217
35,T35,T35,Louis Oosthuizen,62,-0.217
36,37,37,Justin Thomas,91,-0.21600000000000003
37,38,38,Patrick Rodgers,97,-0.214
38,T39,T39,Matt Atkins,56,-0.213
39,T39,T39,Chris Kirk,108,-0.213
40,41,41,Brett Stegmaier,67,-0.21100000000000002
41,42,42,Hunter Mahan,67,-0.209
42,T43,T43,Abraham Ancer,98,-0.20800000000000002
43,T43,T43,Tom Lovelady,87,-0.20800000000000002
44,T43,T43,Kyle Stanley,93,-0.20800000000000002
45,46,46,Paul Casey,74,-0.207
46,47,47,Keith Mitchell,99,-0.20600000000000002
47,T48,T48,Beau Hossler,104,-0.205
48,T48,T48,Ryan Moore,78,-0.205
49,50,50,Phil Mickelson,90,-0.204
50,T51,T51,Emiliano Grillo,94,-0.20199999999999999
51,T51,T51,Conrad Shindler,60,-0.20199999999999999
52,53,53,Kevin Na,91,-0.201
53,T54,T54,Stewart Cink,87,-0.2
54,T54,T54,Luke List,98,-0.2
55,56,56,Scott Stallings,96,-0.19899999999999998
56,T57,T57,Keegan Bradley,98,-0.19699999999999998
