,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
57,T57,T57,Hideki Matsuyama,75,-0.19699999999999998
58,59,59,Jonathan Byrd,70,-0.195
59,60,60,David Hearn,66,-0.19399999999999998
60,T61,T61,Martin Flores,92,-0.193
61,T61,T61,Lucas Glover,65,-0.193
62,63,63,Ricky Barnes,65,-0.192
63,T64,T64,Francesco Molinari,73,-0.19
64,T64,T64,Tiger Woods,68,-0.19
65,66,66,Ryan Blaum,81,-0.187
66,67,67,Brian Gay,103,-0.185
67,T68,T68,Aaron Baddeley,84,-0.184
68,T68,T68,Adam Scott,78,-0.184
69,T70,T70,Corey Conners,97,-0.182
70,T70,T70,Henrik Stenson,60,-0.182
71,T70,T70,Michael Thompson,62,-0.182
72,T73,T73,Rickie Fowler,74,-0.18100000000000002
73,T73,T73,Martin Laird,73,-0.18100000000000002
74,T73,T73,Rory McIlroy,64,-0.18100000000000002
75,T76,T76,Austin Cook,107,-0.18
76,T76,T76,Rory Sabbatini,91,-0.18
77,T76,T76,Kevin Tway,110,-0.18
78,T79,T79,Daniel Berger,81,-0.179
79,T79,T79,Alex Noren,67,-0.179
80,T79,T79,Shawn Stefani,76,-0.179
81,T79,T79,Nick Watney,94,-0.179
82,83,83,Vaughn Taylor,83,-0.17800000000000002
83,T84,T84,Blayne Barber,69,-0.177
84,T84,T84,Matt Every,79,-0.177
85,T84,T84,Danny Lee,88,-0.177
86,T84,T84,Seamus Power,86,-0.177
87,88,88,Troy Merritt,89,-0.17600000000000002
88,T89,T89,Whee Kim,93,-0.174
89,T89,T89,Patton Kizzire,92,-0.174
90,T91,T91,J.B. Holmes,77,-0.17300000000000001
91,T91,T91,Matt Jones,70,-0.17300000000000001
92,T91,T91,Johnson Wagner,75,-0.17300000000000001
93,94,94,Nick Taylor,94,-0.172
94,T95,T95,Lanto Griffin,80,-0.171
95,T95,T95,Ryan Palmer,69,-0.171
96,97,97,Tom Hoge,101,-0.17
97,T98,T98,Mackenzie Hughes,80,-0.168
98,T98,T98,Ben Martin,64,-0.168
99,100,100,Rafa Cabrera Bello,75,-0.16699999999999998
100,101,101,Adam Schenk,86,-0.166
101,T102,T102,Brice Garnett,99,-0.165
102,T102,T102,James Hahn,85,-0.165
103,T102,T102,Kevin Streelman,94,-0.165
104,105,105,Denny McCarthy,71,-0.16399999999999998
105,T106,T106,Joel Dahmen,93,-0.163
106,T106,T106,John Huh,94,-0.163
107,T106,T106,Richy Werenski,98,-0.163
108,T106,T106,Aaron Wise,90,-0.163
109,T110,T110,Stephan Jaeger,81,-0.162
110,T110,T110,Graeme McDowell,67,-0.162
111,T112,T112,Harris English,84,-0.161
112,T112,T112,Zach Johnson,94,-0.161
113,114,114,Sean O'Hair,67,-0.16
114,115,115,Shane Lowry,64,-0.159
115,116,116,C.T. Pan,104,-0.157
116,T117,T117,Zac Blair,64,-0.156
117,T117,T117,J.J. Spaun,85,-0.156
118,119,119,Charles Howell III,104,-0.155
119,120,120,Billy Hurley III,70,-0.154
120,121,121,Kevin Kisner,89,-0.151
121,122,122,Cameron Smith,85,-0.14800000000000002
122,123,123,Chez Reavie,93,-0.146
123,124,124,Trey Mullinax,75,-0.145
124,125,125,J.J. Henry,81,-0.14400000000000002
125,126,126,Tyler Duncan,97,-0.14300000000000002
126,T127,T127,Bill Haas,76,-0.142
127,T127,T127,Adam Hadwin,92,-0.142
128,129,129,Rob Oppenheim,74,-0.14
129,130,130,David Lingmerth,82,-0.138
130,131,131,Dominic Bozzelli,65,-0.13699999999999998
131,T132,T132,D.A. Points,63,-0.134
132,T132,T132,Ollie Schniederjans,91,-0.134
133,134,134,Jimmy Walker,81,-0.133
134,T135,T135,Derek Fathauer,84,-0.131
135,T135,T135,Russell Henley,77,-0.131
136,137,137,Brandt Snedeker,84,-0.13
137,T138,T138,Marc Leishman,93,-0.129
138,T138,T138,Chris Stroud,81,-0.129
139,140,140,Alex Cejka,77,-0.127
140,T141,T141,Anirban Lahiri,82,-0.126
141,T141,T141,Bubba Watson,90,-0.126
142,143,143,Robert Garrigus,80,-0.125
143,144,144,Peter Uihlein,83,-0.124
144,145,145,Sung Kang,89,-0.122
145,146,146,Cameron Tringale,67,-0.12
146,T147,T147,Cody Gribble,71,-0.11900000000000001
147,T147,T147,Brian Stuard,103,-0.11900000000000001
148,T149,T149,Peter Malnati,87,-0.11800000000000001
149,T149,T149,Ian Poulter,73,-0.11800000000000001
150,T149,T149,Daniel Summerhays,51,-0.11800000000000001
151,T149,T149,Hudson Swafford,73,-0.11800000000000001
152,153,153,Scott Piercy,84,-0.11699999999999999
153,154,154,Scott Brown,102,-0.11599999999999999
154,155,155,Robert Streb,78,-0.115
155,156,156,Patrick Reed,94,-0.113
156,157,157,William McGirt,84,-0.11199999999999999
157,T158,T158,Jonas Blixt,67,-0.111
158,T158,T158,Talor Gooch,78,-0.111
159,T158,T158,Andrew Yun,51,-0.111
160,161,161,Ethan Tracy,72,-0.11
161,162,162,Kevin Chappell,77,-0.107
162,163,163,Andrew Landry,82,-0.099
163,164,164,Tyrrell Hatton,58,-0.098
164,165,165,Tyrone Van Aswegen,101,-0.09699999999999999
165,T166,T166,Wesley Bryan,69,-0.096
166,T166,T166,Ben Crane,65,-0.096
167,168,168,Pat Perez,82,-0.094
168,169,169,Kiradech Aphibarnrat,51,-0.09300000000000001
169,170,170,"Ted Potter, Jr.",87,-0.091
170,T171,T171,Roberto Díaz,72,-0.09
171,T171,T171,Charley Hoffman,87,-0.09
172,173,173,Jason Dufner,71,-0.08900000000000001
173,174,174,Martin Piller,79,-0.08800000000000001
174,175,175,Zecheng Dou,53,-0.087
175,176,176,Rod Pampling,62,-0.085
176,177,177,Matt Kuchar,88,-0.084
177,178,178,Jonathan Randolph,71,-0.077
178,179,179,Andrew Putnam,97,-0.07200000000000001
179,180,180,Brian Harman,94,-0.07
180,181,181,Retief Goosen,60,-0.067
181,182,182,Ryan Armour,109,-0.061
182,183,183,Michael Kim,74,-0.055
183,184,184,Russell Knox,94,-0.054000000000000006
184,185,185,Brendan Steele,74,-0.051
185,T186,T186,Kelly Kraft,94,-0.046
186,T186,T186,Charl Schwartzel,65,-0.046
187,188,188,Nicholas Lindheim,77,-0.03
188,189,189,Jim Furyk,50,-0.025
189,190,190,Satoshi Kodaira,51,-0.016
190,191,191,Kyle Thompson,50,-0.011000000000000001
191,192,192,Greg Chalmers,56,-0.009000000000000001
192,193,193,Chad Campbell,87,-0.006999999999999999
