,GIR_Percentage_-__75_yards_RANK THIS WEEK,GIR_Percentage_-__75_yards_RANK LAST WEEK,GIR_Percentage_-__75_yards_PLAYER NAME,GIR_Percentage_-__75_yards_ROUNDS,GIR_Percentage_-__75_yards_%,GIR_Percentage_-__75_yards_GREENS HIT,GIR_Percentage_-__75_yards_TOTAL HOLES,GIR_Percentage_-__75_yards_RELATIVE TO PAR
0,1,1,Shane Lowry,64,95.31,122,128,-0.57
1,2,2,Brett Stegmaier,67,94.64,106,112,-0.59
2,3,3,Russell Knox,94,94.53,121,128,-0.54
3,4,4,Jordan Spieth,81,93.44,171,183,-0.62
4,5,5,Tommy Fleetwood,73,93.33,140,150,-0.74
5,6,6,Henrik Stenson,60,93.28,111,119,-0.6
6,7,7,Richy Werenski,98,93.17,150,161,-0.66
7,8,8,Alex Noren,67,93.13,122,131,-0.64
8,9,9,James Hahn,85,92.81,155,167,-0.66
9,10,10,Beau Hossler,104,92.77,218,235,-0.56
10,11,11,Bryson DeChambeau,93,92.38,206,223,-0.7
11,T12,T12,Nate Lashley,51,92.31,72,78,-0.56
12,T12,T12,Cameron Tringale,67,92.31,84,91,-0.65
13,14,14,Gary Woodland,96,92.08,186,202,-0.7
14,15,15,Tiger Woods,68,92.06,116,126,-0.66
15,16,16,J.J. Henry,81,92.04,104,113,-0.62
16,17,17,Hudson Swafford,73,91.97,126,137,-0.66
17,18,18,Kyle Thompson,50,91.8,56,61,-0.5
18,19,19,Tony Finau,105,91.56,217,237,-0.71
19,20,20,Adam Schenk,86,91.48,161,176,-0.58
20,T21,T21,Rickie Fowler,74,91.33,137,150,-0.64
21,T21,T21,Brian Gay,103,91.33,137,150,-0.65
22,23,23,David Hearn,66,91.25,73,80,-0.63
23,T24,T24,Ben Crane,65,90.91,80,88,-0.63
24,T24,T24,Billy Hurley III,70,90.91,90,99,-0.71
25,26,26,Dustin Johnson,77,90.76,167,184,-0.72
26,27,27,Bill Haas,76,90.58,125,138,-0.61
27,28,28,Lanto Griffin,80,90.48,133,147,-0.62
28,29,29,Peter Uihlein,83,90.45,161,178,-0.6
29,30,30,Pat Perez,82,90.43,104,115,-0.57
30,T31,T31,Paul Casey,74,90.32,112,124,-0.67
31,T31,T31,Martin Flores,92,90.32,140,155,-0.52
32,33,33,Michael Thompson,62,90.29,93,103,-0.7
33,34,34,Steve Wheatcroft,60,90.18,101,112,-0.6
34,35,35,Adam Scott,78,90.14,128,142,-0.68
35,36,36,Justin Rose,70,90.07,127,141,-0.72
36,37,37,Patrick Cantlay,87,90.05,190,211,-0.59
37,38,38,Tyler Duncan,97,89.95,170,189,-0.64
38,39,39,Brooks Koepka,64,89.94,152,169,-0.6
39,40,40,Robert Streb,78,89.92,116,129,-0.57
40,41,41,Peter Malnati,87,89.87,142,158,-0.61
41,42,42,Harold Varner III,91,89.84,168,187,-0.64
42,43,43,Ryan Armour,109,89.8,132,147,-0.64
43,44,44,Sam Ryder,82,89.78,167,186,-0.56
44,45,45,Ryan Moore,78,89.54,137,153,-0.64
45,46,46,Emiliano Grillo,94,89.5,162,181,-0.57
46,47,47,Jon Rahm,71,89.44,144,161,-0.69
47,48,48,Jhonattan Vegas,92,89.36,168,188,-0.54
48,49,49,Chad Campbell,87,89.34,109,122,-0.53
49,50,50,C.T. Pan,104,89.33,159,178,-0.64
50,51,51,Francesco Molinari,73,89.31,142,159,-0.55
51,52,52,Shawn Stefani,76,89.29,125,140,-0.66
52,53,53,Tom Lovelady,87,89.19,198,222,-0.63
53,54,54,Webb Simpson,95,89.17,140,157,-0.69
54,T55,T55,Hideki Matsuyama,75,89.1,139,156,-0.68
55,T55,T55,Scott Piercy,84,89.1,139,156,-0.61
56,57,57,Jonathan Byrd,70,88.98,105,118,-0.63
57,58,58,Ethan Tracy,72,88.97,121,136,-0.57
58,T59,T59,Corey Conners,97,88.89,160,180,-0.58
59,T59,T59,Stephan Jaeger,81,88.89,144,162,-0.69
60,T59,T59,D.A. Points,63,88.89,80,90,-0.69
61,62,62,J.J. Spaun,85,88.82,143,161,-0.61
62,63,63,Cody Gribble,71,88.81,119,134,-0.61
63,64,64,Matt Jones,70,88.79,103,116,-0.7
64,65,65,Ian Poulter,73,88.78,87,98,-0.64
65,66,66,Ryan Palmer,69,88.75,142,160,-0.65
66,67,67,Justin Thomas,91,88.73,181,204,-0.78
67,68,68,Aaron Wise,90,88.57,186,210,-0.63
68,69,69,Daniel Berger,81,88.48,146,165,-0.63
69,70,70,Jonathan Randolph,71,88.46,115,130,-0.59
70,71,71,Ollie Schniederjans,91,88.37,152,172,-0.6
71,72,72,Russell Henley,77,88.32,121,137,-0.6
72,73,73,Harris English,84,88.3,151,171,-0.62
73,74,74,Charles Howell III,104,88.24,150,170,-0.63
74,75,75,Charl Schwartzel,65,88.18,97,110,-0.59
75,76,76,Aaron Baddeley,84,88.17,149,169,-0.69
76,77,77,Jason Dufner,71,88.1,111,126,-0.59
77,78,78,Brian Harman,94,88.05,140,159,-0.61
78,T79,T79,Wesley Bryan,69,88.0,66,75,-0.59
79,T79,T79,Billy Horschel,86,88.0,176,200,-0.71
80,81,81,Xinjun Zhang,81,87.94,124,141,-0.62
81,82,82,Marc Leishman,93,87.92,182,207,-0.57
82,83,83,Patton Kizzire,92,87.89,167,190,-0.6
83,84,84,Si Woo Kim,108,87.86,181,206,-0.64
84,85,85,Austin Cook,107,87.85,188,214,-0.65
85,T86,T86,Fabián Gómez,88,87.8,144,164,-0.56
86,T86,T86,Kyle Stanley,93,87.8,144,164,-0.67
87,88,88,Nick Watney,94,87.77,165,188,-0.62
88,89,89,Nick Taylor,94,87.72,150,171,-0.62
89,T90,T90,John Huh,94,87.7,164,187,-0.58
90,T90,T90,Denny McCarthy,71,87.7,107,122,-0.65
91,92,92,Rory Sabbatini,91,87.69,171,195,-0.67
92,93,93,William McGirt,84,87.67,128,146,-0.66
93,94,94,Zac Blair,64,87.64,78,89,-0.67
94,95,95,Lucas Glover,65,87.61,99,113,-0.6
95,96,96,Matt Kuchar,88,87.59,120,137,-0.65
96,97,97,Joel Dahmen,93,87.57,155,177,-0.63
97,T98,T98,Brandon Harkins,101,87.55,211,241,-0.66
98,T98,T98,Bubba Watson,90,87.55,211,241,-0.62
99,T100,T100,Blayne Barber,69,87.5,105,120,-0.72
100,T100,T100,Ricky Barnes,65,87.5,84,96,-0.74
101,T100,T100,Ryan Blaum,81,87.5,140,160,-0.63
102,T100,T100,Rod Pampling,62,87.5,98,112,-0.44
103,104,104,Sam Saunders,80,87.43,160,183,-0.68
104,105,105,Chris Stroud,81,87.42,132,151,-0.59
105,106,106,Jonas Blixt,67,87.29,103,118,-0.66
106,107,107,Graeme McDowell,67,87.2,109,125,-0.53
107,108,108,Chris Kirk,108,87.19,177,203,-0.66
108,T109,T109,Keith Mitchell,99,87.17,231,265,-0.65
109,T109,T109,Grayson Murray,72,87.17,163,187,-0.63
110,111,111,Luke List,98,87.16,224,257,-0.62
111,112,112,J.T. Poston,73,87.14,122,140,-0.58
112,113,113,Kevin Na,91,87.07,128,147,-0.68
113,114,114,Trey Mullinax,75,87.01,154,177,-0.55
114,T115,T115,Cameron Percy,56,86.96,80,92,-0.73
115,T115,T115,Martin Piller,79,86.96,120,138,-0.62
116,117,117,"Ted Potter, Jr.",87,86.9,126,145,-0.56
117,118,118,Andrew Landry,82,86.86,119,137,-0.54
118,119,119,Jason Kokrak,99,86.82,224,258,-0.67
119,120,120,Keegan Bradley,98,86.79,184,212,-0.64
120,121,121,Brice Garnett,99,86.75,144,166,-0.61
121,122,122,Tyrrell Hatton,58,86.73,85,98,-0.69
122,123,123,Anirban Lahiri,82,86.58,129,149,-0.57
123,124,124,Tom Hoge,101,86.56,161,186,-0.6
124,125,125,Kevin Streelman,94,86.5,173,200,-0.63
125,126,126,Brandt Snedeker,84,86.36,114,132,-0.64
126,T127,T127,Jason Day,75,86.29,107,124,-0.77
127,T127,T127,Brendan Steele,74,86.29,151,175,-0.53
128,T127,T127,Tyrone Van Aswegen,101,86.29,151,175,-0.61
129,130,130,Scott Stallings,96,86.26,157,182,-0.59
130,T131,T131,Dominic Bozzelli,65,86.13,118,137,-0.59
131,T131,T131,Patrick Reed,94,86.13,149,173,-0.66
132,133,133,Charley Hoffman,87,86.11,155,180,-0.57
133,T134,T134,Jamie Lovemark,92,86.05,185,215,-0.65
134,T134,T134,Vaughn Taylor,83,86.05,111,129,-0.67
135,T134,T134,Kevin Tway,110,86.05,253,294,-0.62
136,137,137,Martin Laird,73,86.0,129,150,-0.68
137,138,138,Mackenzie Hughes,80,85.9,134,156,-0.57
138,139,139,Seamus Power,86,85.8,145,169,-0.59
139,140,140,Robert Garrigus,80,85.79,163,190,-0.54
140,141,141,Byeong Hun An,86,85.78,181,211,-0.62
141,T142,T142,Chesson Hadley,103,85.71,168,196,-0.67
142,T142,T142,Hunter Mahan,67,85.71,108,126,-0.6
143,144,144,Sung Kang,89,85.61,119,139,-0.6
144,145,145,Rafa Cabrera Bello,75,85.59,95,111,-0.67
145,146,146,Abraham Ancer,98,85.58,184,215,-0.58
146,147,147,Michael Kim,74,85.57,83,97,-0.65
147,148,148,Louis Oosthuizen,62,85.56,77,90,-0.69
148,149,149,Jimmy Walker,81,85.21,121,142,-0.69
149,150,150,Branden Grace,67,85.16,109,128,-0.63
150,151,151,Rory McIlroy,64,85.11,120,141,-0.73
151,152,152,Kevin Kisner,89,85.07,114,134,-0.63
152,153,153,Sean O'Hair,67,85.06,131,154,-0.59
153,154,154,Phil Mickelson,90,85.03,159,187,-0.72
154,155,155,Conrad Shindler,60,85.0,85,100,-0.74
155,156,156,Andrew Putnam,97,84.95,158,186,-0.51
156,157,157,Whee Kim,93,84.87,101,119,-0.66
157,158,158,Scott Brown,102,84.8,145,171,-0.62
158,159,159,Talor Gooch,78,84.77,128,151,-0.59
159,160,160,David Lingmerth,82,84.72,122,144,-0.64
160,161,161,Alex Cejka,77,84.68,105,124,-0.68
161,T162,T162,Kiradech Aphibarnrat,51,84.62,66,78,-0.68
162,T162,T162,Stewart Cink,87,84.62,121,143,-0.7
163,164,164,Zecheng Dou,53,84.52,71,84,-0.55
164,165,165,Xander Schauffele,96,84.51,180,213,-0.66
165,166,166,Troy Merritt,89,84.48,147,174,-0.68
166,167,167,Ben Martin,64,84.44,114,135,-0.61
167,168,168,Brian Stuard,103,84.17,101,120,-0.63
168,169,169,Nicholas Lindheim,77,84.11,90,107,-0.58
169,170,170,Kevin Chappell,77,84.1,164,195,-0.6
170,171,171,Adam Hadwin,92,84.02,142,169,-0.54
171,172,172,Jim Furyk,50,84.0,42,50,-0.57
172,173,173,Zach Johnson,94,83.97,110,131,-0.62
173,174,174,Johnson Wagner,75,83.65,87,104,-0.72
174,175,175,Matt Every,79,83.54,132,158,-0.7
175,176,176,Patrick Rodgers,97,83.43,151,181,-0.63
176,177,177,J.B. Holmes,77,83.25,164,197,-0.65
177,178,178,Andrew Yun,51,83.12,64,77,-0.48
178,179,179,Chez Reavie,93,82.88,92,111,-0.7
179,180,180,Danny Lee,88,82.87,150,181,-0.58
180,181,181,Greg Chalmers,56,82.56,71,86,-0.58
181,T182,T182,Derek Fathauer,84,82.47,127,154,-0.65
182,T182,T182,Cameron Smith,85,82.47,127,154,-0.69
183,184,184,Satoshi Kodaira,51,82.35,70,85,-0.49
184,185,185,Ben Silverman,90,82.31,121,147,-0.6
185,186,186,Matt Atkins,56,82.2,97,118,-0.57
186,187,187,Bud Cauley,55,82.18,83,101,-0.61
187,188,188,Daniel Summerhays,51,82.14,69,84,-0.62
188,189,189,Rob Oppenheim,74,81.63,80,98,-0.65
189,190,190,Kelly Kraft,94,81.12,116,143,-0.56
190,191,191,Roberto Díaz,72,80.51,95,118,-0.54
191,192,192,Retief Goosen,60,80.46,70,87,-0.59
192,193,193,Bronson Burgoon,69,79.75,130,163,-0.72
