,Birdie_or_Better_Percentage_-_125-150_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_125-150_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_125-150_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_125-150_ya_ROUNDS,Birdie_or_Better_Percentage_-_125-150_ya_%,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL HOLES
95,96,96,Trey Mullinax,75,18.72,35,187
96,97,97,Xinjun Zhang,81,18.65,36,193
97,98,98,Troy Merritt,89,18.64,44,236
98,99,99,Tom Lovelady,87,18.63,38,204
99,100,100,Brian Gay,103,18.56,54,291
100,T101,T101,Robert Garrigus,80,18.55,41,221
101,T101,T101,Daniel Summerhays,51,18.55,23,124
102,103,103,Xander Schauffele,96,18.52,45,243
103,104,104,"Ted Potter, Jr.",87,18.5,42,227
104,105,105,Mackenzie Hughes,80,18.49,44,238
105,106,106,Bubba Watson,90,18.48,39,211
106,107,107,Peter Malnati,87,18.47,46,249
107,T108,T108,Rickie Fowler,74,18.38,34,185
108,T108,T108,Charles Howell III,104,18.38,50,272
109,110,110,Conrad Shindler,60,18.35,29,158
110,111,111,Billy Horschel,86,18.32,48,262
111,112,112,Vaughn Taylor,83,18.26,40,219
112,113,113,Talor Gooch,78,18.23,33,181
113,T114,T114,Byeong Hun An,86,18.22,43,236
114,T114,T114,Aaron Baddeley,84,18.22,43,236
115,116,116,Kyle Stanley,93,18.18,40,220
116,117,117,Nicholas Lindheim,77,18.13,33,182
117,118,118,Brandt Snedeker,84,18.11,44,243
118,119,119,Rory Sabbatini,91,18.1,40,221
119,120,120,Patrick Rodgers,97,18.05,37,205
120,121,121,Stewart Cink,87,17.98,41,228
121,122,122,Fabián Gómez,88,17.97,39,217
122,123,123,C.T. Pan,104,17.94,47,262
123,124,124,Adam Schenk,86,17.79,37,208
124,125,125,Bill Haas,76,17.56,36,205
125,126,126,Ben Crane,65,17.52,24,137
126,127,127,Sean O'Hair,67,17.51,31,177
127,128,128,Ryan Armour,109,17.43,53,304
128,129,129,Jonathan Randolph,71,17.37,33,190
129,130,130,Denny McCarthy,71,17.28,28,162
130,131,131,Corey Conners,97,17.22,47,273
131,132,132,Andrew Putnam,97,17.14,42,245
132,133,133,Andrew Landry,82,17.13,37,216
133,134,134,Charl Schwartzel,65,17.07,21,123
134,135,135,Shawn Stefani,76,17.05,37,217
135,136,136,Jon Rahm,71,16.98,27,159
136,137,137,Scott Stallings,96,16.96,48,283
137,138,138,Sung Kang,89,16.9,36,213
138,139,139,Cameron Percy,56,16.89,25,148
139,T140,T140,Grayson Murray,72,16.85,30,178
140,T140,T140,Patrick Reed,94,16.85,30,178
141,142,142,Martin Piller,79,16.83,35,208
142,143,143,Harold Varner III,91,16.79,44,262
143,144,144,Jason Kokrak,99,16.73,47,281
144,T145,T145,Lucas Glover,65,16.67,24,144
145,T145,T145,Rob Oppenheim,74,16.67,27,162
146,147,147,Hunter Mahan,67,16.58,31,187
147,148,148,Derek Fathauer,84,16.34,33,202
148,149,149,Tyrone Van Aswegen,101,16.31,46,282
149,150,150,Patrick Cantlay,87,16.28,35,215
150,151,151,Jamie Lovemark,92,16.27,41,252
151,152,152,Chad Campbell,87,16.19,34,210
152,153,153,Brett Stegmaier,67,16.17,27,167
153,154,154,Brendan Steele,74,16.15,26,161
154,155,155,Jason Dufner,71,16.09,28,174
155,156,156,Michael Thompson,62,16.04,30,187
156,T157,T157,Scott Brown,102,16.0,40,250
157,T157,T157,Billy Hurley III,70,16.0,24,150
158,159,159,Francesco Molinari,73,15.85,26,164
159,160,160,Branden Grace,67,15.83,22,139
160,161,161,Johnson Wagner,75,15.82,28,177
161,162,162,Luke List,98,15.73,42,267
162,163,163,Si Woo Kim,108,15.6,39,250
163,164,164,Zecheng Dou,53,15.45,19,123
164,T165,T165,Matt Every,79,15.38,30,195
165,T165,T165,Alex Noren,67,15.38,24,156
166,167,167,Chris Stroud,81,15.34,27,176
167,168,168,Jonathan Byrd,70,15.33,23,150
168,169,169,Kevin Streelman,94,15.32,38,248
169,170,170,Abraham Ancer,98,15.22,35,230
170,171,171,Graeme McDowell,67,15.17,22,145
171,172,172,William McGirt,84,15.08,38,252
172,T173,T173,Bud Cauley,55,14.62,19,130
173,T173,T173,Cameron Smith,85,14.62,31,212
174,175,175,D.A. Points,63,14.39,20,139
175,176,176,Zac Blair,64,14.29,23,161
176,177,177,Cameron Tringale,67,13.94,23,165
177,178,178,Retief Goosen,60,13.67,19,139
178,179,179,Jim Furyk,50,13.61,20,147
179,180,180,Andrew Yun,51,13.56,16,118
180,181,181,Martin Flores,92,13.55,34,251
181,182,182,Brice Garnett,99,13.44,34,253
182,183,183,Ethan Tracy,72,13.3,25,188
183,184,184,Kyle Thompson,50,13.16,15,114
184,185,185,Matt Atkins,56,13.14,18,137
185,186,186,Shane Lowry,64,13.07,23,176
186,187,187,Jonas Blixt,67,12.75,19,149
187,188,188,Stephan Jaeger,81,12.68,27,213
188,189,189,Hudson Swafford,73,12.57,21,167
189,190,190,Greg Chalmers,56,11.32,12,106
190,T191,T191,Kevin Kisner,89,11.17,21,188
191,T191,T191,Peter Uihlein,83,11.17,22,197
192,193,193,Louis Oosthuizen,62,10.81,16,148
