,Approaches_from__200_yards_RANK THIS WEEK,Approaches_from__200_yards_RANK LAST WEEK,Approaches_from__200_yards_PLAYER NAME,Approaches_from__200_yards_ROUNDS,Approaches_from__200_yards_AVG,Approaches_from__200_yards_TOTAL DISTANCE (FEET),Approaches_from__200_yards_# OF ATTEMPTS,Approaches_from__200_yards_RELATIVE TO PAR
0,1,1,Paul Casey,74,"42' 4""",6946.0,164,-34
1,T2,T2,Brooks Koepka,64,"44' 2""",7149.6669999999995,162,-40
2,T2,T2,Rory McIlroy,64,"44' 2""",6583.5,149,-27
3,4,4,Gary Woodland,96,"45' 4""",10195.5,225,-58
4,T5,T5,Bryson DeChambeau,93,"46' 0""",11170.417,243,-59
5,T5,T5,Conrad Shindler,60,"46' 0""",5474.0,119,-24
6,7,7,Justin Thomas,91,"46' 1""",8748.75,190,-41
7,8,8,David Hearn,66,"46' 3""",6202.9169999999995,134,-26
8,9,9,Sung Kang,89,"46' 4""",8386.5,181,-22
9,10,10,Jon Rahm,71,"46' 8""",7893.6669999999995,169,-51
10,11,11,Tom Lovelady,87,"46' 9""",8561.75,183,-38
11,T12,T12,Keith Mitchell,99,"46' 10""",10202.333,218,-45
12,T12,T12,Kevin Na,91,"46' 10""",10487.833,224,-45
13,14,14,Nate Lashley,51,"46' 11""",4125.667,88,-25
14,T15,T15,Phil Mickelson,90,"47' 1""",10398.417,221,-45
15,T15,T15,Sam Saunders,80,"47' 1""",9456.917,201,-59
16,17,17,Jason Kokrak,99,"47' 3""",12143.75,257,-66
17,T18,T18,Blayne Barber,69,"47' 4""",7757.9169999999995,164,-29
18,T18,T18,Henrik Stenson,60,"47' 4""",8849.833,187,-34
19,T20,T20,Bronson Burgoon,69,"47' 5""",8731.167,184,-60
20,T20,T20,Rickie Fowler,74,"47' 5""",9674.583,204,-37
21,22,22,Tiger Woods,68,"47' 6""",9495.083,200,-38
22,T23,T23,Byeong Hun An,86,"47' 8""",9858.417,207,-48
23,T23,T23,Tony Finau,105,"47' 8""",11068.083,232,-54
24,T23,T23,Shawn Stefani,76,"47' 8""",6907.0830000000005,145,-26
25,26,26,Brice Garnett,99,"47' 9""",11552.167,242,-40
26,27,27,Grayson Murray,72,"47' 10""",8318.583,174,-39
27,28,28,J.J. Spaun,85,"48' 0""",9839.25,205,-32
28,29,29,Jim Furyk,50,"48' 1""",5866.6669999999995,122,-3
29,T30,T30,Talor Gooch,78,"48' 2""",8236.833,171,-19
30,T30,T30,Dustin Johnson,77,"48' 2""",7947.3330000000005,165,-45
31,32,32,Keegan Bradley,98,"48' 3""",12983.75,269,-53
32,33,33,Justin Rose,70,"48' 4""",9034.75,187,-42
33,34,34,Satoshi Kodaira,51,"48' 6""",6110.8330000000005,126,-2
34,35,35,Patrick Cantlay,87,"48' 7""",10637.333,219,-49
35,T36,T36,Lanto Griffin,80,"48' 8""",6809.75,140,-24
36,T36,T36,Patton Kizzire,92,"48' 8""",10898.083,224,-39
37,T36,T36,Hideki Matsuyama,75,"48' 8""",9642.083,198,-39
38,T36,T36,Xander Schauffele,96,"48' 8""",11251.5,231,-51
