,Approaches_from__275_yards_RANK THIS WEEK,Approaches_from__275_yards_RANK LAST WEEK,Approaches_from__275_yards_PLAYER NAME,Approaches_from__275_yards_ROUNDS,Approaches_from__275_yards_AVG,Approaches_from__275_yards_TOTAL DISTANCE (FEET),Approaches_from__275_yards_# OF ATTEMPTS,Approaches_from__275_yards_RELATIVE TO PAR
51,T50,T50,Alex Noren,67,"80' 11""",1213.417,15,-9
52,53,53,Xander Schauffele,96,"81' 3""",1787.0,22,-8
53,54,54,Matt Every,79,"81' 5""",1465.0,18,-8
54,55,55,Tommy Fleetwood,73,"81' 9""",1226.5,15,-7
55,56,56,Sam Saunders,80,"82' 0""",1475.6670000000001,18,-9
56,57,57,Vaughn Taylor,83,"82' 1""",985.1669999999999,12,-5
57,T58,T58,Tony Finau,105,"82' 2""",1478.9170000000001,18,-9
58,T58,T58,Lanto Griffin,80,"82' 2""",903.9169999999999,11,-8
59,60,60,Steve Wheatcroft,60,"82' 4""",493.917,6,-2
60,61,61,Justin Rose,70,"82' 7""",1238.75,15,-6
61,T62,T62,Jason Dufner,71,"83' 2""",1247.417,15,-7
62,T62,T62,Peter Malnati,87,"83' 2""",1080.75,13,-7
63,64,64,Si Woo Kim,108,"83' 4""",1667.1670000000001,20,-11
64,65,65,Danny Lee,88,"83' 6""",2255.583,27,-14
65,66,66,Chris Kirk,108,"84' 0""",1344.3329999999999,16,-10
66,67,67,Bronson Burgoon,69,"84' 1""",1680.8329999999999,20,-14
67,68,68,Rod Pampling,62,"84' 2""",1093.75,13,-5
68,69,69,Jhonattan Vegas,92,"84' 10""",1866.5,22,-8
69,70,70,Phil Mickelson,90,"85' 1""",1361.9170000000001,16,-10
70,T71,T71,Patrick Cantlay,87,"85' 4""",2390.0,28,-16
71,T71,T71,James Hahn,85,"85' 4""",1109.25,13,-6
72,T73,T73,Justin Thomas,91,"85' 7""",1454.6670000000001,17,-8
73,T73,T73,Xinjun Zhang,81,"85' 7""",1112.25,13,-2
74,75,75,Zach Johnson,94,"85' 10""",1459.3329999999999,17,-10
75,76,76,J.B. Holmes,77,"85' 11""",1805.0829999999999,21,-5
76,77,77,Russell Henley,77,"86' 1""",1807.5829999999999,21,-11
77,78,78,Matt Jones,70,"86' 2""",947.6669999999999,11,-6
78,79,79,Adam Scott,78,"86' 4""",1295.25,15,-7
79,80,80,Seamus Power,86,"86' 5""",1382.8329999999999,16,-8
80,81,81,Marc Leishman,93,"86' 8""",1905.9170000000001,22,-11
81,82,82,Scott Piercy,84,"86' 9""",1561.6670000000001,18,-7
82,83,83,Brian Stuard,103,"86' 10""",954.9169999999999,11,-5
83,84,84,Martin Laird,73,"87' 4""",262.0,3,-2
84,85,85,Keith Mitchell,99,"87' 6""",1400.5829999999999,16,-11
85,T86,T86,Bill Haas,76,"87' 7""",1752.3329999999999,20,-8
86,T86,T86,Patton Kizzire,92,"87' 7""",1401.4170000000001,16,-9
87,88,88,Brian Gay,103,"87' 8""",964.75,11,-5
88,89,89,David Hearn,66,"87' 10""",526.8330000000001,6,-3
89,90,90,Harold Varner III,91,"88' 0""",1231.417,14,-6
90,91,91,Daniel Summerhays,51,"88' 1""",792.4169999999999,9,-8
91,92,92,Pat Perez,82,"88' 3""",1412.0829999999999,16,-8
92,93,93,Patrick Reed,94,"88' 7""",1682.3329999999999,19,-11
93,94,94,Derek Fathauer,84,"88' 8""",1241.25,14,-7
94,95,95,Chad Campbell,87,"88' 10""",888.5,10,-2
95,96,96,Kevin Streelman,94,"89' 1""",2851.917,32,-17
96,97,97,Kevin Na,91,"89' 2""",1337.75,15,-11
97,98,98,Billy Horschel,86,"89' 4""",1428.75,16,-12
98,99,99,Kevin Kisner,89,"89' 7""",1881.25,21,-13
99,100,100,Patrick Rodgers,97,"89' 8""",986.25,11,-4
100,T101,T101,Joel Dahmen,93,"89' 9""",1795.0829999999999,20,-7
101,T101,T101,Michael Thompson,62,"89' 9""",1166.667,13,-6
102,103,103,Hideki Matsuyama,75,"89' 11""",989.25,11,-5
103,104,104,Chez Reavie,93,"90' 0""",1260.167,14,-8
104,105,105,Matt Atkins,56,"90' 1""",1080.833,12,-5
105,T106,T106,Zac Blair,64,"90' 8""",1087.583,12,-5
106,T106,T106,Harris English,84,"90' 8""",1179.167,13,-4
107,108,108,Sean O'Hair,67,"90' 10""",1725.1670000000001,19,-7
108,T109,T109,Ryan Moore,78,"90' 11""",1727.5,19,-11
109,T109,T109,D.A. Points,63,"90' 11""",1273.333,14,-4
110,T109,T109,Webb Simpson,95,"90' 11""",2090.833,23,-8
111,112,112,Robert Garrigus,80,"91' 1""",911.0,10,-3
112,113,113,Lucas Glover,65,"91' 2""",1185.167,13,-3
113,114,114,Peter Uihlein,83,"91' 3""",1004.1669999999999,11,-4
114,115,115,Ben Crane,65,"91' 4""",1187.5,13,-3
115,116,116,Matt Kuchar,88,"91' 5""",1097.167,12,-4
116,117,117,J.J. Spaun,85,"91' 6""",1464.4170000000001,16,-8
117,T118,T118,Bryson DeChambeau,93,"91' 8""",1466.3329999999999,16,-9
118,T118,T118,Stephan Jaeger,81,"91' 8""",1191.5,13,-8
119,T118,T118,Anirban Lahiri,82,"91' 8""",1650.0829999999999,18,-5
120,121,121,Jordan Spieth,81,"91' 9""",1376.0,15,-10
121,122,122,Martin Piller,79,"92' 4""",1661.5829999999999,18,-11
122,123,123,Rob Oppenheim,74,"92' 6""",1295.333,14,-2
123,124,124,Branden Grace,67,"92' 9""",1298.917,14,-3
124,125,125,Dustin Johnson,77,"92' 10""",742.5,8,-4
125,126,126,Cameron Smith,85,"92' 11""",1300.667,14,-6
126,127,127,Kiradech Aphibarnrat,51,"93' 1""",1116.583,12,-4
127,128,128,Richy Werenski,98,"93' 4""",1773.25,19,-8
128,129,129,Brice Garnett,99,"93' 8""",1873.9170000000001,20,-6
129,T130,T130,Andrew Landry,82,"94' 4""",943.4169999999999,10,-6
130,T130,T130,Francesco Molinari,73,"94' 4""",2263.917,24,-10
131,132,132,Brendan Steele,74,"94' 10""",1516.8329999999999,16,-4
132,133,133,Andrew Putnam,97,"95' 0""",2470.833,26,-9
133,134,134,Sam Ryder,82,"95' 6""",2100.417,22,-10
134,135,135,Mackenzie Hughes,80,"95' 11""",1631.1670000000001,17,-8
135,136,136,Kyle Stanley,93,"96' 0""",1247.833,13,-8
136,137,137,Louis Oosthuizen,62,"96' 2""",1057.833,11,-5
137,138,138,Nick Taylor,94,"96' 3""",1347.4170000000001,14,-8
138,139,139,Ollie Schniederjans,91,"96' 5""",964.0,10,-5
139,T140,T140,Jim Furyk,50,"96' 6""",386.0,4,E
140,T140,T140,"Ted Potter, Jr.",87,"96' 6""",1833.9170000000001,19,-6
141,142,142,Brian Harman,94,"96' 7""",2221.667,23,-7
142,143,143,Abraham Ancer,98,"96' 8""",2610.417,27,-7
143,144,144,Adam Hadwin,92,"97' 2""",2429.5,25,-15
144,145,145,Robert Streb,78,"97' 5""",974.5,10,-3
145,146,146,Byeong Hun An,86,"97' 6""",1364.5829999999999,14,E
146,147,147,Trey Mullinax,75,"97' 11""",1273.167,13,-5
147,T148,T148,Cody Gribble,71,"98' 1""",1274.75,13,-10
148,T148,T148,Jonathan Randolph,71,"98' 1""",1274.667,13,-4
149,150,150,Bubba Watson,90,"98' 3""",1179.333,12,-4
150,151,151,J.T. Poston,73,"98' 5""",1672.75,17,-10
151,152,152,Scott Brown,102,"98' 9""",1580.3329999999999,16,-6
152,153,153,Brett Stegmaier,67,"99' 0""",1089.0,11,-3
153,T154,T154,Tom Hoge,101,"99' 1""",2180.5,22,-8
154,T154,T154,Shane Lowry,64,"99' 1""",1485.8329999999999,15,-4
155,T154,T154,Aaron Wise,90,"99' 1""",1981.3329999999999,20,-10
156,157,157,Ben Silverman,90,"99' 3""",1389.4170000000001,14,-8
157,158,158,Dominic Bozzelli,65,"99' 4""",695.25,7,E
158,159,159,John Huh,94,"99' 8""",2391.25,24,-9
159,T160,T160,Kelly Kraft,94,"99' 9""",1596.1670000000001,16,-2
160,T160,T160,Cameron Tringale,67,"99' 9""",898.0,9,-3
161,162,162,Ryan Blaum,81,"100' 2""",1602.75,16,-6
162,T163,T163,Daniel Berger,81,"100' 4""",1605.5,16,-7
163,T163,T163,Austin Cook,107,"100' 4""",2708.0,27,-19
164,165,165,C.T. Pan,104,"100' 6""",2613.917,26,-11
165,166,166,Russell Knox,94,"100' 8""",1207.75,12,-5
166,167,167,Martin Flores,92,"101' 3""",1518.25,15,-3
167,168,168,Jon Rahm,71,"101' 10""",509.333,5,-2
168,169,169,Wesley Bryan,69,"102' 2""",715.3330000000001,7,-3
169,T170,T170,Nicholas Lindheim,77,"102' 5""",614.5,6,E
170,T170,T170,Tyrone Van Aswegen,101,"102' 5""",1331.5829999999999,13,-7
171,172,172,Ian Poulter,73,"102' 9""",1027.167,10,-3
172,T173,T173,Jonas Blixt,67,"103' 4""",723.25,7,-4
173,T173,T173,Ben Martin,64,"103' 4""",2066.583,20,-8
174,175,175,Zecheng Dou,53,"103' 6""",931.3330000000001,9,-3
175,176,176,Beau Hossler,104,"103' 10""",2180.667,21,-11
176,177,177,Charles Howell III,104,"104' 6""",2821.667,27,-8
177,178,178,Rafa Cabrera Bello,75,"105' 4""",631.8330000000001,6,-2
178,179,179,Chris Stroud,81,"106' 1""",1697.1670000000001,16,-6
179,180,180,Johnson Wagner,75,"106' 3""",1274.667,12,-5
180,181,181,William McGirt,84,"106' 4""",850.5830000000001,8,-6
181,182,182,J.J. Henry,81,"106' 5""",638.4169999999999,6,-1
182,183,183,Michael Kim,74,"109' 11""",659.4169999999999,6,-5
183,184,184,Adam Schenk,86,"110' 2""",1211.5,11,-6
184,185,185,Roberto Díaz,72,"110' 3""",1323.25,12,-5
185,186,186,Brandt Snedeker,84,"110' 4""",1434.25,13,-2
186,187,187,David Lingmerth,82,"112' 0""",1680.0829999999999,15,-8
187,188,188,Blayne Barber,69,"114' 0""",683.75,6,-3
188,189,189,Greg Chalmers,56,"114' 6""",686.8330000000001,6,-5
189,190,190,Hunter Mahan,67,"115' 6""",1039.333,9,-4
190,191,191,Stewart Cink,87,"121' 1""",1695.25,14,-8
191,192,192,Ryan Armour,109,"124' 1""",744.25,6,-1
192,193,193,Kyle Thompson,50,"131' 5""",262.83299999999997,2,+1
