,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
70,T68,T68,Mackenzie Hughes,80,"31' 0""",892,27664.333,-77.0
71,T68,T68,Tom Lovelady,87,"31' 0""",805,24937.083,-67.0
72,T68,T68,Francesco Molinari,73,"31' 0""",766,23767.833,-101.0
73,T68,T68,Brett Stegmaier,67,"31' 0""",603,18695.5,-76.0
74,T68,T68,Harold Varner III,91,"31' 0""",932,28872.5,-93.0
75,T76,T76,Brice Garnett,99,"31' 1""",1085,33741.917,-75.0
76,T76,T76,Kelly Kraft,94,"31' 1""",995,30949.5,-62.0
77,T76,T76,William McGirt,84,"31' 1""",966,30035.5,-84.0
78,T76,T76,Louis Oosthuizen,62,"31' 1""",632,19655.917,-46.0
79,T76,T76,Justin Rose,70,"31' 1""",719,22360.083,-120.0
80,T76,T76,Kevin Tway,110,"31' 1""",1057,32828.25,-115.0
81,T76,T76,Steve Wheatcroft,60,"31' 1""",624,19416.333,-56.0
82,T83,T83,Brian Gay,103,"31' 2""",1302,40604.167,-143.0
83,T83,T83,Retief Goosen,60,"31' 2""",495,15442.833,-7.0
84,T83,T83,Ryan Moore,78,"31' 2""",932,29049.167,-91.0
85,T83,T83,J.T. Poston,73,"31' 2""",723,22521.75,-81.0
86,T83,T83,Hudson Swafford,73,"31' 2""",709,22121.667,-27.0
87,T83,T83,Richy Werenski,98,"31' 2""",1002,31256.75,-78.0
88,T89,T89,Bronson Burgoon,69,"31' 3""",746,23311.75,-103.0
89,T89,T89,Alex Cejka,77,"31' 3""",808,25230.917,-64.0
90,T89,T89,James Hahn,85,"31' 3""",924,28879.417,-78.0
91,T89,T89,Martin Laird,73,"31' 3""",817,25529.25,-89.0
92,T89,T89,David Lingmerth,82,"31' 3""",964,30164.083,-72.0
93,T89,T89,Robert Streb,78,"31' 3""",728,22773.0,-47.0
94,T89,T89,Cameron Tringale,67,"31' 3""",612,19104.167,-25.0
95,T89,T89,Johnson Wagner,75,"31' 3""",741,23156.917,-107.0
96,T89,T89,Jimmy Walker,81,"31' 3""",807,25208.167,-73.0
97,T98,T98,Anirban Lahiri,82,"31' 4""",837,26208.417,-70.0
98,T98,T98,Sam Saunders,80,"31' 4""",833,26114.917,-80.0
99,T98,T98,Ollie Schniederjans,91,"31' 4""",900,28165.833,-90.0
100,T98,T98,Adam Scott,78,"31' 4""",822,25736.0,-83.0
101,T98,T98,Henrik Stenson,60,"31' 4""",666,20890.417,-67.0
102,T103,T103,Joel Dahmen,93,"31' 5""",946,29687.083,-71.0
103,T103,T103,Grayson Murray,72,"31' 5""",701,22033.417,-78.0
104,T105,T105,Tyler Duncan,97,"31' 6""",1110,34959.25,-71.0
105,T105,T105,Jason Kokrak,99,"31' 6""",1097,34576.417,-116.0
106,T107,T107,Abraham Ancer,98,"31' 7""",1082,34201.0,-114.0
107,T107,T107,Martin Flores,92,"31' 7""",880,27766.5,-56.0
108,T107,T107,Russell Henley,77,"31' 7""",821,25935.833,-77.0
109,T107,T107,Rory Sabbatini,91,"31' 7""",961,30367.583,-83.0
110,T111,T111,Branden Grace,67,"31' 8""",562,17811.667,-68.0
111,T111,T111,Shane Lowry,64,"31' 8""",670,21237.833,-57.0
112,T111,T111,"Ted Potter, Jr.",87,"31' 8""",1042,33029.0,-70.0
113,T114,T114,Daniel Berger,81,"31' 9""",833,26480.5,-89.0
114,T114,T114,J.B. Holmes,77,"31' 9""",839,26632.833,-70.0
115,T114,T114,Pat Perez,82,"31' 9""",686,21771.667,-43.0
116,T114,T114,Patrick Reed,94,"31' 9""",758,24055.417,-77.0
117,T114,T114,Xander Schauffele,96,"31' 9""",901,28615.75,-106.0
118,T114,T114,Nick Taylor,94,"31' 9""",945,29969.5,-84.0
119,T120,T120,Dominic Bozzelli,65,"31' 10""",753,23991.333,-50.0
120,T120,T120,Kevin Streelman,94,"31' 10""",1127,35873.167,-87.0
121,T122,T122,Scott Brown,102,"31' 11""",1040,33190.75,-72.0
122,T122,T122,Billy Horschel,86,"31' 11""",1050,33489.667,-150.0
123,T122,T122,Si Woo Kim,108,"31' 11""",979,31231.083,-86.0
124,T122,T122,Michael Kim,74,"31' 11""",653,20825.417,-31.0
125,T122,T122,Scott Piercy,84,"31' 11""",901,28773.667,-72.0
126,T127,T127,Jason Day,75,"32' 0""",611,19572.667,-100.0
127,T127,T127,Ian Poulter,73,"32' 0""",681,21778.667,-61.0
128,T127,T127,Michael Thompson,62,"32' 0""",782,25000.083,-76.0
129,T127,T127,Bubba Watson,90,"32' 0""",824,26382.75,-90.0
130,T127,T127,Aaron Wise,90,"32' 0""",1068,34134.167,-125.0
131,T132,T132,C.T. Pan,104,"32' 1""",1117,35800.333,-121.0
132,T132,T132,Scott Stallings,96,"32' 1""",1000,32085.917,-74.0
133,T134,T134,Zecheng Dou,53,"32' 2""",430,13822.833,-24.0
134,T134,T134,Tommy Fleetwood,73,"32' 2""",720,23150.583,-128.0
135,T134,T134,D.A. Points,63,"32' 2""",629,20246.917,-5.0
136,T134,T134,Cameron Smith,85,"32' 2""",745,23985.0,-61.0
137,T134,T134,Brandt Snedeker,84,"32' 2""",976,31431.417,-103.0
138,T139,T139,Ben Crane,65,"32' 3""",628,20255.083,-56.0
139,T139,T139,Peter Malnati,87,"32' 3""",926,29872.75,-92.0
140,T139,T139,Andrew Putnam,97,"32' 3""",974,31424.75,-94.0
141,T142,T142,Chris Stroud,81,"32' 4""",730,23586.0,-55.0
142,T142,T142,Peter Uihlein,83,"32' 4""",753,24333.167,-70.0
143,T142,T142,Andrew Yun,51,"32' 4""",400,12937.333,-3.0
144,T145,T145,Zac Blair,64,"32' 5""",601,19485.417,-78.0
145,T145,T145,Austin Cook,107,"32' 5""",1261,40901.333,-136.0
146,T145,T145,Luke List,98,"32' 5""",904,29333.583,-80.0
147,T145,T145,Troy Merritt,89,"32' 5""",954,30906.5,-88.0
148,T149,T149,Kiradech Aphibarnrat,51,"32' 6""",461,14963.583,-22.0
149,T149,T149,Charles Howell III,104,"32' 6""",1056,34285.5,-98.0
150,T149,T149,John Huh,94,"32' 6""",1098,35699.25,-106.0
151,T149,T149,Marc Leishman,93,"32' 6""",936,30383.167,-111.0
152,T153,T153,Aaron Baddeley,84,"32' 7""",846,27571.417,-63.0
153,T153,T153,Jonathan Byrd,70,"32' 7""",606,19758.417,-42.0
154,T153,T153,Hunter Mahan,67,"32' 7""",677,22053.25,-77.0
155,T153,T153,Patrick Rodgers,97,"32' 7""",947,30885.583,-81.0
156,T157,T157,Harris English,84,"32' 8""",864,28188.833,-47.0
157,T157,T157,Trey Mullinax,75,"32' 8""",699,22834.583,-46.0
158,T157,T157,Sean O'Hair,67,"32' 8""",718,23466.917,-47.0
159,T157,T157,Xinjun Zhang,81,"32' 8""",759,24794.833,-51.0
160,T161,T161,Graeme McDowell,67,"32' 9""",603,19766.333,-41.0
161,T161,T161,Ethan Tracy,72,"32' 9""",670,21958.75,-46.0
162,163,163,Brian Harman,94,"32' 10""",969,31801.333,-89.0
163,T164,T164,Roberto Díaz,72,"32' 11""",709,23311.25,-29.0
164,T164,T164,Jason Dufner,71,"32' 11""",698,22988.833,-39.0
165,T164,T164,Matt Jones,70,"32' 11""",584,19227.417,-66.0
166,T164,T164,Seamus Power,86,"32' 11""",804,26465.25,-69.0
167,168,168,Matt Atkins,56,"33' 0""",480,15848.917,-21.0
168,169,169,Ryan Blaum,81,"33' 1""",939,31051.583,-78.0
169,T170,T170,Stephan Jaeger,81,"33' 2""",777,25781.583,-40.0
170,T170,T170,Ben Martin,64,"33' 2""",740,24537.0,-57.0
171,T170,T170,Denny McCarthy,71,"33' 2""",649,21525.25,-57.0
172,173,173,Jamie Lovemark,92,"33' 3""",943,31330.417,-87.0
173,T174,T174,Adam Schenk,86,"33' 4""",810,27001.333,-50.0
174,T174,T174,Brendan Steele,74,"33' 4""",703,23428.167,-13.0
175,T176,T176,Rod Pampling,62,"33' 5""",595,19897.167,-12.0
176,T176,T176,Jhonattan Vegas,92,"33' 5""",768,25672.0,-51.0
177,T178,T178,Bud Cauley,55,"33' 6""",533,17839.167,-35.0
178,T178,T178,Tyrrell Hatton,58,"33' 6""",555,18579.083,-45.0
179,T178,T178,Kevin Kisner,89,"33' 6""",879,29448.667,-72.0
180,T181,T181,Cody Gribble,71,"33' 8""",637,21426.667,-49.0
181,T181,T181,Beau Hossler,104,"33' 8""",1174,39565.167,-135.0
182,T183,T183,Bill Haas,76,"33' 10""",832,28139.667,-28.0
183,T183,T183,Adam Hadwin,92,"33' 10""",899,30387.583,-88.0
184,T183,T183,Jonathan Randolph,71,"33' 10""",774,26163.083,-30.0
185,T186,T186,Jonas Blixt,67,"34' 4""",597,20472.167,-17.0
186,T186,T186,Derek Fathauer,84,"34' 4""",794,27268.333,-50.0
187,188,188,Charl Schwartzel,65,"34' 9""",516,17913.583,-17.0
188,189,189,Lucas Glover,65,"34' 10""",613,21354.833,-39.0
189,190,190,Daniel Summerhays,51,"34' 11""",454,15864.417,-12.0
190,191,191,Martin Piller,79,"35' 2""",844,29702.167,-27.0
191,192,192,Alex Noren,67,"36' 0""",639,23000.417,-66.0
192,193,193,Greg Chalmers,56,"39' 2""",496,19439.25,4.0
