,Approaches_from__100_yards_Rgh_RANK THIS WEEK,Approaches_from__100_yards_Rgh_RANK LAST WEEK,Approaches_from__100_yards_Rgh_PLAYER NAME,Approaches_from__100_yards_Rgh_ROUNDS,Approaches_from__100_yards_Rgh_AVG,Approaches_from__100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__100_yards_Rgh_# OF ATTEMPTS,Approaches_from__100_yards_Rgh_RELATIVE TO PAR
0,1,1,Dustin Johnson,77,"39' 6""",7311.4169999999995,185,+2
1,2,2,Kevin Streelman,94,"40' 0""",8319.0,208,+7
2,3,3,Ian Poulter,73,"41' 4""",5748.0830000000005,139,+8
3,4,4,Andrew Landry,82,"41' 9""",8940.417,214,+25
4,5,5,Joel Dahmen,93,"42' 0""",8655.417,206,-1
5,6,6,J.B. Holmes,77,"42' 5""",9920.417,234,E
6,7,7,Brett Stegmaier,67,"42' 6""",7389.75,174,+22
7,T8,T8,Scott Piercy,84,"42' 8""",9305.917,218,+25
8,T8,T8,Jordan Spieth,81,"42' 8""",8571.583,201,-3
9,10,10,Stewart Cink,87,"42' 10""",9803.583,229,+8
10,11,11,Bryson DeChambeau,93,"43' 0""",10022.333,233,+8
11,12,12,Jason Kokrak,99,"43' 1""",13790.167,320,-2
12,13,13,Chad Campbell,87,"43' 3""",8692.083,201,+11
13,T14,T14,Ethan Tracy,72,"43' 5""",8112.0,187,+22
14,T14,T14,Bubba Watson,90,"43' 5""",9073.917,209,+11
15,16,16,Justin Rose,70,"43' 7""",6014.8330000000005,138,+1
16,17,17,Phil Mickelson,90,"43' 8""",11258.5,258,+1
17,T18,T18,C.T. Pan,104,"43' 9""",9663.417,221,+34
18,T18,T18,Cameron Percy,56,"43' 9""",6391.3330000000005,146,+10
19,20,20,Corey Conners,97,"43' 10""",10613.083,242,+33
20,T21,T21,Retief Goosen,60,"44' 1""",6740.0830000000005,153,+22
21,T21,T21,Brian Harman,94,"44' 1""",7982.75,181,+21
22,T21,T21,Scott Stallings,96,"44' 1""",12839.25,291,+16
23,T24,T24,Kevin Chappell,77,"44' 6""",7837.0830000000005,176,+20
24,T24,T24,Chesson Hadley,103,"44' 6""",12138.5,273,+25
25,T24,T24,Chez Reavie,93,"44' 6""",5651.8330000000005,127,+14
26,T24,T24,Rory Sabbatini,91,"44' 6""",9973.75,224,+4
27,28,28,Derek Fathauer,84,"44' 7""",12123.583,272,+33
28,29,29,Cameron Smith,85,"44' 8""",9520.5,213,+8
29,T30,T30,David Hearn,66,"44' 9""",6976.0830000000005,156,+22
30,T30,T30,Beau Hossler,104,"44' 9""",11318.667,253,+15
31,T32,T32,Nate Lashley,51,"44' 10""",4800.417,107,+4
32,T32,T32,Luke List,98,"44' 10""",13731.417,306,+16
33,34,34,Nick Watney,94,"44' 11""",11951.417,266,+17
34,T35,T35,Charley Hoffman,87,"45' 0""",10444.917,232,+12
35,T35,T35,Charl Schwartzel,65,"45' 0""",6207.0830000000005,138,+15
36,T37,T37,Ben Crane,65,"45' 2""",6054.25,134,+19
37,T37,T37,Zecheng Dou,53,"45' 2""",6414.9169999999995,142,+28
38,T39,T39,Aaron Baddeley,84,"45' 3""",12436.583,275,+14
39,T39,T39,Ryan Palmer,69,"45' 3""",8421.0,186,+21
40,T41,T41,Tony Finau,105,"45' 4""",14089.833,311,+17
41,T41,T41,Martin Laird,73,"45' 4""",8203.083,181,+13
42,T43,T43,Abraham Ancer,98,"45' 5""",12182.167,268,+33
43,T43,T43,Tyrrell Hatton,58,"45' 5""",5904.5830000000005,130,+11
44,T43,T43,Patton Kizzire,92,"45' 5""",12761.667,281,+21
45,T43,T43,Shawn Stefani,76,"45' 5""",10088.833,222,+19
46,T47,T47,Matt Every,79,"45' 7""",10748.917,236,+44
47,T47,T47,Chris Kirk,108,"45' 7""",12981.333,285,+22
48,T47,T47,Jimmy Walker,81,"45' 7""",11175.333,245,+31
49,T50,T50,Jonathan Byrd,70,"45' 8""",7444.25,163,+11
50,T50,T50,Paul Casey,74,"45' 8""",6713.0,147,+11
51,T50,T50,Austin Cook,107,"45' 8""",10950.75,240,+35
52,T53,T53,Brandt Snedeker,84,"45' 10""",10121.333,221,+9
53,T53,T53,Peter Uihlein,83,"45' 10""",11362.083,248,+19
54,T55,T55,Hideki Matsuyama,75,"45' 11""",8453.25,184,+30
55,T55,T55,Ryan Moore,78,"45' 11""",7623.8330000000005,166,+10
56,T57,T57,Keegan Bradley,98,"46' 1""",8937.667,194,+21
57,T57,T57,Alex Cejka,77,"46' 1""",8341.833,181,+20
58,59,59,Louis Oosthuizen,62,"46' 2""",5766.5,125,+17
59,T60,T60,Blayne Barber,69,"46' 4""",8525.5,184,+22
60,T60,T60,Charles Howell III,104,"46' 4""",10330.0,223,+15
61,T62,T62,Bill Haas,76,"46' 5""",10583.25,228,+4
62,T62,T62,Russell Knox,94,"46' 5""",8072.9169999999995,174,+18
63,T64,T64,Tyler Duncan,97,"46' 6""",10831.333,233,+27
64,T64,T64,Lucas Glover,65,"46' 6""",6375.6669999999995,137,+7
65,T64,T64,Si Woo Kim,108,"46' 6""",11725.0,252,+18
66,T64,T64,Sean O'Hair,67,"46' 6""",9440.75,203,+28
67,T64,T64,Hudson Swafford,73,"46' 6""",6001.6669999999995,129,+2
68,69,69,Matt Kuchar,88,"46' 7""",8336.083,179,+16
69,70,70,Rory McIlroy,64,"46' 8""",8076.0830000000005,173,+17
70,T71,T71,Tom Lovelady,87,"46' 9""",12022.167,257,+22
71,T71,T71,Steve Wheatcroft,60,"46' 9""",5559.8330000000005,119,+22
72,T73,T73,Lanto Griffin,80,"46' 10""",11423.417,244,+12
73,T73,T73,Pat Perez,82,"46' 10""",7070.3330000000005,151,+25
74,T75,T75,J.J. Henry,81,"46' 11""",8497.583,181,+18
75,T75,T75,J.J. Spaun,85,"46' 11""",9470.167,202,+24
76,T75,T75,Andrew Yun,51,"46' 11""",6332.0,135,+30
77,T78,T78,Jonas Blixt,67,"47' 0""",8322.083,177,+7
78,T78,T78,Kevin Kisner,89,"47' 0""",8314.75,177,+19
79,T78,T78,Jamie Lovemark,92,"47' 0""",13103.167,279,+18
80,T78,T78,Conrad Shindler,60,"47' 0""",6017.5830000000005,128,+25
81,T82,T82,Bud Cauley,55,"47' 1""",6073.3330000000005,129,+8
