,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
0,1,1,Bryson DeChambeau,93,72.7,32,44,-7.00
1,2,2,Kiradech Aphibarnrat,51,72.2,13,18,-3.00
2,3,3,Rickie Fowler,74,70.0,28,40,-10.00
3,4,4,Brett Stegmaier,67,67.9,19,28,-4.00
4,5,5,Jordan Spieth,81,66.0,35,53,-8.00
5,6,6,Sam Ryder,82,64.6,31,48,-7.00
6,7,7,Henrik Stenson,60,63.9,23,36,-3.00
7,8,8,Jon Rahm,71,63.6,28,44,-6.00
8,9,9,Peter Uihlein,83,63.5,40,63,-5.00
9,10,10,Gary Woodland,96,63.4,26,41,-6.00
10,T11,T11,Patton Kizzire,92,62.9,44,70,-6.00
11,T11,T11,Anirban Lahiri,82,62.9,39,62,-11.00
12,13,13,Ollie Schniederjans,91,62.2,51,82,-22.00
13,14,14,Tom Hoge,101,61.6,45,73,-13.00
14,15,15,Seamus Power,86,60.8,31,51,-8.00
15,16,16,Matt Jones,70,60.5,26,43,-3.00
16,17,17,Hudson Swafford,73,60.0,27,45,-4.00
17,T18,T18,Blayne Barber,69,59.0,23,39,-3.00
18,T18,T18,Nick Watney,94,59.0,46,78,-7.00
19,20,20,Shawn Stefani,76,58.8,30,51,-6.00
20,21,21,Brian Gay,103,58.7,37,63,-6.00
21,22,22,Martin Flores,92,58.5,55,94,-5.00
22,23,23,Tony Finau,105,58.4,45,77,-9.00
23,T24,T24,Matt Every,79,58.1,36,62,-4.00
24,T24,T24,Zach Johnson,94,58.1,36,62,-13.00
25,26,26,Martin Piller,79,58.0,40,69,-7.00
26,27,27,Cody Gribble,71,57.1,28,49,-5.00
27,28,28,Ian Poulter,73,56.8,25,44,-8.00
28,29,29,Harold Varner III,91,56.6,30,53,-2.00
29,30,30,Brian Harman,94,56.5,35,62,-7.00
30,31,31,Webb Simpson,95,56.4,31,55,-7.00
31,T32,T32,Branden Grace,67,56.3,18,32,-1.00
32,T32,T32,Brooks Koepka,64,56.3,18,32,-3.00
33,T32,T32,Richy Werenski,98,56.3,36,64,-6.00
34,T35,T35,Danny Lee,88,55.9,33,59,-11.00
35,T35,T35,Ryan Palmer,69,55.9,33,59,-2.00
36,T35,T35,C.T. Pan,104,55.9,33,59,-9.00
37,T38,T38,Francesco Molinari,73,55.8,24,43,-5.00
38,T38,T38,Cameron Tringale,67,55.8,29,52,-5.00
39,T38,T38,Tiger Woods,68,55.8,24,43,-3.00
40,41,41,Zac Blair,64,55.0,11,20,-3.00
41,42,42,Stephan Jaeger,81,54.8,34,62,-8.00
42,43,43,Andrew Putnam,97,54.7,35,64,-10.00
43,44,44,Robert Garrigus,80,54.5,36,66,-7.00
44,45,45,Kevin Streelman,94,54.4,31,57,-2.00
45,T46,T46,Chris Kirk,108,53.8,43,80,-10.00
46,T46,T46,J.T. Poston,73,53.8,28,52,-5.00
47,T48,T48,Whee Kim,93,53.7,29,54,-7.00
48,T48,T48,Patrick Reed,94,53.7,29,54,-4.00
49,T48,T48,Patrick Rodgers,97,53.7,29,54,-8.00
50,51,51,Luke List,98,53.6,37,69,-8.00
51,52,52,J.B. Holmes,77,53.4,31,58,-4.00
52,T53,T53,Kevin Na,91,53.2,33,62,-9.00
53,T53,T53,Vaughn Taylor,83,53.2,33,62,-2.00
54,55,55,Ryan Moore,78,53.1,17,32,-2.00
55,T56,T56,Hideki Matsuyama,75,52.8,19,36,-3.00
56,T56,T56,Phil Mickelson,90,52.8,38,72,-9.00
57,58,58,Xander Schauffele,96,52.7,39,74,-10.00
58,59,59,Adam Schenk,86,52.6,30,57,-10.00
59,60,60,Andrew Yun,51,52.5,21,40,-2.00
60,T61,T61,Jason Dufner,71,52.4,22,42,E
61,T61,T61,Charles Howell III,104,52.4,33,63,-3.00
62,63,63,Talor Gooch,78,52.3,23,44,-5.00
63,T64,T64,Ben Martin,64,52.2,35,67,-8.00
64,T64,T64,Adam Scott,78,52.2,24,46,-5.00
65,T66,T66,Marc Leishman,93,52.0,26,50,-6.00
66,T66,T66,Jamie Lovemark,92,52.0,39,75,-7.00
67,68,68,Chris Stroud,81,51.9,27,52,-2.00
68,69,69,John Huh,94,51.6,32,62,-4.00
69,T70,T70,Zecheng Dou,53,51.5,17,33,-4.00
70,T70,T70,Bill Haas,76,51.5,34,66,-4.00
71,72,72,Russell Knox,94,51.3,39,76,-6.00
72,T73,T73,Bud Cauley,55,51.2,22,43,-2.00
73,T73,T73,Billy Hurley III,70,51.2,22,43,-1.00
74,T73,T73,Chez Reavie,93,51.2,22,43,-2.00
75,76,76,Tom Lovelady,87,51.0,25,49,-1.00
76,77,77,Byeong Hun An,86,50.9,27,53,-4.00
77,T78,T78,Troy Merritt,89,50.7,34,67,-4.00
78,T78,T78,Brandt Snedeker,84,50.7,37,73,-5.00
79,80,80,Beau Hossler,104,50.6,40,79,-7.00
80,T81,T81,Stewart Cink,87,50.0,31,62,-4.00
81,T81,T81,Brice Garnett,99,50.0,31,62,-7.00
82,T81,T81,Mackenzie Hughes,80,50.0,40,80,-7.00
83,T81,T81,Nate Lashley,51,50.0,21,42,-3.00
84,T81,T81,Cameron Smith,85,50.0,25,50,-1.00
85,T81,T81,Nick Taylor,94,50.0,33,66,-2.00
86,T81,T81,Xinjun Zhang,81,50.0,24,48,-1.00
87,88,88,Keith Mitchell,99,49.4,39,79,-8.00
88,89,89,Jason Kokrak,99,49.3,35,71,E
89,T90,T90,Joel Dahmen,93,49.2,30,61,-7.00
90,T90,T90,Adam Hadwin,92,49.2,30,61,-1.00
91,T92,T92,Kevin Chappell,77,49.0,24,49,-5.00
92,T92,T92,Lucas Glover,65,49.0,24,49,-4.00
93,94,94,Russell Henley,77,48.9,23,47,-8.00
94,95,95,Kyle Stanley,93,48.8,21,43,-4.00
95,96,96,Brendan Steele,74,48.7,19,39,-2.00
96,T97,T97,Tommy Fleetwood,73,48.6,18,37,-6.00
97,T97,T97,Chesson Hadley,103,48.6,34,70,-2.00
98,T97,T97,Dustin Johnson,77,48.6,17,35,-4.00
99,T97,T97,D.A. Points,63,48.6,18,37,-2.00
100,101,101,William McGirt,84,48.4,31,64,-5.00
101,102,102,Michael Thompson,62,48.1,26,54,-5.00
102,103,103,Jonathan Byrd,70,48.0,24,50,-2.00
103,104,104,Scott Stallings,96,47.9,35,73,-7.00
104,T105,T105,Si Woo Kim,108,47.7,31,65,-12.00
105,T105,T105,Justin Thomas,91,47.7,31,65,-6.00
106,T107,T107,Greg Chalmers,56,47.5,19,40,-3.00
107,T107,T107,Hunter Mahan,67,47.5,19,40,-3.00
108,109,109,Alex Noren,67,47.4,18,38,-4.00
109,110,110,J.J. Spaun,85,47.3,26,55,-4.00
110,111,111,Austin Cook,107,47.2,34,72,-8.00
111,112,112,Kevin Tway,110,47.1,40,85,-11.00
112,113,113,Matt Kuchar,88,46.9,23,49,-6.00
113,114,114,Sam Saunders,80,46.8,29,62,-11.00
114,T115,T115,Bronson Burgoon,69,46.7,21,45,-6.00
115,T115,T115,Corey Conners,97,46.7,28,60,-5.00
116,T117,T117,Emiliano Grillo,94,46.6,27,58,-5.00
117,T117,T117,Michael Kim,74,46.6,27,58,-9.00
118,T119,T119,Jason Day,75,46.4,26,56,-10.00
119,T119,T119,Fabián Gómez,88,46.4,26,56,-1.00
120,T119,T119,Billy Horschel,86,46.4,26,56,-6.00
121,T122,T122,Charley Hoffman,87,46.3,31,67,-10.00
122,T122,T122,Justin Rose,70,46.3,19,41,-7.00
123,T124,T124,Abraham Ancer,98,46.2,30,65,-3.00
124,T124,T124,Aaron Wise,90,46.2,36,78,-4.00
125,126,126,Ryan Blaum,81,46.0,23,50,-3.00
126,127,127,Jhonattan Vegas,92,45.8,27,59,-5.00
127,128,128,Aaron Baddeley,84,45.6,31,68,-10.00
128,129,129,Sean O'Hair,67,45.3,24,53,-7.00
129,T130,T130,Matt Atkins,56,45.2,14,31,-1.00
130,T130,T130,James Hahn,85,45.2,28,62,-13.00
131,T130,T130,Peter Malnati,87,45.2,38,84,-9.00
132,T130,T130,Cameron Percy,56,45.2,14,31,E
133,134,134,Rory McIlroy,64,45.0,18,40,-4.00
134,T135,T135,Alex Cejka,77,44.7,17,38,-3.00
135,T135,T135,Rory Sabbatini,91,44.7,38,85,-8.00
136,137,137,Brian Stuard,103,44.4,24,54,-4.00
137,138,138,Tyler Duncan,97,44.3,27,61,-3.00
138,T139,T139,Wesley Bryan,69,44.2,19,43,-4.00
139,T139,T139,Ethan Tracy,72,44.2,19,43,E
140,T141,T141,Ryan Armour,109,44.1,26,59,-3.00
141,T141,T141,David Hearn,66,44.1,15,34,-3.00
142,T141,T141,Grayson Murray,72,44.1,26,59,-3.00
143,T144,T144,Ricky Barnes,65,44.0,11,25,E
144,T144,T144,Tyrone Van Aswegen,101,44.0,37,84,-9.00
145,T146,T146,Paul Casey,74,43.9,18,41,-5.00
146,T146,T146,Lanto Griffin,80,43.9,18,41,-4.00
147,T146,T146,Charl Schwartzel,65,43.9,18,41,-3.00
148,149,149,Shane Lowry,64,43.8,21,48,-2.00
149,150,150,Daniel Berger,81,43.6,17,39,+2.00
150,151,151,Rafa Cabrera Bello,75,43.3,13,30,-2.00
151,T152,T152,Harris English,84,42.9,27,63,-5.00
152,T152,T152,Bubba Watson,90,42.9,27,63,-2.00
153,154,154,Dominic Bozzelli,65,42.6,23,54,-8.00
154,155,155,Derek Fathauer,84,42.5,31,73,-4.00
155,156,156,Keegan Bradley,98,42.4,25,59,-3.00
156,157,157,Jimmy Walker,81,42.0,21,50,-2.00
157,158,158,Brandon Harkins,101,41.7,35,84,-6.00
158,159,159,Steve Wheatcroft,60,41.5,17,41,-3.00
159,160,160,Jonathan Randolph,71,41.1,23,56,E
160,T161,T161,Satoshi Kodaira,51,40.7,11,27,-1.00
161,T161,T161,Louis Oosthuizen,62,40.7,11,27,-1.00
162,163,163,Retief Goosen,60,40.6,13,32,-1.00
163,164,164,Patrick Cantlay,87,40.5,17,42,-3.00
164,T165,T165,Nicholas Lindheim,77,40.0,20,50,-3.00
165,T165,T165,Trey Mullinax,75,40.0,16,40,-6.00
166,T165,T165,Pat Perez,82,40.0,10,25,-3.00
167,168,168,Rob Oppenheim,74,39.6,19,48,-5.00
168,169,169,Robert Streb,78,39.4,28,71,-2.00
169,170,170,Sung Kang,89,39.3,22,56,-2.00
170,171,171,Roberto Díaz,72,39.1,18,46,-2.00
171,172,172,"Ted Potter, Jr.",87,38.2,21,55,-3.00
172,173,173,J.J. Henry,81,37.7,20,53,-1.00
173,174,174,Scott Piercy,84,36.8,14,38,-2.00
174,T175,T175,Chad Campbell,87,36.7,22,60,-4.00
175,T175,T175,Tyrrell Hatton,58,36.7,11,30,-1.00
176,T175,T175,Graeme McDowell,67,36.7,11,30,-5.00
177,178,178,Denny McCarthy,71,36.6,15,41,-1.00
178,179,179,Andrew Landry,82,35.8,19,53,-5.00
179,180,180,Ben Silverman,90,35.6,16,45,-3.00
180,181,181,Kevin Kisner,89,35.4,17,48,-3.00
181,T182,T182,Jonas Blixt,67,35.3,12,34,-2.00
182,T182,T182,Scott Brown,102,35.3,24,68,-5.00
183,184,184,Kelly Kraft,94,33.9,19,56,-4.00
184,185,185,Kyle Thompson,50,32.4,12,37,E
185,186,186,David Lingmerth,82,32.0,16,50,-1.00
186,187,187,Conrad Shindler,60,29.0,9,31,-1.00
187,188,188,Rod Pampling,62,28.2,11,39,-1.00
