,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
0,1,1,Nate Lashley,51,-.500
1,2,2,Cameron Percy,56,-.469
2,3,3,Conrad Shindler,60,-.462
3,4,4,Fabián Gómez,88,-.449
4,5,5,Sam Saunders,80,-.423
5,6,6,David Hearn,66,-.421
6,7,7,Aaron Baddeley,84,-.409
7,8,8,Jon Rahm,71,-.404
8,9,9,Ricky Barnes,65,-.400
9,10,10,Chris Kirk,108,-.397
10,11,11,Johnson Wagner,75,-.389
11,12,12,Ryan Blaum,81,-.387
12,13,13,Steve Wheatcroft,60,-.385
13,T14,T14,Joel Dahmen,93,-.382
14,T14,T14,Louis Oosthuizen,62,-.382
15,16,16,Jonathan Byrd,70,-.375
16,17,17,Xinjun Zhang,81,-.365
17,T18,T18,Sam Ryder,82,-.357
18,T18,T18,Daniel Summerhays,51,-.357
19,T20,T20,Byeong Hun An,86,-.351
20,T20,T20,Michael Thompson,62,-.351
21,T22,T22,Branden Grace,67,-.348
22,T22,T22,Martin Laird,73,-.348
23,T24,T24,Matt Jones,70,-.343
24,T24,T24,Patton Kizzire,92,-.343
25,26,26,Brice Garnett,99,-.333
26,27,27,Ben Silverman,90,-.328
27,28,28,Danny Lee,88,-.327
28,T29,T29,Bryson DeChambeau,93,-.324
29,T29,T29,Si Woo Kim,108,-.324
30,T31,T31,Patrick Rodgers,97,-.323
31,T31,T31,Justin Rose,70,-.323
32,33,33,Ethan Tracy,72,-.317
33,34,34,Jordan Spieth,81,-.310
34,35,35,Tommy Fleetwood,73,-.304
35,T36,T36,Zac Blair,64,-.303
36,T36,T36,Tom Hoge,101,-.303
37,38,38,Stephan Jaeger,81,-.302
38,39,39,Bill Haas,76,-.300
39,40,40,Billy Horschel,86,-.297
40,41,41,Mackenzie Hughes,80,-.295
41,T42,T42,Shane Lowry,64,-.293
42,T42,T42,Kyle Stanley,93,-.293
43,44,44,Matt Atkins,56,-.292
44,45,45,Ryan Armour,109,-.289
45,T46,T46,Lanto Griffin,80,-.286
46,T46,T46,Hunter Mahan,67,-.286
47,48,48,Hideki Matsuyama,75,-.283
48,49,49,Abraham Ancer,98,-.279
49,50,50,Peter Uihlein,83,-.278
50,51,51,Martin Piller,79,-.277
51,52,52,Nick Taylor,94,-.271
52,53,53,J.J. Spaun,85,-.266
53,T54,T54,Beau Hossler,104,-.263
54,T54,T54,Justin Thomas,91,-.263
55,56,56,Scott Piercy,84,-.262
56,57,57,Cody Gribble,71,-.261
57,58,58,Grayson Murray,72,-.259
58,59,59,Chesson Hadley,103,-.254
59,T60,T60,David Lingmerth,82,-.250
60,T60,T60,Adam Schenk,86,-.250
61,62,62,Marc Leishman,93,-.246
62,63,63,J.J. Henry,81,-.245
63,T64,T64,Matt Every,79,-.242
64,T64,T64,Rod Pampling,62,-.242
65,T64,T64,Webb Simpson,95,-.242
66,67,67,Patrick Cantlay,87,-.241
67,T68,T68,Dustin Johnson,77,-.239
68,T68,T68,J.T. Poston,73,-.239
69,T68,T68,Bubba Watson,90,-.239
70,T68,T68,Gary Woodland,96,-.239
71,T72,T72,Tony Finau,105,-.235
72,T72,T72,Zach Johnson,94,-.235
73,74,74,Tiger Woods,68,-.229
74,T75,T75,Bronson Burgoon,69,-.227
75,T75,T75,Nick Watney,94,-.227
76,77,77,Derek Fathauer,84,-.226
77,T78,T78,Luke List,98,-.224
78,T78,T78,Scott Stallings,96,-.224
79,T80,T80,Rory McIlroy,64,-.222
80,T80,T80,Kyle Thompson,50,-.222
81,82,82,Keegan Bradley,98,-.221
82,T83,T83,C.T. Pan,104,-.220
83,T83,T83,Henrik Stenson,60,-.220
84,85,85,Aaron Wise,90,-.217
85,T86,T86,Rickie Fowler,74,-.214
86,T86,T86,D.A. Points,63,-.214
87,T86,T86,Brian Stuard,103,-.214
88,T89,T89,Rafa Cabrera Bello,75,-.213
89,T89,T89,Paul Casey,74,-.213
90,T89,T89,Jason Day,75,-.213
91,T89,T89,Harris English,84,-.213
92,T89,T89,Peter Malnati,87,-.213
93,T89,T89,Sean O'Hair,67,-.213
94,T95,T95,Ben Crane,65,-.212
95,T95,T95,Emiliano Grillo,94,-.212
96,T97,T97,Troy Merritt,89,-.208
97,T97,T97,Harold Varner III,91,-.208
98,99,99,Richy Werenski,98,-.207
99,100,100,Kevin Tway,110,-.206
100,101,101,Lucas Glover,65,-.205
101,102,102,Martin Flores,92,-.204
102,T103,T103,Blayne Barber,69,-.200
103,T103,T103,Brandon Harkins,101,-.200
104,T103,T103,Jason Kokrak,99,-.200
105,T103,T103,Anirban Lahiri,82,-.200
106,T103,T103,Keith Mitchell,99,-.200
107,108,108,Corey Conners,97,-.196
108,109,109,Trey Mullinax,75,-.195
109,T110,T110,Brian Gay,103,-.194
110,T110,T110,Jamie Lovemark,92,-.194
111,112,112,Kevin Na,91,-.193
112,113,113,Seamus Power,86,-.191
113,114,114,John Huh,94,-.190
114,T115,T115,Jonas Blixt,67,-.189
115,T115,T115,James Hahn,85,-.189
116,T115,T115,Whee Kim,93,-.189
117,118,118,Wesley Bryan,69,-.184
118,T119,T119,Satoshi Kodaira,51,-.179
119,T119,T119,Rory Sabbatini,91,-.179
120,121,121,Shawn Stefani,76,-.178
121,122,122,Xander Schauffele,96,-.176
122,T123,T123,Brett Stegmaier,67,-.171
123,T123,T123,Hudson Swafford,73,-.171
124,125,125,Ryan Moore,78,-.169
125,126,126,Scott Brown,102,-.164
126,127,127,Ben Martin,64,-.162
127,128,128,Alex Noren,67,-.157
128,129,129,Francesco Molinari,73,-.155
129,130,130,Chris Stroud,81,-.154
130,T131,T131,Brooks Koepka,64,-.152
131,T131,T131,Denny McCarthy,71,-.152
132,133,133,Tyler Duncan,97,-.151
133,134,134,Brandt Snedeker,84,-.148
134,135,135,Nicholas Lindheim,77,-.147
135,136,136,Jonathan Randolph,71,-.146
136,137,137,Patrick Reed,94,-.145
137,138,138,Daniel Berger,81,-.143
138,139,139,Billy Hurley III,70,-.139
139,140,140,Tyrone Van Aswegen,101,-.138
140,141,141,Alex Cejka,77,-.136
141,142,142,J.B. Holmes,77,-.135
142,143,143,Kevin Streelman,94,-.134
143,T144,T144,Charles Howell III,104,-.131
144,T144,T144,Andrew Landry,82,-.131
145,T146,T146,Zecheng Dou,53,-.130
146,T146,T146,Ryan Palmer,69,-.130
147,148,148,Roberto Díaz,72,-.128
148,149,149,Robert Garrigus,80,-.122
149,150,150,Jimmy Walker,81,-.121
150,151,151,Andrew Yun,51,-.120
151,T152,T152,Rob Oppenheim,74,-.111
152,T152,T152,"Ted Potter, Jr.",87,-.111
153,T152,T152,Jhonattan Vegas,92,-.111
