,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
94,T91,T91,Aaron Wise,90,"17' 3""",1639.4170000000001,95,-0.11
95,T96,T96,Matt Jones,70,"17' 4""",657.4169999999999,38,-0.26
96,T96,T96,Si Woo Kim,108,"17' 4""",1282.583,74,-0.22
97,T96,T96,Brian Stuard,103,"17' 4""",2354.167,136,-0.12
98,T96,T96,Steve Wheatcroft,60,"17' 4""",917.5,53,-0.25
99,T100,T100,Bronson Burgoon,69,"17' 5""",1011.5830000000001,58,-0.24
100,T100,T100,Robert Garrigus,80,"17' 5""",905.5,52,+0.04
101,T100,T100,Keith Mitchell,99,"17' 5""",1638.8329999999999,94,-0.17
102,T100,T100,Ryan Moore,78,"17' 5""",1097.25,63,-0.11
103,T100,T100,Charl Schwartzel,65,"17' 5""",765.0830000000001,44,-0.14
104,T100,T100,Daniel Summerhays,51,"17' 5""",767.3330000000001,44,+0.02
105,T100,T100,Johnson Wagner,75,"17' 5""",923.3330000000001,53,-0.23
106,T107,T107,Alex Cejka,77,"17' 6""",1208.667,69,-0.07
107,T107,T107,Sam Ryder,82,"17' 6""",1207.417,69,-0.06
108,T109,T109,Branden Grace,67,"17' 7""",915.1669999999999,52,-0.17
109,T109,T109,Russell Henley,77,"17' 7""",1161.5,66,-0.08
110,T109,T109,J.J. Spaun,85,"17' 7""",1374.5,78,-0.18
111,T109,T109,Gary Woodland,96,"17' 7""",720.3330000000001,41,-0.02
112,T113,T113,Matt Atkins,56,"17' 9""",691.25,39,E
113,T113,T113,Rory Sabbatini,91,"17' 9""",1813.1670000000001,102,-0.06
114,T113,T113,Ethan Tracy,72,"17' 9""",921.75,52,-0.15
115,T116,T116,Sean O'Hair,67,"17' 10""",981.0,55,-0.22
116,T116,T116,Cameron Percy,56,"17' 10""",890.1669999999999,50,-0.14
117,T118,T118,Zac Blair,64,"17' 11""",947.5,53,-0.21
118,T118,T118,Harris English,84,"17' 11""",860.3330000000001,48,-0.19
119,T118,T118,Seamus Power,86,"17' 11""",968.0830000000001,54,-0.26
120,T118,T118,Xinjun Zhang,81,"17' 11""",753.75,42,-0.21
121,T122,T122,Roberto Díaz,72,"18' 0""",1135.083,63,-0.10
122,T122,T122,Matt Every,79,"18' 0""",864.3330000000001,48,-0.02
123,T122,T122,John Huh,94,"18' 0""",1260.667,70,-0.11
124,T122,T122,Brooks Koepka,64,"18' 0""",1006.0,56,-0.20
125,T122,T122,Hideki Matsuyama,75,"18' 0""",756.9169999999999,42,-0.02
126,T122,T122,Jonathan Randolph,71,"18' 0""",1154.167,64,-0.08
127,T122,T122,Adam Schenk,86,"18' 0""",1117.333,62,-0.10
128,T122,T122,Shawn Stefani,76,"18' 0""",1171.75,65,-0.18
129,T130,T130,Scott Brown,102,"18' 1""",1340.9170000000001,74,-0.15
130,T130,T130,Tyrrell Hatton,58,"18' 1""",830.4169999999999,46,-0.22
131,T130,T130,Denny McCarthy,71,"18' 1""",759.1669999999999,42,-0.12
132,T130,T130,Trey Mullinax,75,"18' 1""",1444.8329999999999,80,-0.16
133,T130,T130,"Ted Potter, Jr.",87,"18' 1""",1558.5,86,-0.14
134,T130,T130,Jordan Spieth,81,"18' 1""",1520.0,84,-0.15
135,T130,T130,Jhonattan Vegas,92,"18' 1""",884.8330000000001,49,-0.10
136,137,137,Kelly Kraft,94,"18' 2""",1505.5,83,-0.16
137,T138,T138,Beau Hossler,104,"18' 4""",2054.667,112,-0.09
138,T138,T138,Patton Kizzire,92,"18' 4""",1539.9170000000001,84,-0.14
139,T138,T138,Anirban Lahiri,82,"18' 4""",1157.25,63,E
140,T138,T138,Martin Piller,79,"18' 4""",1171.917,64,-0.11
141,T138,T138,Scott Stallings,96,"18' 4""",1485.5829999999999,81,-0.06
142,T143,T143,Zecheng Dou,53,"18' 5""",627.3330000000001,34,E
143,T143,T143,Matt Kuchar,88,"18' 5""",1525.3329999999999,83,-0.16
144,T143,T143,Andrew Yun,51,"18' 5""",534.3330000000001,29,+0.07
145,T146,T146,Joel Dahmen,93,"18' 6""",1479.75,80,-0.10
146,T146,T146,Stephan Jaeger,81,"18' 6""",982.5830000000001,53,-0.25
147,T148,T148,Brian Harman,94,"18' 7""",1413.75,76,-0.20
148,T148,T148,Peter Malnati,87,"18' 7""",1726.0,93,-0.14
149,T148,T148,Brendan Steele,74,"18' 7""",1061.583,57,+0.09
150,T151,T151,Derek Fathauer,84,"18' 8""",990.5830000000001,53,-0.08
151,T151,T151,Ian Poulter,73,"18' 8""",971.25,52,-0.15
152,T151,T151,Justin Rose,70,"18' 8""",1008.5830000000001,54,-0.28
153,T154,T154,Marc Leishman,93,"18' 9""",1197.333,64,-0.02
154,T154,T154,Louis Oosthuizen,62,"18' 9""",824.25,44,-0.18
155,T156,T156,Jonas Blixt,67,"18' 10""",998.4169999999999,53,-0.13
156,T156,T156,Graeme McDowell,67,"18' 10""",883.5830000000001,47,+0.04
157,T158,T158,Kevin Chappell,77,"18' 11""",1307.917,69,-0.03
158,T158,T158,Austin Cook,107,"18' 11""",1742.8329999999999,92,-0.05
159,T158,T158,Shane Lowry,64,"18' 11""",927.5,49,-0.08
160,T158,T158,William McGirt,84,"18' 11""",1302.75,69,-0.23
161,T158,T158,Kevin Streelman,94,"18' 11""",1514.75,80,-0.10
162,T163,T163,Fabián Gómez,88,"19' 2""",1305.75,68,-0.15
163,T163,T163,Tom Lovelady,87,"19' 2""",1552.0829999999999,81,-0.14
164,165,165,Kyle Thompson,50,"19' 3""",865.6669999999999,45,-0.02
165,T166,T166,Kiradech Aphibarnrat,51,"19' 4""",424.5,22,E
166,T166,T166,Lanto Griffin,80,"19' 4""",1161.083,60,-0.03
167,T166,T166,Alex Noren,67,"19' 4""",560.9169999999999,29,-0.10
168,T166,T166,J.T. Poston,73,"19' 4""",1196.333,62,-0.11
169,T166,T166,Chez Reavie,93,"19' 4""",1316.9170000000001,68,-0.07
170,T171,T171,Aaron Baddeley,84,"19' 5""",1337.1670000000001,69,-0.03
171,T171,T171,Luke List,98,"19' 5""",1417.0,73,-0.10
172,173,173,Talor Gooch,78,"19' 8""",865.5,44,E
173,174,174,Patrick Rodgers,97,"19' 9""",1658.6670000000001,84,-0.07
174,T175,T175,Patrick Cantlay,87,"19' 10""",1331.5829999999999,67,-0.01
175,T175,T175,Whee Kim,93,"19' 10""",1569.5829999999999,79,-0.10
176,177,177,Greg Chalmers,56,"19' 11""",676.75,34,-0.12
177,178,178,Harold Varner III,91,"20' 0""",1418.0829999999999,71,-0.14
178,179,179,Tony Finau,105,"20' 1""",1286.833,64,-0.09
179,180,180,Russell Knox,94,"20' 3""",1698.6670000000001,84,-0.06
180,181,181,Satoshi Kodaira,51,"20' 4""",854.4169999999999,42,+0.21
181,T182,T182,Adam Hadwin,92,"20' 6""",1230.667,60,-0.07
182,T182,T182,Sam Saunders,80,"20' 6""",1270.75,62,+0.08
183,T184,T184,Chesson Hadley,103,"20' 8""",2189.083,106,-0.08
184,T184,T184,Francesco Molinari,73,"20' 8""",1322.5,64,-0.20
185,186,186,Keegan Bradley,98,"21' 0""",1409.3329999999999,67,+0.03
186,187,187,Bud Cauley,55,"21' 4""",1025.0,48,-0.13
187,188,188,Cody Gribble,71,"21' 5""",663.5,31,+0.06
188,189,189,Lucas Glover,65,"21' 6""",729.5830000000001,34,-0.24
189,190,190,Rafa Cabrera Bello,75,"21' 9""",1150.833,53,+0.09
190,191,191,Kyle Stanley,93,"22' 1""",1257.417,57,-0.07
191,192,192,D.A. Points,63,"23' 4""",1635.4170000000001,70,+0.14
192,193,193,Hunter Mahan,67,"23' 6""",1059.167,45,-0.09
