,Approaches_from_125-150_yards_Rgh_RANK THIS WEEK,Approaches_from_125-150_yards_Rgh_RANK LAST WEEK,Approaches_from_125-150_yards_Rgh_PLAYER NAME,Approaches_from_125-150_yards_Rgh_ROUNDS,Approaches_from_125-150_yards_Rgh_AVG,Approaches_from_125-150_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_125-150_yards_Rgh_# OF ATTEMPTS,Approaches_from_125-150_yards_Rgh_RELATIVE TO PAR
0,1,1,Henrik Stenson,60,"26' 0""",415.417,16,+1
1,2,2,Joel Dahmen,93,"27' 0""",1566.4170000000001,58,-3
2,3,3,Bubba Watson,90,"30' 3""",1362.5829999999999,45,+2
3,4,4,Tyrrell Hatton,58,"30' 9""",1045.083,34,E
4,T5,T5,Billy Horschel,86,"31' 3""",1343.8329999999999,43,+2
5,T5,T5,Graeme McDowell,67,"31' 3""",1186.75,38,E
6,7,7,Andrew Landry,82,"31' 6""",1512.8329999999999,48,+4
7,T8,T8,Roberto Díaz,72,"32' 0""",1343.0829999999999,42,-1
8,T8,T8,Jimmy Walker,81,"32' 0""",1953.9170000000001,61,-6
9,10,10,Ian Poulter,73,"32' 1""",898.4169999999999,28,E
10,T11,T11,Chris Kirk,108,"32' 3""",2351.417,73,+5
11,T11,T11,Ryan Moore,78,"32' 3""",1452.5,45,E
12,13,13,Bronson Burgoon,69,"32' 4""",1291.917,40,-2
13,14,14,Abraham Ancer,98,"32' 5""",1977.0829999999999,61,+2
14,T15,T15,Matt Every,79,"32' 6""",1884.5,58,+12
15,T15,T15,Sean O'Hair,67,"32' 6""",1332.75,41,-2
16,T17,T17,Tyler Duncan,97,"32' 7""",2116.333,65,+5
17,T17,T17,Billy Hurley III,70,"32' 7""",1367.6670000000001,42,-1
18,19,19,Robert Streb,78,"32' 8""",1242.0,38,+5
19,20,20,Ryan Armour,109,"32' 9""",1606.5,49,-3
20,21,21,Chez Reavie,93,"32' 10""",887.5830000000001,27,+1
21,T22,T22,Ryan Blaum,81,"32' 11""",1776.0,54,+4
22,T22,T22,Zach Johnson,94,"32' 11""",1284.167,39,+6
23,24,24,Corey Conners,97,"33' 0""",2307.333,70,+12
24,25,25,Si Woo Kim,108,"33' 2""",2389.083,72,+3
25,26,26,Retief Goosen,60,"33' 6""",1472.75,44,+7
26,27,27,Charley Hoffman,87,"33' 7""",2217.333,66,+5
27,T28,T28,Jonathan Byrd,70,"33' 8""",1378.6670000000001,41,+4
28,T28,T28,Robert Garrigus,80,"33' 8""",1985.6670000000001,59,+4
29,T28,T28,Tyrone Van Aswegen,101,"33' 8""",2156.583,64,+6
30,T31,T31,D.A. Points,63,"33' 9""",944.5830000000001,28,+1
31,T31,T31,Vaughn Taylor,83,"33' 9""",1517.5829999999999,45,-2
32,T33,T33,Stewart Cink,87,"33' 11""",1999.4170000000001,59,+3
33,T33,T33,Adam Scott,78,"33' 11""",1323.3329999999999,39,+1
34,T35,T35,Seamus Power,86,"34' 0""",2309.917,68,E
35,T35,T35,Jordan Spieth,81,"34' 0""",1666.8329999999999,49,+1
36,37,37,Phil Mickelson,90,"34' 2""",2287.25,67,-4
37,T38,T38,Nicholas Lindheim,77,"34' 4""",1581.1670000000001,46,+5
38,T38,T38,Kevin Streelman,94,"34' 4""",1613.9170000000001,47,+4
39,40,40,Lanto Griffin,80,"34' 5""",1684.5829999999999,49,-3
40,T41,T41,Derek Fathauer,84,"34' 6""",1967.5,57,+9
41,T41,T41,Kevin Tway,110,"34' 6""",2484.0,72,+3
42,T43,T43,J.J. Spaun,85,"34' 9""",1632.6670000000001,47,+7
43,T43,T43,Ethan Tracy,72,"34' 9""",2225.333,64,+2
44,45,45,Martin Laird,73,"34' 10""",1357.0829999999999,39,+4
45,T46,T46,Jason Dufner,71,"34' 11""",1360.6670000000001,39,+1
46,T46,T46,Emiliano Grillo,94,"34' 11""",1501.6670000000001,43,+1
47,T46,T46,Kelly Kraft,94,"34' 11""",1710.0829999999999,49,+8
48,49,49,Mackenzie Hughes,80,"35' 0""",1887.9170000000001,54,+6
49,T50,T50,Wesley Bryan,69,"35' 2""",984.3330000000001,28,+3
50,T50,T50,Jason Kokrak,99,"35' 2""",2742.917,78,+8
51,52,52,Nick Watney,94,"35' 3""",1904.5829999999999,54,+3
52,53,53,Andrew Putnam,97,"35' 4""",2049.5,58,+6
53,54,54,Shawn Stefani,76,"35' 5""",1981.3329999999999,56,+5
54,55,55,Hunter Mahan,67,"35' 6""",1456.1670000000001,41,+3
55,56,56,Francesco Molinari,73,"35' 7""",1068.667,30,+4
56,57,57,Ben Silverman,90,"35' 8""",2355.75,66,+7
57,T58,T58,Bud Cauley,55,"35' 9""",643.25,18,E
58,T58,T58,Talor Gooch,78,"35' 9""",1821.5829999999999,51,+4
59,T58,T58,Tiger Woods,68,"35' 9""",1072.167,30,+3
60,61,61,Troy Merritt,89,"35' 10""",1792.25,50,+10
61,T62,T62,Brian Harman,94,"35' 11""",1614.9170000000001,45,+7
62,T62,T62,Matt Kuchar,88,"35' 11""",1364.0829999999999,38,+2
63,T62,T62,Ryan Palmer,69,"35' 11""",2191.667,61,+12
64,T62,T62,Rory Sabbatini,91,"35' 11""",2407.25,67,E
65,T66,T66,Tony Finau,105,"36' 0""",2881.333,80,+10
66,T66,T66,Sam Saunders,80,"36' 0""",1765.75,49,+4
67,T68,T68,Zac Blair,64,"36' 1""",1841.0,51,+5
68,T68,T68,Cameron Percy,56,"36' 1""",1479.9170000000001,41,+5
69,T70,T70,Scott Brown,102,"36' 2""",2494.75,69,+16
70,T70,T70,Brandon Harkins,101,"36' 2""",2786.75,77,+12
71,T70,T70,Rory McIlroy,64,"36' 2""",1591.0829999999999,44,+5
72,73,73,Tom Lovelady,87,"36' 3""",2499.417,69,+3
73,T74,T74,Keegan Bradley,98,"36' 4""",1525.25,42,+9
74,T74,T74,Chad Campbell,87,"36' 4""",1782.25,49,+3
75,T74,T74,Ben Martin,64,"36' 4""",1126.167,31,+1
76,T74,T74,Justin Thomas,91,"36' 4""",1818.0829999999999,50,+7
77,T78,T78,Matt Jones,70,"36' 5""",1566.8329999999999,43,+1
78,T78,T78,Luke List,98,"36' 5""",2770.417,76,+9
79,T78,T78,Kevin Na,91,"36' 5""",1493.5,41,+8
80,81,81,Patton Kizzire,92,"36' 7""",2377.5,65,+4
81,82,82,Daniel Summerhays,51,"36' 8""",1320.5829999999999,36,+1
82,T83,T83,Greg Chalmers,56,"36' 9""",1102.167,30,+7
83,T83,T83,Louis Oosthuizen,62,"36' 9""",1434.4170000000001,39,+5
84,85,85,Paul Casey,74,"36' 10""",1141.833,31,+2
85,86,86,J.B. Holmes,77,"36' 11""",2620.417,71,+6
86,87,87,Harris English,84,"37' 0""",2330.417,63,-1
87,T88,T88,Alex Cejka,77,"37' 1""",1966.5829999999999,53,+5
88,T88,T88,Kyle Stanley,93,"37' 1""",1112.083,30,+5
89,90,90,Chesson Hadley,103,"37' 2""",2637.917,71,+12
90,T91,T91,David Hearn,66,"37' 3""",1490.5829999999999,40,+11
91,T91,T91,William McGirt,84,"37' 3""",2458.583,66,+12
92,T93,T93,Scott Stallings,96,"37' 4""",3170.083,85,+3
93,T93,T93,Aaron Wise,90,"37' 4""",1939.1670000000001,52,+11
94,T95,T95,Patrick Reed,94,"37' 5""",1719.25,46,+2
95,T95,T95,Steve Wheatcroft,60,"37' 5""",1234.167,33,+8
96,T97,T97,Austin Cook,107,"37' 6""",2288.833,61,+8
97,T97,T97,Denny McCarthy,71,"37' 6""",1386.25,37,+3
98,T97,T97,Brett Stegmaier,67,"37' 6""",1835.5,49,+3
99,T97,T97,Chris Stroud,81,"37' 6""",1985.8329999999999,53,+10
100,T101,T101,Brian Gay,103,"37' 7""",2028.8329999999999,54,+4
101,T101,T101,Adam Hadwin,92,"37' 7""",1541.25,41,+10
102,T101,T101,Michael Kim,74,"37' 7""",1541.0829999999999,41,+7
103,104,104,Zecheng Dou,53,"37' 10""",1551.25,41,+9
104,105,105,Jonas Blixt,67,"37' 11""",1553.4170000000001,41,+5
105,106,106,Rafa Cabrera Bello,75,"38' 0""",835.8330000000001,22,+3
106,T107,T107,Branden Grace,67,"38' 1""",1181.167,31,-1
107,T107,T107,Sam Ryder,82,"38' 1""",1675.3329999999999,44,+8
108,T109,T109,Keith Mitchell,99,"38' 2""",2518.583,66,-1
109,T109,T109,Rob Oppenheim,74,"38' 2""",1564.0,41,+2
110,T109,T109,Martin Piller,79,"38' 2""",1984.0829999999999,52,+14
