,Approaches_from_75-100_yards_Rgh_RANK THIS WEEK,Approaches_from_75-100_yards_Rgh_RANK LAST WEEK,Approaches_from_75-100_yards_Rgh_PLAYER NAME,Approaches_from_75-100_yards_Rgh_ROUNDS,Approaches_from_75-100_yards_Rgh_AVG,Approaches_from_75-100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_75-100_yards_Rgh_# OF ATTEMPTS,Approaches_from_75-100_yards_Rgh_RELATIVE TO PAR
0,1,1,Adam Hadwin,92,"13' 6""",121.833,9,E
1,2,2,J.J. Spaun,85,"15' 10""",189.917,12,E
2,3,3,Cameron Smith,85,"16' 2""",145.25,9,+1
3,4,4,Jamie Lovemark,92,"16' 3""",260.58299999999997,16,-7
4,5,5,Tiger Woods,68,"16' 8""",66.5,4,+1
5,T6,T6,Charl Schwartzel,65,"17' 2""",154.833,9,+2
6,T6,T6,Hudson Swafford,73,"17' 2""",137.25,8,-3
7,T6,T6,Johnson Wagner,75,"17' 2""",86.0,5,+1
8,9,9,Byeong Hun An,86,"17' 9""",213.417,12,+2
9,10,10,Ryan Moore,78,"18' 2""",72.75,4,+3
10,11,11,Chesson Hadley,103,"18' 10""",377.083,20,-1
11,12,12,Abraham Ancer,98,"19' 2""",384.0,20,-6
12,13,13,Seamus Power,86,"19' 8""",255.833,13,-4
13,14,14,Daniel Summerhays,51,"20' 0""",99.833,5,E
14,15,15,Corey Conners,97,"20' 1""",240.917,12,-1
15,T16,T16,Roberto Díaz,72,"20' 4""",407.0,20,-3
16,T16,T16,Brandt Snedeker,84,"20' 4""",284.41700000000003,14,-3
17,T18,T18,Chris Kirk,108,"20' 6""",389.0,19,-2
18,T18,T18,Patrick Reed,94,"20' 6""",388.75,19,E
19,T18,T18,Ethan Tracy,72,"20' 6""",368.667,18,+3
20,T18,T18,Gary Woodland,96,"20' 6""",328.5,16,E
21,22,22,Bill Haas,76,"20' 7""",329.917,16,+2
22,T23,T23,Charley Hoffman,87,"20' 9""",83.083,4,+1
23,T23,T23,Whee Kim,93,"20' 9""",228.583,11,+2
24,T23,T23,Hunter Mahan,67,"20' 9""",311.75,15,-7
25,T26,T26,Fabián Gómez,88,"20' 11""",335.167,16,+4
26,T26,T26,Kyle Stanley,93,"20' 11""",167.583,8,+1
27,28,28,Rod Pampling,62,"21' 1""",190.083,9,E
28,T29,T29,Talor Gooch,78,"21' 2""",316.91700000000003,15,+3
29,T29,T29,Brett Stegmaier,67,"21' 2""",211.917,10,+4
30,T31,T31,Dominic Bozzelli,65,"21' 3""",212.083,10,E
31,T31,T31,Zach Johnson,94,"21' 3""",467.583,22,E
32,33,33,Ian Poulter,73,"21' 5""",299.41700000000003,14,-2
33,T34,T34,Keegan Bradley,98,"21' 7""",237.5,11,-1
34,T34,T34,Hideki Matsuyama,75,"21' 7""",237.167,11,-3
35,36,36,Nick Watney,94,"21' 8""",282.0,13,-2
36,37,37,Rob Oppenheim,74,"21' 9""",261.0,12,+5
37,38,38,Martin Laird,73,"21' 11""",219.167,10,+2
38,39,39,Sam Saunders,80,"22' 1""",353.917,16,-4
39,40,40,Daniel Berger,81,"22' 2""",243.917,11,-1
40,41,41,Vaughn Taylor,83,"22' 4""",245.333,11,-3
41,T42,T42,Peter Malnati,87,"22' 5""",291.58299999999997,13,+1
42,T42,T42,Kyle Thompson,50,"22' 5""",134.667,6,-1
43,44,44,Andrew Yun,51,"22' 6""",157.25,7,+1
44,45,45,Robert Streb,78,"22' 7""",203.25,9,-2
45,46,46,Charles Howell III,104,"22' 8""",499.167,22,+1
46,T47,T47,Wesley Bryan,69,"22' 10""",205.583,9,+5
47,T47,T47,Jonathan Byrd,70,"22' 10""",273.91700000000003,12,+4
48,T47,T47,Derek Fathauer,84,"22' 10""",319.25,14,E
49,T47,T47,Conrad Shindler,60,"22' 10""",273.5,12,-2
50,51,51,Nate Lashley,51,"22' 11""",435.583,19,-1
51,T52,T52,Francesco Molinari,73,"23' 0""",298.75,13,-1
52,T52,T52,Brian Stuard,103,"23' 0""",413.333,18,-3
53,54,54,David Hearn,66,"23' 2""",138.75,6,-1
54,55,55,Lanto Griffin,80,"23' 6""",398.917,17,-3
55,56,56,Jimmy Walker,81,"23' 7""",329.667,14,+2
56,T57,T57,Matt Atkins,56,"23' 8""",355.333,15,+1
57,T57,T57,Tyler Duncan,97,"23' 8""",237.0,10,+1
58,T59,T59,Dustin Johnson,77,"23' 9""",475.417,20,E
59,T59,T59,Anirban Lahiri,82,"23' 9""",379.917,16,+5
60,T59,T59,Peter Uihlein,83,"23' 9""",450.75,19,+1
61,T59,T59,Tyrone Van Aswegen,101,"23' 9""",451.417,19,+4
62,63,63,Billy Hurley III,70,"23' 10""",404.667,17,E
63,T64,T64,Russell Henley,77,"24' 0""",191.833,8,-1
64,T64,T64,Denny McCarthy,71,"24' 0""",264.08299999999997,11,-1
65,66,66,Louis Oosthuizen,62,"24' 1""",265.16700000000003,11,+2
