,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
0,1,1,David Hearn,66,"31' 11""",28561.333,895,40
1,2,2,Dustin Johnson,77,"32' 8""",36317.583,1112,9
2,3,3,Conrad Shindler,60,"33' 3""",26115.0,786,107
3,4,4,Cameron Percy,56,"33' 7""",24572.833,731,28
4,5,5,Chris Kirk,108,"33' 8""",57795.667,1717,55
5,T6,T6,Blayne Barber,69,"33' 9""",36034.75,1067,22
6,T6,T6,Andrew Landry,82,"33' 9""",43881.833,1300,116
7,T6,T6,Chez Reavie,93,"33' 9""",36156.167,1072,47
8,9,9,Ryan Armour,109,"33' 10""",58195.0,1719,56
9,T10,T10,Tom Hoge,101,"33' 11""",49966.417,1473,158
10,T10,T10,Zach Johnson,94,"33' 11""",43656.25,1288,80
11,T10,T10,Henrik Stenson,60,"33' 11""",26684.75,786,1
12,T10,T10,Brian Stuard,103,"33' 11""",53267.917,1572,83
13,14,14,Chesson Hadley,103,"34' 1""",54245.417,1593,75
14,15,15,Keegan Bradley,98,"34' 2""",48912.583,1430,36
15,T16,T16,J.J. Henry,81,"34' 4""",38798.917,1130,10
16,T16,T16,Sam Ryder,82,"34' 4""",42879.333,1250,2
17,T16,T16,Tiger Woods,68,"34' 4""",36233.25,1055,82
18,T19,T19,Wesley Bryan,69,"34' 5""",31180.0,905,183
19,T19,T19,Kevin Na,91,"34' 5""",42805.083,1245,142
20,T19,T19,Ian Poulter,73,"34' 5""",30724.583,892,90
21,T19,T19,J.J. Spaun,85,"34' 5""",43684.333,1269,30
22,T23,T23,Chad Campbell,87,"34' 6""",41215.5,1195,120
23,T23,T23,Russell Knox,94,"34' 6""",45524.833,1321,27
24,T23,T23,Nate Lashley,51,"34' 6""",21483.25,622,58
25,T23,T23,Louis Oosthuizen,62,"34' 6""",28264.0,819,112
26,T23,T23,Nick Watney,94,"34' 6""",49112.333,1422,64
27,T28,T28,Rickie Fowler,74,"34' 7""",37451.25,1083,29
28,T28,T28,Jim Furyk,50,"34' 7""",28500.167,825,166
29,T28,T28,Justin Rose,70,"34' 7""",32722.75,947,23
30,T28,T28,Kyle Stanley,93,"34' 7""",41419.0,1198,6
31,T28,T28,Brett Stegmaier,67,"34' 7""",28902.5,836,15
32,T28,T28,Vaughn Taylor,83,"34' 7""",43102.333,1246,89
33,T34,T34,Corey Conners,97,"34' 8""",48904.333,1412,17
34,T34,T34,Brian Gay,103,"34' 8""",57079.667,1646,145
35,T34,T34,Jordan Spieth,81,"34' 8""",40785.333,1177,12
36,T37,T37,Stewart Cink,87,"34' 9""",41565.417,1197,49
37,T37,T37,Patton Kizzire,92,"34' 9""",48218.667,1388,37
38,T37,T37,Ryan Moore,78,"34' 9""",40862.5,1176,44
39,T37,T37,Shawn Stefani,76,"34' 9""",37039.5,1067,79
40,T37,T37,Kevin Streelman,94,"34' 9""",50896.167,1465,4
41,T42,T42,Joel Dahmen,93,"34' 10""",44179.5,1269,42
42,T42,T42,Bryson DeChambeau,93,"34' 10""",48458.417,1390,25
43,T42,T42,Whee Kim,93,"34' 10""",45334.75,1301,161
44,T42,T42,Kyle Thompson,50,"34' 10""",22373.5,642,177
45,46,46,Russell Henley,77,"34' 11""",36124.083,1035,45
46,T47,T47,Rafa Cabrera Bello,75,"35' 0""",30068.083,859,19
47,T47,T47,Emiliano Grillo,94,"35' 0""",45696.5,1306,41
48,T49,T49,Satoshi Kodaira,51,"35' 1""",25126.75,717,190
49,T49,T49,Rory McIlroy,64,"35' 1""",31812.833,907,106
50,51,51,Paul Casey,74,"35' 2""",30863.583,878,72
51,T52,T52,Matt Kuchar,88,"35' 3""",40917.167,1162,94
52,T52,T52,David Lingmerth,82,"35' 3""",43045.75,1220,168
53,T52,T52,Webb Simpson,95,"35' 3""",50943.25,1445,66
54,T52,T52,Steve Wheatcroft,60,"35' 3""",28962.667,822,97
55,T52,T52,Gary Woodland,96,"35' 3""",44079.833,1250,11
56,T57,T57,Abraham Ancer,98,"35' 5""",52338.0,1478,101
57,T57,T57,Alex Cejka,77,"35' 5""",37869.25,1070,154
58,T57,T57,Hideki Matsuyama,75,"35' 5""",35981.5,1017,34
59,T57,T57,Ryan Palmer,69,"35' 5""",37684.333,1064,118
60,T57,T57,C.T. Pan,104,"35' 5""",51734.583,1461,5
61,T62,T62,Tyler Duncan,97,"35' 6""",51456.917,1449,25
62,T62,T62,"Ted Potter, Jr.",87,"35' 6""",48516.25,1366,168
63,T62,T62,Justin Thomas,91,"35' 6""",43218.083,1217,45
64,T65,T65,Kiradech Aphibarnrat,51,"35' 7""",21355.75,600,178
65,T65,T65,Kevin Chappell,77,"35' 7""",39376.917,1106,99
66,T65,T65,Charley Hoffman,87,"35' 7""",43145.25,1212,98
67,T65,T65,Brooks Koepka,64,"35' 7""",34100.0,959,54
68,T65,T65,Kelly Kraft,94,"35' 7""",46751.833,1315,152
69,T65,T65,Pat Perez,82,"35' 7""",32320.0,909,74
70,T65,T65,Richy Werenski,98,"35' 7""",47004.667,1322,91
71,T72,T72,Brice Garnett,99,"35' 8""",51604.417,1447,95
72,T72,T72,Martin Laird,73,"35' 8""",38916.667,1090,110
73,T72,T72,Scott Piercy,84,"35' 8""",43544.417,1220,24
