,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
74,T72,T72,Johnson Wagner,75,"35' 8""",35144.25,986,69
75,T76,T76,Fabián Gómez,88,"35' 9""",45201.5,1263,70
76,T76,T76,Danny Lee,88,"35' 9""",44411.083,1243,131
77,T76,T76,Shane Lowry,64,"35' 9""",32524.5,909,48
78,T76,T76,Adam Scott,78,"35' 9""",38307.667,1072,8
79,T76,T76,Hudson Swafford,73,"35' 9""",33005.083,923,38
80,T81,T81,Bronson Burgoon,69,"35' 11""",36617.75,1019,50
81,T81,T81,Ben Crane,65,"35' 11""",29402.583,818,137
82,T81,T81,Robert Garrigus,80,"35' 11""",43543.833,1212,124
83,T81,T81,James Hahn,85,"35' 11""",44385.667,1235,53
84,T81,T81,Rob Oppenheim,74,"35' 11""",34546.917,962,149
85,T81,T81,Brandt Snedeker,84,"35' 11""",47284.167,1316,132
86,T87,T87,Patrick Cantlay,87,"36' 0""",43197.75,1200,7
87,T87,T87,J.B. Holmes,77,"36' 0""",43594.583,1210,126
88,T87,T87,Rory Sabbatini,91,"36' 0""",48063.75,1336,71
89,T87,T87,Sam Saunders,80,"36' 0""",42867.083,1190,133
90,T87,T87,Tyrone Van Aswegen,101,"36' 0""",53290.25,1482,127
91,T87,T87,Jimmy Walker,81,"36' 0""",42380.167,1176,180
92,T93,T93,Byeong Hun An,86,"36' 1""",46951.0,1302,63
93,T93,T93,Austin Cook,107,"36' 1""",59231.25,1642,100
94,T93,T93,Jason Kokrak,99,"36' 1""",56863.333,1577,14
95,T96,T96,Tony Finau,105,"36' 2""",52260.25,1446,18
96,T96,T96,Phil Mickelson,90,"36' 2""",45047.333,1245,137
97,T96,T96,Francesco Molinari,73,"36' 2""",36850.583,1018,16
98,T96,T96,Cameron Smith,85,"36' 2""",39174.667,1083,167
99,T100,T100,Lanto Griffin,80,"36' 3""",38754.0,1070,81
100,T100,T100,Michael Thompson,62,"36' 3""",36229.833,1000,21
101,T102,T102,Brian Harman,94,"36' 4""",46272.417,1274,77
102,T102,T102,Billy Horschel,86,"36' 4""",49999.833,1376,3
103,T102,T102,Billy Hurley III,70,"36' 4""",36953.167,1017,170
104,T102,T102,Nicholas Lindheim,77,"36' 4""",38262.167,1053,61
105,T102,T102,Ethan Tracy,72,"36' 4""",34838.25,958,139
106,T107,T107,Charles Howell III,104,"36' 5""",50879.083,1397,33
107,T107,T107,Keith Mitchell,99,"36' 5""",53881.583,1480,31
108,T107,T107,Ben Silverman,90,"36' 5""",49011.667,1346,134
109,T110,T110,Talor Gooch,78,"36' 6""",40153.75,1099,159
110,T110,T110,Mackenzie Hughes,80,"36' 6""",44484.917,1219,109
111,T110,T110,Anirban Lahiri,82,"36' 6""",43388.167,1188,141
112,T110,T110,D.A. Points,63,"36' 6""",31029.333,850,191
113,T110,T110,Jon Rahm,71,"36' 6""",32991.0,904,20
114,T115,T115,Zac Blair,64,"36' 7""",30191.583,826,103
115,T115,T115,Si Woo Kim,108,"36' 7""",50562.75,1382,153
116,T115,T115,J.T. Poston,73,"36' 7""",37268.583,1018,52
117,T118,T118,Kevin Kisner,89,"36' 8""",42419.5,1157,122
118,T118,T118,Scott Stallings,96,"36' 8""",52476.917,1430,117
119,T118,T118,Aaron Wise,90,"36' 8""",52232.167,1426,43
120,T121,T121,Jason Dufner,71,"36' 9""",33988.083,925,148
121,T121,T121,Martin Flores,92,"36' 9""",47259.333,1285,105
122,T121,T121,Retief Goosen,60,"36' 9""",26275.917,715,182
123,T121,T121,William McGirt,84,"36' 9""",49323.417,1343,77
124,T125,T125,Brandon Harkins,101,"36' 10""",55675.5,1511,113
125,T125,T125,Tyrrell Hatton,58,"36' 10""",27609.417,750,104
126,T125,T125,Sung Kang,89,"36' 10""",43797.5,1190,165
127,T125,T125,Andrew Putnam,97,"36' 10""",50646.417,1375,12
128,T125,T125,Harold Varner III,91,"36' 10""",48607.0,1321,73
129,T130,T130,Ryan Blaum,81,"36' 11""",47452.583,1286,108
130,T130,T130,Sean O'Hair,67,"36' 11""",37376.833,1012,151
131,T132,T132,Aaron Baddeley,84,"37' 0""",46271.167,1251,163
132,T132,T132,Tom Lovelady,87,"37' 0""",45472.167,1229,87
133,T132,T132,Hunter Mahan,67,"37' 0""",33679.083,911,39
134,T135,T135,Ricky Barnes,65,"37' 1""",29906.167,806,155
135,T135,T135,Tommy Fleetwood,73,"37' 1""",35837.083,967,32
136,T135,T135,Grayson Murray,72,"37' 1""",38492.167,1039,175
137,T138,T138,Roberto Díaz,72,"37' 2""",37129.0,998,156
138,T138,T138,John Huh,94,"37' 2""",54489.5,1466,111
139,T138,T138,Marc Leishman,93,"37' 2""",48628.083,1308,96
140,T138,T138,Troy Merritt,89,"37' 2""",48413.0,1303,130
141,T138,T138,Bubba Watson,90,"37' 2""",45130.25,1214,57
142,T143,T143,Daniel Berger,81,"37' 3""",41336.917,1109,92
143,T143,T143,Zecheng Dou,53,"37' 3""",23934.667,643,157
144,T143,T143,Stephan Jaeger,81,"37' 3""",41891.0,1124,85
145,T143,T143,Ollie Schniederjans,91,"37' 3""",51261.583,1375,173
146,T147,T147,Jonathan Byrd,70,"37' 4""",32094.667,859,59
147,T147,T147,Jason Day,75,"37' 4""",32757.417,877,124
148,T147,T147,Matt Every,79,"37' 4""",40240.167,1079,144
149,T147,T147,Branden Grace,67,"37' 4""",29377.0,787,86
150,T147,T147,Denny McCarthy,71,"37' 4""",32479.167,870,60
151,T147,T147,Patrick Reed,94,"37' 4""",41882.167,1122,160
152,T147,T147,Robert Streb,78,"37' 4""",39919.25,1070,135
153,T147,T147,Nick Taylor,94,"37' 4""",49168.0,1317,76
154,T155,T155,Seamus Power,86,"37' 5""",43921.667,1173,128
155,T155,T155,Cameron Tringale,67,"37' 5""",33940.167,908,121
156,T157,T157,Bud Cauley,55,"37' 6""",27423.5,732,147
157,T157,T157,Peter Malnati,87,"37' 6""",50313.583,1342,171
158,T157,T157,Trey Mullinax,75,"37' 6""",39117.0,1043,122
159,T160,T160,Dominic Bozzelli,65,"37' 7""",40781.833,1085,185
160,T160,T160,Matt Jones,70,"37' 7""",31412.917,836,101
161,T160,T160,Xander Schauffele,96,"37' 7""",48416.167,1288,119
162,T160,T160,Brendan Steele,74,"37' 7""",36493.75,970,35
163,T160,T160,Kevin Tway,110,"37' 7""",60328.667,1604,93
164,T165,T165,Peter Uihlein,83,"37' 8""",43605.167,1157,68
165,T165,T165,Andrew Yun,51,"37' 8""",22832.25,606,181
166,T167,T167,Bill Haas,76,"37' 9""",44566.0,1181,140
167,T167,T167,Jamie Lovemark,92,"37' 9""",52234.417,1383,143
168,T167,T167,Graeme McDowell,67,"37' 9""",31056.833,823,146
169,T167,T167,Rod Pampling,62,"37' 9""",30133.5,798,174
170,T171,T171,Scott Brown,102,"37' 10""",54490.5,1441,114
171,T171,T171,Beau Hossler,104,"37' 10""",60775.917,1606,65
172,T171,T171,Luke List,98,"37' 10""",52754.083,1393,51
173,T171,T171,Chris Stroud,81,"37' 10""",38905.167,1028,172
174,T171,T171,Xinjun Zhang,81,"37' 10""",38454.667,1016,88
175,T176,T176,Adam Hadwin,92,"38' 0""",44926.333,1182,61
176,T176,T176,Michael Kim,74,"38' 0""",36515.583,961,186
177,T178,T178,Lucas Glover,65,"38' 1""",31165.167,819,83
178,T178,T178,Ben Martin,64,"38' 1""",38762.833,1017,150
179,180,180,Jonathan Randolph,71,"38' 4""",40896.0,1067,187
180,181,181,Patrick Rodgers,97,"38' 6""",50172.0,1304,114
181,T182,T182,Matt Atkins,56,"38' 9""",27405.833,707,162
182,T182,T182,Harris English,84,"38' 9""",46840.833,1210,164
183,T184,T184,Jonas Blixt,67,"38' 11""",33329.5,856,179
184,T184,T184,Derek Fathauer,84,"38' 11""",46863.5,1205,189
185,T184,T184,Jhonattan Vegas,92,"38' 11""",44406.417,1140,128
186,187,187,Cody Gribble,71,"39' 0""",37155.75,952,176
187,T188,T188,Adam Schenk,86,"39' 3""",46334.5,1180,67
188,T188,T188,Charl Schwartzel,65,"39' 3""",29460.75,750,184
189,190,190,Martin Piller,79,"39' 7""",47300.417,1196,188
190,191,191,Alex Noren,67,"40' 5""",35296.167,874,136
191,192,192,Daniel Summerhays,51,"41' 4""",27509.0,666,193
192,193,193,Greg Chalmers,56,"43' 11""",32089.083,730,192
